negatives
"('O95897', 'A2RRP1')"
"('P51671', 'P46092')"
"('P01106', 'O15370')"
"('P09769', 'P27348')"
"('Q8N5N7', 'Q14197')"
"('Q8IYS5', 'P08637')"
"('P63279', 'Q96B23')"
"('Q9Y2X7', 'O43504')"
"('Q8N2W9', 'P42224')"
"('P63208', 'P62877')"
"('Q969Q6', 'Q9NY47')"
"('O14920', 'Q9Y6K9')"
"('Q9H6S1', 'Q9UHD2')"
"('Q15628', 'Q92844')"
"('Q53TS8', 'P18206')"
"('P63244', 'P40763')"
"('P46108', 'P22681')"
"('O75694', 'P19532')"
"('P83881', 'P30050')"
"('P62195', 'P35398')"
"('Q9UBK2', 'Q06546')"
"('P22681', 'Q5VWK5')"
"('Q15542', 'P21675')"
"('P45973', 'Q02539')"
"('Q9H7L9', 'Q92769')"
"('Q13315', 'P52298')"
"('Q9NWZ3', 'O14920')"
"('P08579', 'Q9UKE5')"
"('Q96CW9', 'Q9HCJ2')"
"('Q16526', 'P49674')"
"('Q9GZN1', 'P25786')"
"('P05556', 'P78324')"
"('O96006', 'P15090')"
"('O60563', 'P24928')"
"('Q9H2D6', 'P08670')"
"('P49721', 'P28074')"
"('Q99963', 'Q9Y6M9')"
"('P59998', 'Q07889')"
"('O95477', 'P18146')"
"('Q8NI35', 'P56856')"
"('P28328', 'P63146')"
"('Q99963', 'P48023')"
"('P19838', 'P42226')"
"('P51572', 'P11215')"
"('Q13619', 'Q13620')"
"('O00233', 'O00231')"
"('P10966', 'P04439')"
"('Q14203', 'P52564')"
"('Q14008', 'Q99459')"
"('Q96NT1', 'Q9Y383')"
"('Q13127', 'Q969G3')"
"('Q8TDR0', 'Q9P2Q2')"
"('Q12789', 'P15882')"
"('P08575', 'Q07912')"
"('Q16445', 'O95166')"
"('P63165', 'Q15697')"
"('Q9Y6K9', 'Q9NTJ3')"
"('P41235', 'P02647')"
"('Q9UQC2', 'Q9Y4K3')"
"('Q86YT6', 'P61077')"
"('P62258', 'Q86YV0')"
"('P62714', 'P23443')"
"('P31942', 'P62701')"
"('P02768', 'O15320')"
"('P35637', 'Q86V81')"
"('Q13177', 'P54819')"
"('Q02763', 'Q01970')"
"('P31947', 'P40818')"
"('Q9UKV8', 'Q9UHI6')"
"('Q16288', 'Q9NRF2')"
"('Q14289', 'Q8WUM4')"
"('Q9UI30', 'P01889')"
"('Q92831', 'P62491')"
"('P07900', 'Q13546')"
"('Q9GZR1', 'P19438')"
"('Q01780', 'Q9NQT4')"
"('Q04771', 'Q8TD19')"
"('Q10567', 'Q13315')"
"('O75815', 'P30153')"
"('Q02224', 'Q96BD8')"
"('P51970', 'O95299')"
"('P06493', 'P98082')"
"('P46934', 'P17948')"
"('Q8NI77', 'Q15653')"
"('Q9C0C2', 'Q99459')"
"('Q13769', 'Q96NB3')"
"('Q9UKP5', 'Q13424')"
"('P27361', 'Q96RQ1')"
"('P28749', 'P21675')"
"('P31751', 'Q8TEY5')"
"('P01857', 'Q13077')"
"('Q14185', 'Q07890')"
"('P23527', 'Q96DB2')"
"('P62140', 'Q9UQK1')"
"('P09326', 'P06241')"
"('Q13237', 'P15336')"
"('O43809', 'O43711')"
"('P15692', 'Q96CV9')"
"('P33240', 'Q9H063')"
"('Q99598', 'O95257')"
"('P06241', 'P13671')"
"('P55211', 'Q8WUI4')"
"('P15336', 'Q92793')"
"('Q15366', 'P09651')"
"('Q9H0D6', 'P61978')"
"('Q9NRI5', 'Q5SW79')"
"('P62917', 'P30050')"
"('Q13813', 'Q9GZR7')"
"('P62993', 'Q9NYQ7')"
"('O43914', 'Q8N109')"
"('P35462', 'P61952')"
"('P0CAP1', 'Q8IWZ3')"
"('P30260', 'Q9UJX6')"
"('Q9NRD5', 'P54252')"
"('O14879', 'P09913')"
"('P23527', 'P0C5Z0')"
"('P18146', 'Q9UIF9')"
"('Q8IWZ8', 'P55795')"
"('Q15257', 'P68400')"
"('Q9UNA1', 'O00255')"
"('Q9Y265', 'Q9Y5K5')"
"('O00264', 'Q71F23')"
"('Q13177', 'O60504')"
"('P38936', 'P20248')"
"('P68431', 'P61964')"
"('Q07890', 'P10398')"
"('Q9UJW3', 'Q9NRX4')"
"('Q7Z7J5', 'P51116')"
"('Q9NPI8', 'A8MT69')"
"('P25963', 'Q00839')"
"('P35226', 'P0CG48')"
"('Q8N752', 'P35222')"
"('P26641', 'P07437')"
"('Q9H1C0', 'O14610')"
"('P01563', 'P15509')"
"('Q13077', 'Q9NR28')"
"('P35626', 'Q8IXE1')"
"('Q9UIS9', 'Q6VMQ6')"
"('O15525', 'Q16236')"
"('Q03135', 'Q969G5')"
"('Q96EK5', 'Q96S99')"
"('P30304', 'P31946')"
"('P67775', 'P42574')"
"('Q92835', 'O60496')"
"('Q7Z3G6', 'Q9UGN5')"
"('P62979', 'Q00653')"
"('P41143', 'P27824')"
"('O14640', 'P48729')"
"('Q12933', 'Q9UQN3')"
"('Q9GZY6', 'Q8WV28')"
"('P52735', 'Q7Z6E9')"
"('Q9H9V4', 'O14933')"
"('Q14164', 'P52907')"
"('P49715', 'P09919')"
"('O75365', 'O14925')"
"('O94885', 'P31947')"
"('Q8WVJ2', 'O60739')"
"('Q16637', 'Q5UIP0')"
"('P0C0S5', 'Q9BY41')"
"('Q13535', 'Q7L014')"
"('O15047', 'Q6DRA6')"
"('P01133', 'P17948')"
"('P01857', 'P49221')"
"('Q92558', 'Q9BPX5')"
"('P62249', 'Q04206')"
"('Q8TBX8', 'P06396')"
"('Q9HC36', 'O00442')"
"('O60260', 'P68402')"
"('Q6DKJ4', 'Q92997')"
"('Q99558', 'P62847')"
"('Q9NZT1', 'Q9UQM7')"
"('Q86SE5', 'Q96L14')"
"('O96020', 'P06400')"
"('Q9H5I1', 'O95433')"
"('O00115', 'Q9Y230')"
"('O14842', 'P50148')"
"('P62805', 'P62258')"
"('Q92882', 'Q9P2G9')"
"('O00221', 'P08107')"
"('Q9UET6', 'P30086')"
"('Q16531', 'Q9Y4K3')"
"('Q08170', 'O60508')"
"('P42574', 'P42575')"
"('P11831', 'O95644')"
"('P24941', 'P11940')"
"('P25398', 'P39019')"
"('P22090', 'P62249')"
"('Q07955', 'P26599')"
"('P30480', 'P61513')"
"('P50458', 'O75030')"
"('P30480', 'Q9UQ80')"
"('P35232', 'Q13268')"
"('Q86YP4', 'Q16576')"
"('P68133', 'P24855')"
"('Q16659', 'Q14802')"
"('Q9UJF2', 'Q07890')"
"('Q9Y264', 'Q02763')"
"('Q15008', 'P35998')"
"('406991', 'O95980')"
"('Q9UGN5', 'P09874')"
"('Q9P2W3', 'P42338')"
"('O75167', 'Q15788')"
"('P09769', 'Q14289')"
"('P61769', 'P30685')"
"('P55060', 'P13569')"
"('Q12800', 'P49023')"
"('P16298', 'Q13002')"
"('P11474', 'Q16665')"
"('P60763', 'Q05513')"
"('Q9BVI0', 'P68431')"
"('P25786', 'P40306')"
"('O95166', 'P41145')"
"('Q15283', 'P62070')"
"('Q14192', 'Q01196')"
"('Q86YV0', 'Q07890')"
"('Q5UIP0', 'P62993')"
"('P84022', 'Q01082')"
"('O60516', 'O60573')"
"('P01889', 'Q9UHB9')"
"('Q8NF50', 'Q96L33')"
"('Q86VX9', 'Q5VTD9')"
"('Q5EG05', 'P29466')"
"('Q9UGI9', 'P54840')"
"('Q15714', 'Q9Y5M8')"
"('P00533', 'P01112')"
"('P84022', 'Q9NYA4')"
"('P43246', 'P23508')"
"('P11142', 'P0CG47')"
"('P62277', 'P60709')"
"('P63279', 'Q69YQ0')"
"('Q9Y478', 'Q16531')"
"('Q07020', 'P62910')"
"('P49848', 'P84243')"
"('Q96P48', 'O14763')"
"('P01106', 'Q13568')"
"('Q13557', 'Q08828')"
"('P27361', 'P0C869')"
"('P61224', 'P46734')"
"('O96000', 'P03915')"
"('P40933', 'Q9HBE5')"
"('Q15583', 'Q15796')"
"('P08107', 'Q9BXA6')"
"('Q96P11', 'Q13573')"
"('O15379', 'Q99623')"
"('Q9Y2X7', 'O60925')"
"('P40337', 'P43307')"
"('Q16828', 'Q9UDV6')"
"('Q9NPC6', 'Q08209')"
"('O43353', 'P28482')"
"('P18827', 'P21926')"
"('P06454', 'Q92769')"
"('Q9NZT1', 'P60510')"
"('Q9NP98', 'P12814')"
"('Q99665', 'Q14765')"
"('Q8N157', 'P18146')"
"('P19838', 'P35579')"
"('P51665', 'P62333')"
"('Q01780', 'Q15477')"
"('P09497', 'O94973')"
"('Q86SG6', 'P06241')"
"('O60925', 'Q16630')"
"('O95990', 'P17812')"
"('Q8N5V2', 'P60763')"
"('Q92793', 'P43354')"
"('P52272', 'Q8IYB3')"
"('Q99567', 'P78406')"
"('Q7L5N1', 'O60315')"
"('Q16570', 'P13501')"
"('P99999', 'P31483')"
"('Q05655', 'P47712')"
"('P62987', 'Q9P2G9')"
"('Q14839', 'O94776')"
"('O60437', 'Q9P2S5')"
"('P35626', 'Q8NGP3')"
"('Q09472', 'P29466')"
"('Q15583', 'Q9NPJ1')"
"('P33176', 'Q9BQS8')"
"('407037', 'P05423')"
"('P07437', 'Q6R327')"
"('Q13247', 'P62995')"
"('Q9UBY5', 'P62879')"
"('P61073', 'P62937')"
"('P54257', 'P50336')"
"('P10071', 'O95409')"
"('P10828', 'P48736')"
"('O00574', 'P63096')"
"('Q13526', 'P84022')"
"('Q13163', 'P62993')"
"('P16871', 'P10721')"
"('P08922', 'P29350')"
"('Q96KM6', 'P07947')"
"('P24522', 'Q8IWV7')"
"('P28066', 'P25787')"
"('Q9NQB0', 'P12956')"
"('P48736', 'P55211')"
"('P49368', 'P04049')"
"('Q15796', 'P62263')"
"('P24592', 'Q9NRR5')"
"('Q9P0L2', 'P11137')"
"('Q13362', 'P32121')"
"('P62854', 'P61247')"
"('P61513', 'Q02878')"
"('Q9NRR5', 'Q13526')"
"('O14579', 'Q9UBF2')"
"('P61927', 'P62917')"
"('P49716', 'Q70EL3')"
"('O95405', 'Q9NRC1')"
"('Q9Y2X7', 'Q12873')"
"('Q86V81', 'P22626')"
"('P05771', 'O14920')"
"('O95182', 'O43676')"
"('Q969S8', 'Q13263')"
"('P35226', 'Q16891')"
"('Q93100', 'P27482')"
"('Q9NYY1', 'Q13651')"
"('P10643', 'P07360')"
"('P08670', 'Q99459')"
"('O43597', 'P50570')"
"('Q14164', 'P12532')"
"('Q00005', 'P68104')"
"('Q14204', 'Q99459')"
"('P52952', 'Q86Z02')"
"('P50570', 'Q9Y478')"
"('Q9UL03', 'P54257')"
"('Q96BS2', 'Q7Z5J4')"
"('Q04759', 'O43318')"
"('P35348', 'Q13131')"
"('P48736', 'P16885')"
"('Q9H160', 'Q9H7L9')"
"('P00519', 'Q00987')"
"('Q9Y230', 'O76081')"
"('Q9UJX2', 'P30260')"
"('P02649', 'P04156')"
"('Q8IY92', 'P53794')"
"('P11532', 'P05787')"
"('Q08999', 'P21675')"
"('Q9Y3M8', 'Q86VP1')"
"('Q9H5J8', 'Q8WYH8')"
"('Q9BPX3', 'Q13573')"
"('P10599', 'P63104')"
"('P27482', 'P54750')"
"('P49336', 'Q9NVC6')"
"('Q9UP38', 'O14640')"
"('P36873', 'Q02930')"
"('O14980', 'O00221')"
"('Q9Y4P8', 'P25685')"
"('Q15796', 'Q14686')"
"('P56524', 'P63104')"
"('P51668', 'Q92560')"
"('Q9UJF2', 'O14807')"
"('P39748', 'P09651')"
"('P10914', 'P50591')"
"('P63092', 'P34897')"
"('Q5JY77', 'Q9BTY7')"
"('P17612', 'Q8TCW9')"
"('O00422', 'Q9H7L9')"
"('Q14686', 'P10827')"
"('Q15942', 'O76041')"
"('P62158', 'Q13555')"
"('P14618', 'Q13526')"
"('P17813', 'O14908')"
"('P63244', 'Q96DF8')"
"('P52272', 'Q14103')"
"('P42345', 'Q9Y4H2')"
"('P60709', 'Q9Y696')"
"('O75446', 'Q9H160')"
"('Q96RT7', 'Q9NY65')"
"('Q9UMR2', 'P57060')"
"('Q00005', 'Q9NWZ3')"
"('Q7L0Y3', 'Q99714')"
"('Q9UBS4', 'O75365')"
"('O00463', 'Q9NP84')"
"('Q86YV0', 'O14807')"
"('Q15047', 'Q9Y2V3')"
"('P61160', 'O15143')"
"('Q12840', 'P42262')"
"('Q9BUX1', 'Q9BQY4')"
"('Q8NAF0', 'P20936')"
"('Q9UBX3', 'P63172')"
"('P01106', 'Q8IX90')"
"('P62837', 'P62081')"
"('O43683', 'Q12834')"
"('O95639', 'Q12996')"
"('P04844', 'P46977')"
"('P29350', 'P12931')"
"('Q9H492', 'P24723')"
"('Q96JG8', 'Q9BZY9')"
"('P27540', 'P00338')"
"('P43146', 'P61586')"
"('O75251', 'O95299')"
"('P00533', 'Q16695')"
"('O00231', 'Q9BRP4')"
"('O96019', 'Q9Y230')"
"('P06401', 'P55345')"
"('P15927', 'O14757')"
"('P04637', 'P06748')"
"('P58876', 'P56524')"
"('O43707', 'Q99759')"
"('P22626', 'Q13573')"
"('Q9HCU9', 'Q14789')"
"('Q9UMN6', 'P00519')"
"('Q8TAQ2', 'Q13573')"
"('Q15714', 'Q5XKP0')"
"('P02647', 'Q96MS0')"
"('P02745', 'P0C0L4')"
"('Q99595', 'P40337')"
"('Q00005', 'P62955')"
"('Q9UI14', 'Q8N612')"
"('Q9NWT6', 'O95271')"
"('Q15750', 'Q8N5C8')"
"('Q16254', 'O43365')"
"('P49207', 'P30050')"
"('O95989', 'Q00765')"
"('P29400', 'Q8N5U6')"
"('Q8N6T7', 'Q99708')"
"('P61586', 'P45984')"
"('O75943', 'P40937')"
"('Q5SRE5', 'Q8N1F7')"
"('Q92845', 'Q9UFN0')"
"('Q9NWX6', 'Q8N336')"
"('Q15714', 'Q9UNN5')"
"('P01889', 'Q3V6T2')"
"('Q01718', 'Q96G30')"
"('P08708', 'P46782')"
"('P62993', 'P06703')"
"('P41279', 'P07900')"
"('Q15334', 'Q8TEW0')"
"('Q14118', 'P27986')"
"('P27986', 'Q96T58')"
"('P25054', 'Q9BZK7')"
"('Q15172', 'P62714')"
"('P38936', 'Q8NBE8')"
"('Q9BUE0', 'Q9BWU1')"
"('P06899', 'Q71UI9')"
"('P52272', 'P61978')"
"('P62993', 'Q96B97')"
"('Q15942', 'Q7Z6M1')"
"('P49815', 'P20248')"
"('O95376', 'P36957')"
"('Q04206', 'O43823')"
"('Q13237', 'Q02930')"
"('P41252', 'Q9H8T0')"
"('Q13216', 'O14949')"
"('Q14103', 'P51991')"
"('P46527', 'P38936')"
"('Q01844', 'Q13485')"
"('P05231', 'Q04864')"
"('Q13153', 'Q14155')"
"('407021', 'Q07820')"
"('Q8NI35', 'A6NM45')"
"('P59046', 'P51617')"
"('P28562', 'Q13616')"
"('Q8IYB3', 'P31943')"
"('P35557', 'Q92934')"
"('Q09028', 'P12956')"
"('Q9UBE0', 'P63279')"
"('Q9GZS3', 'P49459')"
"('Q9BQ66', 'Q16526')"
"('P13535', 'P04179')"
"('Q04917', 'P63104')"
"('P01106', 'Q9NR11')"
"('Q96T60', 'P63104')"
"('O95402', 'Q96G25')"
"('P52756', 'Q15428')"
"('P78347', 'O95777')"
"('P17612', 'P54289')"
"('Q96AG4', 'P01889')"
"('Q15036', 'P55157')"
"('P22612', 'P42262')"
"('Q00005', 'Q9UBN1')"
"('P05013', 'P78552')"
"('Q9P2M7', 'Q02045')"
"('Q9Y5W5', 'P56706')"
"('Q9Y620', 'P63279')"
"('B1A4H9', 'P48551')"
"('P01889', 'P51149')"
"('P01891', 'P22309')"
"('Q9Y3A3', 'P62714')"
"('P54764', 'P06241')"
"('P20936', 'P51636')"
"('P14416', 'Q06190')"
"('Q9Y2D1', 'Q9NRI5')"
"('P56856', 'O95500')"
"('P01011', 'P05067')"
"('O95832', 'P18146')"
"('Q13315', 'Q8NDZ2')"
"('Q09472', 'P37231')"
"('P18621', 'P62888')"
"('Q9Y328', 'P02654')"
"('Q92765', 'P62877')"
"('P08700', 'P48551')"
"('P63010', 'Q13485')"
"('Q09472', 'O15105')"
"('P25929', 'Q9UK45')"
"('Q16627', 'P25024')"
"('P00519', 'P25963')"
"('O94868', 'Q96JH7')"
"('Q8TBB1', 'P32321')"
"('Q13315', 'P17028')"
"('P10147', 'P46094')"
"('Q9UMN6', 'P38936')"
"('P11487', 'P07333')"
"('Q9NR21', 'P52948')"
"('O95831', 'Q96HA7')"
"('Q13315', 'Q4G0J3')"
"('Q92793', 'P40763')"
"('P09471', 'Q00722')"
"('P42224', 'Q14258')"
"('O00459', 'P29353')"
"('Q9P107', 'P15153')"
"('O94973', 'O00291')"
"('P51991', 'Q14683')"
"('P57678', 'Q9UHI6')"
"('O14965', 'O00170')"
"('Q9BZY9', 'Q9Y2X8')"
"('Q05086', 'O15198')"
"('P52757', 'P60763')"
"('Q96JN2', 'P54253')"
"('Q92747', 'Q9BY76')"
"('P56545', 'O00257')"
"('P16333', 'P78345')"
"('Q13007', 'P01574')"
"('P03905', 'Q86Y39')"
"('Q9BY11', 'Q68EM7')"
"('Q1KMD3', 'Q14240')"
"('P16035', 'P51512')"
"('P52566', 'P15498')"
"('P33076', 'P61018')"
"('O00442', 'Q99459')"
"('Q9NRI5', 'Q9Y2D1')"
"('O15169', 'O15105')"
"('O14625', 'P51679')"
"('O14544', 'O00238')"
"('Q16566', 'Q8TD86')"
"('P52943', 'P05026')"
"('P23634', 'P62258')"
"('P06493', 'Q9UQ80')"
"('P61981', 'Q96IZ7')"
"('Q9H1C4', 'P39656')"
"('Q9UHD2', 'Q13748')"
"('P51878', 'P29466')"
"('P07814', 'P19532')"
"('Q15139', 'Q5SW24')"
"('O43318', 'Q9BXL7')"
"('Q96L14', 'Q13155')"
"('Q6P1J9', 'Q10570')"
"('P62945', 'Q02543')"
"('P62837', 'O95628')"
"('P83916', 'Q9UPN9')"
"('Q16777', 'Q99879')"
"('Q8TDN6', 'P62633')"
"('P04049', 'P30556')"
"('P16104', 'O14656')"
"('P61978', 'P09874')"
"('P10767', 'P11362')"
"('Q92925', 'Q01201')"
"('P11047', 'Q05397')"
"('P01100', 'Q13469')"
"('P32881', 'P42702')"
"('Q13555', 'Q8WXS5')"
"('P29597', 'P48736')"
"('P16035', 'Q14697')"
"('Q14197', 'Q8N0V3')"
"('P10721', 'Q6S5L8')"
"('P14616', 'Q8WYR1')"
"('P46013', 'Q00005')"
"('O95782', 'P09497')"
"('P43686', 'Q15654')"
"('P31751', 'P22732')"
"('Q9UK08', 'Q9UBY5')"
"('P17252', 'Q07157')"
"('Q9UGJ1', 'P20132')"
"('P16220', 'O14874')"
"('Q15223', 'P55196')"
"('P38432', 'Q9ULV0')"
"('P24522', 'Q9UHY1')"
"('P15336', 'Q8IUQ4')"
"('P04406', 'O60814')"
"('Q01082', 'Q96KM6')"
"('P29590', 'P10276')"
"('Q9ULL4', 'P63000')"
"('407008', 'P25791')"
"('P50151', 'P25116')"
"('P05198', 'O00303')"
"('P22612', 'P41181')"
"('P31273', 'P06241')"
"('Q16659', 'O14543')"
"('P31371', 'P22607')"
"('O60641', 'Q5VST9')"
"('O94913', 'Q92989')"
"('Q9Y6K9', 'P01860')"
"('Q9UKB1', 'P20333')"
"('P01574', 'P32927')"
"('Q14644', 'Q07889')"
"('P51617', 'P40763')"
"('407011', 'P00749')"
"('Q96F07', 'Q8IZP0')"
"('Q9UPN9', 'O75081')"
"('Q9BXM0', 'P06241')"
"('Q9NPC1', 'P29992')"
"('P60660', 'P56537')"
"('Q9UL18', 'Q12789')"
"('Q99814', 'P08047')"
"('Q96RT1', 'O15018')"
"('P53350', 'P61968')"
"('P17987', 'P63104')"
"('Q92569', 'P42681')"
"('Q96QV6', 'Q96A08')"
"('Q6FI13', 'Q969S8')"
"('Q9Y5I7', 'P57739')"
"('Q12846', 'P63027')"
"('Q13315', 'Q15772')"
"('P00533', 'P42566')"
"('B5ME19', 'P20042')"
"('P40225', 'P10912')"
"('P42261', 'P33176')"
"('P62875', 'P19387')"
"('Q13889', 'Q6ZYL4')"
"('Q9H2G2', 'O43909')"
"('Q8WXH5', 'Q14626')"
"('P09471', 'O00459')"
"('P15924', 'Q02156')"
"('P51970', 'O75251')"
"('P22087', 'P25942')"
"('Q96SN8', 'Q9Y383')"
"('P42773', 'O60383')"
"('Q5FBB7', 'P30154')"
"('P26006', 'Q05397')"
"('Q96LZ3', 'Q92934')"
"('Q9UK08', 'Q00975')"
"('Q9UNZ2', 'Q13148')"
"('P13725', 'P08887')"
"('Q14103', 'Q9BUJ2')"
"('P38936', 'P05060')"
"('P53778', 'P62714')"
"('Q9HCS7', 'Q13216')"
"('P60568', 'P13010')"
"('P63098', 'O00429')"
"('P62829', 'P62910')"
"('P06241', 'Q86WV1')"
"('P51817', 'Q07869')"
"('P62491', 'P23368')"
"('P26368', 'Q86V81')"
"('Q15366', 'Q14683')"
"('P30480', 'P99999')"
"('Q6V0I7', 'P26038')"
"('Q9NRQ2', 'Q15645')"
"('O00444', 'P31947')"
"('P62263', 'P63220')"
"('P13725', 'P05231')"
"('Q6PD62', 'P61218')"
"('Q8N474', 'P04628')"
"('P17612', 'Q09472')"
"('Q9Y2M5', 'Q5UIP0')"
"('P41597', 'O60674')"
"('P23258', 'Q9BQE3')"
"('O14763', 'Q96P48')"
"('P46734', 'Q14203')"
"('O75438', 'Q16795')"
"('Q99728', 'Q9BX63')"
"('Q96DB2', 'Q96KK5')"
"('Q9H4M9', 'Q9H1K0')"
"('Q02790', 'Q9UBE0')"
"('Q9NPF4', 'Q9HB58')"
"('Q9NYL2', 'Q8N184')"
"('Q9BXF6', 'P62491')"
"('Q9NPH3', 'Q99836')"
"('O14796', 'Q13291')"
"('P63261', 'Q13797')"
"('P12931', 'Q8TBB1')"
"('P30153', 'P56537')"
"('O60941', 'P46939')"
"('Q92993', 'Q04206')"
"('Q96EK7', 'P37231')"
"('Q96JH8', 'Q9BQY4')"
"('P24043', 'Q7L0J3')"
"('P05388', 'P84098')"
"('Q03519', 'P17693')"
"('P01106', 'Q92922')"
"('O95859', 'Q00604')"
"('O95886', 'P06241')"
"('Q92624', 'Q96ES6')"
"('P00519', 'Q96NS5')"
"('Q06481', 'O95704')"
"('Q14008', 'O15117')"
"('P0CG48', 'Q86VN1')"
"('P63104', 'O96009')"
"('P42575', 'Q9HB75')"
"('Q96QV1', 'Q96BK5')"
"('O14733', 'P53779')"
"('Q9UIF9', 'Q9UPN9')"
"('Q96QK1', 'Q13596')"
"('P18859', 'Q9UHD2')"
"('P08575', 'P08631')"
"('P08238', 'P62753')"
"('P28799', 'O60563')"
"('Q15797', 'Q9Y466')"
"('Q16611', 'Q9UQ35')"
"('P18146', 'P55210')"
"('Q8NDZ2', 'Q9UBS4')"
"('P22105', 'Q05397')"
"('Q9Y277', 'Q14164')"
"('P61978', 'P17676')"
"('O75530', 'Q96RS0')"
"('Q9H1I8', 'O00329')"
"('Q16543', 'Q92956')"
"('Q8N163', 'Q9P1U1')"
"('Q13007', 'P31785')"
"('P61758', 'P40337')"
"('P48736', 'Q05397')"
"('P47901', 'P30679')"
"('Q9Y6M4', 'P46459')"
"('P17612', 'P53667')"
"('O15524', 'P15260')"
"('Q7L2H7', 'Q9Y4K3')"
"('Q12873', 'Q14790')"
"('Q9UL03', 'O94817')"
"('Q92783', 'Q9H204')"
"('P08648', 'O00214')"
"('P29353', 'Q92835')"
"('P52735', 'P50502')"
"('Q14151', 'P03372')"
"('Q6P2Q9', 'P52756')"
"('Q9P2W3', 'P48549')"
"('P07900', 'Q16665')"
"('P80723', 'Q6WCQ1')"
"('P41182', 'Q9UKV0')"
"('P12830', 'P18206')"
"('Q8NEC5', 'Q9BQ66')"
"('Q92769', 'O76071')"
"('P22612', 'Q99819')"
"('P07333', 'P51532')"
"('P49768', 'Q14126')"
"('P35442', 'O75578')"
"('P30480', 'P15170')"
"('P54257', 'P31644')"
"('P62837', 'Q8TDB6')"
"('Q9Y5J5', 'Q5VWQ8')"
"('P07202', 'P31785')"
"('O15533', 'P30101')"
"('P05388', 'P61513')"
"('P52742', 'P38936')"
"('O95782', 'Q04695')"
"('Q86XP3', 'O94762')"
"('O15169', 'P49674')"
"('Q9UQ80', 'Q02539')"
"('Q9BQ66', 'P15622')"
"('P04843', 'Q9UHD9')"
"('P05937', 'Q9NQA5')"
"('P52597', 'Q96GM8')"
"('Q92851', 'Q9Y6K9')"
"('Q9BZ29', 'Q15796')"
"('P54646', 'Q49AN0')"
"('P10914', 'O15455')"
"('P84022', 'P52735')"
"('P78368', 'P16220')"
"('P04637', 'Q15831')"
"('Q13535', 'Q5TGY3')"
"('Q15233', 'Q8WXF1')"
"('Q6FHJ7', 'O96014')"
"('P43626', 'O95425')"
"('Q13882', 'P35568')"
"('P56747', 'Q8N7P3')"
"('O14493', 'Q96AP7')"
"('Q9Y224', 'P18206')"
"('P98161', 'P04637')"
"('Q9UL18', 'Q9Y3D9')"
"('O14610', 'Q8WYR1')"
"('Q01130', 'Q8IYB3')"
"('Q15759', 'P28324')"
"('407026', 'Q00534')"
"('P31946', 'Q9BZJ0')"
"('P83731', 'P62424')"
"('P01308', 'P22607')"
"('O75815', 'Q92945')"
"('P06241', 'Q92918')"
"('Q9UK08', 'P63096')"
"('Q15637', 'Q15428')"
"('P19838', 'P42858')"
"('P49841', 'O75533')"
"('Q9NYQ7', 'P00519')"
"('Q16288', 'P12980')"
"('O75886', 'O95630')"
"('Q04759', 'Q9NSI5')"
"('P26441', 'Q01344')"
"('P10275', 'Q04206')"
"('Q86SE5', 'Q6ZN18')"
"('P16333', 'P26951')"
"('Q03135', 'P00533')"
"('P35227', 'Q96LR5')"
"('P17987', 'P60510')"
"('Q13619', 'P62877')"
"('Q9HA65', 'O14964')"
"('Q01813', 'O75815')"
"('O94864', 'P06899')"
"('Q9NVW2', 'Q9UBR4')"
"('Q96ST3', 'Q04864')"
"('P06899', 'Q9UQL6')"
"('P10275', 'Q92759')"
"('Q9UKV8', 'P51114')"
"('Q9H7L9', 'P51610')"
"('P40189', 'P04626')"
"('P49763', 'P08069')"
"('P21554', 'P62873')"
"('P0CAP2', 'B2RTY4')"
"('Q9UBL3', 'Q9C005')"
"('P25445', 'P19438')"
"('P48736', 'Q9UDV7')"
"('Q07666', 'Q99459')"
"('P36954', 'P62875')"
"('O60262', 'Q08828')"
"('P09651', 'P38159')"
"('Q9HCK5', 'P63173')"
"('Q00610', 'O15111')"
"('Q9UJ98', 'O60216')"
"('Q92945', 'P62330')"
"('O96000', 'O00483')"
"('O94776', 'Q8NEU8')"
"('P53350', 'O94762')"
"('Q15847', 'P49841')"
"('Q09472', 'P10145')"
"('P98170', 'P61088')"
"('Q6P1J9', 'O95639')"
"('Q9H173', 'Q3ZCQ8')"
"('P35228', 'O75376')"
"('Q8N9I9', 'P62256')"
"('Q8N8V2', 'Q9BX70')"
"('P28300', 'P05121')"
"('P38398', 'P53803')"
"('Q9UKV8', 'P62277')"
"('Q9H0R8', 'P17252')"
"('P25789', 'P62987')"
"('Q99986', 'Q9H4B4')"
"('Q6P1M3', 'Q9BYG4')"
"('O00303', 'P63104')"
"('Q9UNM6', 'P07332')"
"('P27694', 'P54132')"
"('P17252', 'P50150')"
"('Q9Y6D5', 'P80303')"
"('P46060', 'P61956')"
"('A8TX70', 'P31431')"
"('O00308', 'O15530')"
"('P05388', 'P62945')"
"('P60709', 'P50552')"
"('Q9Y6M9', 'O95168')"
"('Q9NRM2', 'P26196')"
"('P18146', 'Q14943')"
"('Q13541', 'P49841')"
"('P49642', 'P12277')"
"('Q16520', 'P01100')"
"('Q9BZK7', 'P35222')"
"('Q01130', 'Q14103')"
"('Q8N6F1', 'Q16625')"
"('Q7L5N1', 'O75569')"
"('P62158', 'Q08209')"
"('O60602', 'O00206')"
"('P59901', 'P12314')"
"('Q8N806', 'P48059')"
