negatives
"('Q14966', 'Q96ED9')"
"('P0CG48', 'A5PKW4')"
"('Q9BY41', 'P58876')"
"('P06899', 'P0C0S5')"
"('Q9UNN5', 'Q8WX94')"
"('P42766', 'P05387')"
"('P08172', 'Q9HAV0')"
"('O14578', 'P19105')"
"('Q9P0W0', 'Q14626')"
"('P09874', 'P07900')"
"('P48454', 'Q01668')"
"('Q8WX94', 'Q9UNN5')"
"('Q9HC38', 'P22736')"
"('Q99816', 'O60291')"
"('Q14103', 'O75937')"
"('P12004', 'P08865')"
"('Q9NWZ3', 'Q8IV45')"
"('P27694', 'P35244')"
"('Q99759', 'P08107')"
"('Q9NR33', 'P61964')"
"('O95602', 'O15446')"
"('O14978', 'Q9UMX1')"
"('Q13535', 'P49760')"
"('P17947', 'P32927')"
"('P07437', 'Q96NA2')"
"('P62993', 'Q15233')"
"('P01023', 'Q92599')"
"('P00519', 'Q13233')"
"('Q13042', 'O95997')"
"('Q99717', 'P23246')"
"('Q9H488', 'P16104')"
"('P25490', 'Q9Y5K5')"
"('Q99460', 'O00232')"
"('Q4G0J3', 'O60563')"
"('P42224', 'P63244')"
"('P19438', 'P19105')"
"('Q9NT62', 'P60520')"
"('P57075', 'Q9UM73')"
"('Q9Y2X8', 'Q96BH1')"
"('P46781', 'P22090')"
"('P49815', 'Q9BPZ7')"
"('Q04206', 'Q71U36')"
"('Q99459', 'Q9UPN6')"
"('Q9Y2P4', 'Q9NTM9')"
"('P23677', 'Q8TD86')"
"('Q01082', 'Q8NG27')"
"('P27635', 'P07947')"
"('P08047', 'P51610')"
"('P24385', 'P06400')"
"('Q08170', 'P35637')"
"('O14735', 'Q9HCK5')"
"('Q9P035', 'P20333')"
"('P52292', 'Q04206')"
"('P35249', 'P35251')"
"('Q9H4D5', 'P38919')"
"('Q9H0E3', 'O94864')"
"('Q12933', 'Q92905')"
"('P01876', 'P0CG04')"
"('Q9Y2X7', 'P19174')"
"('P08047', 'Q13393')"
"('Q96EY4', 'P23508')"
"('Q92995', '6702')"
"('Q07157', 'P63261')"
"('Q9H0H5', 'P53680')"
"('Q93077', 'Q13547')"
"('P20073', 'Q75N90')"
"('Q16787', 'P34741')"
"('P32121', 'Q9H343')"
"('O00217', 'O43674')"
"('P11171', 'Q13642')"
"('P35626', 'Q8NGQ3')"
"('P56748', 'P78369')"
"('P19838', 'P49841')"
"('O95084', 'Q9H0R3')"
"('Q969T4', 'Q99942')"
"('P63165', 'Q7L2E3')"
"('O75306', 'O43181')"
"('P41567', 'O15372')"
"('P23458', 'P24394')"
"('Q02156', 'Q9BX67')"
"('Q9H9D4', 'Q96BR9')"
"('Q6PCD5', 'P27694')"
"('P49746', 'P10600')"
"('Q8TB72', 'Q8WY41')"
"('P0CG48', 'Q9Y2H0')"
"('P21246', 'Q99417')"
"('P46934', 'Q969W9')"
"('Q13155', 'P04637')"
"('P36897', 'Q9UII6')"
"('P59768', 'Q5JWF2')"
"('Q01094', 'Q16875')"
"('P42338', 'O43561')"
"('P62244', 'P62266')"
"('O15105', 'P36873')"
"('P35606', 'P53618')"
"('P62917', 'P05386')"
"('P46109', 'P43403')"
"('P17676', 'P31513')"
"('O00178', 'Q13568')"
"('Q14686', 'Q9BT22')"
"('Q7Z2E3', 'O43175')"
"('P62244', 'Q00653')"
"('P14625', 'Q9Y2Z0')"
"('P49674', 'Q96B18')"
"('Q8IWU9', 'P62258')"
"('Q9P2R6', 'Q12805')"
"('Q8TBE0', 'O75525')"
"('O75438', 'O00483')"
"('O75445', 'Q13402')"
"('Q92805', 'Q01968')"
"('O14640', 'Q76N89')"
"('A6NMZ7', 'Q05397')"
"('Q15554', 'P29590')"
"('P51955', 'Q96RY7')"
"('Q9HCU9', 'Q9UBN7')"
"('Q93077', 'P33778')"
"('Q16526', 'Q99743')"
"('P05129', 'P10301')"
"('P40238', 'P52333')"
"('Q14449', 'Q99558')"
"('P62136', 'Q13263')"
"('Q9Y4Y9', 'P62312')"
"('Q96GQ7', 'P49407')"
"('Q08043', 'O75578')"
"('O43312', 'P23468')"
"('P30260', 'P06493')"
"('P30279', 'Q08999')"
"('P43405', 'A6NI73')"
"('P51149', 'Q14204')"
"('Q14232', 'P49703')"
"('Q13535', 'Q96AE4')"
"('P09874', 'P0CG48')"
"('O95990', 'P81605')"
"('Q9Y4K3', 'O00303')"
"('Q13243', 'Q16629')"
"('P01344', 'P08069')"
"('O60674', 'P21741')"
"('Q01081', 'P11940')"
"('Q99750', 'Q15973')"
"('P33681', 'P16410')"
"('P19174', 'O43918')"
"('Q8IYI6', 'Q15834')"
"('Q8IWX8', 'Q8IX12')"
"('P27540', 'Q9UIJ7')"
"('P47897', 'O75131')"
"('P62158', 'P51911')"
"('P53779', 'P84022')"
"('P25067', 'P02751')"
"('P61088', 'Q12933')"
"('P35626', 'Q8NGN5')"
"('Q9H173', 'O15067')"
"('P0CG48', 'P31749')"
"('O00233', 'Q99460')"
"('P17676', 'P63165')"
"('P62258', 'P00403')"
"('P60866', 'P22090')"
"('Q9H4B7', 'Q6PEY2')"
"('Q9NVC6', 'Q9NPJ6')"
"('P27986', 'P54710')"
"('Q6FI13', 'P62807')"
"('P25101', 'P08754')"
"('P17612', 'P14618')"
"('P01106', 'Q9Y4D2')"
"('Q9BVL2', 'P27361')"
"('Q15075', 'O75674')"
"('P18848', 'P49716')"
"('Q13526', 'P68400')"
"('Q16665', 'P84022')"
"('Q92918', 'P46108')"
"('Q6UVK1', 'P61077')"
"('P07199', 'Q9UK32')"
"('Q9NSB8', 'Q9NSC5')"
"('Q9UDY8', 'Q92905')"
"('P62753', 'P62277')"
"('P16520', 'P28482')"
"('P34903', 'Q15111')"
"('Q9UMD9', 'P23229')"
"('Q9Y3U8', 'Q9Y478')"
"('Q08462', 'O95398')"
"('Q03001', 'Q9NRI5')"
"('Q9H3E2', 'P18146')"
"('Q3L8U1', 'P03372')"
"('P04439', 'Q8N109')"
"('P20671', 'Q9UBN7')"
"('P11586', 'P24941')"
"('Q9UKX5', 'Q07890')"
"('Q00005', 'P62158')"
"('Q99743', 'Q9BUZ4')"
"('P41134', 'P15173')"
"('Q3T906', 'Q9UJJ9')"
"('P10242', 'P10914')"
"('Q14566', 'P25205')"
"('Q15717', 'P35228')"
"('P62993', 'Q2TAY7')"
"('P43146', 'P61586')"
"('Q9HAW0', 'Q93084')"
"('Q92600', 'Q9NZN8')"
"('P01127', 'P29317')"
"('P04183', 'O95785')"
"('P41229', 'P68431')"
"('P33991', 'Q09472')"
"('P31943', 'P26599')"
"('Q13554', 'Q8NEB9')"
"('P27986', 'P01133')"
"('P49716', 'P17676')"
"('P78344', 'P10415')"
"('Q13573', 'P07910')"
"('P16333', 'P41970')"
"('P11172', 'P36957')"
"('Q969V5', 'Q969T4')"
"('O43639', 'Q15303')"
"('Q07866', 'P63104')"
"('P51170', 'O00308')"
"('P62330', 'P36406')"
"('Q15819', 'P61088')"
"('P13535', 'Q9P2M7')"
"('O75626', 'P42226')"
"('Q13797', 'P21333')"
"('O95477', 'O15085')"
"('Q99459', 'Q8WXD5')"
"('Q14318', 'P62158')"
"('Q9P021', 'P78352')"
"('P04899', 'O60266')"
"('P05106', 'Q9NQ66')"
"('P01106', 'P35251')"
"('Q99967', 'Q92481')"
"('P23229', 'Q9Y4G6')"
"('407041', 'P01106')"
"('P27361', 'Q9Y5K3')"
"('Q92733', 'Q9UMS4')"
"('O60645', 'Q96A65')"
"('Q13409', 'Q96QB1')"
"('O95166', 'O95352')"
"('P56134', 'Q93052')"
"('Q15554', 'Q8IY92')"
"('P05387', 'P26373')"
"('P24723', 'Q9BX67')"
"('Q12986', 'Q13243')"
"('P46108', 'Q9HCU4')"
"('O00257', 'Q16644')"
"('Q16718', 'P01106')"
"('P31689', 'Q9NPF4')"
"('P01583', 'O00221')"
"('O00255', 'Q00653')"
"('Q07812', 'P18146')"
"('P07199', 'P04183')"
"('O00154', 'P54253')"
"('P46695', 'P46379')"
"('Q14209', 'P30304')"
"('Q08209', 'P48454')"
"('Q00653', 'P78527')"
"('P07910', 'P01243')"
"('Q9BT22', 'Q14686')"
"('Q15645', 'O15389')"
"('P18031', 'P12931')"
"('P08603', 'P62993')"
"('Q6SA08', 'Q9HAU4')"
"('Q9Y5Y5', 'P56589')"
"('Q99708', 'Q6UWZ7')"
"('O43156', 'Q13535')"
"('P04626', 'P01106')"
"('Q15047', 'P84090')"
"('O75604', 'Q7L4P6')"
"('P17861', 'Q00534')"
"('P08133', 'P23297')"
"('Q92698', 'Q96AY2')"
"('Q9BYK8', 'P37231')"
"('O00483', 'Q86Y39')"
"('P23246', 'Q13573')"
"('P14174', 'Q92956')"
"('Q8WV44', 'P63279')"
"('P06239', 'Q16827')"
"('Q99759', 'P05109')"
"('Q01130', 'Q15366')"
"('P19438', 'Q15311')"
"('Q15365', 'Q01081')"
"('P35998', 'O00233')"
"('P19174', 'Q02156')"
"('Q92979', 'Q99436')"
"('P56134', 'P24539')"
"('P46527', 'P30281')"
"('P35232', 'P06400')"
"('P62633', 'Q9BRZ2')"
"('P20226', 'P25208')"
"('Q15366', 'Q13247')"
"('Q12905', 'Q92878')"
"('P14866', 'O00141')"
"('Q14112', 'P15502')"
"('P13693', 'P40337')"
"('P26599', 'P51991')"
"('Q01081', 'P11171')"
"('P03905', 'O95299')"
"('Q96AE4', 'Q13155')"
"('O43684', 'Q12834')"
"('P30504', 'Q8IUC4')"
"('P11473', 'Q13393')"
"('Q8N726', 'P61956')"
"('O94979', 'P53992')"
"('P12830', 'Q03135')"
"('P46783', 'P62280')"
"('P60604', 'Q96BQ3')"
"('Q9P2F6', 'Q7L0Q8')"
"('Q8N2W9', 'Q9H213')"
"('P42345', 'P17252')"
"('P40337', 'P16949')"
"('P27986', 'P10912')"
"('Q08043', 'Q9Y2D8')"
"('O75886', 'P29597')"
"('P30939', 'Q9UK08')"
"('P49815', 'Q96PY6')"
"('O14976', 'Q96CW1')"
"('Q9UL42', 'O95433')"
"('P08631', 'P35222')"
"('P63092', 'P63211')"
"('Q9ULZ3', 'Q16666')"
"('Q96S59', 'P05107')"
"('P62701', 'Q13233')"
"('P35080', 'P36957')"
"('P29372', 'P13804')"
"('O75815', 'Q96AG4')"
"('Q9H9S4', 'Q9Y478')"
"('Q5VVX9', 'Q13049')"
"('P08047', 'P98161')"
"('P06756', 'P16885')"
"('407046', 'P55316')"
"('P62993', 'P18433')"
"('P19878', 'Q15759')"
"('Q96LZ3', 'P27482')"
"('O95757', 'Q15750')"
"('Q02878', 'P18077')"
"('O00716', 'Q9H211')"
"('P12814', 'P56199')"
"('Q6FHJ7', 'Q9H1J7')"
"('P63220', 'P60866')"
"('Q9H8Y8', 'P25788')"
"('Q8N6P7', 'O60674')"
"('O43390', 'Q13573')"
"('P52292', 'P11171')"
"('Q13535', 'Q8WWQ0')"
"('P17252', 'P15311')"
"('O43837', 'Q15286')"
"('P14778', 'P19838')"
"('Q9UJM3', 'P62316')"
"('P30480', 'Q9NSE4')"
"('P30101', 'O00468')"
"('Q96B26', 'O00409')"
"('O14798', 'Q6UWE0')"
"('Q96D15', 'Q8IV36')"
"('O60508', 'P14866')"
"('Q99459', 'Q9H9A6')"
"('O75554', 'Q15637')"
"('Q7L266', 'Q13387')"
"('P16333', 'O43281')"
"('Q13042', 'Q8WWL7')"
"('P51878', 'Q14116')"
"('Q99459', 'O00410')"
"('Q9NR30', 'Q13573')"
"('O14936', 'Q14155')"
"('P00966', 'Q9H1I8')"
"('P62249', 'P62753')"
"('Q9Y3C5', 'O75886')"
"('Q8NGL6', 'P38405')"
"('P52565', 'Q01105')"
"('P62491', 'Q12846')"
"('P67870', 'P35251')"
"('P09619', 'O00459')"
"('Q9Y265', 'Q6WCQ1')"
"('P16104', 'O95831')"
"('P30048', 'Q86UT6')"
"('Q14197', 'Q53H12')"
"('Q13315', 'P68402')"
"('P35222', 'P05387')"
"('P46779', 'P18077')"
"('P07355', 'Q9UET6')"
"('Q96B97', 'Q12933')"
"('O00187', 'P0C0L4')"
"('P83369', 'Q969L4')"
"('Q969Q6', 'Q01668')"
"('P62158', 'Q9UM54')"
"('P17612', 'Q13972')"
"('P35580', 'Q14164')"
"('P32927', 'P10721')"
"('P08575', 'P41240')"
"('Q8IUH3', 'Q99459')"
"('P27361', 'Q13480')"
"('P27986', 'Q9UBS5')"
"('Q14164', 'P61081')"
"('P60484', 'P62136')"
"('A8TX70', 'P26006')"
"('Q9BVA1', 'Q9NY65')"
"('O00303', 'P21127')"
"('Q13361', 'P23142')"
"('Q15797', 'P46934')"
"('P09455', 'Q4LE39')"
"('P51693', 'Q13190')"
"('P78417', 'Q9P2H0')"
"('P00505', 'P11171')"
"('P09038', 'Q07889')"
"('Q13489', 'Q05195')"
"('Q9H063', 'O43504')"
"('O00571', 'Q14790')"
"('Q16143', 'Q96BT3')"
"('574411', 'P14174')"
"('P15153', 'P46734')"
"('Q12923', 'P25445')"
"('O00471', 'P20700')"
"('P11387', 'P07910')"
"('Q9NRR5', 'P10124')"
"('Q9UK08', 'Q00722')"
"('Q5QNW6', 'P0C5Y9')"
"('P56750', 'O15551')"
"('P62258', 'P01137')"
"('Q13126', 'P18146')"
"('P19404', 'Q92993')"
"('Q14242', 'P26038')"
"('O00273', 'P63104')"
"('Q8N720', 'Q15645')"
"('Q15435', 'Q16659')"
"('Q9Y6J0', 'P62158')"
"('P48729', 'Q9BXL7')"
"('P23229', 'O43707')"
"('Q96AJ9', 'O15400')"
"('Q13177', 'P04179')"
"('Q9HBG7', 'O60880')"
"('P63279', 'Q8TAD8')"
"('P13196', 'Q00535')"
"('Q08752', 'P54257')"
"('P21462', 'O95467')"
"('P55157', 'P51587')"
"('P17405', 'P55210')"
"('O14593', 'Q92769')"
"('Q16644', 'Q16082')"
"('P62993', 'P52735')"
"('Q92793', 'P20823')"
"('Q13315', 'P54132')"
"('P46063', 'P15927')"
"('Q9NRR5', 'P27348')"
"('Q86XK2', 'Q4G148')"
"('A9UHW6', 'Q9NUU7')"
"('O95168', 'Q9P0J0')"
"('Q01844', 'P11597')"
"('P13569', 'P0CG47')"
"('Q8NFH5', 'Q8TEM1')"
"('P10914', 'P19838')"
"('Q92830', 'P11474')"
"('P63096', 'Q08462')"
"('P08107', 'P14625')"
"('P33778', 'O75367')"
"('P36507', 'Q9Y6X8')"
"('Q9Y4K3', 'Q9BV68')"
"('Q9UPT6', 'P45984')"
"('P16220', 'Q13618')"
"('P62993', 'P31273')"
"('P17028', 'Q9P2H0')"
"('P68104', 'Q00887')"
"('Q9NVU0', 'P61218')"
"('Q9H9E3', 'Q96MW5')"
"('Q07666', 'P19174')"
"('P56537', 'Q8IZT6')"
"('P31152', 'Q13480')"
"('P61026', 'P48039')"
"('P20963', 'P51692')"
"('O75503', 'P05787')"
"('Q12873', 'Q99714')"
"('Q9BQA1', 'Q15459')"
"('P67809', 'P31943')"
"('P54259', 'Q8N2S1')"
"('P05230', 'P09619')"
"('Q8WU20', 'P12956')"
"('P23434', 'Q8WYH8')"
"('Q9H244', 'P63096')"
"('Q13136', 'Q14738')"
"('O60258', 'P35916')"
"('Q92667', 'P10644')"
"('Q96PU8', 'Q9Y6N9')"
"('Q13163', 'Q13164')"
"('P07196', 'P05067')"
"('P20333', 'Q00839')"
"('P60510', 'Q14164')"
"('P29353', 'O14492')"
"('Q9UKT9', 'P60568')"
"('Q9UQM7', 'O60641')"
"('P54274', 'Q9BVJ6')"
"('Q96B97', 'Q13077')"
"('Q09013', 'P26678')"
"('P04792', 'Q05655')"
"('P23229', 'P48509')"
"('Q9NQG6', 'P61981')"
"('O95863', 'P0CG48')"
"('Q9H079', 'O95251')"
"('Q9Y230', 'Q96Q83')"
"('P62258', 'A8K0R7')"
"('O95989', 'Q9UGJ1')"
"('Q9Y6D9', 'Q13573')"
"('P29353', 'P12314')"
"('P01106', 'Q5VSG8')"
"('Q9UET6', 'Q9Y265')"
"('P09603', 'P10721')"
"('P25788', 'O75815')"
"('P56524', 'Q96QV6')"
"('Q14344', 'P53041')"
"('Q9NPJ4', 'Q92753')"
"('Q92874', 'P00519')"
"('P03372', 'P23771')"
"('Q13315', 'Q9H426')"
"('Q07444', 'Q13241')"
"('Q9UKV8', 'P46779')"
"('Q96QV6', 'P62807')"
"('Q14469', 'Q06330')"
"('P67870', 'P19793')"
"('Q93009', 'O00463')"
"('Q92831', 'P23511')"
"('Q9Y5K6', 'Q07889')"
"('P62714', 'O00305')"
"('P08575', 'P19022')"
"('P0C0S5', 'Q9Y265')"
"('P19878', 'P35228')"
"('P03901', 'O43676')"
"('Q8IY92', 'Q9NQX3')"
"('P61962', 'P08246')"
"('P01889', 'Q96CV9')"
"('P27361', 'P53355')"
"('O15111', 'P10809')"
"('Q02878', 'P46779')"
"('P21802', 'Q00722')"
"('P85298', 'Q96L33')"
"('Q9BSI4', 'Q15554')"
"('P40763', 'P00533')"
"('P26368', 'Q8IYB3')"
"('P13686', 'P45984')"
"('Q13114', 'Q07011')"
"('Q9GZY0', 'P38919')"
"('P40225', 'Q5VWK5')"
"('P19544', 'Q92793')"
"('Q9H7D0', 'P48643')"
"('Q04206', 'O95985')"
"('O15444', 'P49238')"
"('P15498', 'Q8IZP0')"
"('P17252', 'P11234')"
"('Q9BVP2', 'P04637')"
"('P12931', 'P47712')"
"('Q6NXE6', 'P61966')"
"('P52943', 'Q16637')"
"('P52272', 'Q15714')"
"('Q02156', 'P02545')"
"('P22314', 'Q8N2K1')"
"('P22888', 'Q8IZE3')"
"('P19875', 'P46094')"
"('O43390', 'O95433')"
"('O15379', 'Q9H8S9')"
"('Q9NZ81', 'Q9NQC3')"
"('O94972', 'Q96M61')"
"('Q9GZT8', 'P19012')"
"('P15248', 'Q6UXL0')"
"('Q13233', 'P35557')"
"('O00505', 'P38432')"
"('Q09028', 'Q8WXI9')"
"('Q14451', 'Q05516')"
"('P49327', 'Q13573')"
"('P62993', 'O43175')"
"('P35626', 'P16520')"
"('O00213', 'P51693')"
"('Q9Y561', 'O95405')"
"('P63104', 'P28749')"
"('Q9UHI6', 'Q6ZVL6')"
"('P12931', 'Q13094')"
"('Q15382', 'Q13535')"
"('Q05209', 'Q13526')"
"('P35221', 'P14923')"
"('Q9Y5P8', 'O60359')"
"('P41182', 'Q15361')"
"('Q13315', 'Q9H4L7')"
"('P63146', 'P0CG48')"
"('Q9BY43', 'Q8WUM4')"
"('Q9Y5X1', 'Q07890')"
"('Q96GD3', 'Q8IXK0')"
"('O75554', 'Q8WXF1')"
"('Q00994', 'Q15834')"
"('Q96KM6', 'Q06481')"
"('Q86YW9', 'Q9NPJ6')"
"('P04118', 'P18146')"
"('O95072', 'Q14683')"
"('P41134', 'P12980')"
"('Q6FI13', 'P18754')"
"('Q12905', 'P33993')"
"('P22694', 'Q9UBI6')"
"('Q5HYK7', 'P60953')"
"('P32302', 'P19793')"
"('Q15427', 'Q15393')"
"('Q9BTT4', 'P30086')"
"('Q15750', 'O43390')"
"('P54274', 'P15531')"
"('Q5VSL9', 'P62714')"
"('P78524', 'Q15796')"
"('Q9UBP4', 'Q9NRR5')"
"('Q9UK45', 'O14966')"
"('Q15596', 'P28702')"
"('Q13469', 'Q8IUX4')"
"('Q8IZP6', 'Q712K3')"
"('P01106', 'P62158')"
"('Q9Y4K3', 'Q96FA3')"
"('P30304', 'P10275')"
"('P62979', 'Q9BXM7')"
"('Q13573', 'Q99661')"
"('Q00653', 'Q05639')"
"('Q9P246', 'Q96D31')"
"('P50150', 'O95622')"
"('P62942', 'Q02790')"
"('Q13105', 'Q04917')"
"('P34931', 'P53779')"
"('P27695', 'P22674')"
"('P19174', 'P52333')"
"('Q14203', 'Q15436')"
"('Q16537', 'Q08289')"
"('Q04900', 'P18146')"
"('P05014', 'P32927')"
"('P01571', 'Q5VWK5')"
"('Q8TEX9', 'P68431')"
"('P05090', 'Q9Y6E0')"
"('P35222', 'Q9UKB5')"
"('Q9UQ80', 'O00716')"
"('P36888', 'P42229')"
"('Q96IZ7', 'Q9BVJ6')"
"('P61254', 'P18077')"
"('O95168', 'P03901')"
"('Q969Q1', 'P31930')"
"('P27348', 'Q07812')"
"('Q9Y3Q8', 'Q9UK33')"
"('Q12873', 'Q9NS87')"
"('P17612', 'Q02641')"
"('Q9H2G2', 'O43390')"
"('P56975', 'Q15303')"
"('Q8WXF1', 'Q9H9G7')"
"('Q13233', 'Q16543')"
"('P52306', 'P62834')"
"('P55212', 'Q14980')"
"('P01574', 'O75626')"
"('Q13554', 'P15336')"
"('Q13573', 'Q8TF72')"
"('Q7L5N1', 'Q14790')"
"('406930', 'O75116')"
"('P18124', 'P83881')"
"('P11234', 'O14939')"
"('Q13573', 'Q96KP1')"
"('O43491', 'P31946')"
"('Q13569', 'Q8TAD8')"
"('P05556', 'P09382')"
"('Q86XK2', 'P61081')"
"('Q14289', 'P02749')"
"('Q14008', 'Q92932')"
"('Q8NHY2', 'P04637')"
"('Q8N257', 'P51610')"
"('Q9UBD3', 'P25025')"
"('P28472', 'P60520')"
"('P52756', 'Q5UIP0')"
"('Q16851', 'Q9UHX1')"
"('Q9UMX1', 'Q8NEA6')"
"('O95685', 'Q8TD86')"
"('P49137', 'Q96BK5')"
"('P52756', 'Q16629')"
"('P55735', 'P23508')"
"('O43353', 'O00463')"
"('O43432', 'P11940')"
"('O00716', 'Q75NE6')"
"('P02760', 'P07858')"
"('Q16827', 'P19022')"
"('P54253', 'Q93062')"
"('P01243', 'P39019')"
"('P62873', 'Q13153')"
"('Q9BVA1', 'Q9BQE3')"
"('P08069', 'Q8WYR1')"
"('Q9H081', 'Q13185')"
"('Q9BTT4', 'P61218')"
"('P40337', 'P68036')"
"('P35626', 'Q8NH90')"
"('P01889', 'P35637')"
"('P22612', 'P10070')"
"('P46108', 'P84022')"
"('P49207', 'P61927')"
"('Q96E14', 'Q9H9A7')"
"('O00264', 'Q86Y56')"
"('Q13315', 'Q9Y314')"
"('A8K6C2', 'Q9UHF4')"
"('Q92901', 'Q07020')"
"('Q09028', 'P08047')"
"('Q8NHU6', 'Q06547')"
"('P61978', 'Q99873')"
"('Q9GZM8', 'Q9Y383')"
"('P62191', 'P01889')"
"('Q9Y297', 'Q53EL6')"
"('P01571', 'P48357')"
"('P82914', 'Q14197')"
"('Q05513', 'Q9GZQ8')"
"('P10412', 'Q99558')"
"('Q9Y5J5', 'Q8WUM4')"
"('Q15435', 'P36873')"
"('P01889', 'Q9UGP8')"
"('Q15910', 'O14980')"
"('P42765', 'P22307')"
"('P52742', 'P49841')"
"('Q9NWS9', 'Q9UNY5')"
"('Q9Y6I3', 'P0CG48')"
"('Q16629', 'P20823')"
"('Q9UNN5', 'Q8N6T7')"
"('P30260', 'Q9UJX2')"
"('P50749', 'Q16186')"
"('P04637', 'P09874')"
"('P04628', 'Q02962')"
"('P35626', 'Q8NH61')"
"('Q14192', 'Q13635')"
"('P33992', 'P42224')"
"('P12318', 'Q8NHL6')"
"('O43920', 'O43181')"
"('Q9Y5I7', 'O95500')"
"('Q13009', 'O00212')"
"('Q9Y3C5', 'Q96PU5')"
"('P52742', 'P38936')"
"('P35579', 'Q9H1I8')"
"('Q13554', 'Q13469')"
"('Q13315', 'O15360')"
"('Q9HAU5', 'P46777')"
"('Q96K83', 'P67870')"
"('O95396', 'Q9H0D6')"
"('Q9UKE5', 'Q9Y2B0')"
"('P17096', 'Q9UMX1')"
"('O75970', 'O95484')"
"('P07602', 'P49281')"
"('Q96I34', 'Q9NRX4')"
"('Q9H1D9', 'Q96FK6')"
"('P06400', 'P10275')"
"('Q9Y478', 'Q15008')"
"('P62910', 'P83881')"
"('P27797', 'P16473')"
"('Q6ZVK8', 'P49366')"
"('P31689', 'Q12933')"
"('Q02223', 'O00463')"
"('Q16206', 'P43364')"
"('P46783', 'Q9NX58')"
"('Q9UPY3', 'O75569')"
"('Q6PD62', 'Q03164')"
"('Q9Y3C7', 'O95402')"
"('P43657', 'O14775')"
"('Q04917', 'O94921')"
"('P55157', 'Q7Z494')"
"('Q03014', 'Q92908')"
"('P80098', 'P08253')"
"('O00327', 'Q99814')"
"('P04626', 'Q6S5L8')"
"('P61218', 'Q9H1D9')"
"('P33992', 'O43929')"
"('Q06587', 'Q99496')"
"('Q9H467', 'Q9Y2J2')"
"('Q00987', 'P06400')"
"('O00151', 'P35609')"
"('Q9NZN5', 'P08134')"
"('P06748', 'P61956')"
"('P49910', 'Q9Y5X1')"
"('P00533', 'Q9UQQ2')"
"('P07992', 'Q96S82')"
"('Q06323', 'P16871')"
"('P62273', 'P46781')"
"('P63104', 'O75044')"
"('P01106', 'Q9UGL1')"
"('Q99962', 'Q2QGD7')"
"('P35813', 'Q9H6Z4')"
"('O95831', 'P13569')"
"('P47992', 'P51677')"
"('P53007', 'P30480')"
"('P13861', 'O15131')"
"('Q9H9J2', 'Q15047')"
"('Q9NR12', 'O00308')"
"('P07355', 'P06703')"
"('P18146', 'Q05952')"
"('O15116', 'Q9UBK9')"
"('Q13237', 'Q13698')"
"('P51665', 'Q9UL46')"
"('P14373', 'Q9UL03')"
"('P49703', 'P31689')"
"('P62191', 'P55036')"
"('P22314', 'P63279')"
"('Q00839', 'Q08211')"
"('Q9UMS4', 'Q13573')"
"('Q9BUQ8', 'P55769')"
"('P0CG47', 'Q29983')"
"('Q8N1F7', 'Q9Y2Q3')"
"('P98095', 'P46783')"
"('P47992', 'P46094')"
"('P01850', 'P01848')"
"('O60566', 'Q13547')"
"('Q13506', 'P18146')"
"('Q9HAW4', 'Q01831')"
"('P13232', 'Q99665')"
"('A6NI73', 'P12318')"
"('O75899', 'Q9UK08')"
"('Q00535', 'P62136')"
"('P63104', 'P26599')"
"('O00222', 'P63215')"
"('P43405', 'P05107')"
"('Q05086', 'Q14999')"
"('Q8IZC6', 'P16070')"
"('Q9UKN7', 'Q9P202')"
"('Q13751', 'Q496J9')"
"('Q96AH8', 'Q9Y4K3')"
"('P81274', 'Q9BZE0')"
"('P43403', 'Q16539')"
"('Q9H1A4', 'Q9UJX4')"
"('Q9HAU5', 'Q99459')"
"('Q15714', 'P57088')"
"('P49642', 'P58107')"
"('Q96R06', 'Q14990')"
"('P07737', 'P68032')"
"('Q12929', 'P00533')"
"('Q13315', 'Q9H583')"
"('O15254', 'P98175')"
"('Q99816', 'Q8IXH7')"
"('P41159', 'P40238')"
"('Q7RTT5', 'O43623')"
"('A0JLT2', 'P30876')"
"('P10914', 'P15260')"
"('Q15653', 'P62913')"
"('P19438', 'Q9Y265')"
"('O14904', 'O75197')"
"('Q96G23', 'P27449')"
"('P68104', 'Q9UIJ7')"
"('Q02556', 'Q9NWF9')"
"('P80075', 'O00590')"
"('Q16254', 'Q8N682')"
"('P13498', 'P08253')"
"('P31939', 'P09012')"
"('P0CJ77', 'P25090')"
"('P24043', 'Q9UKX5')"
"('O75461', 'Q9BYE7')"
"('P04792', 'Q5UIP0')"
"('O14775', 'O00459')"
"('Q13480', 'P28482')"
"('P05107', 'P11215')"
"('P16871', 'P62158')"
"('P23458', 'Q8NEB9')"
"('Q01094', 'P00813')"
"('Q04864', 'P13501')"
"('O60739', 'P67870')"
"('P42338', 'Q92997')"
"('Q9UM73', 'P23508')"
"('P47869', 'Q15111')"
"('P25021', 'Q96D09')"
"('Q9NQG6', 'Q15388')"
"('Q9H469', 'P63208')"
"('O14497', 'O00716')"
"('P49023', 'P26012')"
"('Q9H832', 'Q13702')"
"('O15392', 'Q15853')"
"('P04839', 'P32519')"
"('Q96RP9', 'Q9BYV6')"
"('P67870', 'Q02880')"
"('P0C1H6', 'Q9UKV0')"
"('Q53EL6', 'Q9Y297')"
"('Q14289', 'Q8IXJ9')"
"('P15498', 'P50570')"
"('P02452', 'P06756')"
"('Q9Y697', 'P25325')"
