negatives
"('Q9NRY4', 'P41182')"
"('Q9Y2X8', 'Q6Q0C0')"
"('Q9UHD2', 'P01375')"
"('Q15834', 'Q9NXE8')"
"('Q13573', 'O60934')"
"('Q92979', 'P12429')"
"('Q14197', 'P10809')"
"('Q9NX76', 'Q9UBC3')"
"('P37231', 'P07148')"
"('Q5T8A7', 'P62136')"
"('P26012', 'Q03135')"
"('Q9HBI0', 'P26006')"
"('P56746', 'Q9Y5I7')"
"('Q9UBN6', 'P58546')"
"('P53680', 'Q96CW1')"
"('Q9P2H0', 'P51114')"
"('Q13573', 'Q92499')"
"('P43405', 'P21854')"
"('Q9UBD9', 'P40189')"
"('Q9H461', 'P34925')"
"('P25205', 'Q14566')"
"('Q13976', 'P13637')"
"('P20809', 'Q14627')"
"('P05013', 'P78552')"
"('Q9Y6K9', 'Q5VYK3')"
"('P25100', 'Q14315')"
"('Q9Y4H2', 'P23458')"
"('P15408', 'P35638')"
"('O43150', 'Q969Z0')"
"('P17568', 'P03905')"
"('O14904', 'P56704')"
"('Q9NPH9', 'Q14627')"
"('Q01201', 'P13501')"
"('P55268', 'Q14118')"
"('P99999', 'Q9UPW5')"
"('P37173', 'O43294')"
"('P20963', 'P51692')"
"('Q99759', 'Q71UM5')"
"('P62837', 'P78545')"
"('Q7Z419', 'Q5VVX9')"
"('O43913', 'Q13416')"
"('Q8WXI3', 'Q03164')"
"('P01562', 'Q14627')"
"('Q9NQ87', 'Q93062')"
"('O00168', 'P50993')"
"('Q9H3D4', 'P46937')"
"('P61006', 'Q01968')"
"('P01889', 'P01891')"
"('P17181', 'Q16539')"
"('P07948', 'P20936')"
"('Q92922', 'Q01196')"
"('P10914', 'Q00403')"
"('P63261', 'P56199')"
"('P11021', 'Q9Y4K3')"
"('P29084', 'P07332')"
"('Q8WUD4', 'Q9BZJ0')"
"('P54259', 'Q96PV6')"
"('Q13535', 'P81877')"
"('P30876', 'Q15560')"
"('P29353', 'Q13233')"
"('P56817', 'P30101')"
"('Q13114', 'Q96CV9')"
"('P62333', 'Q13573')"
"('Q8IV61', 'P01116')"
"('O00212', 'P51805')"
"('P63000', 'Q9NP84')"
"('P39019', 'P35544')"
"('Q15366', 'P51003')"
"('P36578', 'Q07020')"
"('P06702', 'Q15853')"
"('Q7Z434', 'Q8IWA4')"
"('O43521', 'Q9Y5V3')"
"('Q9H7U1', 'Q15560')"
"('Q96QK1', 'P01889')"
"('Q9UHV8', 'P63261')"
"('P15056', 'P63104')"
"('Q9H0W8', 'Q9Y5S9')"
"('Q13569', 'P03372')"
"('Q9UDY2', 'P61981')"
"('P06400', 'Q9UJX2')"
"('P09496', 'Q96CW1')"
"('Q92831', 'P07288')"
"('Q13547', 'O75367')"
"('P62241', 'Q07021')"
"('Q13233', 'P52564')"
"('Q14765', 'O15524')"
"('Q9UKV0', 'P23527')"
"('P12931', 'Q9Y4K3')"
"('Q16288', 'P98077')"
"('Q9Y4K3', 'P62195')"
"('Q16548', 'Q14457')"
"('Q15149', 'Q15714')"
"('P31943', 'Q00005')"
"('P03886', 'O00483')"
"('Q7Z434', 'Q13568')"
"('Q9BQ66', 'O43597')"
"('P0CG04', 'P01709')"
"('P01562', 'P15509')"
"('O95819', 'P27635')"
"('P05181', 'O94916')"
"('Q99832', 'Q14194')"
"('Q86V81', 'P52272')"
"('Q9H0R8', 'Q8WVZ9')"
"('O15055', 'Q07869')"
"('Q5UIP0', 'P19387')"
"('Q92843', 'Q13625')"
"('P01106', 'Q9BR61')"
"('Q9NRI5', 'O14709')"
"('P16220', 'P01579')"
"('Q9BVW5', 'P33991')"
"('Q13164', 'Q9UK32')"
"('Q15717', 'Q9UKJ5')"
"('P46531', 'P98170')"
"('Q15910', 'P42772')"
"('Q15102', 'Q96ID5')"
"('Q96PM5', 'Q92685')"
"('Q8IX03', 'Q96NE9')"
"('Q93062', 'Q9BRK4')"
"('Q9H9G7', 'P19474')"
"('P32121', 'Q8NGH9')"
"('Q9GZT6', 'P50453')"
"('P60510', 'O75419')"
"('Q9Y4K3', 'P21860')"
"('Q9BZ11', 'Q9NRR5')"
"('P03897', 'O95167')"
"('Q10586', 'Q14683')"
"('P09619', 'Q01970')"
"('P32121', 'O95013')"
"('Q16891', 'Q96A49')"
"('P60953', 'P60709')"
"('O00444', 'Q5JR59')"
"('Q9UBS5', 'P02768')"
"('P06756', 'P46108')"
"('Q15642', 'P07948')"
"('Q99459', 'P43246')"
"('P08069', 'Q02750')"
"('P05386', 'P18621')"
"('Q15437', 'P53992')"
"('P62993', 'P46778')"
"('P38159', 'O60508')"
"('P32519', 'P24071')"
"('P23508', 'P26640')"
"('O43639', 'O00401')"
"('Q07889', 'O00329')"
"('Q9Y6H6', 'Q9H3H3')"
"('O00459', 'P52198')"
"('Q15545', 'P25490')"
"('P62993', 'Q15262')"
"('P13010', 'P45985')"
"('Q9Y2T4', 'P42224')"
"('Q70Z53', 'Q96FV9')"
"('P51948', 'P68104')"
"('P21246', 'Q9Y6N8')"
"('A6NHL2', 'Q92974')"
"('Q9NY93', 'P83881')"
"('P41586', 'P61952')"
"('O95750', 'P16234')"
"('O96013', 'P31947')"
"('P19438', 'P35580')"
"('P68036', 'Q8N9I9')"
"('P01871', 'Q16637')"
"('Q9UHD9', 'Q9NRR5')"
"('Q00005', 'P13647')"
"('P35222', 'Q08211')"
"('O95178', 'P03905')"
"('P02751', 'O00182')"
"('Q9BWW4', 'Q9UPN9')"
"('P00519', 'Q9H2X0')"
"('P19438', 'Q8TEL6')"
"('P49716', 'Q9BZM5')"
"('406886', 'Q9NZI8')"
"('Q92796', 'Q9UQM7')"
"('P61978', 'P50616')"
"('P22694', 'Q05397')"
"('O14610', 'Q13936')"
"('Q99081', 'Q9UPN9')"
"('Q6DKI1', 'P49407')"
"('P57086', 'P27361')"
"('O14641', 'Q99466')"
"('Q6NXE6', 'Q9NRP7')"
"('P20618', 'Q9Y244')"
"('Q9Y4X3', 'O00574')"
"('406937', 'P15941')"
"('O95477', 'O60941')"
"('Q5VYV7', 'P53350')"
"('O75367', 'Q99877')"
"('Q9H204', 'Q15788')"
"('Q96DU9', 'Q14106')"
"('P46013', 'P00519')"
"('Q15796', 'P49703')"
"('P12111', 'P18827')"
"('Q9Y4K3', 'P25788')"
"('P60903', 'P07355')"
"('Q12857', 'Q00403')"
"('P01876', 'P02647')"
"('P38432', 'O00505')"
"('P30530', 'P22681')"
"('Q8NFQ8', 'Q15714')"
"('O60244', 'Q9ULK4')"
"('Q9Y5K6', 'O60381')"
"('Q53EZ4', 'Q9H9H4')"
"('Q13501', 'Q9Y4K3')"
"('P63215', 'O14827')"
"('Q13547', 'O15105')"
"('Q15029', 'P11387')"
"('P19419', 'P62380')"
"('P08651', 'Q9P0L1')"
"('P08238', 'P61247')"
"('P01106', 'P28066')"
"('P46778', 'P35268')"
"('P55789', 'Q9H1I8')"
"('P32969', 'P18077')"
"('Q9BQA1', 'P85299')"
"('P09769', 'Q92569')"
"('P10636', 'P27348')"
"('A5YKK6', 'O75175')"
"('P40763', 'P51617')"
"('Q04724', 'P61604')"
"('P26441', 'Q5VWK5')"
"('Q9P258', 'Q9H1Y0')"
"('Q13243', 'Q15365')"
"('P31947', 'Q9H8W4')"
"('Q9P035', 'Q9H0R8')"
"('P31947', 'P31749')"
"('P42338', 'P13196')"
"('Q53GL0', 'Q9Y243')"
"('O14610', 'O00329')"
"('O60674', 'Q99570')"
"('Q9NSU2', 'Q9H4K1')"
"('P62993', 'P16152')"
"('Q9H173', 'Q3ZCQ8')"
"('P61254', 'P46779')"
"('P01889', 'P10599')"
"('Q9NWV8', 'P46736')"
"('Q05086', 'Q01064')"
"('P12931', 'P25098')"
"('Q13554', 'Q9NY47')"
"('P05412', 'P48506')"
"('P01584', 'P20226')"
"('P01106', 'P60228')"
"('P01106', 'Q9UBC3')"
"('O94864', 'O75478')"
"('Q9UMS0', 'Q9P0V3')"
"('Q8N149', 'O75015')"
"('Q13315', 'Q00987')"
"('O00401', 'Q9BY11')"
"('Q9NSA1', 'P22455')"
"('P60709', 'Q01449')"
"('P19235', 'P23467')"
"('P22415', 'P36956')"
"('Q15428', 'Q7L014')"
"('P14416', 'P63096')"
"('O00574', 'O60674')"
"('P20809', 'P48551')"
"('Q6PI73', 'P08637')"
"('Q8IY92', 'Q9Y2T2')"
"('P36897', 'P37173')"
"('Q9UNZ2', 'P49841')"
"('P30793', 'Q9ULW5')"
"('Q99640', 'P14635')"
"('Q9NPH9', 'P48551')"
"('O60244', 'O43513')"
"('Q14765', 'O14543')"
"('P03372', 'Q13233')"
"('Q8IY92', 'P49790')"
"('Q14558', 'O75365')"
"('Q15834', 'Q96AQ6')"
"('O43242', 'O75832')"
"('Q9HC98', 'Q9NVI1')"
"('Q01094', 'P04264')"
"('P29353', 'P14784')"
"('P07947', 'P16144')"
"('P23229', 'P49023')"
"('P18146', 'Q16827')"
"('Q9Y4K3', 'Q96G61')"
"('Q00610', 'Q9UJY5')"
"('P52735', 'Q5SW79')"
"('Q96QZ7', 'P57087')"
"('Q86Y39', 'Q9UI09')"
"('Q8N2W9', 'Q9H213')"
"('P13498', 'P19878')"
"('P01562', 'P48551')"
"('P07585', 'P02452')"
"('P61962', 'Q13627')"
"('Q13191', 'Q01113')"
"('O60315', 'Q15797')"
"('Q16602', 'Q5JWF2')"
"('P12980', 'Q16288')"
"('Q99962', 'Q6P0Q8')"
"('P11047', 'O15230')"
"('P29459', 'Q14627')"
"('P61088', 'Q68DV7')"
"('P36578', 'Q9UL18')"
"('Q9NVD7', 'P53708')"
"('P68400', 'P16220')"
"('P22626', 'Q12986')"
"('Q9NW64', 'Q9BUJ2')"
"('Q92796', 'P62807')"
"('P49716', 'P02788')"
"('P25391', 'Q05397')"
"('O15056', 'P00519')"
"('Q9BWH2', 'Q9H1I8')"
"('Q99459', 'O75175')"
"('Q6P1M3', 'Q15700')"
"('Q969H0', 'Q9NQR1')"
"('P25054', 'Q8TF01')"
"('P18146', 'O75947')"
"('Q96B36', 'P56537')"
"('P21281', 'P01023')"
"('O00329', 'P31749')"
"('P62195', 'P49642')"
"('P33993', 'Q9HC98')"
"('Q8TAI7', 'O00238')"
"('Q86VQ3', 'P02647')"
"('O94972', 'Q8TCX5')"
"('P35611', 'Q92598')"
"('O75694', 'P11802')"
"('Q9Y2Q3', 'Q9NVI1')"
"('Q16891', 'P50336')"
"('P05067', 'P09471')"
"('Q9HD43', 'P06239')"
"('Q08945', 'Q01780')"
"('O15264', 'P22234')"
"('Q96EE3', 'Q9BW27')"
"('O75582', 'Q12824')"
"('O15269', 'Q9BUV8')"
"('Q14181', 'Q8N2I9')"
"('Q9HCK8', 'Q13573')"
"('Q6ZNA4', 'P62837')"
"('Q8TAU3', 'Q9P209')"
"('Q6UXL0', 'P52333')"
"('P25789', 'Q969U7')"
"('P08107', 'P16871')"
"('Q13557', 'Q08289')"
"('P21359', 'P01112')"
"('Q13191', 'Q99963')"
"('P04637', '406935')"
"('P54646', 'Q92574')"
"('P30450', 'P43628')"
"('P42574', 'Q9Y2W7')"
"('Q96QV1', 'Q92956')"
"('P19086', 'Q3MJ16')"
"('Q8TCG1', 'Q9Y6K9')"
"('Q01081', 'Q05519')"
"('Q7L5D6', 'Q92956')"
"('Q9ULV1', 'O75197')"
"('Q9UQB8', 'P63261')"
"('Q5TAQ9', 'Q99750')"
"('Q06323', 'P61289')"
"('P62330', 'P54577')"
"('P0CG47', 'P01106')"
"('Q15750', 'P55212')"
"('Q13573', 'Q14185')"
"('P29459', 'P15509')"
"('Q9UJU6', 'Q9H788')"
"('P58876', 'Q8IUE6')"
"('Q16576', 'O95983')"
"('O14867', 'P18846')"
"('Q9UH73', 'P41182')"
"('P10721', 'O00459')"
"('Q00005', 'Q92736')"
"('O00487', 'Q13200')"
"('Q9Y4D1', 'P60953')"
"('Q8N257', 'P0C0S5')"
"('P15173', 'P62324')"
"('Q9UM73', 'P01116')"
"('O43741', 'Q49AN0')"
"('P35637', 'Q01130')"
"('406938', 'Q13158')"
"('Q99081', 'Q09472')"
"('P17980', 'Q13200')"
"('O43493', 'P06241')"
"('Q9BTT4', 'Q96G25')"
"('P28070', 'P28074')"
"('Q15560', 'P53803')"
"('Q15233', 'Q9P1U0')"
"('Q16629', 'Q13243')"
"('O00193', 'Q14164')"
"('P14770', 'P42338')"
"('Q9BYM8', 'P68036')"
"('P19012', 'Q9Y2J4')"
"('Q9UKV8', 'P06748')"
"('P22681', 'P46109')"
"('Q92796', 'Q9BQ90')"
"('Q13315', 'Q8N4C6')"
"('Q01094', 'P30304')"
"('Q96QC0', 'P63165')"
"('P12034', 'P16234')"
"('P32121', 'P25116')"
"('P01889', 'O00505')"
"('P27361', 'P36956')"
"('Q86YT6', 'Q9UHD2')"
"('A8TX70', 'P53708')"
"('Q9NR46', 'P00558')"
"('Q9UJX2', 'Q92922')"
"('O15524', 'Q13651')"
"('P17947', 'P09429')"
"('Q86YS3', 'Q5VTD9')"
"('P26641', 'O95257')"
"('P21675', 'O43521')"
"('Q9UI30', 'Q14164')"
"('O75015', 'O75023')"
"('Q9H1Y0', 'P51149')"
"('P26358', 'P0CG47')"
"('P12757', 'Q14112')"
"('Q9UN19', 'P16885')"
"('P42336', 'P31751')"
"('O76080', 'Q9Y6K9')"
"('P41732', 'Q96QD9')"
"('Q9UHX1', 'Q13087')"
"('P04439', 'P43627')"
"('Q9Y6F9', 'Q9NPG1')"
"('P62995', 'Q01130')"
"('O95484', 'Q8NI35')"
"('P25788', 'O75140')"
"('Q00653', 'P34931')"
"('Q9Y6D6', 'Q9Y6D5')"
"('O75688', 'P62258')"
"('P31644', 'Q15111')"
"('Q92917', 'P62136')"
"('Q8IXJ6', 'Q92830')"
"('O00472', 'A0JLT2')"
"('P53618', 'Q9UH99')"
"('Q9UFF9', 'P62324')"
"('Q93009', 'O00308')"
"('P42229', 'P41182')"
"('P40429', 'P32969')"
"('Q9HAW4', 'P63146')"
"('Q9Y2Q3', 'Q92797')"
"('P18146', 'P01583')"
"('P13987', 'P29353')"
"('Q9UJ70', 'P14618')"
"('Q99459', 'P62136')"
"('P18084', 'P02768')"
"('Q00013', 'P55055')"
"('P04637', 'Q969G3')"
"('O15519', 'O14763')"
"('Q9Y5J5', 'P08195')"
"('Q69YH5', 'O95243')"
"('P20226', 'Q01094')"
"('P01889', 'P13693')"
"('P46379', 'Q5JPE7')"
"('Q8N7P3', 'P56747')"
"('Q9H9G7', 'Q9UKV8')"
"('Q9UBF6', 'Q9NZL6')"
"('Q9P2K9', 'P04745')"
"('Q00653', 'O00221')"
"('P05412', 'P20226')"
"('P05014', 'P31785')"
"('Q7Z406', 'Q01449')"
"('Q8TB45', 'Q9BVC4')"
"('Q14164', 'Q96FW1')"
"('P23246', 'Q9H0L4')"
"('P17252', 'P62070')"
"('Q9GZQ8', 'Q8WYN0')"
"('P51608', 'O75376')"
"('Q13315', 'P02787')"
"('P50150', 'Q00722')"
"('P51116', 'O00161')"
"('P58107', 'Q9Y2Q3')"
"('Q8N668', 'Q13489')"
"('Q8IVF5', 'O00212')"
"('P51153', 'Q9HAU4')"
"('P06493', 'P00533')"
"('P05000', 'P16471')"
"('O75529', 'Q9H0E3')"
"('O14933', 'P35227')"
"('Q14832', 'P62873')"
"('P46940', 'P28482')"
"('Q15788', 'P55157')"
"('Q13315', 'O14980')"
"('O75947', 'P18859')"
"('P31689', 'P00533')"
"('O94941', 'P40692')"
"('Q15389', 'P09619')"
"('Q14566', 'P53350')"
"('Q16663', 'P32248')"
"('Q9Y265', 'Q02413')"
"('Q12933', 'O00459')"
"('P32121', 'Q96R28')"
"('P61073', 'Q99623')"
"('Q15797', 'Q9Y3M8')"
"('P01106', 'Q9UKY1')"
"('Q9UBL3', 'O15047')"
"('Q8NGN3', 'P38405')"
"('P51787', 'P15382')"
"('Q8WZA9', 'P60520')"
"('Q15075', 'P61020')"
"('Q9UKE5', 'O43447')"
"('P63104', 'P19474')"
"('P52272', 'Q8TAP4')"
"('P45973', 'P10412')"
"('Q9H553', 'Q03518')"
"('P05387', 'P47914')"
"('Q9NWQ8', 'P48551')"
"('P50990', 'P63104')"
"('O95644', 'P63104')"
"('P28074', 'P25787')"
"('Q96A72', 'Q9BZI7')"
"('O15504', 'Q9UBU9')"
"('Q15139', 'Q8WUI4')"
"('Q13237', 'Q8TEY5')"
"('P27361', 'P53004')"
"('Q969T4', 'Q92560')"
"('P63261', 'Q9Y4K3')"
"('P80162', 'O00574')"
"('Q08209', 'Q9UD71')"
"('Q13501', 'Q12830')"
"('P01889', 'P43631')"
"('Q13191', 'Q8WV28')"
"('P63104', 'Q16613')"
"('P30480', 'P29692')"
"('Q8WU20', 'P07949')"
"('Q8N431', 'P01111')"
"('P09958', 'O43493')"
"('Q15797', 'O94973')"
"('Q96Q15', 'P30154')"
"('P32321', 'Q6ZVK8')"
"('A4GXA9', 'P39748')"
"('Q92902', 'Q9NQG7')"
"('Q5VU43', 'Q16637')"
"('P55072', 'P19532')"
"('P04637', 'P98161')"
"('O75445', 'Q9P202')"
"('Q9H8Y8', 'Q08379')"
"('P51946', 'P10275')"
"('O76024', 'Q13352')"
"('P20337', 'Q15797')"
"('P26441', 'P10912')"
"('O96017', 'Q00987')"
"('Q13418', 'P52736')"
"('Q9UBC3', 'P23381')"
"('O75771', 'P54132')"
"('P29459', 'P48551')"
"('O14775', 'O60262')"
"('Q9HC98', 'Q15021')"
"('P04350', 'Q6PEY2')"
"('Q96RN5', 'P49721')"
"('Q9BX63', 'P54278')"
"('P20226', 'P35998')"
"('Q96NY8', 'Q8TEW0')"
"('Q9UNX3', 'P30050')"
"('Q13155', 'Q06323')"
"('P04637', 'P11142')"
"('Q15834', 'Q9H5V7')"
"('Q9BX66', 'Q14254')"
"('O60674', 'P48736')"
"('Q99816', 'Q9H4P4')"
"('Q86T65', 'O14640')"
"('Q9UJA2', 'P37235')"
"('Q9Y2R2', 'P55072')"
"('Q9UPN9', 'P12980')"
"('Q99963', 'P17948')"
"('P63000', 'Q07889')"
"('Q13618', 'O14641')"
"('P49715', 'P09874')"
"('Q6IE81', 'O60925')"
"('P46776', 'Q02543')"
"('Q9Y4D1', 'P12931')"
"('Q13573', 'Q00341')"
"('P20809', 'Q9UHF4')"
"('P42338', 'P60763')"
"('Q9NRR5', 'Q53HC5')"
"('O95400', 'P62136')"
"('P22455', 'P42338')"
"('P06870', 'P05154')"
"('Q9Y2Q3', 'O43264')"
"('O94875', 'Q9BUZ4')"
"('P62701', 'P62266')"
"('A6NIT4', 'Q99665')"
"('Q01130', 'P55795')"
"('Q9H1B4', 'P78406')"
"('Q16236', 'P10276')"
"('P08047', 'P14780')"
"('P17302', 'Q3ZCM7')"
"('Q13393', 'O14939')"
"('Q9NPH9', 'Q9UHF4')"
"('Q03001', 'P15121')"
"('P63104', 'Q92934')"
"('Q9NV96', 'P12980')"
"('Q8IVM0', 'P21580')"
"('P18146', 'Q99952')"
"('Q13315', 'Q6P996')"
"('P54259', 'O95967')"
"('Q9BPZ7', 'Q9Y2U5')"
"('Q9Y2H0', 'Q04941')"
"('Q04637', 'Q9BUB5')"
"('Q9UPY6', 'O15144')"
"('Q12873', 'Q14247')"
"('Q96IX5', 'Q15714')"
"('P30101', 'P11047')"
"('P01562', 'Q9UHF4')"
"('P51809', 'P52594')"
"('Q96S52', 'Q92643')"
"('P50151', 'Q08828')"
"('P42772', 'Q13887')"
"('Q9ULM3', 'O75478')"
"('P05156', 'P01024')"
"('O00182', 'Q92905')"
"('P25098', 'P51684')"
"('O43257', 'Q9Y265')"
"('Q9H0M0', 'Q15303')"
"('P22392', 'P61088')"
"('Q8TDZ2', 'Q9UK32')"
"('Q99523', 'Q9UJY4')"
"('P62993', 'Q8WV28')"
"('Q9P2K8', 'Q01844')"
"('Q06455', 'Q9P2A4')"
"('Q14103', 'P84103')"
"('Q01130', 'O95400')"
"('P19105', 'Q9UKE5')"
"('P68363', 'P62993')"
"('Q9NRG4', 'P49841')"
"('Q92888', 'P61586')"
"('P51817', 'P18847')"
"('442917', 'O95980')"
"('O15259', 'Q14315')"
"('Q13427', 'Q8N5F7')"
"('Q6P3X3', 'Q9HAW0')"
"('P01116', 'P48736')"
"('Q15486', 'Q13432')"
"('O14618', 'P00441')"
"('P18146', 'Q09472')"
"('P29400', 'Q16637')"
"('P42336', 'P05023')"
"('Q96KM6', 'O76003')"
"('Q92918', 'O43318')"
"('P49716', 'P56524')"
"('Q07021', 'Q6WCQ1')"
"('P41159', 'P20138')"
"('Q9UNM6', 'P43686')"
"('P14921', 'P62380')"
"('Q6GTX8', 'Q06124')"
"('PB_10', 'P27986')"
"('Q16849', 'Q8WXG6')"
"('P11142', 'O95197')"
"('P42773', 'P30281')"
"('Q9UBB5', 'Q8WXI9')"
"('P52597', 'Q13243')"
"('P54257', 'Q99595')"
"('O15379', 'Q16665')"
"('Q9UNL2', 'Q9BUV8')"
"('P29372', 'P03372')"
"('P53778', 'Q14934')"
"('Q8NBJ4', 'Q15029')"
"('Q9NX58', 'Q9NR96')"
"('Q16539', 'Q01082')"
"('P01023', 'P05067')"
"('Q9UJM3', 'P0CG47')"
"('P48506', 'P18146')"
"('O15379', 'Q96ST3')"
"('P51452', 'P53778')"
"('Q8NGT1', 'P38405')"
"('P41220', 'P18858')"
"('Q9H1J1', 'P49841')"
"('O15264', 'P18669')"
"('P51681', 'Q15811')"
"('Q9UQE7', 'Q96MT8')"
"('Q8IVA1', 'Q8WW01')"
"('O75449', 'P18146')"
"('Q8WVN8', 'P98170')"
"('P37231', 'Q9Y6Q9')"
"('P16220', 'Q9H0H0')"
"('P62244', 'P22090')"
"('P63096', 'P29474')"
"('P61077', 'Q9UPP5')"
"('Q96EP1', 'O94967')"
"('Q6UWE0', 'P10916')"
"('Q96KK5', 'Q99879')"
"('O00257', 'Q99607')"
"('P35368', 'P01857')"
"('O00463', 'Q92956')"
"('P54253', 'O00213')"
"('P51681', 'P32121')"
"('P11226', 'O00206')"
"('O75446', 'Q92769')"
"('Q96Q15', 'P61326')"
"('Q99759', 'P17987')"
"('P29590', 'Q13155')"
"('Q8TEY5', 'Q92793')"
"('Q13224', 'O43497')"
"('Q8TAD8', 'Q8TBK6')"
"('O43513', 'O14964')"
"('P54252', 'Q9BSU1')"
"('P15498', 'Q9H814')"
"('P51654', 'Q93098')"
"('P67870', 'P04049')"
"('406901', 'Q6DJT9')"
"('O75486', 'O75529')"
"('Q9P086', 'Q15528')"
"('Q12888', 'Q5UIP0')"
"('Q13418', 'O94832')"
"('Q9Y243', 'P18848')"
"('Q9P2H0', 'P63104')"
"('Q13573', 'Q15717')"
"('P13569', 'Q8WUY1')"
"('P31749', 'P49840')"
"('Q7L5D6', 'Q92993')"
"('P09429', 'Q01831')"
"('P19388', 'P14625')"
"('P48061', 'P32248')"
"('Q13546', 'Q5VWQ8')"
"('O14936', 'Q9C0A0')"
"('Q06830', 'Q6WCQ1')"
"('P04843', 'Q8TCJ2')"
"('P52272', 'Q00839')"
"('P35222', 'P01100')"
"('P12814', 'P29274')"
"('P53675', 'P13569')"
"('P28223', 'O95837')"
"('Q96CS7', 'P78386')"
"('P02814', 'Q8TAX7')"
"('Q96DG6', 'Q9UHX1')"
"('Q9Y2Q3', 'Q15003')"
"('P13984', 'P35269')"
"('O14512', 'P38484')"
"('P17706', 'O00401')"
"('Q8N9W6', 'Q9NQZ3')"
"('P62979', 'Q99759')"
"('Q99832', 'P18754')"
"('O14757', 'Q9HB96')"
"('Q86YW0', 'Q16512')"
"('P01588', 'P40238')"
"('Q07890', 'P63267')"
"('P25445', 'Q92835')"
"('P10276', 'P01100')"
"('Q3ZCW2', 'P16871')"
"('Q6WCQ1', 'P21333')"
"('Q14315', 'Q9Y4P8')"
"('Q9Y5I7', 'O15551')"
"('P26639', 'P12081')"
"('P04637', 'P42224')"
"('P68363', 'P17302')"
"('O15524', 'P06241')"
"('Q8WYK2', 'P17535')"
"('Q9UIG0', 'P16104')"
"('P21673', 'Q8TBB1')"
"('P27540', 'Q15596')"
"('P63244', 'P23396')"
"('O94817', 'Q9H2U1')"
"('P62993', 'Q92930')"
"('P27930', 'P42574')"
"('Q9Y4K3', 'P11586')"
"('P62380', 'P27635')"
"('Q8TAP4', 'Q99750')"
"('Q15291', 'O60814')"
"('P30260', 'Q8NHZ8')"
"('P01241', 'P10912')"
"('Q09161', 'Q9BY77')"
"('Q8TAD8', 'Q9NRR4')"
"('Q9C0C7', 'Q9Y371')"
"('P13804', 'P38117')"
"('Q00839', 'Q8IX12')"
"('P09172', 'Q15811')"
"('O15533', 'P30466')"
"('O43175', 'Q16659')"
"('P50613', 'P11473')"
"('Q15759', 'O95741')"
"('P16333', 'O95157')"
"('Q00597', 'Q0VG06')"
"('P17028', 'Q13432')"
"('P32121', 'B2RN74')"
"('A8K6C2', 'P40189')"
"('O15169', 'Q15172')"
"('Q9UQM7', 'P21333')"
"('Q9UL18', 'O14980')"
"('P0C0S8', 'Q9UKV0')"
"('P30480', 'P60900')"
"('P62158', 'Q13555')"
"('Q13131', 'Q16526')"
"('P62993', 'Q13480')"
"('Q9UNX3', 'P84098')"
"('P21796', 'P12532')"
"('Q9HCE7', 'P00533')"
"('Q02078', 'Q96RT1')"
"('P04406', 'P15927')"
"('O60739', 'Q16658')"
"('O00193', 'Q9P2H0')"
"('Q96RT1', 'P53618')"
"('Q05655', 'Q9H492')"
"('Q9Y230', 'P0C0S5')"
"('P03372', 'Q8TAQ2')"
"('Q15759', 'Q12778')"
"('Q8N8V2', 'P21673')"
"('Q9UDY2', 'O14493')"
"('P53778', 'O43524')"
"('Q13007', 'Q14627')"
"('P29400', 'P31431')"
"('Q86V81', 'P14866')"
"('P04198', 'P61244')"
"('Q9Y4K3', 'Q13200')"
"('Q99698', 'P27348')"
"('P01889', 'P10966')"
"('Q99879', 'P0C0S5')"
"('P04183', 'P42025')"
"('Q969D9', 'P32927')"
"('P30559', 'Q9UF02')"
"('Q13257', 'O15479')"
"('P11802', 'O43521')"
"('O75937', 'Q92620')"
"('P60709', 'P21281')"
"('Q05516', 'Q9H3M7')"
"('Q8IUH5', 'Q12772')"
"('P14373', 'Q9NPD8')"
"('Q05513', 'P51617')"
"('P04183', 'Q8TF32')"
"('P82675', 'Q9NY93')"
"('O60568', 'Q7Z6L1')"
"('O15264', 'O60841')"
"('Q05D60', 'Q15834')"
"('Q13315', 'Q5XUX0')"
"('O14775', 'P28482')"
"('P07359', 'Q8WYR1')"
"('P02775', 'P32248')"
"('Q05516', 'P60033')"
"('O75436', 'Q96QK1')"
"('Q13765', 'Q5UIP0')"
"('2310', 'P35222')"
"('P08238', 'P12814')"
"('Q13485', 'P57738')"
"('P32121', 'Q8NGG5')"
"('P51668', 'Q9P0P0')"
"('P23467', 'O15530')"
"('P17612', 'P05023')"
"('P34931', 'O43318')"
"('P53350', 'Q08752')"
"('O95785', 'Q15714')"
"('Q8TF32', 'P20073')"
"('P16333', 'P43699')"
"('P63208', 'Q9UKT4')"
"('Q9ULJ6', 'O60343')"
"('Q16512', 'P46734')"
"('Q7Z6M2', 'Q13616')"
"('Q13007', 'P15509')"
"('Q9NR12', 'Q15326')"
"('Q13315', 'Q96MG7')"
"('Q99558', 'P04350')"
"('O14920', 'Q12778')"
"('P29459', 'Q9UHF4')"
"('O43318', 'Q9H8E8')"
"('Q8TB72', 'Q13573')"
"('407029', 'P08729')"
"('P60673', 'P63267')"
"('P42224', 'O75365')"
"('Q99856', 'P78347')"
"('Q15111', 'Q16445')"
"('Q92759', 'P51948')"
"('P35606', 'P43360')"
"('Q9NQS7', 'O14965')"
"('Q99567', 'P12270')"
"('P62318', 'P83369')"
"('Q9Y508', 'Q9Y2X8')"
"('Q01892', 'O00716')"
