negatives
"('P52756', 'Q9HCE1')"
"('Q9UQB8', 'Q9Y6W5')"
"('P35626', 'Q8NGE5')"
"('Q9Y383', 'Q7Z6Z7')"
"('P84022', 'Q9NP31')"
"('P10586', 'O15145')"
"('Q9Y6H3', 'Q1MSJ5')"
"('Q13243', 'P31943')"
"('Q15393', 'O75934')"
"('Q9BV57', 'Q8TDQ7')"
"('P55060', 'P52292')"
"('Q15427', 'Q8IYB3')"
"('A2RU54', 'Q96FJ0')"
"('Q14562', 'Q96FV9')"
"('P50991', 'P52333')"
"('P42679', 'Q38SD2')"
"('P21246', 'Q9BPX7')"
"('P46108', 'P11142')"
"('Q04206', 'P31689')"
"('Q9NQ11', 'O95070')"
"('Q9C0F1', 'Q13895')"
"('P60033', 'Q02878')"
"('O94905', 'Q12884')"
"('P49720', 'Q9Y5K5')"
"('Q5BJF6', 'P36941')"
"('P35638', 'P15336')"
"('Q9BS26', 'Q8IWL3')"
"('Q8TCE9', 'Q96IF1')"
"('O15372', 'P01889')"
"('O96000', 'Q9P0J0')"
"('Q92604', 'A5A3E0')"
"('Q96G27', 'Q9Y297')"
"('Q8N448', 'Q6NSJ5')"
"('P01185', 'P43088')"
"('Q00978', 'P14902')"
"('P11049', 'P29350')"
"('P27348', 'Q9NXR1')"
"('Q8IX03', 'P63167')"
"('Q13162', 'P00395')"
"('Q6YHU6', 'Q96QU8')"
"('P07900', 'Q15029')"
"('Q92466', 'Q7KZ85')"
"('Q9NW68', 'Q8IXK0')"
"('O75689', 'Q9H190')"
"('P09668', 'O15392')"
"('P43246', 'O43290')"
"('P29972', 'Q8IYA8')"
"('Q96P20', 'O95232')"
"('Q9UNY5', 'Q9NWS9')"
"('P21246', 'O60333')"
"('Q9NRC8', 'Q96SI9')"
"('Q96GM5', 'P19012')"
"('Q99496', 'P62826')"
"('Q96T76', 'P49736')"
"('P19438', 'P62158')"
"('P30153', 'Q96Q15')"
"('Q16774', 'Q6NUT2')"
"('Q5XKE5', 'P22681')"
"('Q12931', 'P08758')"
"('Q8TD23', 'P61968')"
"('A2RU48', 'Q9HCM9')"
"('Q16594', 'Q9Y265')"
"('P61158', 'Q9Y5L0')"
"('P05161', 'P07737')"
"('P60709', 'P51532')"
"('P07900', 'Q16566')"
"('Q8N7H5', 'Q08945')"
"('Q08379', 'Q8TAE8')"
"('P10589', 'Q15562')"
"('P01106', 'Q96Q11')"
"('Q9UI12', 'Q99714')"
"('Q9Y6D5', 'P26885')"
"('P30519', 'Q9P0N5')"
"('Q01831', 'P54727')"
"('Q9H6Z9', 'Q9NZN8')"
"('P22732', 'P13501')"
"('P01889', 'P35558')"
"('Q8N5U6', 'Q04724')"
"('Q6ZW49', 'Q9UHB6')"
"('Q5JUQ0', 'P08243')"
"('P01133', 'Q13191')"
"('Q04917', 'Q15717')"
"('Q13107', 'O43395')"
"('Q9Y613', 'Q96B26')"
"('P62306', 'P62314')"
"('Q96HD9', 'Q96PU5')"
"('Q6N021', 'P51610')"
"('Q6NZY4', 'Q96RU2')"
"('Q13683', 'P18084')"
"('Q13952', 'P24522')"
"('Q05516', 'O43791')"
"('P16234', 'P19174')"
"('P01877', 'O77932')"
"('P62851', 'Q96CW5')"
"('P06493', 'Q16513')"
"('Q04724', 'O75530')"
"('P12814', 'P09467')"
"('Q9BTM9', 'P02790')"
"('Q9BRP4', 'Q9Y5K5')"
"('Q7L190', 'Q96KN7')"
"('P62805', 'Q9P0U4')"
"('P62140', 'Q8WWI1')"
"('Q15797', 'Q13547')"
"('O60939', 'Q86X83')"
"('Q9Y266', 'Q9UMS4')"
"('P06744', 'Q9NR45')"
"('Q8IYB8', 'Q15717')"
"('P50552', 'P27348')"
"('Q9UBM7', 'Q96GX1')"
"('Q8TCX5', 'Q5JR59')"
"('Q8WUH1', 'Q9P0T4')"
"('P32119', 'O15131')"
"('Q9H0W7', 'Q8NHS0')"
"('P55061', 'Q86V24')"
"('P57772', 'P60866')"
"('Q5VT25', 'P53671')"
"('O14786', 'Q99755')"
"('P22694', 'O95182')"
"('Q92620', 'Q00839')"
"('Q4LEZ3', 'Q2KHM9')"
"('Q9NQ94', 'Q15323')"
"('Q2TAY7', 'P49792')"
"('P52597', 'P55060')"
"('Q9BUQ8', 'Q96IZ7')"
"('P06733', 'P49588')"
"('Q12967', 'P53779')"
"('P61081', 'Q15819')"
"('Q9BR76', 'P02751')"
"('Q9BQ66', 'Q9H9D4')"
"('Q13423', 'Q16795')"
"('O95347', 'P62330')"
"('O15354', 'Q9UNE7')"
"('Q9BZC7', 'Q96SN8')"
"('Q13242', 'P26368')"
"('Q9Y2D8', 'Q12899')"
"('P63208', 'Q15796')"
"('P35249', 'P07814')"
"('Q2TAK8', 'Q53EZ4')"
"('O15078', 'P51572')"
"('P15313', 'P09758')"
"('Q00613', 'Q96SB8')"
"('Q8ND25', 'Q9Y2X8')"
"('P61960', 'P21796')"
"('Q14974', 'Q9NRG9')"
"('P56706', 'Q13467')"
"('Q8WVZ9', 'Q9BYG5')"
"('Q86UB9', 'P61218')"
"('Q9UJZ1', 'Q99623')"
"('O60518', 'P14314')"
"('Q9UK80', 'Q6IQ23')"
"('P07437', 'Q99759')"
"('P35670', 'P00738')"
"('P19438', 'Q9BPZ7')"
"('Q13283', 'P35658')"
"('P26599', 'Q14683')"
"('P35968', 'P48730')"
"('Q8WUM0', 'P49792')"
"('P50406', 'O60518')"
"('P60520', 'P49321')"
"('P54709', 'Q5VSG8')"
"('P29350', 'Q9BZW8')"
"('Q96MT8', 'Q9Y618')"
"('O43395', 'Q99547')"
"('Q8NFD2', 'P52757')"
"('P13984', 'P27540')"
"('P48431', 'O95983')"
"('Q9NVU7', 'Q15583')"
"('P42771', 'P40855')"
"('O75348', 'Q96HA8')"
"('Q14914', 'P30044')"
"('Q9Y4W2', 'Q5S007')"
"('P13727', 'Q9UPN7')"
"('Q9BTZ2', 'Q9NWU1')"
"('Q3V6T2', 'P14618')"
"('Q9UBT6', 'Q86SE9')"
"('P13569', 'O15075')"
"('P30044', 'P49419')"
"('P25788', 'P62191')"
"('Q9NX46', 'P52298')"
"('Q9UBS0', 'Q96S55')"
"('Q92882', 'P60709')"
"('Q96BY2', 'Q92630')"
"('O60341', 'Q15386')"
"('P49821', 'Q96H96')"
"('Q96BY2', 'Q9HCM9')"
"('P46777', 'P06748')"
"('P02549', 'Q16827')"
"('Q8ND90', 'P14678')"
"('O14964', 'Q8N6F8')"
"('P52294', 'Q9UBU8')"
"('P42696', 'Q00839')"
"('P29350', 'P16284')"
"('P01303', 'P11229')"
"('A0PK11', 'P26715')"
"('Q99570', 'O43542')"
"('O00560', 'Q15910')"
"('Q92769', 'Q99879')"
"('P01282', 'Q9NRR5')"
"('Q6ZN57', 'Q15744')"
"('Q9NYA3', 'Q8N0Z6')"
"('Q86Y91', 'P68431')"
"('Q9H0S4', 'Q96SB4')"
"('Q9Y2K2', 'Q13077')"
"('P40337', 'P50991')"
"('Q9NXK8', 'P17655')"
"('P49427', 'P54725')"
"('P38159', 'Q9Y580')"
"('P03372', 'Q9H361')"
"('O96006', 'P63279')"
"('Q96ID5', 'Q16760')"
"('Q99996', 'O60341')"
"('Q9Y6R9', 'Q49A88')"
"('Q15366', 'P63244')"
"('P17612', 'Q01668')"
"('P09619', 'P35568')"
"('Q99536', 'P20648')"
"('P21860', 'Q01860')"
"('Q9UJX0', 'Q13315')"
"('P25098', 'P51685')"
"('Q9UER7', 'Q8N680')"
"('P56556', 'Q9Y375')"
"('Q5MJ70', 'P24941')"
"('P25788', 'Q13148')"
"('Q86VP6', 'P46776')"
"('P27708', 'Q99759')"
"('Q9BV47', 'Q92845')"
"('P19419', 'P05067')"
"('Q9BZL4', 'Q96FV9')"
"('P61927', 'Q9NY93')"
"('Q9Y305', 'Q96EM0')"
"('P26599', 'Q13813')"
"('P09417', 'Q86VP6')"
"('Q9BQI6', 'Q9NS91')"
"('P03372', 'Q13151')"
"('P63000', 'P41743')"
"('Q16891', 'P51149')"
"('Q5JTJ3', 'Q9GZY4')"
"('P09001', 'P62263')"
"('P62263', 'O43353')"
"('P01903', 'P20963')"
"('Q9UQ35', 'Q13243')"
"('P49407', 'P46531')"
"('Q8IY92', 'O00505')"
"('Q9UK22', 'P51668')"
"('Q13077', 'P15408')"
"('Q14671', 'Q2KHM9')"
"('P68400', 'Q9NYL9')"
"('P62750', 'P62899')"
"('Q14050', 'O75578')"
"('P38936', 'P28328')"
"('P30153', 'Q9NS69')"
"('Q7Z699', 'Q2NKX9')"
"('Q96I24', 'P19320')"
"('P48436', 'Q93074')"
"('Q9BZL4', 'O14974')"
"('Q13177', 'P63208')"
"('P62081', 'Q8TDN6')"
"('Q7Z4V5', 'P09067')"
"('Q05BQ5', 'Q9Y265')"
"('Q9UHB6', 'Q6IQ23')"
"('Q9UBN6', 'P29401')"
"('Q04206', 'Q92793')"
"('Q5T9L3', 'Q9HCE1')"
"('P05026', 'O75489')"
"('P55072', 'Q13085')"
"('Q15029', 'Q9Y2Q3')"
"('P06239', 'Q68EM7')"
"('Q5VVJ2', 'P0DMV8')"
"('P13987', 'P52735')"
"('P49841', 'Q9NRG4')"
"('Q14195', 'Q13617')"
"('P27986', 'P45983')"
"('P40855', 'Q15717')"
"('Q15025', 'Q9H213')"
"('P11021', 'P27694')"
"('Q9H1D9', 'P28702')"
"('P04629', 'Q9NSD9')"
"('Q9Y5X1', 'Q92905')"
"('Q9Y3B7', 'Q9Y512')"
"('Q00610', 'O60763')"
"('P08648', 'Q15389')"
"('Q9UNE7', 'Q99594')"
"('Q9UHD8', 'Q3ZAQ7')"
"('O00422', 'Q86Y56')"
"('P15336', 'Q8NBS9')"
"('O43395', 'Q15834')"
"('Q9GZT6', 'O43261')"
"('Q15843', 'Q92889')"
"('Q9P2Y5', 'Q00587')"
"('Q96R06', 'Q6IPM2')"
"('Q9BYQ3', 'Q9UHG0')"
"('Q13263', 'P04629')"
"('Q9ULJ3', 'Q9BST9')"
"('Q9NZT1', 'Q9H1R3')"
"('P15924', 'Q8N6T7')"
"('Q99873', 'Q8TCT0')"
"('Q9UK61', 'Q96CW1')"
"('Q15008', 'Q9NVI7')"
"('O75161', 'P04049')"
"('Q9BVN2', 'P51687')"
"('P62826', 'P49848')"
"('Q12933', 'Q9UHH9')"
"('Q92922', 'Q13469')"
"('P06748', 'P43686')"
"('P62888', 'P62244')"
"('Q9Y6M0', 'Q6ZNC8')"
"('Q86VP6', 'Q9Y6M1')"
"('Q5TA50', 'Q5S007')"
"('Q14694', 'Q7Z2W7')"
"('P25021', 'P63092')"
"('O00443', 'P09496')"
"('Q13480', 'Q7KZI7')"
"('Q9BYR9', 'Q8NEC5')"
"('Q9H7D7', 'P62081')"
"('P16615', 'O14829')"
"('Q15366', 'P04062')"
"('O00483', 'Q02978')"
"('Q96MT8', 'Q7Z4H7')"
"('Q9NXB0', 'Q13011')"
"('P27986', 'Q15365')"
"('P84077', 'Q86SX6')"
"('Q0VD86', 'Q14119')"
"('Q92575', 'Q9BUN8')"
"('Q9UFD9', 'Q9BY27')"
"('P08133', 'O75874')"
"('Q9H0I2', 'Q5T124')"
"('P12035', 'Q9Y4K3')"
"('P30443', 'Q03519')"
"('O14863', 'P54920')"
"('P20042', 'Q9BY78')"
"('P51828', 'P17612')"
"('Q99731', 'Q00978')"
"('O60894', 'O15432')"
"('Q8NEC5', 'Q6L8G9')"
"('P17535', 'Q06945')"
"('Q8TB45', 'O14980')"
"('P42768', 'Q9BY11')"
"('Q10713', 'P61201')"
"('Q9BWW9', 'P12931')"
"('P05412', 'Q9UPN6')"
"('P15336', 'Q9UP65')"
"('P62753', 'P61247')"
"('P61313', 'P62899')"
"('Q9Y279', 'P53794')"
"('P61978', 'Q9BT22')"
"('Q9UGU5', 'P20591')"
"('Q96DE5', 'O75031')"
"('Q9P244', 'Q8WUY9')"
"('Q8IXB1', 'Q9GZQ8')"
"('Q14526', 'Q13363')"
"('P29966', 'Q15717')"
"('Q99873', 'Q13617')"
"('P06213', 'Q92985')"
"('Q9HCE1', 'Q14814')"
"('Q16537', 'Q9P2X7')"
"('Q71F56', 'O60244')"
"('Q99832', 'Q9H7D0')"
"('Q53FD0', 'Q8ND90')"
"('O95167', 'O75438')"
"('P14373', 'Q9Y5K5')"
"('Q9UJ72', 'P30043')"
"('Q13838', 'P25786')"
"('Q5MJ10', 'Q9UHJ3')"
"('Q8IYD1', 'Q9HAU5')"
"('Q7Z7N9', 'O43390')"
"('P0C0E4', 'Q9BUE6')"
"('P25963', 'Q9NYR9')"
"('Q9NVH1', 'Q6NXT2')"
"('P30305', 'O60573')"
"('O60343', 'Q9UK61')"
"('Q9UPY3', 'P13727')"
"('P29459', 'Q01344')"
"('O60271', 'Q00613')"
"('P04049', 'Q96T76')"
"('Q9P0N5', 'P22059')"
"('P14598', 'Q9C026')"
"('Q14139', 'Q7Z434')"
"('Q9BTA9', 'Q9NRR5')"
"('P50402', 'Q6ZW49')"
"('P30556', 'P41595')"
"('Q9Y2X8', 'Q8NHG8')"
"('O00141', 'O95257')"
"('Q96Q07', 'O94888')"
"('P17655', 'Q9H8V3')"
"('Q9BYD2', 'Q9NYK5')"
"('O15066', 'P62195')"
"('Q86V42', 'Q96QF0')"
"('Q13077', 'Q6PF18')"
"('P08621', 'O14893')"
"('O75461', 'Q96FC9')"
"('Q8IUH3', 'Q16236')"
"('P0DJD0', 'P63279')"
"('Q96NC0', 'P62807')"
"('Q5RL73', 'P15927')"
"('Q08380', 'O15078')"
"('Q9NWY4', 'P09874')"
"('Q9UJX2', 'Q9H1A4')"
"('Q9UGP5', 'Q92777')"
"('P63211', 'O00555')"
"('A5YKK6', 'P50616')"
"('P48651', 'Q15717')"
"('Q8NGH3', 'Q9P2W3')"
"('Q9H0R8', 'Q8IVP5')"
"('Q8N653', 'P09874')"
"('O75832', 'P29692')"
"('Q07812', 'Q14790')"
"('Q8IXI2', 'Q8NBP7')"
"('Q16531', 'Q86VZ2')"
"('Q5VIR6', 'Q7Z4H7')"
"('Q9Y467', 'Q8TAP6')"
"('Q9H0E3', 'P17600')"
"('Q5VUG0', 'Q9UQR0')"
"('Q8N3Z6', 'P07948')"
"('P12980', 'Q9UBP8')"
"('P32780', 'Q6ZYL4')"
"('P68104', 'P08473')"
"('Q09472', 'P33992')"
"('Q9UQ35', 'P08670')"
"('Q13895', 'Q9UBB9')"
"('O75528', 'Q9NNW7')"
"('P12110', 'P18084')"
"('Q9NVX0', 'P82673')"
"('Q9Y2T1', 'Q13620')"
"('O00560', 'Q86X19')"
"('Q2M2I8', 'O95487')"
"('P35226', 'Q8IX01')"
"('P06493', 'Q16666')"
"('Q13064', 'O75031')"
"('P78346', 'P05412')"
"('Q3LI66', 'Q8NEK8')"
"('Q9Y258', 'P61073')"
"('P17252', 'Q3MJ16')"
"('P07437', 'Q9HCE7')"
"('Q8TCJ0', 'P35568')"
"('P35226', 'Q99959')"
"('O00151', 'O60739')"
"('P31040', 'P26045')"
"('P12235', 'P16455')"
"('P25025', 'P50552')"
"('Q15485', 'O00187')"
"('Q96PM5', 'Q7Z4I7')"
"('P05112', 'Q01113')"
"('Q6RFH5', 'Q8WU90')"
"('P27708', 'P19838')"
"('Q9UKY1', 'Q9H4I2')"
"('O14920', 'Q9UNS2')"
"('Q8WU58', 'Q9UBE8')"
"('P22455', 'P46109')"
"('P27824', 'Q96P70')"
"('Q9UL45', 'Q6QNY0')"
"('Q99459', 'O60341')"
"('O95619', 'Q15059')"
"('Q9BWG6', 'Q15834')"
"('Q7Z6Z7', 'P62318')"
"('P31948', 'P59047')"
"('Q9UQM7', 'Q5SVZ6')"
"('Q14C86', 'P31946')"
"('P61247', 'Q8IW19')"
"('Q15428', 'Q09161')"
"('Q96PY6', 'P49959')"
"('Q969W1', 'P00519')"
"('Q16623', 'Q12981')"
"('Q659A1', 'Q96SY0')"
"('O14793', 'P09958')"
"('Q9UIF3', 'Q9BY77')"
"('P19838', 'Q99731')"
"('Q00987', 'P22607')"
"('Q15834', 'Q9C086')"
"('Q86Y39', 'Q16795')"
"('Q14999', 'Q04760')"
"('P03372', 'Q6ZVX7')"
"('Q96LK0', 'O00743')"
"('P04004', 'Q08211')"
"('Q96JA3', 'Q96GX5')"
"('P36956', 'Q9BWQ8')"
"('Q16531', 'Q9Y283')"
"('Q15038', 'Q96DC9')"
"('Q08752', 'P04181')"
"('Q6UY14', 'P20155')"
"('Q9Y265', 'Q96EZ8')"
"('Q14999', 'P62753')"
"('P15622', 'Q7Z7J5')"
"('Q99814', 'Q96G25')"
"('Q9UPW6', 'Q15717')"
"('P52434', 'P37840')"
"('Q9HCE1', 'P53618')"
"('O43557', 'Q07325')"
"('O96000', 'P07951')"
"('Q6UXH1', 'P01344')"
"('Q08945', 'Q7LBR1')"
"('P40763', 'Q7Z417')"
"('P34925', 'Q9Y5H2')"
"('Q9UKV8', 'P57678')"
"('P60033', 'P62750')"
"('P23396', 'Q9UBU9')"
"('Q9Y6Y8', 'P32119')"
"('Q96AQ6', 'P55201')"
"('P10619', 'P07339')"
"('P06241', 'P20749')"
"('Q3LI66', 'Q9P0J1')"
"('P84243', 'Q15022')"
"('Q8IWC1', 'O60308')"
"('P03372', 'Q04206')"
"('P09960', 'P01241')"
"('Q99626', 'Q04206')"
"('P78559', 'P62993')"
"('P43364', 'Q01844')"
"('P48681', 'P09497')"
"('P25705', 'Q07021')"
"('Q12965', 'Q96RU3')"
"('Q9H9L4', 'Q86UX7')"
"('Q12905', 'Q96DV4')"
"('Q99523', 'O15020')"
"('Q9C0B0', 'O00560')"
"('P55769', 'Q86W50')"
"('Q9NQ86', 'P08238')"
"('P05106', 'P12814')"
"('O60264', 'O95983')"
"('P07900', 'O15392')"
"('P82921', 'Q8IXZ2')"
"('P10398', 'O60884')"
"('O76003', 'O95967')"
"('P30049', 'Q15008')"
"('O43683', 'Q12830')"
"('P40763', 'Q6IA86')"
"('Q15427', 'Q15459')"
"('Q9NR12', 'Q63ZY3')"
"('Q96NX5', 'P18146')"
"('O15264', 'Q8NC51')"
"('P41134', 'Q9UM11')"
