negatives
"('Q1KMD3', 'Q14240')"
"('O60264', 'Q9NRL2')"
"('P78527', 'P68104')"
"('Q5SW24', 'Q02156')"
"('P61077', 'Q96A37')"
"('P53539', 'P17535')"
"('Q15147', 'P17252')"
"('Q96F46', 'Q9H293')"
"('Q86Y13', 'P51965')"
"('Q9H204', 'Q9H2G2')"
"('O60784', 'O75674')"
"('Q07817', 'Q16799')"
"('Q99616', 'P32246')"
"('P68133', 'P04637')"
"('P32121', 'Q8NGP0')"
"('Q07666', 'Q99459')"
"('P51451', 'P22681')"
"('P48740', 'P51812')"
"('Q9Y613', 'Q96B26')"
"('O43556', 'Q13326')"
"('P51449', 'P62195')"
"('Q9H9L3', 'P12931')"
"('Q9H160', 'P01106')"
"('Q9H814', 'O14788')"
"('Q02223', 'Q9Y4K3')"
"('Q00535', 'P42858')"
"('P29353', 'P49137')"
"('Q9H171', 'Q14653')"
"('Q13315', 'Q9UBD5')"
"('Q8NEH6', 'Q01844')"
"('P28799', 'O60563')"
"('P24534', 'Q9GZN1')"
"('Q9UHV8', 'P63261')"
"('Q06546', 'P30273')"
"('P56134', 'P56556')"
"('Q8WYA6', 'O43395')"
"('P06748', 'Q13547')"
"('Q8TDB6', 'P63279')"
"('O00483', 'Q9UGN5')"
"('Q8WXI2', 'Q9UKE5')"
"('P16333', 'P49770')"
"('Q14155', 'Q13509')"
"('Q02080', 'Q14934')"
"('P01889', 'Q96QB1')"
"('Q9H0E2', 'O43187')"
"('Q13568', 'P01570')"
"('P55011', 'P17612')"
"('Q13247', 'P67809')"
"('P09429', 'P61978')"
"('Q13751', 'P13612')"
"('P27694', 'Q86U06')"
"('Q9Y490', 'P16383')"
"('Q15560', 'P52434')"
"('P42224', 'P35228')"
"('P57088', 'Q9HAW0')"
"('O43927', 'P51684')"
"('P01133', 'P63104')"
"('P19174', 'O15360')"
"('P35268', 'P18124')"
"('P31749', 'P05412')"
"('Q9BY41', 'P0C0S8')"
"('Q96CS3', 'O76081')"
"('P26599', 'P14866')"
"('Q13315', 'O15355')"
"('Q14137', 'Q13118')"
"('P40337', 'P13693')"
"('P49207', 'Q9Y3U8')"
"('P07288', 'P35222')"
"('P13942', 'Q9HCN6')"
"('P63104', 'P12956')"
"('Q08211', 'Q92620')"
"('P30153', 'P25025')"
"('P18146', 'Q03014')"
"('Q07955', 'P52756')"
"('O75410', 'Q8NHU6')"
"('Q99878', 'Q99880')"
"('P62136', 'O14727')"
"('Q01081', 'Q8NAV1')"
"('Q86WN2', 'Q99665')"
"('Q9H8V3', 'P60953')"
"('Q9Y4K3', 'Q96AG4')"
"('P10767', 'P07333')"
"('P21860', 'P01106')"
"('P49841', 'Q8NE09')"
"('Q92993', 'Q99832')"
"('P36578', 'P84098')"
"('Q01201', 'Q16630')"
"('Q96LR5', 'Q6ZNA4')"
"('Q9UL54', 'P52564')"
"('P19525', 'Q8N5Z5')"
"('P49207', 'P30050')"
"('O75578', 'P35609')"
"('Q8NEZ4', 'Q9UBL3')"
"('P10275', 'Q99816')"
"('P35580', 'P63261')"
"('Q99973', 'O60832')"
"('O75496', 'Q99741')"
"('Q96NE9', 'P35240')"
"('P49703', 'P63162')"
"('P02775', 'P25024')"
"('Q9NR46', 'P22681')"
"('Q9HC98', 'Q8N163')"
"('P84090', 'P11142')"
"('P55212', 'Q13077')"
"('Q05516', 'P43364')"
"('O95294', 'P10301')"
"('P42574', 'P09874')"
"('O95166', 'Q9UN88')"
"('P05771', 'P01100')"
"('P23470', 'P42768')"
"('Q4LDE5', 'Q6VMQ6')"
"('P56556', 'O75438')"
"('Q9UBC1', 'P82650')"
"('Q96AH8', 'Q13885')"
"('Q07666', 'Q08211')"
"('O15160', '100008589')"
"('Q05513', 'Q9BYG5')"
"('Q9HC98', 'Q13526')"
"('Q16795', 'O75489')"
"('Q96AE4', 'Q9UPT9')"
"('Q14847', 'Q15038')"
"('A6NM76', 'P38405')"
"('Q9Y6D9', 'Q8IYF3')"
"('P48556', 'O00487')"
"('O00429', 'P62256')"
"('P26641', 'P04350')"
"('P68104', 'Q16829')"
"('P62993', 'P17041')"
"('Q8IYF1', 'Q9NX45')"
"('P84022', 'P49790')"
"('P61927', 'P62424')"
"('Q15029', 'Q04206')"
"('Q8N5C8', 'Q14457')"
"('Q86YM7', 'O00329')"
"('P61313', 'P32969')"
"('Q92993', 'P04637')"
"('P05412', 'Q15788')"
"('Q8TAT6', 'P0CG48')"
"('P00734', 'P07359')"
"('Q92796', 'Q7Z7M8')"
"('Q06787', 'Q13137')"
"('Q13151', 'P51991')"
"('Q9UHV7', 'Q71F56')"
"('P98170', 'Q9H0E2')"
"('Q96ID5', 'P24522')"
"('P05106', 'Q12929')"
"('P43405', 'Q13191')"
"('P12956', 'Q9BTW9')"
"('P00519', '9757')"
"('P68133', 'P17480')"
"('O95299', 'O43677')"
"('Q6PI73', 'P43405')"
"('P62424', 'P62913')"
"('P23284', 'Q9Y4K3')"
"('P35626', 'Q8NGS2')"
"('Q9UNN5', 'Q9UBS4')"
"('Q06587', 'Q8N488')"
"('Q6ZNA4', 'Q8WVN8')"
"('P20823', 'Q9P015')"
"('Q16611', 'P04637')"
"('Q9NQC7', 'Q71U36')"
"('P30086', 'P04049')"
"('O75494', 'Q08170')"
"('P41595', 'Q13424')"
"('P46108', 'P15498')"
"('Q9NQC3', 'Q15788')"
"('Q00613', 'P09104')"
"('P17844', 'P40337')"
"('Q8TAP4', 'Q96L14')"
"('Q01974', 'O14640')"
"('P09466', 'Q5UIP0')"
"('P55157', 'O75751')"
"('Q86SG6', 'P16333')"
"('P31995', 'Q6PI73')"
"('P35626', 'Q8NG80')"
"('Q13247', 'Q00839')"
"('Q92616', 'P20333')"
"('P12931', 'Q16832')"
"('Q9P2H0', 'Q9NPI1')"
"('P84077', 'P26641')"
"('P63244', 'P08069')"
"('Q9Y3P9', 'P26010')"
"('Q9NR33', 'P51610')"
"('P21333', 'O15259')"
"('O60832', 'O00303')"
"('P41182', 'P20823')"
"('P01222', 'P01215')"
"('Q8TF32', 'P38936')"
"('P07910', 'P67809')"
"('Q96S42', 'Q13705')"
"('P08670', 'Q8N283')"
"('Q9Y535', 'P52434')"
"('O60291', 'Q9Y2X8')"
"('Q99497', 'Q9UER7')"
"('P26373', 'P19174')"
"('Q15797', 'P62826')"
"('P01889', 'Q99706')"
"('P62714', 'Q13698')"
"('P08700', 'P40189')"
"('P60520', 'Q9BXK5')"
"('P04234', 'Q14790')"
"('Q5T4F7', 'Q9NPG1')"
"('P61218', 'P36954')"
"('Q03519', 'Q03518')"
"('Q05639', 'P49642')"
"('Q9UBN7', 'P04908')"
"('P80162', 'P61073')"
"('P01889', 'Q06210')"
"('P18206', 'O14979')"
"('O60739', 'P46783')"
"('Q9UJM3', 'Q13191')"
"('Q9Y5Q8', 'Q9UKN8')"
"('Q6P1J9', 'O15514')"
"('P49674', 'Q99743')"
"('P51813', 'P11309')"
"('O75899', 'Q99963')"
"('P36578', 'Q9C026')"
"('P05771', 'P32927')"
"('Q9UBL3', 'Q9C005')"
"('Q13191', 'P00533')"
"('P60953', 'Q07157')"
"('Q13237', 'O60266')"
"('Q96RG2', 'Q93100')"
"('P62993', 'Q13444')"
"('Q9UJY4', 'P11717')"
"('P17612', 'P53778')"
"('Q92552', 'P82914')"
"('P0C1H6', 'Q8IUE6')"
"('Q14019', 'P40337')"
"('P05023', 'O00168')"
"('P14866', 'Q9P0W2')"
"('Q15628', 'Q13501')"
"('Q9Y4P8', 'Q01813')"
"('Q99459', 'Q9BTC8')"
"('P06729', 'P01730')"
"('P30154', 'P36507')"
"('P56747', 'P78369')"
"('Q6P4I2', 'Q16637')"
"('Q9P286', 'P53680')"
"('P56537', 'P48047')"
"('Q16363', 'P16070')"
"('P63104', 'P34932')"
"('Q92900', 'P11940')"
"('P46783', 'P23396')"
"('Q00765', 'O95989')"
"('Q86V81', 'Q08211')"
"('P35442', 'P23229')"
"('Q92624', 'Q9BT88')"
"('P63000', 'Q96G28')"
"('P56703', 'Q9UEF7')"
"('P54253', 'Q9H4A3')"
"('Q14498', 'Q92731')"
"('P48039', 'P62873')"
"('P04183', 'Q12766')"
"('P63165', 'Q9H0J9')"
"('P08637', 'O75019')"
"('P05452', 'Q99962')"
"('Q15835', 'P51684')"
"('Q9Y5N6', 'P17096')"
"('P13010', 'Q12905')"
"('Q09472', 'P05412')"
"('Q16637', 'P57678')"
"('P63215', 'Q15759')"
"('P58062', 'P13640')"
"('Q92993', 'P17480')"
"('Q53FD0', 'Q15834')"
"('P62993', 'Q16695')"
"('P83916', 'P23497')"
"('O15111', 'Q01201')"
"('P62330', 'Q04637')"
"('Q13232', 'P22392')"
"('Q9UBU9', 'Q08211')"
"('Q05084', 'P26441')"
"('P30411', 'P30679')"
"('Q9BPZ3', 'P11940')"
"('Q9NZJ5', 'P14625')"
"('Q13432', 'Q9NPA5')"
"('P51817', 'O15399')"
"('O60262', 'P51828')"
"('P01034', 'P07858')"
"('Q07890', 'Q9H4E5')"
"('O60934', 'Q13315')"
"('Q16566', 'Q04206')"
"('P31947', 'P78406')"
"('Q92915', 'P10721')"
"('P04049', 'P29597')"
"('P63215', 'P40145')"
"('P08603', 'P06870')"
"('P15692', 'Q15796')"
"('P05771', 'Q9HAV0')"
"('Q13177', 'O94875')"
"('O60610', 'P35080')"
"('Q16594', 'Q9UPT9')"
"('O95786', 'O15111')"
"('P58107', 'P49642')"
"('P18146', 'Q9UJW0')"
"('O43524', 'P48023')"
"('Q9H2F5', 'Q96Q83')"
"('Q96DX5', 'P12277')"
"('Q8N448', 'Q8TBB1')"
"('Q8IWW6', 'Q9H4E5')"
"('A4D0S4', 'P26010')"
"('Q9H237', 'O00744')"
"('Q00653', 'Q9UKG9')"
"('P06239', 'Q12933')"
"('Q92769', 'P06899')"
"('Q00610', 'Q07912')"
"('Q99741', 'Q9Y5N6')"
"('P05000', 'Q9HC73')"
"('P12111', 'P06756')"
"('Q9H936', 'P49662')"
"('Q9HAV0', 'Q13972')"
"('P01106', 'P48449')"
"('P42766', 'P62829')"
"('Q9Y618', 'P10827')"
"('P62993', 'O00254')"
"('Q13651', 'P22301')"
"('Q12846', 'Q9H2B2')"
"('P15170', 'Q5JQF8')"
"('Q14164', 'P37108')"
"('P08476', 'Q13705')"
"('Q16630', 'Q9H6L4')"
"('Q9BY41', 'Q99880')"
"('Q9UL18', 'P26373')"
"('Q15034', 'Q9UMX0')"
"('P22612', 'P62158')"
"('P48357', 'Q9Y478')"
"('Q9UPN9', 'Q96T23')"
"('P49703', 'P36897')"
"('P13725', 'Q9HBE5')"
"('Q14031', 'Q13797')"
"('Q13315', 'Q15652')"
"('Q92905', 'P17535')"
"('Q04206', 'Q8IZI9')"
"('P21815', 'P26006')"
"('P07910', 'Q00839')"
"('Q13435', 'O75643')"
"('P12107', 'P18084')"
"('Q92837', 'P49841')"
"('A6NMZ7', 'Q9UKX5')"
"('Q15287', 'P14866')"
"('Q13884', 'Q9Y4J8')"
"('P61978', 'Q9BTC0')"
"('P46108', 'P21860')"
"('Q9BXM7', 'P62979')"
"('P38936', 'O94921')"
"('P11362', 'Q12982')"
"('P62847', 'P22090')"
"('Q13077', 'P12931')"
"('Q9Y3C5', 'Q15025')"
"('Q14197', 'Q9BVV7')"
"('Q8N157', 'P18146')"
"('Q14416', 'Q9UBI6')"
"('Q15365', 'P31943')"
"('Q92993', 'P29074')"
"('P04003', 'P0C0L4')"
"('Q6UXH1', 'P49841')"
"('P29353', 'P30530')"
"('P00519', 'O14746')"
"('O95139', 'O43676')"
"('Q969X5', 'Q9Y282')"
"('P22455', 'P98077')"
"('P15036', 'Q9NR96')"
"('P29401', 'Q14164')"
"('Q9Y3C5', 'Q9UJY5')"
"('Q9HAU4', 'Q8IV31')"
"('P51451', 'P00533')"
"('Q9Y4K3', 'P18146')"
"('O00151', 'O75582')"
"('P55157', 'O14827')"
"('Q9NW64', 'Q07021')"
"('Q99612', 'Q12789')"
"('O95251', 'P10275')"
"('P62826', 'Q9H6Z4')"
"('P49716', 'Q15022')"
"('Q9Y3C5', 'Q9Y6I3')"
"('P24941', 'O75347')"
"('Q9Y4K3', 'Q13748')"
"('Q9Y297', 'P35222')"
"('Q14185', 'P60953')"
"('Q9H6R7', 'P42677')"
"('Q5SRE5', 'Q9NRG9')"
"('Q9Y6B7', 'O43427')"
"('P04637', 'Q15672')"
"('P05112', 'P17181')"
"('P31947', 'Q8NEM2')"
"('Q13315', 'Q96DT7')"
"('P32121', 'A6NF89')"
"('P50281', 'P56945')"
"('P14210', 'P08581')"
"('P49715', 'P51531')"
"('P46779', 'P61353')"
"('P62993', 'P26373')"
"('Q8N878', 'P35240')"
"('Q9NYW3', 'A8MTJ3')"
"('Q6NV75', 'Q9Y4A5')"
"('Q8TEW0', 'Q9H2G2')"
"('Q9H3N1', 'Q96JJ7')"
"('O75475', 'P30041')"
"('O15260', 'Q9HC24')"
"('P49841', 'Q15717')"
"('O75528', 'Q9NR33')"
"('P18146', 'Q86VK4')"
"('Q9NUU7', 'A9UHW6')"
"('P18621', 'P61353')"
"('P55259', 'P09525')"
"('O75528', 'Q9UPT9')"
"('Q5JWF2', 'P16520')"
"('Q15021', 'Q15003')"
"('O15069', 'Q9UBN7')"
"('P29350', 'P21854')"
"('P55103', 'Q04771')"
"('Q03014', 'P06730')"
"('Q15382', 'P15056')"
"('P04626', 'P28482')"
"('Q13131', 'Q9UGJ0')"
"('Q13535', 'Q6P1J9')"
"('P49736', 'O43929')"
"('P18848', 'P53567')"
"('Q8ND30', 'Q13136')"
"('P67775', 'Q9NY47')"
"('P04899', 'Q99614')"
"('O15541', 'Q13435')"
"('P11142', 'P19838')"
"('Q03164', 'P50750')"
"('P17252', 'P62879')"
"('Q15811', 'Q6ZUJ8')"
"('P49720', 'P49721')"
"('P26012', 'P06756')"
"('P41159', 'Q13261')"
"('Q9P2Y4', 'Q13363')"
"('O15111', 'Q13077')"
"('Q9NS69', 'Q15388')"
"('Q9UGI9', 'Q13085')"
"('Q9UET6', 'P57088')"
"('P58012', 'P10147')"
"('Q9BT49', 'Q9BQ66')"
"('Q08170', 'P61981')"
"('P60673', 'P68032')"
"('Q99828', 'Q99683')"
"('Q96EY1', 'P11142')"
"('Q8NE35', 'Q14106')"
"('Q15596', 'P10275')"
"('Q13409', 'Q6PEY2')"
"('P62888', 'P62906')"
"('P62263', 'Q9Y2V7')"
"('Q9H8Y8', 'Q9P2J5')"
"('P05783', 'O75190')"
"('Q9NR46', 'P00533')"
"('P43250', 'P49407')"
"('Q8NEM0', 'Q9NTJ3')"
"('P00533', 'Q14289')"
"('Q15291', 'O60814')"
"('P55157', 'Q7Z494')"
"('Q15119', 'Q9Y243')"
"('P62736', 'P05976')"
"('Q8IYF3', 'Q6ZU52')"
"('P01106', 'P45983')"
"('P36873', 'P14649')"
"('P28066', 'Q9P2G9')"
"('P62316', 'Q04695')"
"('P41236', 'O14965')"
"('O60784', 'Q14919')"
"('P01130', 'P49716')"
"('P62136', 'Q9BSF8')"
"('P39023', 'P62987')"
"('Q53EZ4', 'Q96HA1')"
"('P41208', 'Q92466')"
"('P50402', 'Q13227')"
"('Q13077', 'Q13489')"
"('P51532', 'Q01831')"
"('P16150', 'P06241')"
"('Q9NR12', 'Q8N715')"
"('Q8NGH7', 'P38405')"
"('P03886', 'P51970')"
"('P56945', 'Q07912')"
"('P03372', 'P55345')"
"('P05556', 'Q92569')"
"('P32455', 'P42224')"
"('Q00987', 'P10275')"
"('Q92993', 'Q04206')"
"('O60506', 'P18206')"
"('Q93062', 'Q96K80')"
"('P62304', 'Q99459')"
"('P05771', 'Q99759')"
"('P07947', 'P05106')"
"('P59901', 'P31995')"
"('P38646', 'Q13546')"
"('Q15323', 'Q92796')"
"('P19544', 'Q15007')"
"('P06753', 'P68032')"
"('P40337', 'Q9UDY8')"
"('P31040', 'P01889')"
"('Q9P2K5', 'P61978')"
"('Q13535', 'Q9NPJ6')"
"('P19878', 'P62873')"
"('Q9H6S1', 'Q9Y6K9')"
"('Q15714', 'Q9UKR5')"
"('P78317', 'Q96B02')"
"('P62899', 'Q9NVP2')"
"('P20042', 'Q13432')"
"('P10914', 'Q14790')"
"('Q9UBT3', 'O75581')"
"('Q9H173', 'P11171')"
"('P01584', 'P05187')"
"('P53794', 'Q8IY92')"
"('P02794', 'P04150')"
"('P28472', 'P67775')"
"('Q99704', 'P26010')"
"('P54727', 'O76080')"
"('P23526', 'O60739')"
"('Q969G3', 'Q13573')"
"('O15117', 'P50552')"
"('P49716', 'P23771')"
"('P24941', 'P05109')"
"('Q9Y618', 'P22736')"
"('Q92569', 'Q9Y259')"
"('Q9H492', 'Q9HAU5')"
"('P43146', 'P18084')"
"('Q13547', 'Q99459')"
"('P37173', 'P18146')"
"('Q96SI9', 'Q93062')"
"('Q96EB6', 'O75376')"
"('Q96ST3', 'Q13547')"
"('P49368', 'Q13573')"
"('P21675', 'Q99504')"
"('P16220', 'P01100')"
"('Q07955', 'P52272')"
"('P17947', 'P35637')"
"('Q96HA1', 'Q92621')"
"('P52735', 'P50502')"
"('Q969D9', 'Q01344')"
"('O43683', 'Q13573')"
"('P27986', 'P27816')"
"('Q13610', 'Q9HCE7')"
"('P62993', 'Q13796')"
"('Q13352', 'Q9P2H0')"
"('P21815', 'P13612')"
"('Q04637', 'Q09161')"
"('P40198', 'P06702')"
"('O15123', 'P38936')"
"('P04899', 'Q8WYR1')"
"('Q92841', 'Q8WXA9')"
"('P61077', 'Q9ULK6')"
"('P43354', 'Q92793')"
"('P36406', 'Q15637')"
"('Q07157', 'Q9H4G0')"
"('P43360', 'Q13547')"
"('P28702', 'P04150')"
"('406881', 'P05231')"
"('Q14919', 'Q9NWU5')"
"('P05067', 'P07196')"
"('Q13127', 'Q969G3')"
"('Q9H6E5', 'P62258')"
"('Q99973', '7012')"
"('Q99728', 'P20749')"
"('P24539', 'P18859')"
"('Q13573', 'O94842')"
"('406988', 'Q15648')"
"('Q99460', 'Q16401')"
"('O75937', 'Q8IWZ8')"
"('P13535', 'Q9P2M7')"
"('P10586', 'Q96KM6')"
"('P01579', 'Q13261')"
"('P18146', 'Q8TAP8')"
"('Q9BWU1', 'Q93074')"
"('P49407', 'P25963')"
"('O00585', 'P51681')"
"('Q9NY65', 'O43237')"
"('Q13191', 'P23458')"
"('P62993', 'P01019')"
"('Q9NZI8', 'O75569')"
"('Q96NZ8', 'P12644')"
"('O60508', 'Q13247')"
"('O95084', 'Q13387')"
"('P30153', 'P22392')"
"('P62906', 'P36578')"
"('P38159', 'P55795')"
"('P58012', 'O75925')"
"('P0CG47', 'P68036')"
"('O95067', 'Q9BZB8')"
"('Q02978', 'P01106')"
"('P23396', 'P62753')"
"('P24043', 'P53708')"
"('Q96PM5', 'P62979')"
"('Q96P48', 'Q13573')"
"('P01106', 'Q9NQH7')"
"('Q96SD1', 'P78527')"
"('O95751', 'Q15744')"
"('P20671', 'Q5QNW6')"
"('Q92993', 'Q9BVJ7')"
"('P63279', 'Q14CS0')"
"('P04637', 'P08047')"
"('P61956', 'P26641')"
"('Q9UHX1', 'Q93033')"
"('P12004', 'Q9Y2S7')"
"('Q13535', 'O95402')"
"('P22681', 'P27986')"
"('P61952', 'P53779')"
"('P61254', 'P27635')"
"('Q15648', 'Q9UHV7')"
"('Q13432', 'P01909')"
"('Q9BYW1', 'P08047')"
"('P36873', 'P30281')"
"('Q96RT8', 'Q9NY65')"
"('P21673', 'Q13885')"
"('Q13404', 'O75800')"
"('P01243', 'Q13617')"
"('P16333', 'P26992')"
"('Q15369', 'Q14241')"
"('P17301', 'Q13797')"
"('P78537', 'P57721')"
"('P03886', 'O00483')"
"('P31689', 'O43318')"
"('P33778', 'Q9P0M6')"
"('Q99459', 'Q9UBS0')"
"('P31946', 'O14974')"
"('P63208', 'O95905')"
"('Q9BQ83', 'P25788')"
"('Q9P0W0', 'Q13261')"
"('P05067', 'Q16584')"
"('Q5RL73', 'Q9H0Q3')"
"('Q07890', 'P01112')"
"('O95865', 'Q15418')"
"('Q9BRP4', 'Q5VTR2')"
"('P11142', 'P11021')"
"('Q09028', 'P28370')"
"('P18858', 'Q13509')"
"('Q92522', 'P11387')"
"('P34897', 'P67870')"
"('Q9HC52', 'O95503')"
"('Q9Y265', 'Q12933')"
"('Q15459', 'Q13573')"
"('Q8IY92', 'Q9BTT6')"
"('O95169', 'O95298')"
"('Q2M1K9', 'Q9UH73')"
"('Q9Y265', 'Q9NQB0')"
"('P53350', 'Q8NDZ2')"
"('P31327', 'P63104')"
"('P12814', 'P18206')"
"('Q9Y6X2', 'Q13547')"
"('Q13465', 'Q92769')"
"('P67870', 'Q99504')"
"('Q9P286', 'Q02750')"
"('P26368', 'Q9UHR5')"
"('P59538', 'A8MTJ3')"
"('P16152', 'P30480')"
"('Q93062', 'Q3YEC7')"
"('Q99683', 'O60674')"
"('Q08117', 'Q9Y6H5')"
"('Q8TDG2', 'P08588')"
"('Q8N392', 'Q9HBH0')"
"('Q14164', 'O14737')"
"('Q12965', 'P50570')"
"('Q12772', 'P63279')"
"('P63104', 'P22314')"
"('Q9NYB0', 'P16104')"
"('Q13485', 'P68104')"
"('Q71U36', 'Q9H840')"
"('Q9UBN6', 'O95347')"
"('Q92769', 'Q04206')"
"('P14866', 'P09651')"
"('Q92985', 'Q8IZ69')"
"('Q9Y230', 'Q9NV56')"
"('P23508', 'Q96RT1')"
"('P29375', 'P01106')"
"('P32927', 'Q01344')"
"('Q16663', 'P32248')"
"('Q13547', 'Q9NY46')"
"('O95295', 'Q16539')"
"('P01106', 'P16989')"
"('Q96LA8', 'P68431')"
"('Q15843', 'Q16778')"
"('P51955', 'Q14203')"
"('P12931', 'P62258')"
"('406938', 'Q13464')"
"('Q01130', 'P52756')"
"('P07948', 'P13224')"
"('Q9UL18', 'Q15020')"
"('Q9NPJ6', 'Q9BWU1')"
"('Q09472', 'Q86Y01')"
"('Q93009', 'Q7Z6G3')"
"('P63261', 'Q9BUA6')"
"('O60941', 'Q12933')"
"('Q13464', 'O14950')"
"('P41235', 'P13686')"
"('P61956', 'Q9UKL0')"
"('Q13885', 'P05060')"
"('Q13242', 'Q15428')"
"('Q9H5J8', 'Q99689')"
"('P43243', 'Q00653')"
"('Q9Y6H5', 'Q8N5H7')"
"('Q10586', 'Q9NR55')"
"('P04004', 'P05106')"
"('406987', 'P16144')"
"('Q7L622', 'Q9NNW5')"
"('P01111', 'Q04206')"
"('Q13464', 'Q15796')"
"('O15530', 'P31749')"
"('P25490', 'Q6PI98')"
"('Q7L7L0', 'P56524')"
"('P09769', 'Q8IZP0')"
"('Q15834', 'Q9H4K1')"
"('Q99615', 'O60921')"
"('Q7Z6B7', 'Q7L0Q8')"
"('Q13315', 'O00339')"
"('O96000', 'P03891')"
"('O00629', 'P12956')"
"('P35249', 'P40938')"
"('P54253', 'Q93009')"
"('Q9GZU7', 'P35269')"
"('Q14118', 'P62979')"
"('O15042', 'Q86XP3')"
"('Q8N6C8', 'P12314')"
"('P41743', 'Q8ND90')"
"('Q9UKW4', 'P58107')"
"('P05062', 'Q8NFJ9')"
"('P17252', 'Q5SW24')"
"('Q969S8', 'P0C0S8')"
"('P62837', 'Q86Y13')"
"('P25963', 'P0CG48')"
"('O95751', 'P15407')"
"('Q9UQE7', 'P01106')"
"('Q8TB24', 'O00499')"
"('P13569', 'Q99626')"
"('Q8TDR0', 'Q12931')"
"('P08174', 'P42684')"
"('Q92769', 'Q8TAQ2')"
"('P07949', 'Q99963')"
"('O60749', 'Q15714')"
"('O75369', 'P19174')"
"('Q96ID5', 'P09466')"
"('P0CG47', 'Q15303')"
"('Q8WZ42', 'P02768')"
"('Q9NPD8', 'Q9HB96')"
"('Q9H422', 'Q9UIS9')"
"('P24522', 'P10276')"
"('Q12888', 'Q96SD1')"
"('Q12933', 'Q5T1R4')"
"('P51693', 'P67870')"
"('Q14789', 'O15239')"
"('P62993', 'Q16539')"
"('Q9NYJ8', 'P52564')"
"('Q15466', 'P13631')"
"('P19838', 'P04150')"
"('Q92913', 'P08069')"
"('P78364', 'Q9UHJ3')"
"('P01889', 'Q15019')"
"('Q6R327', 'P62258')"
"('P07900', 'P35869')"
"('O75376', 'Q13227')"
"('O15105', 'Q9UJU2')"
"('Q9NWB1', 'Q8NEA9')"
"('Q08211', 'P19525')"
"('P98170', 'P15153')"
"('Q14527', 'P63146')"
"('Q16795', 'P19404')"
"('Q8NEG5', 'Q5VVX9')"
"('Q7L5N1', 'Q9Y239')"
"('P16333', 'O14512')"
"('P01106', 'O43795')"
"('P32121', 'Q8NGC7')"
"('P01106', 'P51532')"
"('P49407', 'P12272')"
"('O75251', 'P03915')"
"('P37231', 'O15379')"
"('P38646', 'Q15399')"
"('O00329', 'O14939')"
"('P78559', 'Q9NRI5')"
"('O75461', 'Q8N488')"
"('P01225', 'Q01718')"
"('P10276', 'Q92887')"
"('Q9C0C9', 'P60520')"
"('P09661', 'Q9Y2Q3')"
"('P63218', 'Q92806')"
"('P01568', 'P15509')"
"('P60709', 'P62277')"
"('Q10586', 'Q92878')"
"('Q13416', 'Q15554')"
"('Q96AH8', 'P68366')"
"('P39656', 'P46977')"
"('Q05513', 'P42226')"
"('O14787', 'O95988')"
"('P12004', 'Q9Y253')"
"('P62266', 'P23396')"
"('P63279', 'Q9Y265')"
"('P62324', 'P15173')"
"('Q9HCE0', 'Q6VMQ6')"
"('P13501', 'P51677')"
"('O94832', 'Q9Y572')"
"('P63261', 'P08238')"
"('Q5EBL8', 'P23634')"
"('407014', 'P45985')"
"('O75643', 'P14678')"
"('Q6P2C8', 'Q9BWU1')"
"('Q09161', 'Q8N5A5')"
"('Q9UHD8', 'P61026')"
"('Q9H3S1', 'O15031')"
"('Q14974', 'Q15628')"
"('O75369', 'P45985')"
"('Q16576', 'Q9Y5X4')"
"('P40616', 'P30480')"
"('P63279', 'P41227')"
"('P35626', 'P51685')"
"('P09471', 'P27986')"
"('P62995', 'P63104')"
"('P10645', 'O60925')"
"('Q16658', 'Q9Y478')"
"('P02686', 'P62826')"
"('Q9Y2Q3', 'P62993')"
"('P49023', 'Q9ULH1')"
"('O75367', 'P15336')"
"('Q9UQ80', 'P30480')"
"('Q5SW24', 'P48730')"
"('Q14CB8', 'Q07889')"
"('Q13424', 'P25100')"
"('Q9NR55', 'Q16649')"
"('O95427', 'Q9H1C4')"
"('P63208', 'Q15653')"
"('Q96GD4', 'P08670')"
"('P62847', 'P62851')"
"('P05556', 'Q9Y4G6')"
"('Q00534', 'Q16543')"
"('Q01826', 'P63279')"
"('O14787', 'O75365')"
"('P18146', 'Q13115')"
"('494324', 'P63104')"
"('P35372', 'P16520')"
"('P26641', 'P21673')"
"('O14920', 'Q02790')"
"('Q8IX03', 'Q8IW50')"
"('Q9UKY1', 'P00491')"
"('Q9P107', 'Q92730')"
"('P80162', 'P25024')"
"('P46937', 'Q9H204')"
"('P62140', 'P57088')"
"('P30550', 'O95837')"
"('P38398', 'P04637')"
"('Q03518', 'Q14790')"
"('Q5VVX9', 'Q96AX9')"
"('P12956', 'Q15233')"
"('Q9HBF4', 'Q07817')"
"('O15372', 'Q9GZS1')"
"('P16112', 'P98095')"
"('P38159', 'Q13243')"
"('P54259', 'P98160')"
"('Q9BUV8', 'Q9NVI7')"
"('Q86US8', 'Q66LE6')"
"('P63146', 'O75150')"
"('Q9BRP4', 'Q969Y2')"
"('Q8N474', 'O00744')"
"('O14818', 'P49720')"
"('Q86US8', 'Q9UBE8')"
"('P28702', 'Q15648')"
"('P51817', 'P42263')"
"('P28749', 'P35232')"
"('Q96GD4', 'Q12788')"
"('P62316', 'Q92993')"
"('Q9Y450', 'Q99459')"
"('Q09472', 'Q92993')"
