negatives
"('Q3B7T1', 'Q9H840')"
"('P17405', 'P20073')"
"('Q13115', 'Q15759')"
"('Q07889', 'P05787')"
"('Q15172', 'P16220')"
"('Q96DB2', 'Q9P0M6')"
"('P06241', 'P28340')"
"('O43889', 'P51681')"
"('P30480', 'P63173')"
"('Q9HAU5', 'O15116')"
"('Q99750', 'Q96HB5')"
"('Q9HCK5', 'Q7RTX8')"
"('Q9Y2X8', 'Q96BH1')"
"('Q71U36', 'P20073')"
"('P30450', 'Q8N109')"
"('O60675', 'P35638')"
"('Q8WYR1', 'Q08881')"
"('P10828', 'Q9Y2X0')"
"('Q13573', 'Q9UMS4')"
"('Q99836', 'Q9UGK3')"
"('O95777', 'Q92900')"
"('P67870', 'P18887')"
"('Q16836', 'P35680')"
"('P61160', 'P61158')"
"('O43252', 'P51681')"
"('P12277', 'Q8N6R1')"
"('Q9HA65', 'Q9H1I8')"
"('P00519', 'P15153')"
"('Q8N5V2', 'Q9H5J8')"
"('Q9BTT4', 'Q14498')"
"('P03897', 'O95139')"
"('P01258', 'P30988')"
"('P25963', 'Q71U36')"
"('P09919', 'P14784')"
"('Q15819', 'Q9C035')"
"('P57739', 'P78369')"
"('P41235', 'P20823')"
"('P08670', 'Q8N283')"
"('Q13557', 'Q7Z3S7')"
"('P62834', 'P45984')"
"('P63165', 'P10914')"
"('Q15349', 'P01112')"
"('Q9H816', 'Q9BXW9')"
"('Q86UW7', 'O75800')"
"('O60934', 'Q13573')"
"('Q8IY92', 'Q9C0C9')"
"('Q13200', 'Q9Y297')"
"('P30480', 'Q9Y230')"
"('Q3V6T2', 'Q9Y4K3')"
"('P05231', 'P01589')"
"('P43246', 'Q10586')"
"('Q7Z408', 'P00519')"
"('Q9P035', 'Q9BRX2')"
"('Q14686', 'Q9UBL3')"
"('Q15654', 'P51617')"
"('Q9UHC7', 'P0CG48')"
"('P23945', 'P49407')"
"('P29317', 'P00533')"
"('Q16594', 'P04637')"
"('P02452', 'O15156')"
"('P54727', 'Q9H4G4')"
"('Q05655', 'Q8NFM4')"
"('O15527', 'Q01831')"
"('Q5W0B1', 'O95801')"
"('P23396', 'P08865')"
"('Q8TD86', 'Q8N5S9')"
"('Q6UVK1', 'P26006')"
"('Q92844', 'P34931')"
"('Q15843', 'Q9Y4K3')"
"('O00308', 'Q93009')"
"('P67870', 'Q13112')"
"('P26373', 'P61927')"
"('Q8NGB6', 'P38405')"
"('P23511', 'Q15011')"
"('O75319', 'Q16629')"
"('Q9NZD4', 'Q5D1E8')"
"('P35080', 'Q9BQD7')"
"('Q99704', 'Q92835')"
"('P53985', 'P35613')"
"('Q96C90', 'P36873')"
"('Q66LE6', 'P54284')"
"('Q8N2W9', 'P48552')"
"('P24390', 'P53618')"
"('P00441', 'Q08209')"
"('Q13422', 'P20226')"
"('Q05513', 'Q9NR12')"
"('P60568', 'P05412')"
"('Q5UIP0', 'P16870')"
"('Q9UEE9', 'P84022')"
"('Q8WZA2', 'Q9NRZ7')"
"('P56556', 'P46379')"
"('P01571', 'Q14626')"
"('Q07820', 'P10144')"
"('O15504', 'Q9UBU9')"
"('P18505', 'O95166')"
"('O00212', 'Q9NQU5')"
"('P21802', 'P62993')"
"('P48454', 'O95644')"
"('Q13464', 'Q99755')"
"('O60674', 'Q5TA89')"
"('O14737', 'Q92993')"
"('Q9BUJ2', 'P09234')"
"('P31273', 'Q15788')"
"('P48357', 'Q12913')"
"('O75197', 'Q9UP38')"
"('P27487', 'P10082')"
"('O00571', 'Q96KM6')"
"('Q16665', 'P09874')"
"('C9JDP6', 'Q9UDY2')"
"('O43318', 'Q9NYJ8')"
"('P42773', 'Q9GZT6')"
"('P47736', 'P62834')"
"('Q15024', 'Q7Z7E8')"
"('P05388', 'P46777')"
"('Q9UL18', 'Q9UI10')"
"('Q9Y2W7', 'P49810')"
"('Q12972', 'Q8N8V2')"
"('P67775', 'Q8WXS5')"
"('O43924', 'Q9NP72')"
"('O14964', 'P84022')"
"('P26951', 'O00459')"
"('Q8IW93', 'P60953')"
"('P00734', 'P00740')"
"('P62826', 'P06454')"
"('P08107', 'Q9NYB0')"
"('O94972', 'P62256')"
"('P08134', 'P23508')"
"('Q00005', 'Q13936')"
"('Q15628', 'P23396')"
"('O95168', 'O15239')"
"('P0C5Z0', 'P62807')"
"('Q06124', 'P58107')"
"('P63261', 'P23528')"
"('Q8WZA2', 'O14924')"
"('O00232', 'P61289')"
"('Q07889', 'Q562R1')"
"('O95182', 'O95169')"
"('P54253', 'Q2M1K9')"
"('P22681', 'Q969J5')"
"('P62945', 'Q07020')"
"('Q9Y490', 'Q14011')"
"('Q13315', 'Q96B01')"
"('Q9UJX2', 'O95067')"
"('Q8NGR4', 'P38405')"
"('Q9NXU5', 'Q14194')"
"('Q00005', 'P05166')"
"('P62136', 'O14727')"
"('P00533', 'P52735')"
"('Q06187', 'O14986')"
"('O96017', 'Q9UBU7')"
"('Q96IP4', 'P24468')"
"('Q13573', 'Q9UBF2')"
"('Q9Y463', 'P20823')"
"('Q15906', 'P16104')"
"('Q02153', 'Q02108')"
"('Q32MK0', 'P19105')"
"('P47736', 'P61224')"
"('Q9HAW4', 'P23025')"
"('P83881', 'P35268')"
"('Q99459', 'Q93074')"
"('P46937', 'Q9UJU2')"
"('P13725', 'Q99665')"
"('Q01094', 'Q14680')"
"('Q92925', 'P51531')"
"('P60568', 'P26992')"
"('Q14954', 'O43914')"
"('P36897', 'Q7Z418')"
"('Q01094', 'P98170')"
"('P06731', 'P52272')"
"('Q96AH8', 'P68363')"
"('P61073', 'Q15853')"
"('P09471', 'O00459')"
"('Q92905', 'Q9H4A3')"
"('P18146', 'O75309')"
"('Q09472', 'P13631')"
"('Q8N5V2', 'P36542')"
"('P60468', 'P43308')"
"('O60512', 'P21673')"
"('P05129', 'P04899')"
"('P14859', 'P13569')"
"('O00339', 'P35556')"
"('O15533', 'Q03519')"
"('Q969D9', 'Q99062')"
"('407016', 'Q15910')"
"('Q9BZ29', 'P84022')"
"('Q12906', 'Q15637')"
"('P63215', 'Q15759')"
"('O43678', 'O95299')"
"('Q13596', 'P25116')"
"('P43360', 'Q9Y5M8')"
"('P50222', 'P54652')"
"('Q12824', 'O94805')"
"('Q9BZD4', 'O14777')"
"('2310', 'P06493')"
"('P01106', 'O14617')"
"('P06241', 'P31273')"
"('Q9BUJ2', 'Q16637')"
"('P22681', 'P16234')"
"('Q969V5', 'O14933')"
"('Q01780', 'Q99459')"
"('Q9UHD1', 'O43809')"
"('Q14315', 'P00519')"
"('P16989', 'P28482')"
"('Q8N720', 'P11802')"
"('Q96LC9', 'P10415')"
"('P63104', 'P06576')"
"('Q96KK5', 'Q13547')"
"('P05386', 'P21673')"
"('O00505', 'Q8TE12')"
"('P51817', 'Q14524')"
"('P06748', 'Q9UQ80')"
"('P55040', 'P36406')"
"('Q9NSA1', 'P17948')"
"('Q9Y2J2', 'Q8IY92')"
"('P67870', 'P31040')"
"('Q96PU8', 'Q9UKA9')"
"('Q9UKE5', 'P57721')"
"('Q13315', 'P39880')"
"('Q13485', 'Q8TAI7')"
"('Q9Y2Q3', 'O95433')"
"('P40337', 'Q9HAV7')"
"('P35268', 'P46779')"
"('P27986', 'P48357')"
"('Q9UNS2', 'P10398')"
"('Q9UHD0', 'P48551')"
"('Q13435', 'Q99459')"
"('O43586', 'Q9UKX3')"
"('Q99459', 'P22626')"
"('P10721', 'P40763')"
"('P15923', 'Q8TE12')"
"('Q02543', 'P47914')"
"('P04222', 'P25787')"
"('Q02241', 'P67775')"
"('Q12923', 'P25963')"
"('Q9BVJ6', 'Q15669')"
"('Q16512', 'Q5SW24')"
"('Q9UBT3', 'O75197')"
"('P13674', 'Q92985')"
"('P01106', 'Q8TAP6')"
"('P37268', 'Q9Y265')"
"('P01112', 'Q15811')"
"('Q9HBI1', 'P26010')"
"('P27487', 'P20366')"
"('O43147', 'P21246')"
"('P22694', 'Q12791')"
"('P56134', 'P18859')"
"('Q6XUX3', 'P61604')"
"('P62266', 'Q99558')"
"('P0C5Z0', 'Q96A08')"
"('Q13315', 'P34932')"
"('Q14164', 'Q13200')"
"('P04080', 'P11171')"
"('Q5VY80', 'P26718')"
"('P38159', 'P14866')"
"('P10275', 'TZF')"
"('Q9BXW4', 'Q676U5')"
"('P67775', 'Q9UBS0')"
"('Q92616', 'Q92956')"
"('P01106', 'Q8TAQ2')"
"('P23508', 'Q9Y4L1')"
"('P13725', 'Q13261')"
"('Q16630', 'P30480')"
"('Q9BZL4', 'Q6WCQ1')"
"('P05114', 'Q13315')"
"('P17931', 'P05771')"
"('P14635', 'Q08050')"
"('O75038', 'O94806')"
"('P01106', 'Q8N8A6')"
"('Q86UA6', 'P07437')"
"('Q16623', 'O00161')"
"('O14965', 'P04179')"
"('O15392', 'P55210')"
"('Q9Y6E0', 'Q9Y3A3')"
"('O95373', 'P20333')"
"('P67870', 'Q9Y5U9')"
"('P61964', 'Q99880')"
"('Q9BZK7', 'Q86Y13')"
"('P19838', 'P17544')"
"('P10276', 'Q05086')"
"('Q8IWW6', 'Q8IXI1')"
"('P78537', 'P57721')"
"('P12235', 'P30405')"
"('P67809', 'Q13243')"
"('Q9Y5S9', 'Q92900')"
"('Q9BPY3', 'P08670')"
"('P52292', 'P38398')"
"('P51668', 'O95376')"
"('O00629', 'P13010')"
"('P00533', 'P35354')"
"('Q7L5N1', 'Q8N2I9')"
"('P55157', 'Q13023')"
"('O75352', 'O95714')"
"('Q92993', 'Q9Y265')"
"('Q8TEW0', 'P55157')"
"('Q8N6L1', 'Q15714')"
"('P62318', 'P62308')"
"('Q6UXN9', 'Q13620')"
"('P38398', 'P54727')"
"('P03372', 'Q05086')"
"('Q16534', 'Q16520')"
"('Q96P70', 'P01106')"
"('Q9Y4W2', 'P01106')"
"('P05783', 'P63010')"
"('Q7Z6G3', 'P25786')"
"('Q00610', 'Q15628')"
"('Q12905', 'P27348')"
"('Q86XK2', 'Q13616')"
"('Q8WUI4', 'Q7L7L0')"
"('P51572', 'Q86XR7')"
"('Q7Z6L1', 'Q9Y4P8')"
"('P23258', 'P38398')"
"('P00519', 'Q8NFP9')"
"('P08238', 'O15372')"
"('Q9BT49', 'Q9BQ66')"
"('Q9UBL3', 'Q6ZW49')"
"('Q6P2C8', 'Q96HR3')"
"('P33778', 'P16104')"
"('Q86UL8', 'P01135')"
"('P43489', 'Q13077')"
"('Q9HAV0', 'P42336')"
"('P21281', 'P24158')"
"('Q9UDY8', 'Q9Y4K3')"
"('P22612', 'Q08462')"
"('O14543', 'Q15370')"
"('Q01082', 'Q8NG27')"
"('Q9BY11', 'Q8TF21')"
"('Q14469', 'Q9NPD8')"
"('Q99250', 'Q13368')"
"('P01889', 'O75534')"
"('P67870', 'Q96NZ8')"
"('P02776', 'P51685')"
"('Q9BTC8', 'O94776')"
"('Q8WUD4', 'Q9BZJ0')"
"('Q9BTT4', 'Q9ULK4')"
"('Q8TD86', 'Q32MK0')"
"('P35318', 'P05305')"
"('Q02156', 'P17252')"
"('P03886', 'Q9UI09')"
"('O95931', 'O00257')"
"('P13010', 'Q14103')"
"('P05112', 'P15509')"
"('Q8IZC6', 'Q05397')"
"('Q92905', 'Q7L5N1')"
"('O60641', 'P00533')"
"('Q8IY92', 'P51610')"
"('Q9Y5S8', 'Q04206')"
"('O60674', 'P23458')"
"('P12111', 'P53708')"
"('P04183', 'Q15652')"
"('Q8NFH5', 'Q9BW27')"
"('O75400', 'Q15238')"
"('Q9H1Y0', 'Q8IZQ1')"
"('Q13237', 'P17302')"
"('Q9Y5P8', 'Q9UF02')"
"('Q7Z4P5', 'O00238')"
"('Q6P4I2', 'Q16637')"
"('Q13242', 'P22626')"
"('Q6UXF1', 'Q99962')"
"('P21333', 'P32121')"
"('Q9UL54', 'P52564')"
"('Q13263', 'P83916')"
"('Q92765', 'Q9H461')"
"('P51532', 'Q86U86')"
"('P41235', 'Q86YN6')"
"('Q9H1C4', 'P33527')"
"('P98179', 'P18206')"
"('Q9NPH0', 'P68104')"
"('P50914', 'P30050')"
"('Q14469', 'O15360')"
"('P21583', 'Q02763')"
"('Q8IWW6', 'Q07889')"
"('P19438', 'Q15628')"
"('P55036', 'Q9UNM6')"
"('Q9NP95', 'P10721')"
"('Q13573', 'Q96TA1')"
"('406982', 'Q01196')"
"('Q9H201', 'P08581')"
"('P18146', 'Q08945')"
"('Q7Z5J4', 'O75582')"
"('Q9H492', 'Q9BQS8')"
"('P11171', 'P42704')"
"('Q8NFH3', 'O15504')"
"('P06241', 'P00540')"
"('P35568', 'P42338')"
"('P26367', 'O00505')"
"('P37108', 'P30480')"
"('P49674', 'Q9NRX1')"
"('P25788', 'Q5VTD9')"
"('Q99759', 'P78371')"
"('Q9UDV6', 'Q9UHR5')"
"('O60260', 'P49792')"
"('P11171', 'P24941')"
"('P41235', 'Q15649')"
"('P27986', 'O00212')"
"('O00418', 'Q15418')"
"('Q96BD6', 'Q15370')"
"('Q10567', 'P13569')"
"('P17947', '494336')"
"('Q16236', 'P26641')"
"('P14784', 'P29353')"
"('O95251', 'Q99719')"
"('Q15008', 'P25788')"
"('P23246', 'Q15653')"
"('Q9UI09', 'P03891')"
"('P22694', 'Q99941')"
"('Q08211', 'Q9UBC1')"
"('Q86U42', 'Q08170')"
"('Q9HB96', 'A8MT69')"
"('Q15287', 'P55795')"
"('Q15464', 'P31785')"
"('P62837', 'O43164')"
"('Q13310', 'Q8IZH2')"
"('P62750', 'P46778')"
"('P07333', 'P42336')"
"('Q9Y2X0', 'Q9Y4A5')"
"('Q13114', 'Q15628')"
"('P23246', 'Q9UKA9')"
"('P60510', 'P30153')"
"('P53355', 'O43293')"
"('Q01844', 'Q96D59')"
"('Q15843', 'P62249')"
"('P19438', 'P55957')"
"('Q92769', 'Q96QV6')"
"('Q9NQB0', 'Q99594')"
"('P54257', 'P46783')"
"('P63261', 'P62993')"
"('O75044', 'P62745')"
"('O14745', 'P13569')"
"('Q9NX14', 'O95167')"
"('O15047', 'Q16778')"
"('P23769', 'O15379')"
"('Q2TAY7', 'P53680')"
"('Q13554', 'O60840')"
"('P01579', 'P16220')"
"('P63279', 'Q13432')"
"('Q9H0R8', 'P48169')"
"('Q71DI3', 'P49716')"
"('Q6ZP82', 'Q9NRI5')"
"('Q86UA6', 'P11142')"
"('Q6PI98', 'P0C1Z6')"
"('P05771', 'Q9NSI5')"
"('P42568', 'Q9UHB7')"
"('Q9UG01', 'Q969G2')"
"('O15371', 'Q99613')"
"('Q9H307', 'Q08170')"
"('Q96CV9', 'Q13546')"
"('O00422', 'Q86V81')"
"('O15297', 'O14757')"
"('P28290', 'Q9Y383')"
"('Q15291', 'Q5TH69')"
"('Q9Y4K3', 'Q96CV9')"
"('P62701', 'P62263')"
"('P01033', 'P08253')"
"('Q02878', 'P18077')"
"('406987', 'P55287')"
"('P15248', 'P48357')"
"('Q15796', 'P55196')"
"('P55795', 'P61978')"
"('O75582', 'Q15910')"
"('P38159', 'O60504')"
"('P63173', 'P83881')"
"('P11226', 'Q9Y6Y9')"
"('Q3T906', 'Q9NRI5')"
"('Q9UBI6', 'Q15283')"
"('Q8N474', 'Q9ULV1')"
"('Q7L5N1', 'P11230')"
"('Q99732', 'Q96JH8')"
"('O75676', 'Q68CJ9')"
"('P01857', 'P01764')"
"('Q9UBF6', 'Q9NZL6')"
"('P21980', 'P09486')"
"('P68366', 'Q96AH8')"
"('P01116', 'Q16539')"
"('Q01780', 'Q9H7Z7')"
"('P01889', 'Q9Y2R2')"
"('P10276', 'P49788')"
"('Q96SB4', 'Q16629')"
"('O60231', 'Q96DF8')"
"('407051', 'P55316')"
"('P51684', 'P49407')"
"('O60566', 'P56524')"
"('P19388', 'Q13573')"
"('P62993', 'Q92952')"
"('P13569', 'P51159')"
"('Q9NZ43', 'Q9P2W9')"
"('P36405', 'O43924')"
"('P19838', 'P42226')"
"('Q15554', 'Q12888')"
"('P61077', 'P62987')"
"('Q9NR30', 'Q9Y5S2')"
"('Q9UJX2', 'Q13112')"
"('P51677', 'P08754')"
"('P54652', 'Q01844')"
"('P62241', 'Q9H4L4')"
"('P39748', 'Q14191')"
"('P08754', 'O95398')"
"('Q04724', 'P06493')"
"('P22736', 'Q8NAF0')"
"('Q6DRA6', 'Q6UXN9')"
"('O94806', 'P02545')"
"('Q06187', 'Q9Y6K9')"
"('P20702', 'P46109')"
"('Q9Y478', 'Q96JB5')"
"('P35244', 'Q2NKX8')"
"('P04179', 'Q14164')"
"('O96019', 'Q92925')"
"('Q14669', 'Q9NYQ7')"
"('Q00839', 'P63208')"
"('O43524', 'P41134')"
"('P16403', 'P00742')"
"('Q16539', 'P28482')"
"('Q63HR2', 'P30530')"
"('P62873', 'P48736')"
"('P05556', 'P08962')"
"('P62913', 'P32969')"
"('Q10586', 'P78527')"
"('P0C5Y9', 'Q9UBN7')"
"('O75410', 'Q9UK45')"
"('P11802', 'Q9Y383')"
"('Q14164', 'P62807')"
"('Q9Y6M4', 'O75581')"
"('P60953', 'O95714')"
"('P05106', 'P06756')"
"('Q14761', 'P51681')"
"('Q7KZI7', 'O14640')"
"('Q99683', 'P06400')"
"('P05013', 'P42702')"
"('Q15262', 'Q02763')"
"('Q9UM73', 'Q04206')"
"('P41182', 'P26951')"
"('P23458', 'P21741')"
"('P10114', 'P36897')"
"('P42702', 'P26992')"
"('P09871', 'P0C0L4')"
"('Q00653', 'P05387')"
"('P43405', 'P09693')"
"('P34998', 'P09471')"
"('Q9UL18', 'P11940')"
"('Q14999', 'Q92990')"
"('Q6XZF7', 'P48023')"
"('P49023', 'P17301')"
"('Q9NQX6', 'Q9H7E9')"
"('P62263', 'Q15843')"
"('P19012', 'Q9Y2J4')"
"('Q07960', 'P15153')"
"('P01730', 'Q13432')"
"('Q92597', 'P63261')"
"('P62820', 'O95907')"
"('P01570', 'P48357')"
"('Q01831', 'P51532')"
"('P01106', 'P40121')"
"('Q07325', 'P51681')"
"('P67870', 'O60502')"
"('Q9UK08', 'P27986')"
"('P41743', 'P19883')"
"('P56856', 'Q96AP7')"
"('P60568', 'Q14627')"
"('P10275', 'Q9HBE1')"
"('Q6VMQ6', 'Q9Y692')"
"('Q7Z5J4', 'P49841')"
"('Q16514', 'P01106')"
"('Q12778', 'P29474')"
"('Q92688', 'P12830')"
"('Q9P212', 'Q02833')"
"('Q99759', 'Q9UHB6')"
"('P02792', 'P24522')"
"('Q01130', 'O95400')"
"('P04350', 'Q969W0')"
"('O75534', 'P16333')"
"('P61224', 'Q9UKW4')"
"('Q9HCT0', 'P10721')"
"('Q9Y3B4', 'Q9UKE5')"
"('Q96AH8', 'P07437')"
"('Q00613', 'O75506')"
"('P54253', 'Q9Y2Y4')"
"('Q15366', 'Q01130')"
"('O00487', 'Q8NDT2')"
"('P17252', 'P12830')"
"('P53779', 'P42771')"
"('Q9UBN7', 'P0C0S5')"
"('Q16665', 'Q8N122')"
"('Q06455', 'P52294')"
"('P06241', 'P27986')"
"('Q9H0R8', 'Q8TD19')"
"('Q96SB3', 'Q16821')"
"('P01106', 'P30876')"
"('Q13322', 'P60510')"
"('P45983', 'P13010')"
"('P02545', 'P36956')"
"('Q07955', 'Q86X95')"
"('P19447', 'P10914')"
"('Q06323', 'Q9UL46')"
"('Q08379', 'Q13424')"
"('Q71F56', 'P10828')"
"('Q8IVG9', 'P10415')"
"('Q9UJX6', 'Q12834')"
"('Q02878', 'P62829')"
"('P07900', 'P12830')"
"('Q99750', 'Q8TEE9')"
"('Q8IX12', 'Q15287')"
"('P57727', 'P19793')"
"('Q14934', 'Q02078')"
"('O76039', 'P55157')"
"('P14735', 'P10275')"
"('P37231', 'P63165')"
"('Q9Y4B5', 'Q96L34')"
"('Q9Y5J5', 'Q9UI12')"
"('P16070', 'P21926')"
"('Q9Y3M8', 'P04035')"
"('P51970', 'P56556')"
"('P25025', 'P32121')"
"('O00159', 'Q9Y572')"
"('Q13257', 'Q92905')"
"('P27694', 'P49450')"
"('Q14978', 'Q13573')"
"('P07237', 'P60520')"
"('406893', 'Q15910')"
"('P42229', 'Q13287')"
"('406954', 'P46527')"
"('P60484', 'P35226')"
"('P62987', 'P15374')"
"('P11171', 'P00492')"
"('P61927', 'P18621')"
"('P00519', 'Q8IZP0')"
"('O95257', 'Q9Y4G2')"
"('P49716', 'P23771')"
"('P62993', 'P78345')"
"('Q92954', 'P62993')"
"('P55201', 'P25205')"
"('Q9NPD3', 'Q9NXE4')"
"('P01106', 'Q9NRZ9')"
"('P62993', 'P09619')"
"('O14508', 'O14543')"
"('Q99519', 'P16278')"
"('Q15788', 'Q15036')"
"('Q14644', 'O14807')"
"('Q7Z6B7', 'Q92730')"
"('Q9NPI1', 'P05386')"
"('O43914', 'O95944')"
"('P56199', 'P13612')"
"('Q8NGA8', 'P38405')"
"('P29372', 'P54727')"
"('Q15796', 'Q8TEW0')"
"('P42336', 'P35222')"
"('O14905', 'Q14332')"
"('P46940', 'O95793')"
"('Q9NTK1', 'P04745')"
"('P68104', 'P19174')"
"('Q9UN74', 'Q15047')"
"('P15880', 'P62753')"
"('Q9UKT5', 'P63208')"
"('Q9H6S1', 'Q14164')"
"('P15291', 'P26651')"
"('Q15906', 'Q9NRQ2')"
"('P49662', 'Q969L4')"
"('406892', 'P22607')"
"('O00526', 'P10914')"
"('P67775', 'Q96Q15')"
"('P49768', 'P12830')"
"('P23258', 'Q9HC77')"
"('Q6SZW1', 'Q86UT6')"
"('P41134', 'Q16666')"
"('P17535', 'Q9HBE5')"
"('Q04771', 'Q9NYS0')"
"('O15230', 'Q8TAX7')"
"('Q15836', 'Q16531')"
"('Q9Y6X4', 'P02647')"
"('P63104', 'P30084')"
"('Q9NS73', 'Q01658')"
"('Q9Y6V7', 'P54257')"
"('P24855', 'P60709')"
"('O60684', 'P33316')"
"('P80370', 'P28799')"
"('Q12929', 'P26010')"
"('Q9Y294', 'Q13111')"
"('P41271', 'Q9UMX0')"
"('O60383', 'Q96RU7')"
"('P25208', 'P60709')"
"('P27986', 'O15360')"
"('Q9H3D4', 'P11388')"
"('Q9BXN2', 'P08962')"
"('Q9Y277', 'Q14934')"
"('P15336', 'P35638')"
"('P61201', 'Q13098')"
"('P32121', 'Q9H209')"
"('O15444', 'P46094')"
"('Q96BI3', 'P05067')"
"('P63104', 'Q8N122')"
"('O15524', 'P26992')"
"('Q96RT1', 'P07942')"
"('P36543', 'P61978')"
"('Q15303', 'P04626')"
"('Q13315', 'O43933')"
"('Q13111', 'P20248')"
"('Q32MK0', 'P16333')"
"('P63104', 'Q13671')"
"('Q04206', 'P05112')"
"('Q8N392', 'P62745')"
"('Q15645', 'Q9NTN9')"
"('Q9NPH3', 'O75400')"
"('P13498', 'P14598')"
"('Q13464', 'P08238')"
"('Q8TES7', 'Q14134')"
"('Q9BPX5', 'P12830')"
"('Q96GD4', 'Q15691')"
"('P20936', 'Q15910')"
"('P19105', 'Q5VT25')"
"('Q9NR50', 'P41091')"
"('P35222', 'P31751')"
"('P18621', 'P61313')"
"('P22234', 'O00141')"
"('P46013', 'P83916')"
"('P25440', 'P68133')"
"('P32121', 'Q8NH19')"
"('Q71U36', 'O43237')"
"('Q9P2H0', 'P35226')"
"('P28069', 'P14921')"
"('P13861', 'P07602')"
"('P01589', 'P41567')"
"('Q9HCK5', 'P56385')"
"('Q01201', 'O60684')"
"('P62987', 'Q15078')"
"('P18146', 'Q9H3E2')"
"('Q8WUA4', 'P06400')"
"('Q5JVS0', 'Q01130')"
"('Q14197', 'Q9BUE6')"
"('Q13501', 'Q13485')"
"('O00501', 'P56856')"
"('P43489', 'Q13114')"
"('P0CG48', 'O60566')"
"('P55010', 'Q13347')"
"('O96000', 'O14561')"
"('P62913', 'Q9Y5S9')"
"('Q96RG2', 'Q96JQ0')"
"('P46821', 'Q9C0C7')"
"('P60866', 'P62249')"
"('O95967', 'Q9UBZ4')"
"('Q9NPG2', 'O75955')"
"('O00585', 'Q9NRR5')"
"('O95139', 'P56556')"
"('P62277', 'Q99558')"
"('Q9BQE3', 'Q13509')"
"('Q13233', 'P51668')"
"('Q9Y3M9', 'Q15834')"
"('Q16513', 'P12931')"
"('P01138', 'Q9UPU3')"
"('P01562', 'P48357')"
"('P27540', 'P38936')"
"('P19438', 'Q8WXG6')"
"('P10809', 'Q00005')"
"('Q8WTS6', 'Q12962')"
"('Q9UQL6', 'O60814')"
"('P06241', 'P50851')"
"('Q86YV0', 'O14807')"
"('Q08462', 'P22612')"
"('P51668', 'P24522')"
"('Q13618', 'O14640')"
"('Q99459', 'Q9H1A4')"
"('P03915', 'O95167')"
"('Q9UQ80', 'P21860')"
"('Q9UJM3', 'P62736')"
"('P36873', 'Q01668')"
"('Q15173', 'Q9UBN1')"
"('O15372', 'P41091')"
"('O95685', 'P62136')"
"('O75533', 'Q9Y675')"
"('P10275', 'P32780')"
"('P41235', 'P01106')"
"('P01730', 'P28068')"
"('Q9H8T0', 'P27694')"
"('P49768', 'Q6UX71')"
"('P16144', 'P48736')"
"('P01112', 'P45984')"
"('Q9BV47', 'Q08117')"
"('O00629', 'P38398')"
"('P11142', 'P49407')"
"('Q8WWW0', 'P11215')"
"('O60828', 'Q15631')"
"('Q9NWA0', 'P62487')"
"('Q96RN5', 'Q15648')"
"('P61626', 'Q8NEV4')"
"('Q99607', 'Q01196')"
"('P13236', 'P51677')"
"('O95619', 'P16104')"
"('Q9UK22', 'Q13616')"
"('P19105', 'O60739')"
"('Q9Y613', 'P25054')"
"('Q9UNZ2', 'P55072')"
"('P19883', 'P09529')"
"('Q4VCS5', 'Q9GZV5')"
"('P16402', 'P45973')"
"('O00488', 'Q13387')"
"('Q9HCM1', 'O60343')"
"('P68431', 'P62805')"
"('Q9UBH0', 'Q9BWG4')"
"('Q92769', 'P18146')"
"('Q13315', 'Q9NS23')"
"('P01579', 'Q14765')"
"('Q96AP0', 'Q15334')"
"('P30457', 'P17693')"
"('P46109', 'Q13905')"
"('Q9BXL5', 'P45973')"
"('Q12873', 'Q9UHX1')"
"('P20827', 'P08069')"
"('P60520', 'P07355')"
"('O14746', 'Q9BUR4')"
"('O95998', 'Q14116')"
"('P54577', 'O00422')"
"('Q05516', 'Q02363')"
"('P11171', 'P51148')"
"('P46108', 'P10301')"
"('Q96BR9', 'Q9H9D4')"
"('P11474', 'P62508')"
"('P31751', 'Q9UQK1')"
"('P02778', 'P51681')"
"('Q16655', 'P46934')"
"('O95405', 'Q96IP4')"
"('Q8IY92', 'Q13501')"
"('P30405', 'P99999')"
"('P18206', 'P60709')"
"('Q13485', 'P01111')"
"('A6NI79', 'Q9NYL2')"
"('Q9BUF5', 'Q92974')"
"('P40818', 'Q9BZP3')"
"('P16871', 'P10599')"
"('Q86V81', 'Q8IWZ8')"
"('Q13547', 'Q16890')"
"('P01106', 'Q96PZ0')"
"('P61247', 'P62081')"
"('Q5VV41', 'P61981')"
"('P01889', 'P04843')"
"('P16220', 'P01106')"
"('Q9Y6K9', 'Q58FF8')"
"('O75385', 'Q16625')"
"('P03950', 'Q15904')"
"('Q969M7', 'Q9BQA1')"
"('P21281', 'Q9NVJ2')"
"('P62330', 'P25205')"
"('P40424', 'P15172')"
"('O15182', 'Q6UVJ0')"
"('Q9H4A3', 'Q9BZE0')"
"('P01857', 'P05546')"
"('P08240', 'Q8N2Y8')"
"('Q96GP6', 'Q9H2G2')"
"('Q01101', 'P07437')"
"('P26196', 'O00141')"
"('Q8WWN8', 'P61586')"
"('P08107', 'P61981')"
"('P22612', 'P16520')"
"('P62491', 'Q5JSH3')"
"('Q9BUQ8', 'P83876')"
"('O75940', 'Q2NL82')"
"('Q04206', 'Q15029')"
"('P50616', 'O75175')"
"('Q92769', 'Q99879')"
"('Q9H4A3', 'P31321')"
