negatives
"('Q9HCK5', 'Q04837')"
"('O14979', 'Q9Y4K3')"
"('C9JDP6', 'O75508')"
"('Q9UBC3', 'P49716')"
"('Q03519', 'O15533')"
"('Q9Y3C0', 'Q96CV9')"
"('P01236', 'P40238')"
"('P05783', 'P63010')"
"('Q8NHL6', 'P17693')"
"('Q9H5I1', 'Q8IXL6')"
"('O15145', 'Q86YJ6')"
"('Q6UW56', 'Q9Y5X1')"
"('P05412', 'P07900')"
"('Q99608', 'Q9Y5M8')"
"('P16333', 'Q9BWF2')"
"('P68036', 'O15344')"
"('Q9Y6J9', 'Q92831')"
"('O00232', 'O75832')"
"('P62891', 'Q92901')"
"('Q969D9', 'Q99650')"
"('P04637', 'Q86U86')"
"('Q13554', 'Q14524')"
"('P38646', 'Q86UA6')"
"('P62140', 'P46020')"
"('Q13535', 'Q9BVJ6')"
"('P52272', 'O14593')"
"('Q05193', 'Q3ZCQ8')"
"('P23511', 'Q15633')"
"('P61626', 'Q15653')"
"('Q99459', 'P14635')"
"('Q92956', 'Q9H008')"
"('A7KAX9', 'Q96KG7')"
"('P62136', 'Q02045')"
"('O43474', 'P04637')"
"('Q9UQC2', 'Q08209')"
"('O14964', 'O75674')"
"('Q15116', 'Q9UL18')"
"('P61981', 'Q86WB0')"
"('O15085', 'P15153')"
"('O14543', 'Q14186')"
"('Q96CS2', 'Q7Z4H7')"
"('P63092', 'Q68DD2')"
"('Q9HC29', 'P55957')"
"('P21926', 'P60033')"
"('Q9BRV8', 'Q9UHD2')"
"('Q9NP66', 'Q96BS2')"
"('P49286', 'P62873')"
"('P25105', 'P50148')"
"('P41240', 'Q9NWQ8')"
"('P19525', 'Q15653')"
"('Q9BZI7', 'Q86V81')"
"('O60568', 'Q15834')"
"('Q6WCQ1', 'O60641')"
"('Q9Y6I7', 'P49841')"
"('Q96I34', 'P13747')"
"('P04637', 'P07339')"
"('O75800', 'Q9C035')"
"('P06241', 'Q9H9L3')"
"('P05129', 'P01100')"
"('P22670', 'P08651')"
"('P62750', 'Q9Y4K3')"
"('Q9UBY5', 'P62879')"
"('P54259', 'Q9HC77')"
"('P63000', 'O14639')"
"('Q93084', 'P30457')"
"('O15131', 'Q13303')"
"('P36543', 'O95670')"
"('P56537', 'Q9UH03')"
"('O00487', 'P17980')"
"('P54819', 'P01241')"
"('O43734', 'Q13114')"
"('P61601', 'Q13885')"
"('P43354', 'P28702')"
"('P63173', 'Q5JVS0')"
"('Q9BTU6', 'O95166')"
"('Q8NG27', 'Q9Y5V3')"
"('P61981', 'Q3LI72')"
"('P09874', 'P11387')"
"('Q9P0J0', 'O95178')"
"('Q14669', 'Q6VMQ6')"
"('O75419', 'Q9UBD5')"
"('O60262', 'Q99677')"
"('Q9NQZ3', 'Q8TB72')"
"('Q12986', 'O43390')"
"('Q9H814', 'Q15418')"
"('Q7L1V2', 'Q9H270')"
"('Q6AI08', 'Q8WU20')"
"('Q9Y2J2', 'P55157')"
"('O43294', 'P31431')"
"('Q07889', 'P16885')"
"('P41227', 'P01106')"
"('Q9P0U4', 'Q6DN03')"
"('P62826', 'O14980')"
"('Q9Y6K9', 'Q86UA6')"
"('Q9NYJ8', 'Q15759')"
"('Q13315', 'Q9Y462')"
"('Q9NP79', 'Q8WZ19')"
"('P05412', 'Q9NQB0')"
"('Q12962', 'P68431')"
"('P09471', 'P27361')"
"('Q9UKX5', 'P50552')"
"('Q9H993', 'P62330')"
"('P63151', 'Q92736')"
"('P45983', 'P98177')"
"('Q9H8T0', 'P31749')"
"('P63104', 'P32927')"
"('P27348', 'P22681')"
"('Q13330', 'P32249')"
"('P08651', 'P08100')"
"('P16220', 'Q6JBY9')"
"('P48634', 'P52272')"
"('O14512', 'P29597')"
"('O75446', 'Q96ST3')"
"('Q9NWA0', 'O95402')"
"('O00255', 'P14136')"
"('P17480', 'P22087')"
"('P49841', 'Q13541')"
"('Q6P2I7', 'Q9BUV8')"
"('Q9NP79', 'Q7Z7J5')"
"('Q9BTM1', 'Q9UQL6')"
"('O95072', 'Q8WVM7')"
"('Q9BY41', 'P0C5Z0')"
"('Q9NZC7', 'Q16630')"
"('P78414', 'P16220')"
"('P28331', 'P42574')"
"('P15170', 'P11940')"
"('Q6ZVK8', 'P49902')"
"('P55345', 'P10275')"
"('O76061', 'Q9H1D9')"
"('Q9NQB0', 'Q15562')"
"('P23258', 'Q9HC77')"
"('Q8TD90', 'Q99459')"
"('Q13315', 'Q4VCS5')"
"('P25490', 'P08047')"
"('P63104', 'Q86UR1')"
"('P28070', 'Q99436')"
"('Q16659', 'P53355')"
"('P46779', 'P26373')"
"('P02462', 'P16070')"
"('P51817', 'P63027')"
"('P53567', 'Q9Y2D1')"
"('P33993', 'Q13424')"
"('O15519', 'O43353')"
"('P01871', 'P02751')"
"('Q9Y6K9', 'P21333')"
"('P04626', 'P42336')"
"('Q8TF72', 'Q13573')"
"('P01308', 'Q02763')"
"('P35626', 'Q8NH10')"
"('Q8NH04', 'P38405')"
"('O14842', 'P29992')"
"('P62714', 'Q13936')"
"('Q86Y39', 'O95299')"
"('Q15691', 'P30480')"
"('P78396', 'P49674')"
"('P55268', 'P17301')"
"('P60568', 'Q5VWK5')"
"('Q8IZQ1', 'P42858')"
"('Q86Y39', 'Q16795')"
"('P35227', 'Q9HC52')"
"('P22392', 'Q9Y2L1')"
"('P29597', 'P25105')"
"('P12004', 'P04075')"
"('Q14691', 'Q9BRT9')"
"('O15085', 'Q07890')"
"('Q5UIP0', 'P18146')"
"('Q9UBL3', 'P51610')"
"('P22612', 'Q9UNY4')"
"('Q8NGD3', 'P38405')"
"('P61073', 'P06748')"
"('P08670', 'Q15046')"
"('O43251', 'P54259')"
"('Q01844', 'Q9BQY4')"
"('Q04917', 'P49674')"
"('Q9UM73', 'O75159')"
"('P28566', 'O14775')"
"('Q03135', 'P60484')"
"('Q05048', 'Q12996')"
"('P63165', 'P46060')"
"('Q9Y2Q3', 'P21796')"
"('Q9BYB0', 'P46108')"
"('Q92956', 'Q13148')"
"('Q14203', 'Q16543')"
"('Q86V81', 'Q8IX12')"
"('P61106', 'Q6XUX3')"
"('P28290', 'Q9Y383')"
"('P15153', 'Q13485')"
"('P15248', 'P40189')"
"('Q9BPY3', 'P08670')"
"('P62993', 'Q92835')"
"('P04350', 'O95166')"
"('Q99750', 'P29972')"
"('Q8WUH2', 'Q13485')"
"('P23229', 'P56945')"
"('Q05397', 'Q13972')"
"('P27986', 'Q15078')"
"('P35626', 'O14581')"
"('Q71U36', 'Q14204')"
"('P68400', 'Q9Y5B9')"
"('Q9Y5W5', 'Q9H1J5')"
"('P68036', 'P84098')"
"('Q8IZP0', 'P55157')"
"('Q15836', 'P18615')"
"('O95832', 'O95484')"
"('P36897', 'Q03167')"
"('Q96DE5', 'O60566')"
"('O76071', 'Q9Y5Y2')"
"('Q8IUQ4', 'P61077')"
"('Q9H0R8', 'O94806')"
"('P06239', 'Q9NP31')"
"('Q13444', 'Q7Z6J0')"
"('P09884', 'Q9UHY7')"
"('P19784', 'P51610')"
"('Q15906', 'P62805')"
"('P19793', 'O15516')"
"('P55268', 'Q05397')"
"('Q9BXL7', 'O15530')"
"('P07333', 'P46109')"
"('Q9NRA0', 'Q13547')"
"('Q15910', 'P12830')"
"('Q9Y2Q3', 'P33993')"
"('P51668', 'Q6PCD5')"
"('P68400', 'Q14978')"
"('Q9Y6D9', 'O43264')"
"('Q9UK53', 'P04637')"
"('Q16637', 'Q15047')"
"('Q9GZT6', 'O60341')"
"('Q9Y2M5', 'Q5UIP0')"
"('Q12933', 'P06241')"
"('P0CG47', 'Q13155')"
"('P42566', 'Q9Y3C5')"
"('Q2TAY7', 'P05783')"
"('P61289', 'O00231')"
"('P61978', 'Q13243')"
"('P55196', 'P61224')"
"('Q09472', 'Q9H3D4')"
"('Q92698', 'O43542')"
"('P28482', 'Q05209')"
"('Q15172', 'O43521')"
"('P35222', 'Q96QZ7')"
"('P16401', 'P83916')"
"('Q9Y3U8', 'Q02878')"
"('Q13573', 'P23396')"
"('P63279', 'Q99497')"
"('Q86Y39', 'O00217')"
"('P12544', 'P61978')"
"('Q14738', 'P19429')"
"('Q8IZQ8', 'P98177')"
"('P04350', 'Q9Y6G9')"
"('O95777', 'Q8N5J2')"
"('O95685', 'P41236')"
"('Q15459', 'Q9UBN6')"
"('Q9UKE5', 'O43684')"
"('Q13480', 'P42338')"
"('O15111', 'P49407')"
"('O43524', 'Q13315')"
"('P09038', 'P35968')"
"('P31939', 'P40337')"
"('P30450', 'P43626')"
"('Q9UKF6', 'Q9C0J8')"
"('Q9Y2Q5', 'Q9UHA4')"
"('P30084', 'Q9UET6')"
"('406937', 'P48431')"
"('Q05516', 'Q13547')"
"('Q86YW9', 'Q6P2C8')"
"('P67870', 'P46527')"
"('P28482', 'P14921')"
"('Q15648', 'Q9Y2X0')"
"('Q9Y5X1', 'P42768')"
"('P14784', 'P48736')"
"('Q9BPX3', 'Q13573')"
"('P52272', 'Q16629')"
"('P57086', 'P17028')"
"('P62993', 'P10912')"
"('Q9H063', 'O95989')"
"('Q68DC2', 'Q96CW1')"
"('Q13315', 'Q86YH2')"
"('Q9NQZ3', 'Q8N9W6')"
"('Q99459', 'Q9Y2X0')"
"('Q13263', 'P24522')"
"('P50151', 'O60503')"
"('P56746', 'O95049')"
"('P26441', 'P15260')"
"('Q01201', 'Q8N163')"
"('O95715', 'P51677')"
"('P01569', 'P40189')"
"('Q9NZT1', 'Q8IY92')"
"('P53420', 'P13612')"
"('O14641', 'P25054')"
"('Q08211', 'P30876')"
"('P60709', 'P22087')"
"('P04626', 'Q14289')"
"('P16885', 'Q08209')"
"('O95072', 'Q9UJ98')"
"('Q9Y572', 'Q13748')"
"('Q9UER7', 'Q01201')"
"('Q96CW1', 'Q59EK9')"
"('P23258', 'Q9H0H5')"
"('Q99759', 'Q9P0K7')"
"('P28472', 'P67775')"
"('343477', 'P21246')"
"('P54253', 'P14324')"
"('O14503', 'Q9H0E2')"
"('P11308', 'P17947')"
"('P04181', 'O95989')"
"('P02458', 'P08758')"
"('Q9UK08', 'P84996')"
"('P60709', 'P61601')"
"('Q16629', 'Q08211')"
"('Q92560', 'Q9Y2X8')"
"('O95625', 'O15105')"
"('Q9UET6', 'P42771')"
"('P32121', 'P34998')"
"('Q96KQ4', 'P62136')"
"('P51610', 'Q92831')"
"('Q93074', 'Q9Y4A5')"
"('Q9P0K7', 'Q9Y572')"
"('P61006', 'O60828')"
"('P62280', 'P46781')"
"('Q96GG9', 'Q15038')"
"('P04271', 'P23297')"
"('P05556', 'Q7Z6G8')"
"('P49746', 'P08648')"
"('Q9NRQ2', 'P63104')"
"('O75626', 'P01574')"
"('Q13485', 'Q15831')"
"('P54652', 'Q00613')"
"('P78406', 'Q96EE3')"
"('P78369', 'O14493')"
"('P21926', 'P18146')"
"('P62847', 'P35544')"
"('Q8NG31', 'P62136')"
"('Q9UKR5', 'Q9BWC9')"
"('Q9BXS5', 'O14976')"
"('Q9UKG9', 'P11021')"
"('P62993', 'P22681')"
"('Q6UXH1', 'P20366')"
"('O14980', 'O95149')"
"('P50454', 'P62993')"
"('Q13164', 'P01225')"
"('Q8IYI6', 'Q15834')"
"('B5ME19', 'P55010')"
"('P31947', 'Q07866')"
"('Q13573', 'Q12906')"
"('Q6P1K2', 'Q9Y3C7')"
"('P31785', 'Q92569')"
"('Q12851', 'Q13162')"
"('Q9NYK6', 'P62993')"
"('P38159', 'P51991')"
"('P14868', 'Q92597')"
"('Q01629', 'Q9H1J1')"
"('P49768', 'P46531')"
"('Q9UHX1', 'Q12873')"
"('P46379', 'Q05209')"
"('P62714', 'P19429')"
"('P12268', 'P31749')"
"('P18669', 'P12956')"
"('O60244', 'Q96G25')"
"('P07333', 'Q99963')"
"('Q03014', 'O14786')"
"('O95049', 'Q07157')"
"('P22090', 'P46782')"
"('P62306', 'P62316')"
"('P63098', 'Q13255')"
"('P63211', 'P48736')"
"('P49841', 'Q70SY1')"
"('Q16778', 'Q93077')"
"('Q15714', 'O60749')"
"('P07947', 'P16591')"
"('P49703', 'Q04724')"
"('P68366', 'Q96BD8')"
"('Q13748', 'P25963')"
"('Q6ZUM4', 'Q07889')"
"('O14543', 'P23458')"
"('Q9ULH1', 'Q9UNF0')"
"('P32121', 'P43626')"
"('P21675', 'P28749')"
"('Q9NPF4', 'Q14657')"
"('Q9BQA5', 'P78527')"
"('Q9Y6K1', 'Q13569')"
"('P19838', 'P42226')"
"('Q05519', 'Q9BUJ2')"
"('Q8IYD9', 'Q9UGN5')"
"('Q99759', 'Q8TAQ2')"
"('P61981', 'Q13595')"
"('P53539', 'P32519')"
"('A6NM45', 'P78369')"
"('P17612', 'P27361')"
"('Q709F0', 'A7MCY6')"
"('P78527', 'Q13263')"
"('P05771', 'Q9Y2U5')"
"('406922', 'P11831')"
"('P42704', 'Q9Y2Q3')"
"('P00533', 'O00206')"
"('Q10567', 'Q99459')"
"('P15976', 'P13727')"
"('P63215', 'Q92633')"
"('P58876', 'Q6UXN9')"
"('P26006', 'Q9Y4G6')"
"('P11142', 'Q8IZP0')"
"('P16471', 'P52333')"
"('P32780', 'P18074')"
"('Q13573', 'O00571')"
"('Q16778', 'O60907')"
"('Q96KQ4', 'P54259')"
"('Q07890', 'P27361')"
"('Q9Y478', 'Q9BUJ2')"
"('Q9UBN6', 'P56192')"
"('P21860', 'P15498')"
"('Q8IZD9', 'P60763')"
"('P67870', 'Q04724')"
"('Q02363', 'Q92858')"
"('P14770', 'P42336')"
"('Q9UET6', 'P62191')"
"('Q9H0A9', 'O95453')"
"('Q8N554', 'P54253')"
"('P14136', 'Q96JP2')"
"('P01106', 'O43242')"
"('Q9UGI9', 'O95822')"
"('P01236', 'Q969J5')"
"('Q99963', 'P50402')"
"('P17844', 'P62993')"
"('Q9H2M9', 'O75365')"
"('O14908', 'P12814')"
"('P02768', 'O60239')"
"('P05412', 'Q9BYV9')"
"('P68400', 'Q13112')"
"('Q9BU61', 'P43629')"
"('Q14919', 'P42773')"
"('P25787', 'Q13177')"
"('O43166', 'P78352')"
"('Q86UP0', 'O60716')"
"('Q9BQ67', 'Q13619')"
"('P31949', 'Q9Y4K3')"
"('O95400', 'Q53GS9')"
"('Q9H1B4', 'Q86V81')"
"('P08754', 'O15264')"
"('P35222', 'O00141')"
"('P30050', 'Q9HCK5')"
"('P32121', 'Q8NGK3')"
"('Q14192', 'P23246')"
"('P49736', 'P15927')"
"('P83731', 'Q92901')"
"('Q9NRI5', 'Q9H0D6')"
"('Q8NC60', 'Q14197')"
"('Q99497', 'P37840')"
"('O95433', 'Q8IZD9')"
"('Q9BWQ8', 'P25445')"
"('Q99700', 'P35609')"
"('P40337', 'Q3MHD2')"
"('Q9GZV9', 'P08581')"
"('O60565', 'Q04917')"
"('Q13247', 'P98175')"
"('P40818', 'Q9NZZ3')"
"('P32121', 'Q8NGQ1')"
"('Q9UBC1', 'P82650')"
"('P31150', 'Q9NRR5')"
"('P63220', 'P60866')"
"('P08700', 'Q07812')"
"('Q9Y3C7', 'P40937')"
"('Q96A54', 'P54646')"
"('Q86XI2', 'Q9HC98')"
"('O14512', 'P15260')"
"('O75828', 'O95376')"
"('P52756', 'Q07817')"
"('P16220', 'Q9NV96')"
"('P68036', 'Q96EQ8')"
"('P32121', 'Q8WTQ7')"
"('Q96AW1', 'O75665')"
"('O14576', 'P51149')"
"('P31751', 'O43889')"
"('Q9Y6W6', 'P53778')"
"('P05997', 'P16070')"
"('P60953', 'Q9H4E7')"
"('P61106', 'Q15075')"
"('P49715', 'P20292')"
"('O15360', 'Q9H2G2')"
"('O15198', 'Q5XPI4')"
"('P43405', 'Q8IWV1')"
"('P46779', 'P84098')"
"('Q13315', 'Q68CP9')"
"('P01374', 'P01375')"
"('Q16821', 'Q9NZT1')"
"('A6NMS3', 'P38405')"
"('Q969H0', 'O60260')"
"('407010', 'Q9UI32')"
"('Q9HCK5', 'P11940')"
"('P09012', 'O95400')"
"('P22612', 'P35498')"
"('P51654', 'P56703')"
"('P43686', 'Q9Y5K5')"
"('P62249', 'P39019')"
"('Q15303', 'P62979')"
"('P54253', 'O14901')"
"('O43914', 'Q14954')"
"('Q9NSB4', 'Q9ULA0')"
"('Q07666', 'Q15796')"
"('P02008', 'P68871')"
"('P41091', 'Q9BY44')"
"('Q9Y375', 'P68363')"
"('Q9Y2Y4', 'Q9BQY4')"
"('P32121', 'A6NLW9')"
"('P42574', 'Q13043')"
"('Q99500', 'P08908')"
"('Q00403', 'P41235')"
"('P39023', 'P05387')"
"('O00411', 'P25963')"
"('P57678', 'Q13418')"
"('P15153', 'O94929')"
"('Q99962', 'P04818')"
"('Q9UQE7', 'Q8WVM7')"
"('Q96EP0', 'Q5VTD9')"
"('Q9H7B4', 'P40425')"
"('Q96J02', 'P07333')"
"('Q8TBA6', 'Q13948')"
"('Q9BTM1', 'Q5QNW6')"
"('Q92624', 'P05067')"
"('Q13023', 'O95433')"
"('P27695', 'P18887')"
"('P05162', 'P05556')"
"('Q8WYH8', 'P08670')"
"('Q14192', 'P05107')"
"('Q14164', 'P49915')"
"('Q05513', 'P46527')"
"('Q92769', 'P18146')"
"('Q96AY2', 'Q8IY92')"
"('Q14247', 'P59998')"
"('P01019', 'P40763')"
"('P36956', 'P02545')"
"('Q07869', 'Q9UBK2')"
"('P10275', 'P20711')"
"('Q15365', 'P52597')"
"('P63208', 'Q9UKT5')"
"('Q9Y5Q9', 'P53350')"
"('Q13428', 'P12004')"
"('Q06455', 'P15884')"
"('Q92879', 'P31943')"
"('P20138', 'P41159')"
"('P02461', 'P21781')"
"('Q15699', 'O94829')"
"('Q05513', 'P40337')"
"('P00519', 'Q8WX92')"
"('P56945', 'Q9H0Q3')"
"('P17947', 'P25774')"
"('P22607', 'Q96B97')"
"('P00519', 'O15357')"
"('Q8NHQ1', 'P38432')"
"('O75461', 'Q96B01')"
"('P62993', 'O94907')"
"('P58166', 'P01137')"
"('P50570', 'Q9P0V3')"
"('Q12933', 'P62979')"
"('Q00722', 'P05771')"
"('P35372', 'P63096')"
"('P14314', 'P60520')"
"('P38919', 'Q86V81')"
"('Q12988', 'O43149')"
"('P62837', 'Q6PCD5')"
"('P25445', 'Q13233')"
"('Q8IYX3', 'Q99750')"
"('P49768', 'P14923')"
"('Q13535', 'Q96KQ7')"
"('Q13409', 'Q14203')"
"('Q8IW93', 'O14640')"
"('Q15428', 'Q15459')"
"('P16104', 'P02545')"
"('Q6ZNA4', 'Q969T4')"
"('P14780', 'P01033')"
"('Q99731', 'Q14653')"
"('P22392', 'P39019')"
"('O95983', 'O60341')"
"('Q96NS5', 'P06241')"
"('Q9NSC5', 'Q8WYR1')"
"('Q13976', 'Q13873')"
"('O75940', 'Q12874')"
"('P68032', 'P23528')"
"('Q8N3R9', 'P32745')"
"('P35914', 'Q9BV68')"
"('Q13263', 'P40337')"
"('Q9BUZ4', 'P14598')"
"('P56645', 'P46527')"
"('O43312', 'Q14247')"
"('P51654', 'P09544')"
"('Q92558', 'O15144')"
"('P30154', 'Q02750')"
"('P40763', 'P10275')"
"('P30519', 'Q9P2H0')"
"('O95398', 'P53778')"
"('P51668', 'Q9H5J8')"
"('P51668', 'Q9Y4L5')"
"('Q13049', 'Q5VVX9')"
"('P56279', 'Q09472')"
"('O00220', 'P19438')"
"('Q92543', 'Q16849')"
"('P06493', 'Q01105')"
"('Q13976', 'Q13936')"
"('P01100', 'P42224')"
"('P17302', 'Q03135')"
"('O00213', 'Q06481')"
"('O43663', 'P23025')"
"('P18077', 'P50914')"
"('Q99836', 'Q13568')"
"('P10275', 'Q9UER7')"
"('P22301', 'P17181')"
"('Q16621', 'Q16236')"
"('Q6XUX3', 'Q14164')"
"('P51668', 'Q99714')"
"('Q9UHV9', 'P23508')"
"('Q5RL73', 'Q14687')"
"('Q9NQB0', 'Q9UER7')"
"('Q9BVJ6', 'Q13625')"
"('Q7L1Q6', 'Q92611')"
"('P08246', 'Q9HCG7')"
"('P12270', 'P35658')"
"('O15162', 'Q9UQ90')"
"('O15392', 'O14980')"
"('P12931', 'Q16825')"
"('Q9GZN1', 'O96019')"
"('O60739', 'P54577')"
"('Q10587', 'P15408')"
"('P83731', 'P46776')"
"('O60306', 'Q9BWF3')"
"('P17980', 'P61289')"
"('O43639', 'Q14185')"
"('A0JLT2', 'P51610')"
"('P04062', 'P11279')"
"('P36578', 'P62945')"
"('O43390', 'P61254')"
"('O96020', 'P06400')"
"('P06703', 'Q9HB71')"
"('Q9UL18', 'P05388')"
"('P29459', 'P24394')"
"('P05787', 'Q9UKW4')"
"('P49840', 'P42262')"
"('Q03013', 'Q04724')"
"('Q14527', 'P61088')"
"('P11233', 'O14939')"
"('P04406', 'P60709')"
"('P51965', 'P06899')"
"('Q92466', 'P68431')"
"('Q9Y5I7', 'A6NM45')"
"('Q9BY41', 'P0C0S8')"
"('Q14527', 'Q9NS91')"
"('Q96R28', 'P38405')"
"('P14373', 'P61077')"
"('Q13480', 'P07949')"
"('P55795', 'Q15287')"
"('Q14197', 'O75306')"
"('P08246', 'P17676')"
"('P61968', 'Q15811')"
"('Q9Y6D9', 'Q8IYF3')"
"('P40123', 'P14317')"
"('O43320', 'P11362')"
"('P31749', 'O15111')"
"('P0CG47', 'O95999')"
"('Q13547', 'O60814')"
"('Q9BPX7', 'P54257')"
"('Q93062', 'Q96HA1')"
"('P98161', 'O15259')"
"('P05013', 'P08887')"
"('O00303', 'P18206')"
"('Q9UBD9', 'P26992')"
"('Q9UBS8', 'Q9Y2X8')"
"('P19174', 'Q14008')"
"('P10114', 'O43768')"
"('P98160', 'Q969H0')"
"('O15360', 'Q8N2Z9')"
"('Q96FW1', 'P61586')"
"('Q13077', 'P23246')"
"('P08133', 'P60709')"
"('P35626', 'Q15620')"
"('Q15427', 'Q13247')"
"('Q9H2G2', 'Q15036')"
"('Q96HS1', 'Q15047')"
"('Q4VXU2', 'Q9UIV1')"
"('P37231', 'Q15648')"
"('P06241', 'Q9HCN6')"
"('O95813', 'O00755')"
"('P31749', 'Q9UQK1')"
"('P63220', 'P62269')"
"('P23443', 'P05452')"
"('Q9UKB1', 'P56645')"
"('P49407', 'P21333')"
"('P46934', 'P61077')"
"('Q9HAU5', 'Q99459')"
"('P17947', 'Q14246')"
"('P49768', 'Q96BI3')"
"('P04745', 'Q9HC24')"
"('Q13501', 'Q15038')"
"('P14921', 'P04150')"
"('Q04206', 'Q969V6')"
"('Q13148', 'Q99459')"
"('P06748', 'Q13547')"
"('O75376', 'P13631')"
"('P18564', 'Q13797')"
"('Q15648', 'P19793')"
"('Q07889', 'Q96L33')"
"('P85298', 'P60763')"
"('P14416', 'P63096')"
"('P25788', 'P28074')"
"('Q92736', 'P13569')"
"('P84022', 'P49790')"
"('P62273', 'O75815')"
"('Q07889', 'P61586')"
"('Q96PU8', 'Q9NX55')"
"('Q9Y5Q9', 'O76071')"
"('P15153', 'Q9UQB8')"
"('Q13485', 'Q13547')"
"('P32302', 'P50148')"
"('406899', 'P06400')"
"('P01889', 'P40939')"
"('P16144', 'Q9UKX5')"
"('P13747', 'Q07444')"
"('Q99504', 'Q8N196')"
"('P30519', 'Q9Y3C7')"
"('Q9NPF5', 'Q15906')"
"('P51693', 'Q03013')"
"('Q9H3S7', 'P62993')"
"('Q16288', 'O14492')"
"('Q13247', 'P61981')"
"('Q8IUQ4', 'P62837')"
"('P42702', 'P42338')"
"('Q01844', 'Q15365')"
"('Q13415', 'Q99816')"
"('Q92769', 'Q93077')"
"('P51114', 'Q9P2H0')"
"('P54253', 'P22736')"
"('Q9H2G2', 'O43516')"
"('Q9NX58', 'Q9BRJ6')"
"('O75352', 'P61247')"
"('Q5T3J3', 'P01909')"
"('O60603', 'P49006')"
"('Q9P286', 'Q14155')"
"('P52815', 'Q9NW97')"
"('P55197', 'Q9GZM8')"
"('Q16576', 'P01137')"
"('P55789', 'Q9H1I8')"
"('P27986', 'P30260')"
"('O95376', 'Q9Y2X8')"
"('Q9ULG1', 'P60709')"
"('Q9UBS5', 'Q9P2W3')"
"('Q9UBS5', 'P50151')"
"('Q15596', 'P37231')"
"('O15350', 'P46934')"
"('Q99466', 'Q8N9I9')"
"('P39023', 'P49207')"
"('Q9UHD0', 'P48357')"
"('Q16539', 'O43524')"
"('P16871', 'Q15084')"
"('Q9BSJ2', 'P49642')"
"('P01568', 'Q99665')"
"('P62256', 'Q8N9I9')"
"('O14519', 'O75956')"
"('P04637', '26765')"
"('Q8N6T3', 'P84077')"
"('P48643', 'O60232')"
"('Q8IXJ6', 'P13807')"
"('Q9NXU5', 'Q9BWH2')"
"('Q99595', 'P40337')"
"('Q99816', 'Q8ND30')"
"('P35658', 'Q99567')"
"('P26368', 'P67809')"
"('Q15582', 'P35555')"
"('P41236', 'Q12972')"
"('P22004', 'Q16671')"
"('Q9UQN3', 'Q70EL1')"
"('P04637', 'P67775')"
"('P62993', 'O60721')"
"('P01375', 'Q12968')"
"('P00519', 'Q9Y5K6')"
"('Q14011', 'Q99873')"
"('Q9UJX2', 'Q9UM13')"
"('Q9BQ52', 'P98175')"
"('P04141', 'P16471')"
"('Q5UIP0', 'P07737')"
"('P16333', 'P55157')"
"('P62424', 'P32969')"
"('P01588', 'P48357')"
"('P06454', 'P24941')"
"('Q9Y230', 'P62280')"
"('Q15788', 'Q9Y3R0')"
"('P05305', 'P35318')"
"('P51617', 'P21580')"
"('P52742', 'P38936')"
"('P04899', 'P01116')"
"('Q99728', 'P20749')"
"('P08865', 'Q5VVX9')"
"('406982', 'Q8WY64')"
"('Q92793', 'P19838')"
"('P08173', 'Q9P2W3')"
"('P55735', 'P00533')"
"('Q14197', 'Q9H2W6')"
"('Q16543', 'Q9HCD5')"
"('P35638', 'Q9NPF7')"
"('P62834', 'Q14241')"
"('Q14194', 'Q96SN8')"
"('Q3ZCM7', 'O14576')"
"('P62701', 'P62753')"
"('Q16594', 'P52294')"
"('P50150', 'Q15759')"
"('Q13164', 'P01106')"
"('P49720', 'P01889')"
"('Q9P2W3', 'P35498')"
"('Q15750', 'Q86VX9')"
"('Q9UBN7', 'Q9Y2S7')"
"('P40225', 'Q13651')"
"('O14775', 'Q5JWF2')"
"('O43924', 'P62834')"
"('P62258', 'Q99683')"
"('P25054', 'Q13263')"
"('P09651', 'P16104')"
"('O75940', 'P39023')"
"('Q15436', 'Q99459')"
"('P19387', 'Q9H3P2')"
"('Q96B26', 'Q9Y2L1')"
"('P31249', 'P12980')"
"('Q92956', 'Q9UL03')"
"('Q03164', 'Q03111')"
"('Q02156', 'P28482')"
"('O14640', 'Q6ZSZ5')"
"('P60520', 'P58107')"
"('Q12769', 'Q9Y3B2')"
"('P30793', 'Q99962')"
"('Q9UQC2', 'P43403')"
"('Q12933', 'O15519')"
"('P84996', 'P47712')"
"('Q96RR1', 'O15198')"
"('P35080', 'P60709')"
"('Q9BVG3', 'Q15796')"
"('P35626', 'A6NJZ3')"
"('Q9Y6W5', 'Q8IZP0')"
"('O15131', 'O15305')"
"('Q9UK08', 'P25116')"
"('P60866', 'P39019')"
"('P35626', 'Q9H255')"
"('O15530', 'Q9UBS0')"
"('P08047', 'P38398')"
"('O43281', 'Q15788')"
"('Q12772', 'P11021')"
"('P32881', 'P32927')"
"('P20774', 'P10914')"
"('Q99459', 'Q03169')"
"('Q9NPH5', 'O00206')"
"('Q00613', 'P45983')"
"('P24043', 'Q496J9')"
"('Q9UM11', 'P12757')"
"('P55210', 'O15392')"
"('O14936', 'Q9H4G0')"
"('P04350', 'Q9BQE3')"
"('P55055', 'Q9UNI6')"
"('Q969T4', 'Q9C040')"
"('O14686', 'O15198')"
"('P61513', 'P62945')"
"('P18146', 'Q92569')"
"('Q8WUM0', 'P52948')"
