negatives
"('Q9HD36', 'Q07812')"
"('Q66K89', 'Q96KQ7')"
"('Q99832', 'Q00005')"
"('Q99496', 'P35226')"
"('P41134', 'Q16666')"
"('P01106', 'Q16739')"
"('P62750', 'P42766')"
"('P18847', 'Q9BZD4')"
"('O95484', 'Q16625')"
"('P35568', 'P84022')"
"('P67812', 'P30480')"
"('Q9UBS8', 'Q96IP4')"
"('O14543', 'P40189')"
"('O15169', 'O95996')"
"('P14678', 'P62308')"
"('Q9BT78', 'Q7L5N1')"
"('P98077', 'P12931')"
"('Q8IY92', 'Q4G0J3')"
"('Q9Y478', 'Q16877')"
"('P25205', 'P62805')"
"('Q8N2Y8', 'P62820')"
"('P51617', 'O75643')"
"('Q01860', 'Q9H9S0')"
"('P10276', 'P05412')"
"('Q12873', 'Q13547')"
"('O96000', 'Q92574')"
"('P35225', 'Q07666')"
"('P49763', 'P22607')"
"('P29459', 'P10912')"
"('O15198', 'P07602')"
"('P68366', 'P04350')"
"('Q9UJX3', 'Q99459')"
"('Q96CG3', 'Q9BXS5')"
"('O00329', 'O14939')"
"('Q12778', 'P49815')"
"('O96014', 'O00755')"
"('Q9UNL4', 'P62805')"
"('P08243', 'P20226')"
"('O60925', 'Q5VU43')"
"('P10589', 'Q15777')"
"('Q15796', 'Q9UJX6')"
"('Q15788', 'Q0VDE8')"
"('P27105', 'Q9UHX1')"
"('Q14161', 'Q13153')"
"('Q9Y399', 'Q14197')"
"('P56524', 'P35354')"
"('P54819', 'Q9Y4K3')"
"('Q9BVJ7', 'Q8WVZ9')"
"('Q6VMQ6', 'Q6UVK1')"
"('O00571', 'Q99459')"
"('Q5JSJ4', 'Q96MT8')"
"('P09914', 'P05161')"
"('Q14164', 'Q2I0M4')"
"('P35222', 'Q9UI47')"
"('Q16665', 'Q9Y2N7')"
"('P17858', 'Q00653')"
"('Q9NTJ4', 'Q6ZVL6')"
"('P09001', 'Q9BYC9')"
"('Q9H175', 'Q96NE9')"
"('P62993', 'Q9UKW4')"
"('P09769', 'P42338')"
"('Q92956', 'Q9NRR5')"
"('Q99459', 'Q9Y2M2')"
"('P43026', 'Q16671')"
"('Q8IX12', 'Q9BUJ2')"
"('Q8WYR1', 'Q9Y243')"
"('O43561', 'P06239')"
"('Q9UH65', 'Q9NYQ7')"
"('Q9NX58', 'Q15050')"
"('Q99750', 'Q9HB75')"
"('Q9H1R2', 'Q15788')"
"('P23471', 'P49023')"
"('Q99962', 'Q99963')"
"('Q13191', 'P40238')"
"('Q15323', 'Q9Y2H1')"
"('P23025', 'Q9NS23')"
"('Q00987', 'Q13547')"
"('Q9Y3P9', 'Q9NRI5')"
"('P02647', 'O00214')"
"('Q13323', 'Q9HD36')"
"('Q9H1J1', 'Q96A72')"
"('P00533', 'P06493')"
"('P17676', 'Q16548')"
"('Q9Y6Q5', 'Q9BXS5')"
"('Q9NZI8', 'P52565')"
"('Q92831', 'P62805')"
"('P16220', 'Q9ULZ3')"
"('Q15233', 'P10275')"
"('P56192', 'Q9HAW0')"
"('P35462', 'P08754')"
"('Q15072', 'P18146')"
"('Q10570', 'Q13573')"
"('Q15024', 'Q7Z7E8')"
"('Q9NRR5', 'Q969H8')"
"('Q9NZ42', 'Q92542')"
"('Q15717', 'P26599')"
"('P49910', 'Q01844')"
"('Q14674', 'Q14683')"
"('O15379', 'P37231')"
"('Q99969', 'P07711')"
"('Q9NZC7', 'Q16630')"
"('O14745', 'P26038')"
"('O15524', 'Q14627')"
"('Q14164', 'Q96GD0')"
"('P12814', 'P08514')"
"('P05015', 'P16871')"
"('P51668', 'Q9Y4L5')"
"('Q9H173', 'P11171')"
"('Q9UKA4', 'Q8IY92')"
"('P05106', 'Q9Y3P9')"
"('Q16827', 'P27361')"
"('P18848', 'Q53ET0')"
"('Q12802', 'Q9H492')"
"('P15927', 'O60921')"
"('P10745', 'Q16600')"
"('Q9NQT4', 'P23246')"
"('Q16537', 'O15198')"
"('Q00005', 'P52815')"
"('P22694', 'O14827')"
"('P33240', 'Q6P1J9')"
"('P01106', 'O75190')"
"('P35626', 'Q8NH51')"
"('P67870', 'Q494V2')"
"('P10827', 'Q9Y6Q9')"
"('P08138', 'P63000')"
"('P60520', 'P15311')"
"('Q9UER7', 'Q9NS23')"
"('P18146', 'O14776')"
"('O94916', 'Q04206')"
"('Q14197', 'Q8NI60')"
"('Q9NZ43', 'Q96G97')"
"('P49674', 'O15169')"
"('Q16539', 'Q07812')"
"('P51532', 'P62805')"
"('P30450', 'Q13241')"
"('Q16637', 'O43251')"
"('P08514', 'P50552')"
"('Q9UMN6', 'P04183')"
"('P54619', 'Q92574')"
"('P16885', 'Q9UP65')"
"('O15111', 'Q00653')"
"('P01891', 'Q9Y4L1')"
"('P12814', 'O00151')"
"('Q5UIP0', 'P04792')"
"('Q04206', 'Q96AZ6')"
"('Q13283', 'P06730')"
"('P32519', 'P34810')"
"('Q09161', 'P52298')"
"('P55211', 'P55210')"
"('P84022', 'P26368')"
"('Q9Y3Q8', 'Q9NZJ4')"
"('P46783', 'P43146')"
"('O95166', 'Q9Y3P9')"
"('Q9Y5K6', 'O15131')"
"('P02775', 'Q9NX14')"
"('Q9Y6Y9', 'Q8IWL2')"
"('O75896', 'P50851')"
"('P18031', 'O60674')"
"('Q00005', 'P07900')"
"('Q01658', 'Q9NRF9')"
"('O43318', 'Q9HC29')"
"('O94811', 'P04406')"
"('P04637', 'Q9NR97')"
"('O14757', 'P31946')"
"('Q9BVI4', 'P19012')"
"('P08047', 'P28360')"
"('Q99497', 'P63279')"
"('O94776', 'P03372')"
"('P09603', 'P35968')"
"('P27986', 'P10398')"
"('P30511', 'P43626')"
"('P05386', 'O00193')"
"('Q8WWW0', 'Q92624')"
"('P24941', 'Q01094')"
"('Q16513', 'P02545')"
"('Q14103', 'P06730')"
"('Q96CW9', 'Q9HCJ2')"
"('Q9NXR7', 'Q5VTD9')"
"('Q9GZX6', 'Q01344')"
"('Q03112', 'P45984')"
"('Q9Y478', 'Q01844')"
"('P15153', 'Q7L576')"
"('P30874', 'P04899')"
"('P19838', 'Q86UA6')"
"('P01571', 'P08887')"
"('P17676', 'Q9Y2D1')"
"('P54253', 'O43776')"
"('Q15038', 'Q8NHQ1')"
"('O76071', 'O00159')"
"('Q9H4P4', 'P22607')"
"('P21926', 'Q99965')"
"('O14508', 'P40763')"
"('P02768', 'P47893')"
"('P41143', 'P04899')"
"('Q03181', 'P41182')"
"('P10147', 'P32246')"
"('Q8WYH8', 'P33993')"
"('Q9UBC3', 'Q92769')"
"('P16871', 'Q71U36')"
"('Q15365', 'Q9UHX1')"
"('Q9UKV0', 'P22415')"
"('Q00005', 'Q07021')"
"('P60604', 'P31146')"
"('Q9UHY7', 'O75928')"
"('P22612', 'P35498')"
"('Q9P0M6', 'Q8N257')"
"('P62258', 'P30304')"
"('P01241', 'Q16658')"
"('Q9UKV8', 'P08238')"
"('Q14194', 'Q9Y3A3')"
"('Q13368', 'Q9NYY3')"
"('P22612', 'Q02641')"
"('P52657', 'P20226')"
"('P54652', 'Q00613')"
"('Q13077', 'P62979')"
"('P49286', 'P04899')"
"('P55196', 'P63261')"
"('Q96NY9', 'P39748')"
"('Q13873', 'P12931')"
"('O14920', 'O15111')"
"('Q9H0H0', 'P16220')"
"('P43220', 'P49407')"
"('Q9Y6X2', 'P42229')"
"('Q99708', 'Q86YC2')"
"('Q01955', 'P08514')"
"('Q86V81', 'Q16629')"
"('O14775', 'P48736')"
"('Q8WYA6', 'O43395')"
"('P34981', 'P29992')"
"('P27797', 'P63104')"
"('Q9BY44', 'P18848')"
"('Q8N140', 'Q92624')"
"('P05231', 'P01023')"
"('P62714', 'P05129')"
"('O15123', 'P08069')"
"('Q15075', 'Q9Y265')"
"('P27694', 'P49643')"
"('Q9NVI1', 'Q9Y5V3')"
"('Q9NRL3', 'Q9BQ95')"
"('O00255', 'Q9BXW9')"
"('O43707', 'P12830')"
"('Q9UNQ2', 'Q9Y5V3')"
"('P02686', 'P01903')"
"('Q96QK1', 'O75436')"
"('P32121', 'Q8NGZ9')"
"('P56524', 'Q04917')"
"('O43597', 'Q9BY42')"
"('O60671', 'O75943')"
"('P18146', 'O95727')"
"('P42680', 'P04626')"
"('P62906', 'P62899')"
"('P39023', 'P83731')"
"('Q8N612', 'Q16799')"
"('Q14164', 'O15173')"
"('P19532', 'P21266')"
"('P48556', 'P62330')"
"('Q8IZP0', 'P63000')"
"('P01116', 'O00459')"
"('O75167', 'O95433')"
"('Q9H2U1', 'Q96JB5')"
"('P32121', 'Q8NGP2')"
"('P32121', 'Q8NH72')"
"('P63279', 'P41212')"
"('Q6FI13', 'Q96DB2')"
"('P48443', 'Q6UWE0')"
"('P55916', 'P27348')"
"('P46777', 'Q9HAU5')"
"('Q9UEE9', 'P84022')"
"('P62877', 'Q92765')"
"('P24593', 'P05121')"
"('O95715', 'P32248')"
"('Q02224', 'P49454')"
"('Q13387', 'P32456')"
"('P05771', 'P51828')"
"('P01106', 'Q9Y5X1')"
"('P33240', 'Q92499')"
"('P17612', 'P18846')"
"('Q96BY7', 'Q2TAZ0')"
"('P05113', 'Q969J5')"
"('P32969', 'Q9Y3U8')"
"('P63244', 'O75530')"
"('Q02363', 'P41970')"
"('P35609', 'O60941')"
"('Q6NZ67', 'Q14164')"
"('P54259', 'Q9HAU0')"
"('P05556', 'Q9Y6N6')"
"('Q8TBB1', 'Q9P209')"
"('Q8WW38', 'Q13363')"
"('Q8WUI4', 'P16104')"
"('P01106', 'P43378')"
"('O95551', 'Q92905')"
"('Q9BPX7', 'Q9UM11')"
"('Q96DB2', 'Q96A08')"
"('Q6IF36', 'P38405')"
"('P10144', 'P09874')"
"('P11274', 'P42229')"
"('P37231', 'P09210')"
"('Q14676', 'P54132')"
"('P26599', 'Q9Y5P6')"
"('P63215', 'P45983')"
"('P63173', 'P05388')"
"('P23246', 'Q01201')"
"('O60739', 'P84090')"
"('Q9Y4L1', 'P16104')"
"('Q9UKV8', 'P42766')"
"('Q9Y239', 'Q92905')"
"('Q9Y6M9', 'O15239')"
"('P01243', 'Q16186')"
"('Q9Y6H5', 'Q08117')"
"('Q99623', 'Q14164')"
"('P19022', 'P23467')"
"('P01889', 'O14737')"
"('Q04864', 'P29460')"
"('Q9Y4K3', 'P98170')"
"('Q9Y4K3', 'Q16658')"
"('Q13148', 'O00471')"
"('P31947', 'Q92934')"
"('P01889', 'P09661')"
"('P17947', 'P14598')"
"('P23511', 'O15155')"
"('P24394', 'P25942')"
"('Q9UKN8', 'Q12789')"
"('P35609', 'P18084')"
"('P07900', 'P11802')"
"('O43677', 'O43676')"
"('P13232', 'P16471')"
"('Q92796', 'Q8WV44')"
"('Q15831', 'Q7RTN6')"
"('Q9NPJ6', 'P10828')"
"('Q99570', 'P48643')"
"('Q9BYM8', 'P68036')"
"('Q9NRR5', 'Q9UHQ9')"
"('Q9UHA4', 'P28482')"
"('P18074', 'P28715')"
"('P19174', 'Q00169')"
"('Q14194', 'Q9NYL2')"
"('P21246', 'Q969Z0')"
"('P11388', 'O14980')"
"('P10644', 'P25054')"
"('Q99612', 'O60861')"
"('Q12824', 'Q92925')"
"('P00519', 'P01106')"
"('P23769', 'P10276')"
"('Q07889', 'P31152')"
"('P59768', 'P53779')"
"('P50148', 'P47712')"
"('Q9Y4K3', 'O00459')"
"('Q13363', 'Q15291')"
"('Q92731', 'Q92841')"
"('P78364', 'Q8IXK0')"
"('P61088', 'Q6ZSG1')"
"('P29400', 'P53708')"
"('Q96BY9', 'Q9NRS6')"
"('Q96R48', 'P38405')"
"('P24522', 'P02792')"
"('A8TX70', 'Q9UKX5')"
"('Q9HAV4', 'Q9Y2Q3')"
"('Q9UDY2', 'P11171')"
"('Q14209', 'Q01094')"
"('Q9NP97', 'Q07817')"
"('O95477', 'Q13424')"
"('Q6UVY6', 'P67870')"
"('Q09472', 'Q96PK6')"
"('Q9UM07', 'P68431')"
"('Q32MH5', 'P25054')"
"('Q13432', 'Q53FA7')"
"('Q04206', 'P01589')"
"('Q6UWE0', 'P51668')"
"('P62993', 'P27986')"
"('O00329', 'P49418')"
"('O60684', 'Q13303')"
"('Q92918', 'O75791')"
"('Q9P0J0', 'O95298')"
"('P15531', 'P10911')"
"('Q9Y4K4', 'P16333')"
"('P63167', 'Q9UKR5')"
"('P49427', 'Q9UBQ5')"
"('P63173', 'P19532')"
"('Q15717', 'P38936')"
"('Q7Z3B3', 'Q15834')"
"('P62851', 'P62266')"
"('Q9UKI8', 'O00161')"
"('P55273', 'Q00534')"
"('P30939', 'P08754')"
"('P49327', 'P63104')"
"('Q13535', 'Q9P0V9')"
"('O43504', 'Q9P2H0')"
"('Q8WZ19', 'Q9NP79')"
"('P18621', 'P49207')"
"('P29459', 'Q8IU57')"
"('P48643', 'P67775')"
"('P42575', 'Q14203')"
"('P01116', 'P68104')"
"('O60506', 'Q5JVS0')"
"('P43628', 'Q06124')"
"('Q16659', 'Q8NAV1')"
"('Q96JH8', 'Q9GZS1')"
"('Q8NEM7', 'Q9Y6J9')"
"('P03915', 'O95298')"
"('Q4LE39', 'Q96ST3')"
"('Q6ZU52', 'Q96ED9')"
"('O95832', 'O15551')"
"('P62158', 'O14920')"
"('Q04206', 'P01571')"
"('Q9UIS9', 'Q9H422')"
"('P54727', 'Q14203')"
"('Q9NU22', 'Q99459')"
"('P50991', 'Q99836')"
"('Q99708', 'P61968')"
"('Q9UJ41', 'Q9UL25')"
"('O00220', 'Q13618')"
"('P61978', 'P55345')"
"('O95376', 'Q9NRI5')"
"('Q99417', 'P25942')"
"('Q9Y5I7', 'C9JDP6')"
"('P40227', 'Q9Y2T4')"
"('O95433', 'Q9Y6E0')"
"('P40926', 'P23381')"
"('Q13555', 'O43306')"
"('O43918', 'P62993')"
"('Q9H469', 'Q9H0M0')"
"('P16671', 'Q9Y2C9')"
"('Q99677', 'O95467')"
"('P43405', 'Q6ZUJ8')"
"('P32969', 'P62945')"
"('P0CJ68', 'P25090')"
"('Q9P2H0', 'Q16864')"
"('Q9BSM1', 'P78364')"
"('P35998', 'Q16401')"
"('Q9NSB8', 'P42338')"
"('P37198', 'O60941')"
"('O95751', 'P05783')"
"('Q14669', 'O94985')"
"('Q08752', 'O95251')"
"('Q9NRG9', 'P12270')"
"('Q9BPY3', 'P47897')"
"('O00221', 'Q9UPN7')"
"('P57077', 'Q8N5C8')"
"('Q93009', 'O00463')"
"('Q92841', 'P03372')"
"('P42766', 'P62891')"
"('P61106', 'O14964')"
"('P18124', 'P62891')"
"('O60477', 'Q99759')"
"('P29460', 'P31785')"
"('Q15797', 'Q96RN5')"
"('P35222', 'P48436')"
"('Q9H081', 'Q13185')"
"('P41567', 'P60228')"
"('Q86V24', 'Q15831')"
"('P60953', 'Q9NSV4')"
"('Q9C0E4', 'Q5VTD9')"
"('P02511', 'O14920')"
"('O75369', 'P13612')"
"('P18564', 'P05129')"
"('Q9HAU4', 'Q9UBK9')"
"('Q9BYJ9', 'O43187')"
"('Q15714', 'P20618')"
"('Q99717', 'Q9UIS9')"
"('P32121', 'Q8NGD5')"
"('P22694', 'O15264')"
"('O00750', 'P04626')"
"('P31943', 'Q07955')"
"('Q9H2F5', 'P0C0S5')"
"('Q9UII2', 'P30711')"
"('P51532', 'P01106')"
"('P08134', 'Q969H4')"
"('Q9NRD5', 'Q5VTD9')"
"('P21673', 'Q5UIP0')"
"('P14770', 'P46108')"
"('P01730', 'P13765')"
"('P04731', 'P04637')"
"('P28702', 'Q13547')"
"('Q9Y266', 'P04222')"
"('Q7RTN6', 'Q15831')"
"('O43791', 'Q99836')"
"('P30305', 'P01112')"
"('P49720', 'Q9Y244')"
"('Q8N3U4', 'Q9NP77')"
"('Q13535', 'Q8IYD8')"
"('Q9HD26', 'O43752')"
"('P35968', 'Q96B97')"
"('P13010', 'Q8IW19')"
"('P40337', 'Q9Y3D9')"
"('Q9UBN7', 'A0JLT2')"
"('O60551', 'P67870')"
"('Q9BT78', 'Q13216')"
"('Q9UM73', 'P21709')"
"('P61421', 'P07741')"
"('Q96SM3', 'P27361')"
"('Q9H7L9', 'Q9HCU9')"
"('P16619', 'P51685')"
"('Q86U70', 'P81877')"
"('O14908', 'Q9Y3T9')"
"('P17612', 'P35222')"
"('Q15797', 'Q8IWI9')"
"('Q96R06', 'Q14990')"
"('P18564', 'P28482')"
"('Q99962', 'O14531')"
"('P37235', 'Q86UW9')"
"('Q9BXC9', 'P61289')"
"('P06241', 'P41240')"
"('Q08AD1', 'P62249')"
"('Q92963', 'Q5UIP0')"
"('Q9NZJ4', 'Q9NRD5')"
"('Q9NS56', 'P84022')"
"('P60953', 'Q92993')"
"('P12318', 'P29353')"
"('O43561', 'Q9H2G2')"
"('P53355', 'P26006')"
"('Q14103', 'Q15366')"
"('P51965', 'Q9NVP2')"
"('O75916', 'P04899')"
"('P56747', 'Q8NI35')"
"('Q9Y572', 'Q13158')"
"('P61073', 'P08754')"
"('P04626', 'P35354')"
"('P42858', 'Q8IUH5')"
"('P0C0S5', 'P06899')"
"('P13501', 'P46094')"
"('Q92611', 'Q7L1Q6')"
"('P51817', 'P49768')"
"('P01189', 'Q01726')"
"('O95819', 'P62906')"
"('P62330', 'P52272')"
"('Q13535', 'Q9UBT2')"
"('Q92765', 'P56704')"
"('Q13191', 'Q99962')"
"('Q9UL42', 'P16333')"
"('O95376', 'O43556')"
"('P62993', 'O94856')"
"('O43597', 'P35555')"
"('P59768', 'Q08828')"
"('Q8IX90', 'Q66LE6')"
"('Q10713', 'Q14197')"
"('Q09472', 'P25963')"
"('Q15418', 'P31946')"
"('Q8TAZ6', 'P49459')"
"('Q02790', 'O14920')"
"('P46782', 'P15880')"
"('Q15029', 'Q15393')"
"('Q9NPI6', 'Q6P2E9')"
"('P08621', 'Q15428')"
"('P01303', 'P20340')"
"('P61964', 'P51610')"
"('P11831', 'Q8IZQ8')"
"('Q9NVI1', 'Q13418')"
"('Q969V6', 'Q9ULH7')"
"('P04626', 'O15524')"
"('P41217', 'P10914')"
"('P50552', 'P17301')"
"('P04141', 'P08887')"
"('P35240', 'Q9BZE4')"
"('O43915', 'P22455')"
"('O00574', 'O60674')"
"('P13569', 'Q02817')"
"('Q9H492', 'Q9NT62')"
"('P62805', 'P49450')"
"('P13725', 'Q13651')"
"('O60237', 'Q02045')"
"('Q15021', 'Q9BPX3')"
"('P62195', 'Q00653')"
"('O60262', 'Q13698')"
"('Q8NFM4', 'P17612')"
"('Q99759', 'Q8IZP2')"
"('P61978', 'P0CG48')"
"('P05113', 'Q08334')"
"('Q9UJU2', 'P20265')"
"('P46779', 'Q9UNX3')"
"('Q08257', 'Q14164')"
"('Q9H6S0', 'Q13573')"
"('Q99933', 'P11142')"
"('406906', 'Q99650')"
"('Q13573', 'O75934')"
"('P63162', 'O75716')"
"('Q96IV0', 'P54727')"
"('P19438', 'Q9UKB1')"
"('Q13322', 'P10721')"
"('P43364', 'Q9GZT8')"
"('P63173', 'P01889')"
"('P43405', 'O14939')"
"('Q00005', 'Q15323')"
"('P98175', 'Q06055')"
"('P62993', 'P05787')"
"('P12830', 'P04264')"
"('O60739', 'Q9Y5K5')"
"('P05000', 'Q99665')"
"('P16035', 'P22061')"
"('P30153', 'P31751')"
"('P11021', 'P16949')"
"('O15111', 'Q9Y4H2')"
"('Q13315', 'P27694')"
"('Q02078', 'P14672')"
"('Q8WYR1', 'Q9Y259')"
"('P31749', 'P15336')"
"('P40763', 'O43741')"
"('Q86Y39', 'O75251')"
"('Q9Y5J5', 'P63167')"
"('Q8NCD3', 'P62805')"
"('P01106', 'Q6ZMI0')"
"('P17612', 'Q16816')"
"('Q9BQ66', 'Q03518')"
"('Q13526', 'P78412')"
"('Q92993', 'Q9P2H0')"
"('P19404', 'P49821')"
"('Q9P2R6', 'Q99504')"
"('P19793', 'O75528')"
"('P46527', 'P16949')"
"('Q99547', 'P82933')"
"('Q99962', 'P10721')"
"('P42336', 'P00533')"
"('P35626', 'Q8NGS3')"
"('Q15788', 'Q05996')"
"('A6NIT4', 'P14784')"
"('Q13535', 'O00469')"
"('P04628', 'O00144')"
"('Q8NHL6', 'P31995')"
"('Q8IX12', 'P52597')"
"('Q9GZV9', 'P11362')"
"('P52735', 'P05783')"
"('Q7Z6G3', 'Q9BU64')"
"('Q9NR30', 'P82933')"
"('P10144', 'P12956')"
"('P15498', 'P29597')"
"('O00505', 'P01889')"
"('O60244', 'Q9H2G2')"
"('P63104', 'Q96B36')"
"('P12931', 'Q9H1R2')"
"('O43639', 'Q9NQU5')"
"('P31749', 'Q16821')"
"('Q13485', 'P23769')"
"('Q92830', 'Q16594')"
"('P11229', 'P62879')"
"('Q68CP9', 'Q6STE5')"
"('O60318', 'P84022')"
"('P30542', 'Q9Y4L5')"
"('P49281', 'Q96PU5')"
"('P55160', 'Q96F07')"
"('Q02878', 'P26373')"
"('Q9NP84', 'Q13490')"
"('P31946', 'Q96JH8')"
"('Q969V6', 'Q04206')"
"('Q15797', 'P35711')"
"('Q8WV22', 'Q8IY18')"
"('Q8WTR7', 'Q14493')"
"('P46531', 'Q86Y01')"
"('P42224', 'Q92793')"
"('Q13547', 'Q8WXI9')"
"('P30511', 'Q8NHL6')"
"('P06241', 'P43699')"
"('P68366', 'P30050')"
"('P59768', 'P04899')"
"('P04183', 'P05452')"
"('Q15628', 'O00463')"
"('P07948', 'Q92835')"
"('Q9NPD3', 'Q99547')"
"('Q92558', 'O15145')"
"('P56524', 'P25963')"
"('Q92558', 'Q92747')"
"('Q9P107', 'Q96L33')"
"('Q96DH6', 'P62993')"
"('Q9Y2Q3', 'Q9UNL2')"
"('P17252', 'O14807')"
"('Q99880', 'O15047')"
"('P05013', 'P14784')"
"('Q13315', 'O95425')"
"('P12931', 'O15455')"
"('P62241', 'P62277')"
"('Q9Y2T4', 'Q06432')"
"('P01106', 'P11362')"
"('Q14192', 'Q9UBI1')"
"('Q00610', 'P09496')"
"('Q9BZL6', 'O76003')"
"('Q9UKK9', 'P01889')"
"('P53680', 'Q96CW1')"
"('P01857', 'Q8WZ42')"
"('P13688', 'P07355')"
"('Q66LE6', 'Q9NY47')"
"('Q9Y4A5', 'Q15648')"
"('O75167', 'P19174')"
"('Q9UH99', 'P52292')"
"('P62306', 'Q9UHX1')"
"('Q8WXE1', 'O75943')"
"('O43320', 'P29317')"
"('P61421', 'Q9NRF9')"
"('O00443', 'P00533')"
"('Q8N2Z9', 'Q0VG06')"
"('P09919', 'Q14626')"
"('P01106', 'O75746')"
"('O00459', 'Q06187')"
"('O15230', 'P98095')"
"('Q00013', 'Q13188')"
"('P01579', 'P42701')"
"('P62910', 'P62829')"
"('P12814', 'Q07157')"
"('P08729', 'Q04695')"
"('Q00005', 'Q14525')"
"('P18887', 'P12004')"
"('O15379', 'P48443')"
"('P42229', 'P46108')"
"('P12035', 'Q9BQ83')"
"('P30084', 'Q8IUF1')"
"('Q13573', 'Q01081')"
"('P52735', 'Q8IZP0')"
"('Q16512', 'P12814')"
"('O00629', 'P21980')"
"('P22888', 'P30679')"
"('Q9BUF5', 'Q9Y4K3')"
"('P39656', 'Q9H9G7')"
"('P46108', 'P14770')"
"('Q96Q35', 'O00204')"
"('P55196', 'Q07157')"
"('P04629', 'P23470')"
"('P54105', 'P62312')"
"('O00629', 'P63000')"
"('Q9HCE7', 'O60508')"
"('P46783', 'Q07021')"
"('P18146', 'O60711')"
"('Q9BZW7', 'Q13748')"
"('Q96LR5', 'Q99496')"
"('Q71UI9', 'Q8IYW5')"
"('Q9NQ31', 'O15264')"
"('P68366', 'Q96NA2')"
"('P62258', 'O60269')"
"('P49682', 'Q14847')"
"('Q9UKK9', 'P56537')"
"('P27708', 'P63104')"
"('Q6P4R8', 'P60709')"
"('O95630', 'P62993')"
"('P78334', 'O60296')"
"('P51003', 'Q15366')"
"('P08865', 'P62263')"
"('Q05516', 'P30556')"
"('P62993', 'P31785')"
"('P51170', 'O00308')"
"('Q8N6R1', 'Q01844')"
"('P42338', 'P23443')"
"('O00303', 'P18206')"
"('P48431', 'P19022')"
"('P98177', 'Q96EB6')"
"('Q02363', 'P36956')"
"('P62993', 'Q9ULV8')"
"('P35968', 'Q9NP31')"
"('Q99640', 'P06493')"
"('Q13485', 'Q92870')"
"('Q6ZMJ4', 'P54253')"
"('P01106', '407046')"
"('Q5JVS0', 'Q04759')"
"('Q13797', 'P46108')"
"('P67936', 'Q9BY11')"
"('P51114', 'Q9UKV8')"
"('Q9NT62', 'O95166')"
"('P49642', 'Q9Y265')"
"('Q9Y572', 'P0CG48')"
"('Q13315', 'Q9Y462')"
"('O95229', 'Q14457')"
"('Q92597', 'P36957')"
"('Q6ZP82', 'Q9NRI5')"
"('Q9UN74', 'Q96ID5')"
"('P49841', 'Q9Y6E2')"
"('Q9UEU0', 'O60499')"
"('Q93079', 'Q969S8')"
"('Q13535', 'P50750')"
"('O60671', 'Q9H492')"
"('Q9BVJ6', 'O95376')"
"('P55345', 'P61978')"
"('Q9H7L9', 'Q4LE39')"
"('Q13362', 'P62955')"
"('Q13287', 'Q9Y4Z0')"
"('P54257', 'Q9Y6M9')"
"('Q9H2H8', 'Q15365')"
"('Q13838', 'Q99459')"
"('O43909', 'Q15788')"
"('O60880', 'P21860')"
"('O75832', 'Q13200')"
"('P62136', 'P26678')"
"('P04156', 'P10809')"
"('Q15428', 'Q92841')"
"('P62633', 'P61626')"
"('Q9HCK5', 'Q15185')"
"('P51668', 'Q8TDB6')"
"('O15083', 'O75334')"
"('Q9Y5J5', 'Q9C0E2')"
"('P22694', 'Q9P2W3')"
"('P01236', 'P14653')"
"('Q96ID5', 'Q9Y2J2')"
"('P38936', 'Q7Z699')"
"('P28340', 'P06241')"
"('Q86YZ3', 'Q96BK5')"
"('P55157', 'Q9Y2H0')"
"('O95180', 'Q12791')"
"('Q9HAU4', 'Q9H0M0')"
"('P36897', 'P63104')"
"('P18124', 'P61313')"
"('Q16584', 'P45983')"
"('P40337', 'P61758')"
"('Q15942', 'Q9H422')"
"('P08069', 'O14543')"
"('Q29RF7', 'Q9Y2Q3')"
"('Q99459', 'A8K8P3')"
"('P29474', 'Q9NZT1')"
"('Q6UXH1', 'P01344')"
"('Q9UK32', 'P01111')"
"('Q8N392', 'P61587')"
"('Q12981', 'Q9NZ43')"
"('P46781', 'Q9Y4K3')"
"('Q969S8', 'P0C0S5')"
"('Q16514', 'O15265')"
"('P11177', 'Q14451')"
"('P23297', 'P17302')"
"('P12272', 'P05231')"
"('P35222', 'O94907')"
"('P01567', 'Q01344')"
"('Q13573', 'O75116')"
"('P05556', 'O00459')"
"('P18848', 'Q99871')"
"('O95931', 'P78364')"
"('Q5T1R4', 'Q13077')"
"('P06400', 'P42685')"
"('P05388', 'P05386')"
"('Q13573', 'O76094')"
"('O00459', 'P29353')"
"('O95072', 'Q8NDV3')"
"('P23396', 'P62847')"
"('P05109', 'Q14690')"
"('Q14152', 'P55884')"
"('O14745', 'P41231')"
"('P62847', 'P42677')"
"('P02751', 'P21980')"
"('P63165', 'Q9H2Y7')"
"('Q14457', 'Q9P0N9')"
"('O00238', 'P10114')"
"('Q9BRA2', 'P30480')"
"('O43707', 'O75578')"
"('Q9NSB8', 'Q9Y566')"
"('Q9H1Q7', 'P24941')"
"('Q99614', 'P04899')"
"('Q05655', 'Q9Y2R2')"
"('P60709', 'B0I1T2')"
"('P22455', 'O00329')"
"('Q16594', 'O60684')"
"('Q9HC29', 'P09651')"
"('P46531', 'Q5VTD9')"
"('P15927', 'Q9H9A7')"
"('Q9NQB0', 'Q15562')"
"('P62987', 'P0CG48')"
"('P58753', 'Q13217')"
"('Q12931', 'Q9Y2C9')"
"('O15379', 'Q9HCU9')"
"('Q96MG7', 'Q96SB8')"
