negatives
"('Q8IZE3', 'Q86X19')"
"('O15355', 'P34932')"
"('P43358', 'Q6DKI1')"
"('Q96JY0', 'O00303')"
"('P35240', 'P14868')"
"('Q96QG7', 'Q7Z6G3')"
"('Q8IVT5', 'Q9Y3M2')"
"('Q96NT1', 'Q9ULJ3')"
"('P13497', 'P04637')"
"('P18615', 'Q96SB4')"
"('Q96H20', 'Q86VN1')"
"('Q96BZ8', 'P56192')"
"('Q13571', 'Q9Y6I3')"
"('O43303', 'P0DPB3')"
"('Q14974', 'P17706')"
"('P27701', 'P19838')"
"('Q5H9I0', 'Q5T4S7')"
"('P98172', 'P29323')"
"('P0C7P0', 'P56381')"
"('P11498', 'O00308')"
"('P20849', 'P16070')"
"('P02751', 'P31943')"
"('P48736', 'P01116')"
"('P05067', 'O14879')"
"('Q96DA0', 'Q8IZM9')"
"('P51149', 'Q13885')"
"('Q9BQE3', 'P51149')"
"('Q14108', 'Q58DX5')"
"('P07814', 'O75027')"
"('Q13323', 'Q12983')"
"('Q13464', 'P24844')"
"('Q8WZ42', 'Q5VST9')"
"('P15880', 'P13639')"
"('P04629', 'Q8TCG1')"
"('Q9NX24', 'Q9Y2X3')"
"('Q5JTY5', 'Q9UBS4')"
"('Q12789', 'P52272')"
"('Q8NA54', 'Q9Y4K3')"
"('P04637', 'Q96AH0')"
"('P12830', 'Q9Y6W5')"
"('P54727', 'Q9H9S0')"
"('Q9Y4K3', 'P62191')"
"('P52630', 'P55265')"
"('O95167', 'P03897')"
"('Q9H0W5', 'Q15233')"
"('Q15942', 'P54253')"
"('A7E2V4', 'O14980')"
"('Q00610', 'Q8IW35')"
"('P84090', 'O60739')"
"('P11215', 'O60216')"
"('P62714', 'Q8N201')"
"('Q9C0D3', 'Q8NCI6')"
"('Q96SI9', 'P27540')"
"('Q96EG3', 'P60411')"
"('P78362', 'Q8TCU4')"
"('Q02447', 'Q00987')"
"('P17174', 'O14618')"
"('Q86Z20', 'Q9NX04')"
"('P43246', 'Q14195')"
"('Q9Y448', 'Q9BQ65')"
"('Q6IQ23', 'O15294')"
"('Q9UKV8', 'Q01813')"
"('Q9HC52', 'Q8IVW6')"
"('P18031', 'Q96KN1')"
"('Q9H3R5', 'P33176')"
"('P25205', 'Q14566')"
"('P20815', 'P00167')"
"('Q9HBW0', 'P50148')"
"('O15211', 'P60410')"
"('P53350', 'P78539')"
"('O15160', 'P0DPB6')"
"('P22307', 'O94763')"
"('P06239', 'P48023')"
"('O14980', 'P30305')"
"('Q9NXS2', 'Q8IU60')"
"('Q13554', 'Q14764')"
"('P29590', 'Q14653')"
"('Q9UJM3', 'Q99519')"
"('Q99714', 'P49736')"
"('P62273', 'Q96GM5')"
"('Q96A08', 'Q9BTT0')"
"('A5D8V6', 'Q9UK41')"
"('Q6P1X5', 'Q96EB6')"
"('P52209', 'P06280')"
"('O00560', 'Q9P2S5')"
"('P17612', 'Q8NGS6')"
"('Q9NY35', 'P25024')"
"('O75462', 'P34897')"
"('Q14203', 'P27695')"
"('Q13547', 'Q93077')"
"('Q13077', 'Q9NVF7')"
"('P30450', 'O95714')"
"('P19878', 'Q15759')"
"('Q9HAT2', 'O75354')"
"('Q9Y5J5', 'Q86XI2')"
"('P30153', 'Q9H0W5')"
"('O75531', 'P30480')"
"('Q9UHB6', 'O15027')"
"('Q9H8H2', 'Q12905')"
"('Q9Y265', 'O00115')"
"('Q9C019', 'P18206')"
"('P31327', 'P02768')"
"('P22087', 'Q8IVT5')"
"('Q8N4L8', 'Q9UKT9')"
"('Q16526', 'P11940')"
"('Q9H4I3', 'Q14457')"
"('Q9GZX5', 'P40337')"
"('Q9H7Z7', 'O00483')"
"('P52565', 'P54252')"
"('Q9UBU9', 'Q16629')"
"('Q969S2', 'O43186')"
"('P02751', 'P07741')"
"('Q9UGJ1', 'Q15834')"
"('P11310', 'Q9Y2K6')"
"('O95967', 'Q3SY46')"
"('P60409', 'O95363')"
"('Q96AG4', 'Q5BJF2')"
"('Q86VR8', 'O95427')"
"('Q9H0Q3', 'Q8N4V2')"
"('P21673', 'Q9Y383')"
"('Q13177', 'Q9P2A4')"
"('P62195', 'P28072')"
"('Q8IV20', 'P07476')"
"('Q15323', 'Q9Y586')"
"('Q02818', 'P04899')"
"('Q16891', 'Q9H9J2')"
"('O00471', 'P62330')"
"('P21926', 'Q15084')"
"('Q9H788', 'Q5VU43')"
"('Q12824', 'P62140')"
"('P17844', 'Q8WYQ5')"
"('Q9GZR7', 'P60228')"
"('Q9NS64', 'Q9BSE2')"
"('P09874', 'Q9ULG1')"
"('Q96DA0', 'Q96EQ0')"
"('Q53HC0', 'Q08379')"
"('Q9NYW8', 'Q969R5')"
"('Q8NI27', 'P35244')"
"('Q3ZCQ8', 'P20333')"
"('P27986', 'P00519')"
"('P06239', 'P40763')"
"('Q9H6S1', 'Q13114')"
"('Q16659', 'Q9H9B4')"
"('P84996', 'P21333')"
"('P78362', 'P09651')"
"('Q13619', 'Q9UNS2')"
"('Q9BUH8', 'P26196')"
"('O00501', 'Q92908')"
"('Q9H2G2', 'Q96RT1')"
"('Q06609', 'Q96BD6')"
"('Q6IN84', 'Q99797')"
"('P51965', 'O00762')"
"('Q99459', 'Q12874')"
"('P05412', 'Q15788')"
"('P18621', 'O00567')"
"('Q9BTD8', 'Q9Y3C6')"
"('Q99836', 'Q96FA3')"
"('P49286', 'Q9UBI6')"
"('Q9UMS4', 'Q9BW85')"
"('Q9NPJ3', 'O75521')"
"('Q13642', 'Q9H3M7')"
"('Q7L804', 'Q86YS3')"
"('P26368', 'P54819')"
"('Q9Y6D9', 'Q9UL15')"
"('Q9UHD1', 'O00116')"
"('Q01780', 'P04180')"
"('Q8TBB1', 'O95477')"
"('P12830', 'P31350')"
"('P06400', 'Q96FV9')"
"('O95816', 'P0DMV8')"
"('Q9BRK4', 'Q8TAE8')"
"('Q15050', 'Q15397')"
"('Q92985', 'P01567')"
"('P26640', 'P31146')"
"('P0C1Z6', 'Q9NNX1')"
"('P16220', 'P42858')"
"('P98194', 'Q8IYR6')"
"('Q13426', 'Q7Z2E3')"
"('P01106', 'P08183')"
"('O75955', 'Q12907')"
"('O00308', 'Q8NCT1')"
"('Q9NPC6', 'Q53GG5')"
"('P55327', 'P15311')"
"('Q05519', 'O75147')"
"('Q9UNP9', 'P68431')"
"('Q9BYR6', 'Q9UBR2')"
"('O75351', 'Q8N5M4')"
"('P28290', 'P62140')"
"('Q6PKC3', 'Q92793')"
"('P15884', 'Q9Y3B2')"
"('O76093', 'Q16620')"
"('Q9Y6T7', 'Q15323')"
"('O75592', 'P27348')"
"('Q92905', 'Q00610')"
"('P60520', 'Q01081')"
"('P25789', 'P67809')"
"('Q13509', 'Q7Z624')"
"('P51610', 'Q8IYH5')"
"('P13639', 'P00558')"
"('Q07889', 'P29350')"
"('Q8N8Y5', 'P28799')"
"('Q9BTP7', 'O15360')"
"('Q9UBL3', 'Q01094')"
"('Q02878', 'Q13620')"
"('P46776', 'P13984')"
"('O75586', 'P57721')"
"('Q9Y2H6', 'O43291')"
"('P49459', 'Q96KM6')"
"('Q9P2P5', 'Q9UK80')"
"('Q6W2J9', 'Q09028')"
"('Q9Y6D9', 'Q8TD31')"
"('Q96L21', 'P62888')"
"('Q07666', 'P20936')"
"('Q92542', 'Q92878')"
"('P60896', 'P48634')"
"('Q15678', 'P06748')"
"('Q13617', 'Q8N726')"
"('Q96RT8', 'P04629')"
"('Q8TCU4', 'Q66GS9')"
"('Q99593', 'P52952')"
"('P09417', 'Q8IZ07')"
"('Q01085', 'Q15365')"
"('Q14999', 'Q15050')"
"('P05362', 'P62314')"
"('Q02156', 'P15924')"
"('P62191', 'Q9Y5K8')"
"('P10586', 'Q86Y56')"
"('P17612', 'Q8NGZ5')"
"('Q92979', 'P27694')"
"('P12035', 'Q2M2I5')"
"('Q01968', 'Q13492')"
"('Q69YU3', 'Q9UQC2')"
"('Q7Z417', 'P49795')"
"('Q8NF37', 'P35558')"
"('Q9NTJ3', 'Q9Y6K9')"
"('Q6NUN9', 'P55884')"
"('Q9Y275', 'Q9NRB3')"
"('Q8NF50', 'O15145')"
"('Q9UKX7', 'Q15149')"
"('Q63HR2', 'P10721')"
"('P27918', 'Q5T7P2')"
"('Q92764', 'Q8TAU3')"
"('P08910', 'P18146')"
"('Q6NUQ1', 'Q96LP2')"
"('P12830', 'Q14C86')"
"('Q9Y383', 'Q8WUD4')"
"('O00716', 'Q96JM7')"
"('Q92599', 'O14980')"
"('O15503', 'P04035')"
"('Q07820', 'P60709')"
"('Q92504', 'Q9BYQ4')"
"('P38936', 'Q6EMB2')"
"('P35613', 'Q96A26')"
"('Q7Z3Y8', 'O76082')"
"('Q9H967', 'P51114')"
"('Q9Y4W6', 'P08574')"
"('P49761', 'Q8WTR7')"
"('P62318', 'Q9P258')"
"('Q96FJ2', 'Q9NSC5')"
"('Q52LR7', 'Q9NXR8')"
"('Q9Y5K6', 'Q15942')"
"('P25205', 'P52597')"
"('P22694', 'O60431')"
"('P04350', 'Q9BQE3')"
"('P68133', 'P63261')"
"('Q9H9Z2', 'Q13610')"
"('P35225', 'Q9UHX1')"
"('P20073', 'P62879')"
"('P04637', 'P14921')"
"('Q6ZU15', 'Q14141')"
"('P06400', 'Q13042')"
"('Q8TBB1', 'Q9Y316')"
"('Q9NRV9', 'P00533')"
"('Q14247', 'P22001')"
"('O95718', 'P53007')"
"('O95983', 'Q09028')"
"('Q96CS3', 'P51151')"
"('Q5JRA6', 'O00555')"
"('Q969H0', 'Q9H2X6')"
"('O14640', 'Q9UJX6')"
"('Q96NE9', 'Q9UJV3')"
"('Q86VP6', 'P31943')"
"('P26010', 'O75626')"
"('P08243', 'P07814')"
"('P04899', 'Q99614')"
"('P62714', 'P52790')"
"('Q8TAT6', 'Q6ZU80')"
"('Q567U6', 'Q8TCE6')"
"('P46926', 'Q6ICL3')"
"('Q63HQ0', 'P06400')"
"('P30968', 'P63092')"
"('P78371', 'Q969G5')"
"('Q13619', 'Q9NX09')"
"('Q9UBQ7', 'Q9UI32')"
"('P22087', 'P24941')"
"('P49023', 'P63261')"
"('Q01638', 'O95760')"
"('P05787', 'P02751')"
"('O75791', 'O15156')"
"('Q5TB30', 'P04637')"
"('Q8WX92', 'Q99459')"
"('P60411', 'Q7Z417')"
"('Q9UL18', 'O15160')"
"('Q12967', 'P45983')"
"('Q6K0P9', 'P0DPA2')"
"('Q15022', 'P20151')"
"('P02511', 'Q96EE3')"
"('P21281', 'Q16864')"
"('P35348', 'P29992')"
"('P19438', 'P43405')"
"('Q7LBC6', 'P62166')"
"('P35590', 'Q06124')"
"('Q9Y230', 'P49642')"
"('O14672', 'P62079')"
"('Q9UJX6', 'Q9UKT4')"
"('Q14999', 'Q9NX63')"
"('Q9UQ16', 'O60749')"
"('Q9NP74', 'P46379')"
"('Q92620', 'Q13242')"
"('Q99848', 'Q9UKV8')"
"('O75461', 'P60409')"
"('O76011', 'Q9NQT4')"
"('Q6NUS6', 'Q9Y4P3')"
"('P19174', 'Q8WX92')"
"('P49366', 'O60664')"
"('P51398', 'Q9Y676')"
"('Q01082', 'Q96CW1')"
"('Q14152', 'Q8TAF3')"
"('Q13347', 'Q9H2C0')"
"('Q8TBB1', 'Q86VP1')"
"('Q9UJX2', 'Q86T82')"
"('Q6A163', 'Q96IX9')"
"('P49411', 'Q9UMR5')"
"('Q15700', 'P61218')"
"('Q9Y2K5', 'Q9BQ66')"
"('P35658', 'Q92621')"
"('Q8WWY6', 'Q8WUU4')"
"('Q9BYQ3', 'Q7Z417')"
"('Q14966', 'Q99549')"
"('Q9NS75', 'O95837')"
"('P49639', 'Q15910')"
"('Q5JRV8', 'P46934')"
"('P46777', 'P46781')"
"('P11498', 'P49368')"
"('Q96P70', 'P55209')"
"('P60328', 'P26371')"
"('P09488', 'Q8N6S5')"
"('Q9P2B7', 'Q15154')"
"('Q15126', 'O14827')"
"('Q86YC2', 'P16104')"
"('Q15388', 'O96008')"
"('P41236', 'Q6P1N9')"
"('P25490', 'P11388')"
"('P78362', 'O75494')"
"('P50897', 'Q9NRD1')"
"('Q96H20', 'O14929')"
"('Q7Z3B4', 'Q16594')"
"('Q8IXY8', 'O95429')"
"('Q13233', 'P08238')"
"('Q9UHB7', 'Q8IUQ4')"
"('Q96TC7', 'Q9P0L0')"
"('P25054', 'Q8IVL1')"
"('P78362', 'Q68CZ2')"
"('O00560', 'Q15223')"
"('O94906', 'P35244')"
"('P51946', 'Q8N5R6')"
"('P04899', 'P20648')"
"('P38919', 'Q6IQ23')"
"('P24539', 'P05412')"
"('A8MW92', 'Q9H7Z6')"
"('P83916', 'Q8IY57')"
"('Q9Y277', 'Q9P0L0')"
"('Q9Y266', 'P84243')"
"('O75914', 'P61221')"
"('P48431', 'Q13948')"
"('Q8NHZ8', 'Q9UPP1')"
"('Q96T49', 'O14717')"
"('O95751', 'Q15973')"
"('Q14686', 'P06400')"
"('P41227', 'Q9NRY6')"
"('P27694', 'P00338')"
"('A1L188', 'Q9H078')"
"('O14640', 'P17252')"
"('P53675', 'Q96CW1')"
"('P63208', 'P30304')"
"('P02686', 'Q8TD19')"
"('Q96Q15', 'Q9Y5P8')"
"('Q9Y6N6', 'P08758')"
"('Q96A08', 'P16220')"
"('Q9NR71', 'P61218')"
"('P30153', 'Q9Y314')"
"('Q8TAT6', 'Q9HCE1')"
"('Q13432', 'O14569')"
"('Q86T24', 'Q9NQB0')"
"('P13747', 'P26717')"
"('Q14164', 'P49368')"
"('Q86WX3', 'O95758')"
"('P05089', 'Q70EK8')"
"('P29692', 'P19474')"
"('Q9Y2X9', 'Q16659')"
"('P11142', 'Q8WYQ5')"
"('P22681', 'Q13905')"
"('Q8WVT3', 'Q9Y5R8')"
"('Q8WUU5', 'Q4LE39')"
"('A6NED2', 'Q14642')"
"('P35244', 'O60216')"
"('Q9UBK9', 'O95425')"
"('Q99519', 'P17275')"
"('Q53GL0', 'P62195')"
"('O60603', 'P35247')"
"('Q13526', 'Q969H0')"
"('P16220', 'Q9BY41')"
"('Q16531', 'Q8N122')"
"('P56705', 'Q5JTY5')"
"('Q9NP92', 'Q96GC5')"
"('P23471', 'P21741')"
"('Q16595', 'P12814')"
"('Q8TCU4', 'O60308')"
"('P22694', 'P01100')"
"('P62714', 'Q9Y243')"
"('Q15366', 'Q01130')"
"('Q9ULR3', 'Q9UPQ3')"
"('P05408', 'P16519')"
"('O43143', 'P38919')"
"('Q93077', 'Q8WUI4')"
"('Q12772', 'P49336')"
"('P60520', 'Q12983')"
"('Q9Y5K6', 'Q9ULV8')"
"('Q9H7Z6', 'P11474')"
"('Q9Y6A5', 'P49959')"
"('O95352', 'Q6ICG6')"
"('P05181', 'P30084')"
"('Q96J92', 'P27348')"
"('P26367', 'Q96JC9')"
"('Q9H7B4', 'Q7Z3B4')"
"('P29317', 'Q9P0N5')"
"('Q969H0', 'Q3KQU3')"
"('Q7RTV0', 'O75533')"
"('P52799', 'Q8IWF6')"
"('P12004', 'O43427')"
"('Q567U6', 'Q15118')"
"('Q8NB14', 'A6NHT5')"
"('P16083', 'Q9HCE1')"
"('Q9H668', 'Q9ULK4')"
"('O60264', 'Q12830')"
"('Q6NUM9', 'Q01113')"
"('Q8IU54', 'P00533')"
"('Q9UPN3', 'Q96MT8')"
"('Q9UPT6', 'O14733')"
"('Q9Y5B6', 'Q9HCE1')"
"('O75530', 'Q9BSC4')"
"('Q9Y2K6', 'P36406')"
"('Q9Y4K3', 'P10636')"
"('Q96PN8', 'O95678')"
"('Q8TBK6', 'O95848')"
"('P62699', 'O60336')"
"('Q9H7X7', 'A0AVF1')"
"('Q9NZD8', 'O95214')"
"('Q8N157', 'O75665')"
"('P15336', 'P10828')"
"('O15160', 'Q9H0S4')"
"('Q9Y3D5', 'P49917')"
"('Q9GZT3', 'Q86YB7')"
"('O95881', 'P06748')"
"('Q6NXT2', 'Q9H7B4')"
"('P00533', 'O00268')"
"('P06401', 'P0DMV8')"
"('Q5U5R9', 'O75925')"
"('P00558', 'P68366')"
"('Q8NHZ7', 'Q13330')"
"('Q92499', 'Q92597')"
"('Q9P275', 'Q969H0')"
"('Q9HCE1', 'P32969')"
"('P17252', 'Q08462')"
"('Q9P055', 'P17980')"
"('O95388', 'Q9NYU2')"
"('Q9BSD7', 'Q5S007')"
"('Q8NI29', 'P63208')"
"('Q13555', 'P51828')"
"('Q13596', 'Q15041')"
"('Q5TCX8', 'P31946')"
"('Q12800', 'Q96LZ3')"
"('P17612', 'P54710')"
"('O75530', 'P08727')"
"('Q9UMX1', 'Q2M1P5')"
"('Q9BYG5', 'Q9Y6N7')"
"('Q9UBV2', 'Q02878')"
"('Q9UPN9', 'Q66K64')"
"('Q8IXB1', 'Q13620')"
"('Q99459', 'P49368')"
"('Q8NEG0', 'Q15323')"
"('Q2TAY7', 'P10646')"
"('P21359', 'Q8IVT5')"
"('P05067', 'P53365')"
"('P46060', 'Q10570')"
"('Q15583', 'P56545')"
"('Q8NCN4', 'Q96ST3')"
"('P01889', 'Q9Y3F4')"
"('O43296', 'P60370')"
"('P11940', 'Q93034')"
"('Q4VC31', 'Q15366')"
"('Q92905', 'P19387')"
"('P45974', 'Q9NRC8')"
"('Q3LI76', 'Q52LG2')"
"('Q96EP5', 'Q9Y2V2')"
"('O95863', 'Q08043')"
"('P11831', 'Q92993')"
"('Q9Y2P5', 'Q14103')"
"('Q96C01', 'Q9Y6H1')"
"('P05412', 'Q6STE5')"
"('Q9P2A4', 'Q63ZY3')"
"('O00159', 'Q9GZS1')"
"('Q5BKT4', 'P30556')"
"('Q05193', 'P27986')"
"('P61218', 'Q7Z333')"
"('O95983', 'Q92769')"
"('Q9Y4J8', 'P60709')"
"('Q8IYB3', 'P09651')"
"('Q8NEV4', 'P0CAP2')"
"('P84090', 'Q16637')"
"('P34932', 'Q9Y6Y8')"
"('Q13671', 'Q7Z6G8')"
"('Q6P988', 'Q93098')"
"('O00327', 'Q96P16')"
"('O43543', 'O43502')"
"('P62699', 'Q9GZU7')"
"('Q9H467', 'O75807')"
"('Q9BRQ3', 'Q86T24')"
"('Q9ULZ3', 'P11234')"
"('Q9C0E2', 'Q9Y2Q3')"
"('P51148', 'Q9UBH6')"
"('Q09472', 'P10914')"
"('Q5BJF6', 'Q86V48')"
"('P41743', 'Q8TAA9')"
"('Q3ZCM7', 'Q02083')"
"('Q15973', 'Q9Y2T1')"
"('P05783', 'P68431')"
"('Q9HCC0', 'P54274')"
"('Q9UPT9', 'O95274')"
"('P68104', 'P39019')"
"('Q9Y230', 'O00469')"
"('O75643', 'Q7L2J0')"
"('Q92922', 'Q96GM5')"
"('Q99961', 'P18089')"
"('O75925', 'Q92585')"
"('Q9BUN8', 'Q13200')"
"('P14618', 'Q15051')"
"('P16220', 'Q8N5C7')"
"('P54277', 'P45974')"
"('P62241', 'P55072')"
"('Q16635', 'P19021')"
"('P25311', 'P60520')"
"('Q9H1A4', 'Q9P2P5')"
"('P35240', 'P13010')"
"('Q9UK59', 'P48729')"
"('Q5BKZ1', 'P06702')"
"('O15156', 'Q9BQG0')"
"('P49746', 'P06756')"
"('P45984', 'Q92934')"
"('Q8TBB1', 'Q8TCE9')"
"('Q9BVN2', 'Q96A09')"
"('Q13233', 'P40939')"
"('P49840', 'P35221')"
"('O60701', 'O43493')"
"('P53985', 'P04629')"
"('P26368', 'Q99439')"
"('O75925', 'P10071')"
"('Q15006', 'O43402')"
"('Q9ULK5', 'P21589')"
"('P24941', 'P55060')"
"('P40337', 'Q9Y5M8')"
"('O14980', 'Q8N9W5')"
"('P0DP25', 'P11233')"
"('Q9UNW1', 'Q2MV58')"
"('Q9Y478', 'Q7L2H7')"
"('P99999', 'P21796')"
"('Q9P2S5', 'Q9UHV9')"
"('P30041', 'Q9H492')"
"('Q13547', 'P12830')"
"('O95630', 'Q9NZZ3')"
"('P55011', 'Q13418')"
"('P55036', 'P21980')"
"('Q9UKY1', 'Q9Y6X8')"
"('P59768', 'Q92633')"
"('P12236', 'Q9NWF9')"
"('P09237', 'Q6VN20')"
"('Q13574', 'Q6EEV4')"
"('Q9UJX4', 'Q12888')"
"('Q8WUM4', 'Q9H444')"
"('Q92878', 'Q6ZW49')"
"('P43360', 'Q96A33')"
"('P23508', 'P07814')"
"('P61586', 'P53779')"
"('P55795', 'P26368')"
"('Q96EX3', 'Q9BYV2')"
"('Q8NGG6', 'P62873')"
"('P46527', 'O43463')"
"('P68400', 'Q8TAP6')"
"('Q9BRA2', 'O75083')"
"('P08648', 'Q9NVD7')"
"('P14854', 'Q9P0L0')"
"('Q9Y5B0', 'Q68E01')"
"('Q8WZA9', 'Q9NYY3')"
"('P54578', 'Q9UBU9')"
"('Q6P2H3', 'Q15468')"
"('O75386', 'P11055')"
"('Q86WT6', 'P61077')"
"('P29372', 'P48047')"
"('O14810', 'P53992')"
"('Q9UIK4', 'P05067')"
"('P49736', 'O14715')"
"('Q96NX5', 'P29474')"
"('O00299', 'P24539')"
"('Q86UQ8', 'P19338')"
"('Q12905', 'Q7Z2W9')"
"('Q07864', 'P01106')"
"('Q9H6T3', 'Q6VAB6')"
"('P42858', 'P27361')"
"('Q9P2N7', 'Q53GT1')"
"('Q9Y5K6', 'Q2M389')"
"('O15427', 'Q86WQ0')"
"('P29966', 'P11802')"
"('Q9UBX2', 'P62917')"
"('Q06455', 'Q96T58')"
"('Q29974', 'P28067')"
"('Q969R8', 'Q9Y343')"
"('Q9H444', 'O95630')"
"('P14324', 'Q00796')"
"('Q96MX6', 'O75665')"
"('A6NCE7', 'Q9NT62')"
"('Q6PI77', 'Q99757')"
"('Q9ULV4', 'Q8WTR2')"
"('Q9C0B0', 'P41250')"
"('Q53EU6', 'Q9P0N5')"
"('P11441', 'Q9NR28')"
"('P46777', 'P18124')"
"('P05023', 'Q96T76')"
"('Q16891', 'P33240')"
"('Q9BU23', 'Q401N2')"
"('Q9UQ35', 'Q504Q3')"
"('P07947', 'P49407')"
"('P45973', 'Q8NC26')"
"('Q9H165', 'A8MW92')"
"('Q01081', 'Q9UBU9')"
"('Q9Y6H5', 'Q9Y5A7')"
"('Q9ULK4', 'Q9NV56')"
"('P07339', 'P38606')"
"('Q9NV70', 'Q8IYI6')"
"('Q16637', 'O60551')"
"('Q86YT6', 'Q9Y2D8')"
"('Q8N8X9', 'Q6ZNL6')"
"('P13612', 'Q14671')"
"('P27348', 'Q8NHG8')"
"('Q69YQ0', 'P63279')"
"('P63096', 'O95398')"
"('Q86TM6', 'P16435')"
"('P01106', 'P04844')"
"('P56524', 'Q13761')"
"('P26599', 'P51946')"
"('Q15021', 'P51911')"
"('P06213', 'P62979')"
"('Q03154', 'O00189')"
"('P62249', 'Q9Y3U8')"
"('O60229', 'P63000')"
"('Q15560', 'Q12800')"
"('Q14526', 'P56524')"
"('Q04941', 'Q13323')"
"('Q8IYB3', 'P49759')"
"('O00429', 'Q9Y3D6')"
"('P48431', 'O96019')"
"('P35226', 'Q5TH69')"
"('Q96DG6', 'Q9NRG4')"
"('P40933', 'Q8N6P7')"
"('P19525', 'O00425')"
"('O43639', 'Q96DN6')"
"('P15248', 'Q9HC73')"
"('P49407', 'P61978')"
"('P51668', 'Q13617')"
"('O75815', 'Q96AG4')"
"('P16220', 'Q15329')"
"('Q8TD19', 'Q86SG6')"
"('Q96C00', 'Q8TAU3')"
"('Q9BYQ3', 'Q8NEC5')"
"('P68400', 'P43629')"
"('P61513', 'Q05655')"
"('P50213', 'P50990')"
"('P15976', 'P25791')"
"('P45974', 'P40227')"
"('Q99832', 'P35228')"
"('P61254', 'P62633')"
"('P36508', 'O95678')"
"('O43765', 'Q8IY18')"
"('P16278', 'Q9UDY4')"
"('Q86YV5', 'P31947')"
"('Q96ME7', 'Q16666')"
"('Q14185', 'Q9UKB1')"
"('Q6P597', 'Q9UBC1')"
"('Q9BQ52', 'P31939')"
"('O14948', 'P09651')"
"('Q5C9Z4', 'P22087')"
"('Q5JTH9', 'Q9H9S0')"
"('P14618', 'O00161')"
"('Q99706', 'P29350')"
"('P04839', 'P14780')"
"('P51957', 'Q86WV1')"
"('P12004', 'Q9UBZ9')"
"('P67775', 'Q8IV20')"
"('Q8NHA4', 'Q9P2W3')"
"('O00443', 'P49746')"
"('O75083', 'Q96H55')"
"('O43236', 'P06400')"
"('Q13526', 'Q9NZB8')"
"('P13725', 'P48551')"
"('P84103', 'Q9UBX2')"
"('P61266', 'O14795')"
"('O60262', 'P62070')"
"('A8MQ03', 'Q96N21')"
"('Q8TF50', 'O75791')"
"('P07339', 'P50897')"
"('P60369', 'Q63HR2')"
"('Q9NRC8', 'Q00987')"
"('O95295', 'Q8TDM0')"
"('Q96BA8', 'P42857')"
"('P60410', 'Q3LI76')"
"('P55040', 'Q9UBF6')"
"('Q13137', 'Q9Y4Z0')"
"('Q6IPU0', 'Q7L2Z9')"
"('O15084', 'Q96C92')"
"('P04198', 'P10275')"
"('Q765P7', 'P13196')"
"('O60763', 'P04629')"
"('Q14055', 'Q13683')"
"('Q96CS3', 'Q9Y385')"
"('Q9NVU0', 'Q9BUI4')"
"('Q9HAQ2', 'Q9Y2J4')"
"('Q9P2N5', 'Q9NQ29')"
"('Q99942', 'O43542')"
"('Q5TCX8', 'Q5VZ89')"
"('Q71U36', 'Q9H7E9')"
"('O95486', 'Q15437')"
"('Q05655', 'Q8N556')"
"('Q14896', 'P60709')"
"('O75044', 'Q15678')"
"('Q9Y314', 'P52294')"
"('Q8WVV9', 'Q9H8M7')"
"('Q96HY7', 'P09622')"
"('P21980', 'P51178')"
"('P35222', 'P50616')"
"('Q96T60', 'Q86Y56')"
"('Q92633', 'Q8N8J7')"
"('P04637', 'Q9Y399')"
"('Q9NRR5', 'P01282')"
"('Q92608', 'P60331')"
"('Q9UJX5', 'O60216')"
"('Q14999', 'Q07666')"
"('P04792', 'O95373')"
"('Q6AZY7', 'Q9UIA9')"
"('Q6DD87', 'O95466')"
"('Q9C009', 'P51114')"
"('P63220', 'P31947')"
"('P46777', 'Q14562')"
"('P78527', 'P16144')"
"('Q6NXT1', 'P51451')"
"('Q9UJX6', 'Q93009')"
"('Q13769', 'Q9H1B4')"
"('P00441', 'P00338')"
"('Q13148', 'P40818')"
"('Q92905', 'P04792')"
"('P05412', 'P02545')"
"('P17542', 'Q9UKY1')"
"('Q8TD16', 'Q15154')"
"('Q92545', 'Q9H6Z9')"
"('Q15011', 'Q9UKV5')"
"('Q9H079', 'Q13885')"
"('Q96AH8', 'Q96NA2')"
"('Q9NX47', 'P63279')"
"('P10599', 'P01889')"
"('Q13620', 'P02533')"
"('Q9UJV9', 'O43390')"
"('P62993', 'O60636')"
"('Q00597', 'Q9BXW9')"
"('Q9Y3D7', 'Q5VT66')"
"('P05067', 'Q9NRZ7')"
"('Q9UKE5', 'Q9Y230')"
"('Q9H1A4', 'P51955')"
"('Q8N5N7', 'Q9NX20')"
"('Q06124', 'P49023')"
"('Q86V81', 'Q14684')"
"('Q5T7W0', 'Q96PU4')"
"('P14923', 'Q15678')"
"('Q9Y697', 'P04637')"
"('P62979', 'P04626')"
"('Q6WCQ1', 'P21333')"
"('P54257', 'P0DMV8')"
"('Q8N205', 'P11686')"
"('Q96I15', 'P62314')"
"('P31946', 'Q13627')"
"('P51946', 'Q13889')"
"('O14807', 'O00459')"
"('P60370', 'Q9BYQ0')"
"('Q02543', 'P47914')"
"('P26045', 'Q96KM6')"
"('Q13469', 'P40937')"
"('Q5TA78', 'Q6L8G9')"
"('P0C5Z0', 'P62807')"
"('P18206', 'Q0VDD7')"
"('P32455', 'Q3LXA3')"
"('Q13571', 'Q5T700')"
"('Q13315', 'Q96T51')"
"('O60318', 'P54132')"
"('P31947', 'Q9H6H4')"
