negatives
"('P42345', 'Q07817')"
"('Q9UL18', 'P62277')"
"('Q9UKE5', 'Q14558')"
"('P01242', 'Q969J5')"
"('O75554', 'Q15029')"
"('Q03135', 'P48995')"
"('Q8NEM7', 'O75528')"
"('Q9UBF2', 'Q99459')"
"('P54725', 'Q01831')"
"('Q9GZS3', 'P49459')"
"('Q4LE39', 'Q92769')"
"('P06241', 'P16885')"
"('Q96F24', 'P10276')"
"('Q00653', 'Q16836')"
"('O75019', 'P12314')"
"('Q9NP98', 'P35609')"
"('P46108', 'Q92569')"
"('O43493', 'P19174')"
"('Q8WVD3', 'Q16594')"
"('O75461', 'Q96B01')"
"('O00187', 'P01024')"
"('Q9Y2Z9', 'Q05516')"
"('Q15843', 'P62753')"
"('P68366', 'Q8NDZ2')"
"('Q99961', 'P08581')"
"('Q9Y678', 'P30480')"
"('Q13976', 'Q01814')"
"('P01106', 'O14981')"
"('407007', 'P46527')"
"('P80098', 'P51681')"
"('Q14031', 'P98095')"
"('P62701', 'P62854')"
"('Q9UJX4', 'Q8WWL7')"
"('Q8NEM7', 'Q9NRR5')"
"('Q16637', 'Q5JVS0')"
"('P41134', 'P15884')"
"('O43252', 'P68104')"
"('P14210', 'P08138')"
"('O95551', 'P63279')"
"('P20273', 'P27986')"
"('P68133', 'Q9UI47')"
"('Q08170', 'P14866')"
"('P36897', 'Q9H5K3')"
"('Q92922', 'Q8NFD5')"
"('P37108', 'P62993')"
"('P50991', 'Q9Y2T4')"
"('O60674', 'P42229')"
"('Q96QC0', 'P62136')"
"('P26447', 'Q13432')"
"('P07948', 'Q03405')"
"('P04183', 'Q9BRK5')"
"('P20823', 'Q9UHC9')"
"('Q9Y4G8', 'P01112')"
"('Q9NWT6', 'Q96DX5')"
"('Q9P0J0', 'O95298')"
"('Q12913', 'O60716')"
"('P38432', 'Q9H2G4')"
"('P35222', 'P12830')"
"('Q13507', 'P54920')"
"('Q8N488', 'Q06587')"
"('P60953', 'Q9UQB8')"
"('Q99873', 'Q5JVS0')"
"('Q09472', 'P68431')"
"('Q13315', 'P13984')"
"('P23508', 'O60493')"
"('O75340', 'Q9Y5Z4')"
"('Q9UJU2', 'Q8N2W9')"
"('Q9Y6K8', 'Q9NRL3')"
"('Q9UNS1', 'O94761')"
"('Q8NGV6', 'P01871')"
"('Q9ULM3', 'O75528')"
"('Q9NX58', 'Q9UKY1')"
"('Q9UH92', 'Q9UHR5')"
"('P15336', 'Q70SY1')"
"('Q13554', 'Q12968')"
"('P63104', 'Q6ICG6')"
"('Q14197', 'Q96E29')"
"('P31431', 'Q9BRJ7')"
"('Q86UT6', 'P22695')"
"('Q7L5N1', 'Q15102')"
"('O00590', 'P80075')"
"('Q9UL18', 'P61313')"
"('O15264', 'Q9Y6M1')"
"('P60896', 'O43809')"
"('Q99750', 'Q8NA54')"
"('Q9Y5K5', 'Q99436')"
"('Q9UIF9', '100008587')"
"('P61952', 'Q16539')"
"('Q9Y376', 'Q06609')"
"('Q8IVH8', 'P0CG47')"
"('P02786', 'Q9P0V3')"
"('P53350', 'Q9Y5V3')"
"('O95049', 'O14493')"
"('Q13087', 'P21246')"
"('P51817', 'P63096')"
"('Q92956', 'P08670')"
"('P27635', 'P62888')"
"('P09601', 'P31483')"
"('O75674', 'Q9UK61')"
"('P60709', 'Q92597')"
"('Q01094', 'Q9Y468')"
"('P01570', 'P26951')"
"('P46776', 'Q9UKV8')"
"('Q14416', 'Q9UK08')"
"('P08047', 'Q15759')"
"('O43809', 'P17050')"
"('Q9UKE5', 'P43487')"
"('Q8TAD8', 'Q8IWX8')"
"('Q9UKX5', 'P16144')"
"('P17693', 'P30457')"
"('Q14164', 'Q04760')"
"('P01106', 'Q9Y6J0')"
"('P53675', 'O95782')"
"('P36542', 'P06576')"
"('Q9UKX5', 'P46109')"
"('Q9Y3C5', 'Q6ZVM7')"
"('Q15334', 'Q14160')"
"('O00548', 'P46531')"
"('P62993', 'Q9H400')"
"('P15498', 'P50570')"
"('O15520', 'P08069')"
"('P22681', 'Q9ULH1')"
"('Q9Y6J9', 'O75529')"
"('Q9NVX0', 'Q99871')"
"('P32121', 'Q6IF36')"
"('P50750', 'Q13573')"
"('Q8N163', 'O14744')"
"('P55854', 'Q09472')"
"('P67870', 'P35251')"
"('P19012', 'Q8TBB1')"
"('P61073', 'P43403')"
"('O60896', 'O95467')"
"('P78314', 'P06239')"
"('Q14683', 'Q9UQE7')"
"('Q14240', 'P51955')"
"('Q9Y2L1', 'Q13868')"
"('Q9NRI5', 'Q5SW79')"
"('P63208', 'Q16526')"
"('Q12873', 'Q8N2W9')"
"('Q8NEZ4', 'Q14686')"
"('O14610', 'P63096')"
"('P54619', 'P54646')"
"('Q8WX94', 'Q9UNN5')"
"('Q92624', 'Q9NZZ3')"
"('O95067', 'P38936')"
"('Q9BYM8', 'Q13077')"
"('Q96T76', 'Q15714')"
"('O43524', 'O43474')"
"('Q13263', 'P04150')"
"('P29692', 'P30480')"
"('P03372', 'P42229')"
"('Q13573', 'O95239')"
"('P10147', 'P32248')"
"('Q8NBJ4', 'P49759')"
"('P58876', 'P20671')"
"('Q15758', 'Q9Y2Q3')"
"('Q99816', 'P02792')"
"('Q13200', 'P61289')"
"('P04040', 'O60684')"
"('Q16548', 'Q9BXH1')"
"('P16871', 'P37802')"
"('Q15906', 'Q9HAF1')"
"('Q13435', 'Q01081')"
"('P35222', 'O43623')"
"('P28482', 'Q9H8Y8')"
"('Q96PM5', 'Q9UQM7')"
"('Q04206', 'P60568')"
"('Q9BQA1', 'P52756')"
"('Q9NVC6', 'Q9UHV7')"
"('Q14565', 'P27694')"
"('Q9Y5B9', 'Q08945')"
"('P22455', 'Q9ULV8')"
"('P00519', 'Q96RL7')"
"('Q7L5A8', 'Q9NRR5')"
"('Q9BXW9', 'P54132')"
"('P24941', 'P36873')"
"('Q9H2X3', 'P01137')"
"('Q16629', 'P07910')"
"('P20333', 'P43003')"
"('Q9BUZ4', 'Q99743')"
"('P01116', 'P42771')"
"('P62906', 'P49207')"
"('P61604', 'P40337')"
"('Q13315', 'Q8TCS8')"
"('Q13200', 'Q16186')"
"('Q9Y697', 'P25325')"
"('P01579', 'Q9UHF4')"
"('P46777', 'P27635')"
"('Q07889', 'Q13813')"
"('O95400', 'P09012')"
"('P46778', 'P46776')"
"('Q9BXJ9', 'P23508')"
"('P07996', 'Q01094')"
"('O76095', 'Q16763')"
"('P06241', 'O60244')"
"('P15170', 'Q13075')"
"('Q13490', 'P20333')"
"('P17947', 'P25942')"
"('P05771', 'Q70SY1')"
"('Q86XK2', 'P10599')"
"('Q96ST3', 'O00255')"
"('O14777', 'Q14203')"
"('P27540', 'Q99814')"
"('P63092', 'P63218')"
"('Q16548', 'P05412')"
"('P04183', 'Q8IY92')"
"('Q92597', 'P83731')"
"('P19525', 'Q16539')"
"('P30086', 'Q9UKS6')"
"('Q676U5', 'Q9GZQ8')"
"('Q14204', 'P51149')"
"('Q9UNM6', 'O00233')"
"('P10914', 'Q96DX7')"
"('Q13114', 'Q96CV9')"
"('P35326', 'Q08881')"
"('P15927', 'Q9BSB4')"
"('P06400', 'Q9Y676')"
"('Q13315', 'Q9C0C9')"
"('O43639', 'P21860')"
"('P63165', 'Q9P0U3')"
"('P62847', 'P62857')"
"('P16333', 'Q8TB24')"
"('P26583', 'Q99684')"
"('P35228', 'Q99612')"
"('P10275', 'Q13547')"
"('Q15287', 'O43464')"
"('Q8IVT5', 'P27361')"
"('P98082', 'P16333')"
"('Q16288', 'P98077')"
"('P23229', 'P04626')"
"('Q96LZ3', 'Q53ET0')"
"('P63096', 'Q16539')"
"('P17612', 'P10276')"
"('Q14203', 'P43360')"
"('P04637', 'Q92925')"
"('P04049', 'Q07890')"
"('P43250', 'P25024')"
"('Q9Y265', 'O75940')"
"('P54198', 'Q9NVP2')"
"('P38936', 'O94921')"
"('P31946', 'P30305')"
"('Q969T4', 'Q9UBS8')"
"('Q16539', 'P17181')"
"('P36575', 'Q8IZ40')"
"('Q9Y4K3', 'P35998')"
"('P54136', 'P30480')"
"('P51946', 'P24928')"
"('Q00610', 'Q07912')"
"('Q16659', 'P27635')"
"('Q9Y617', 'Q9Y4K3')"
"('P62993', 'Q13163')"
"('P09874', 'P12956')"
"('P50150', 'Q08828')"
"('P04222', 'Q13263')"
"('A4D0S4', 'P16144')"
"('P24941', 'O43524')"
"('P0C0S8', 'Q8N257')"
"('Q96CW1', 'Q13422')"
"('Q9NZN4', 'O94973')"
"('Q9GZT5', 'O60353')"
"('Q6UWB1', 'P42224')"
"('P25942', 'P34932')"
"('O95376', 'O43683')"
"('O43293', 'P40429')"
"('P67809', 'Q13242')"
"('Q15418', 'P55072')"
"('Q86YV5', 'Q05086')"
"('Q13164', 'Q14789')"
"('P32119', 'O15131')"
"('P61353', 'P62913')"
"('P04155', 'Q9UMX0')"
"('P63104', 'Q9NRI5')"
"('P18146', 'P01127')"
"('P62854', 'P22090')"
"('Q8NEM0', 'Q9BPX3')"
"('Q15041', 'Q969H0')"
"('P12931', 'P42229')"
"('Q92956', 'Q8TB96')"
"('P52798', 'P35916')"
"('P63092', 'O60262')"
"('P23025', 'P54727')"
"('P62993', 'Q5JNZ3')"
"('P78362', 'Q07955')"
"('P24864', 'O43463')"
"('O60602', 'Q9NWZ3')"
"('O95425', 'P37231')"
"('P29475', 'P18146')"
"('Q9H6Q3', 'P04626')"
"('Q13573', 'Q15014')"
"('P07910', 'P26368')"
"('Q9UKE5', 'P04844')"
"('Q13362', 'P67775')"
"('Q9NRR5', 'Q92519')"
"('P60953', 'P26641')"
"('P78318', 'Q9Y5J5')"
"('Q9NR55', 'Q10586')"
"('Q9P0V3', 'Q9UMS0')"
"('P51151', 'O94955')"
"('Q15797', 'P15374')"
"('Q15717', 'P31483')"
"('406958', 'P08069')"
"('Q92993', 'P20749')"
"('P62829', 'Q02878')"
"('Q9BQY4', 'Q93062')"
"('Q04206', 'P09341')"
"('Q9H9F9', 'Q9C086')"
"('Q8TBK6', 'Q70Z53')"
"('Q9P2G9', 'P84077')"
"('Q9H237', 'O00755')"
"('O00401', 'P62993')"
"('P20963', 'P51692')"
"('P31152', 'P19838')"
"('Q9NVP2', 'Q8TEX9')"
"('Q12888', 'Q96SD1')"
"('Q9UNH5', 'Q9UJX4')"
"('P10767', 'P08069')"
"('Q9C086', 'Q96RL1')"
"('Q9H9E3', 'Q8WTW3')"
"('O95298', 'O95178')"
"('Q9BVA1', 'Q9H7E9')"
"('P60900', 'Q9UET6')"
"('Q96L34', 'P60953')"
"('O43677', 'O95299')"
"('Q92874', 'P06241')"
"('P30304', 'Q8IZL9')"
"('Q92585', 'Q92793')"
"('P61978', 'O95400')"
"('Q8N1F7', 'O43918')"
"('P17544', 'P19838')"
"('P29317', 'Q00722')"
"('P35080', 'Q13123')"
"('Q13315', 'O95707')"
"('P55072', 'Q14191')"
"('Q99650', 'O60674')"
"('P35225', 'P26992')"
"('P62273', 'P62241')"
"('Q96D59', 'Q969F0')"
"('Q7L5N1', 'Q8IYL3')"
"('P42684', 'Q15653')"
"('442917', 'O95980')"
"('P17568', 'O95167')"
"('O14964', 'P27986')"
"('P0CG48', 'Q96FW1')"
"('O95484', 'P56750')"
"('O00212', 'P01112')"
"('P55854', 'Q9HC62')"
"('Q9GZU2', 'Q93009')"
"('P49715', 'Q14978')"
"('P15104', 'O75925')"
"('P19438', 'Q00325')"
"('Q01094', 'Q9H211')"
"('Q04206', 'P40306')"
"('O15533', 'P30443')"
"('Q9P215', 'P15374')"
"('O00471', 'P05129')"
"('P32970', 'P26842')"
"('Q13573', 'P46734')"
"('O14744', 'Q9NWB6')"
"('P15927', 'Q9NWQ8')"
"('Q13535', 'O43823')"
"('P05783', 'Q9UM73')"
"('P51617', 'Q8IV45')"
"('P26992', 'P00519')"
"('P13501', 'P32302')"
"('Q9NWA0', 'A0JLT2')"
"('P24864', 'Q9UJX5')"
"('Q9UNK0', 'Q96AJ9')"
"('P09326', 'P06729')"
"('P17844', 'P22681')"
"('P15391', 'Q8WYR1')"
"('P61024', 'Q00526')"
"('Q8IZI9', 'P19235')"
"('P27986', 'P55211')"
"('P62906', 'P61513')"
"('P49888', 'Q9UKR5')"
"('P63104', 'Q15154')"
"('P08729', 'P00533')"
"('Q96J02', 'P49757')"
"('O60934', 'Q7LG56')"
"('Q15843', 'P18124')"
"('P19438', 'Q92616')"
"('P04637', 'P04731')"
"('Q9H7D0', 'Q99832')"
"('Q16512', 'Q13164')"
"('Q99961', 'P16234')"
"('Q9HCM9', 'Q9BRC7')"
"('Q9Y243', 'Q70SY1')"
"('O75081', 'Q9UPN9')"
"('Q4KWH8', 'Q13557')"
"('P10276', 'Q71SY5')"
"('P30153', 'P06702')"
"('P37173', 'P62993')"
"('P36915', 'P31150')"
"('Q13885', 'Q96AH8')"
"('P31785', 'P16871')"
"('P02671', 'P01876')"
"('P62308', 'P62316')"
"('P19174', 'O14654')"
"('O15297', 'P16104')"
"('Q05519', 'P67809')"
"('P01889', 'P58546')"
"('Q13330', 'P62993')"
"('O00483', 'O00217')"
"('P63279', 'P48552')"
"('Q9HCK5', 'P07900')"
"('P22681', 'P38484')"
"('Q00535', 'O14939')"
"('O00182', 'Q8TDQ0')"
"('Q9UIA9', 'Q9Y2Q3')"
"('P63244', 'Q13617')"
"('P15260', 'P14902')"
"('Q9H1J7', 'Q14332')"
"('A8MT69', 'Q9NW38')"
"('Q9HBI1', 'P18564')"
"('P61586', 'P68133')"
"('O43147', 'Q12905')"
"('P49841', 'P19793')"
"('O75676', 'P15336')"
"('Q8IUQ4', 'P08247')"
"('P25208', 'P35638')"
"('Q5VVX9', 'Q86UV6')"
"('CDKR1', 'Q16620')"
"('P17612', 'Q5MIZ7')"
"('P34931', 'P19838')"
"('Q7Z3Z4', 'Q9UPY3')"
"('Q9NVA2', 'Q15019')"
"('Q9Y3M8', 'Q15797')"
"('P37231', 'P48552')"
"('O60925', 'Q14164')"
"('P07900', 'P62258')"
"('P52948', 'Q9H1B4')"
"('Q8IZI9', 'Q5VWK5')"
"('P19438', 'Q9H6S1')"
"('Q13393', 'P19174')"
"('Q15021', 'Q99459')"
"('Q8NF50', 'P60953')"
"('P01589', 'Q04864')"
"('Q9BX69', 'Q9Y239')"
"('O95155', 'P55072')"
"('Q9Y4K3', 'Q9NYY8')"
"('Q15714', 'Q15370')"
"('O75367', 'Q969S8')"
"('P13569', 'P09496')"
"('P38919', 'P63104')"
"('Q9UK45', 'P62312')"
"('Q14161', 'Q6ZSZ5')"
"('Q9Y4G8', 'P03928')"
"('Q96BY2', 'P10415')"
"('P61160', 'O43516')"
"('Q9UHY1', 'P58340')"
"('Q05209', 'P49023')"
"('P19474', 'Q92793')"
"('Q9NPH0', 'P48059')"
"('Q9UL18', 'P04156')"
"('P61764', 'Q13277')"
"('P62714', 'P28482')"
"('Q86XL3', 'O15264')"
"('P31947', 'Q71H61')"
"('P43405', 'Q15349')"
"('P61981', 'Q9Y4F9')"
"('P63261', 'O15145')"
"('P46379', 'Q8TEK3')"
"('P08173', 'Q9HAV0')"
"('Q9Y3B3', 'O00206')"
"('O75379', 'P32856')"
"('O43464', 'Q9P0J0')"
"('O43255', 'Q9H6Z9')"
"('P08238', 'Q9UHD2')"
"('P17987', 'Q00005')"
"('P03897', 'O95169')"
"('O14964', 'Q96KQ7')"
"('Q9NS91', 'Q12888')"
"('P56545', 'Q9UBG7')"
"('O00203', 'P32121')"
"('P49427', 'P62979')"
"('P61353', 'P62899')"
"('P84022', 'P18146')"
"('Q9BWT7', 'Q99459')"
"('P55795', 'Q15287')"
"('Q5T2W1', 'P50542')"
"('P62993', 'Q96RT1')"
"('P32121', 'Q8NGY2')"
"('Q9Y572', 'P40939')"
"('P12268', 'Q9UBN6')"
"('Q9BQA1', 'Q9Y3C6')"
"('Q16236', 'Q14145')"
"('Q13573', 'O15372')"
"('407026', 'O75494')"
"('P04406', 'O60739')"
"('P46934', 'P60484')"
"('Q99856', 'Q06187')"
"('O14641', 'P49815')"
"('Q9UHV9', 'Q96BK5')"
"('Q15596', 'P10275')"
"('Q13882', 'P04626')"
"('Q99689', 'Q5MIZ7')"
"('Q9Y2Q3', 'Q9Y5M8')"
"('O15392', 'Q13489')"
"('Q01081', 'Q12986')"
"('P27635', 'P05387')"
"('Q96AJ9', 'O15400')"
"('P35626', 'Q8NGI7')"
"('P33992', 'Q6IE81')"
"('Q9UDY8', 'P45984')"
"('9757', 'O15550')"
"('P78509', 'Q13683')"
"('P04637', 'Q15796')"
"('O95639', 'Q9UKF6')"
"('P62873', 'Q9H1C0')"
"('Q15147', 'Q9NPB6')"
"('P01241', 'P33316')"
"('Q15788', 'Q92922')"
"('P23396', 'Q9UKV8')"
"('Q96G23', 'Q99608')"
"('P22314', 'P63104')"
"('P60763', 'P46734')"
"('Q06124', 'P42224')"
"('P84243', 'O95931')"
"('O14867', 'Q9Y5Q3')"
"('P51665', 'O00487')"
"('P55210', 'Q15185')"
"('Q6Q0C0', 'Q99759')"
"('P30519', 'O15031')"
"('P55773', 'P51681')"
"('P46531', 'Q8TDB6')"
"('Q9UNN5', 'P12757')"
"('Q9BZD4', 'P18847')"
"('P27348', 'O96013')"
"('P27986', 'Q96EV8')"
"('P13569', 'Q99942')"
"('P16471', 'P52735')"
"('Q9NRZ9', 'P01106')"
"('Q70EK8', 'Q12933')"
"('O75629', 'P20226')"
"('P12956', 'Q15011')"
"('Q99624', 'Q99570')"
"('P00747', 'P05121')"
"('P49841', 'P61960')"
"('Q9Y5M8', 'Q96JB5')"
"('Q8WY64', 'Q13126')"
"('O43639', 'Q13191')"
"('P60709', 'O14920')"
"('Q14203', 'P62993')"
"('P62195', 'P25963')"
"('O43809', 'P32322')"
"('Q9BXW4', 'Q9NT62')"
"('P62258', 'O75688')"
"('P01135', 'P04626')"
"('P46934', 'P17948')"
"('Q86SQ4', 'Q9Y4K3')"
"('O75528', 'Q9H213')"
"('P62249', 'P22090')"
"('P13500', 'P80075')"
"('P01106', 'O60264')"
"('P19474', 'Q9H9G7')"
"('P52292', 'Q08881')"
"('P15407', 'Q9P1Z2')"
"('P16220', 'Q9UNL4')"
"('P49841', 'P26641')"
"('P67870', 'P32456')"
"('P49736', 'P15927')"
"('P18146', 'P22736')"
"('P40189', 'P12931')"
"('Q99459', 'Q9NRZ9')"
"('O00194', 'Q03135')"
"('P32121', 'P47890')"
"('P04626', 'P23470')"
"('Q8NHW5', 'Q9UHD2')"
"('Q8IVM0', 'Q6GQQ9')"
"('Q8IY92', 'O95373')"
"('P01106', 'P33991')"
"('Q15262', 'Q9Y2Q3')"
"('P63218', 'Q8NFM4')"
"('Q8N1I0', 'P61587')"
"('P28482', 'P01116')"
"('Q15648', 'Q9NPJ6')"
"('O95989', 'Q14802')"
"('P62191', 'Q06323')"
"('O43323', 'Q13635')"
"('Q96KB5', 'Q13227')"
"('P37231', 'P24557')"
"('P00533', 'Q13480')"
"('O76070', 'Q96QB1')"
"('O95391', 'Q13435')"
"('Q92905', 'Q16584')"
"('P25054', 'Q9H9E3')"
"('P51636', 'P20264')"
"('Q9ULA0', 'P28749')"
"('Q99708', 'P49959')"
"('O96019', 'Q15014')"
"('P25025', 'P42261')"
"('O00329', 'Q06124')"
"('Q96LZ3', 'Q9BS18')"
"('P31146', 'P60604')"
"('Q16566', 'P27482')"
"('Q13416', 'P49736')"
"('P18031', 'O43561')"
"('P50991', 'Q15418')"
"('P13747', 'Q03519')"
"('P60568', 'P26951')"
"('Q96QU8', 'P37198')"
"('Q15038', 'P46934')"
"('P35372', 'P08754')"
"('P01241', 'Q8WUH6')"
"('Q8IWF2', 'Q13438')"
"('Q9UQM7', 'Q99941')"
"('Q7Z6Z7', 'Q5VTR2')"
"('P62993', 'Q13177')"
"('Q9NVW2', 'Q9Y2X8')"
"('O00151', 'Q53H12')"
"('P01574', 'P23458')"
"('O95400', 'Q15637')"
"('Q9HBI1', 'P23229')"
"('P16234', 'Q9Y6I3')"
"('Q8N163', 'Q15628')"
"('P50053', 'P49407')"
"('Q13237', 'Q02930')"
"('Q99879', 'Q71UI9')"
"('Q99836', 'Q9H0E2')"
"('P50552', 'P25025')"
"('Q13155', 'P43243')"
"('Q99683', 'P45983')"
"('O75084', 'Q00722')"
"('Q14031', 'P07093')"
"('P67870', 'Q5TA45')"
"('P03901', 'O75251')"
"('Q9BPX5', 'Q14247')"
"('P17612', 'P54619')"
"('O95257', 'P51681')"
"('Q08170', 'P55795')"
"('P21673', 'Q13432')"
"('Q9GZZ9', 'Q9NR46')"
"('Q9C0C2', 'P50616')"
"('P54652', 'Q13217')"
"('P61956', 'Q15486')"
"('Q13838', 'Q8WVV9')"
"('Q9ULK6', 'O14933')"
"('Q9BUP0', 'P01891')"
"('Q15714', 'Q9UHY1')"
"('P32121', 'Q8NGG6')"
"('O95388', 'Q9NYU2')"
"('P30154', 'Q00653')"
"('P99999', 'Q9Y4K3')"
"('P33778', 'P0C0S8')"
"('P20073', 'Q71U36')"
"('Q92769', 'P62805')"
"('Q9H223', 'Q99459')"
"('P62826', 'P10275')"
"('Q9UFN0', 'Q92845')"
"('P05013', 'Q9UHF4')"
"('P40933', 'Q9UHF4')"
"('Q13503', 'O60244')"
"('P63211', 'O00329')"
"('Q00653', 'Q01201')"
"('P54259', 'Q96EP0')"
"('P04406', 'Q07820')"
"('P09619', 'P01111')"
"('P02768', 'P00746')"
"('Q9NPI1', 'P62805')"
"('Q9UK45', 'P62306')"
"('Q00013', 'P24522')"
"('Q13794', 'P16220')"
"('P40763', 'P04626')"
"('Q9BQI0', 'Q9Y572')"
"('406912', 'P20749')"
"('P50616', 'O00571')"
"('P18847', 'P18848')"
"('Q9BRX5', 'Q7L590')"
"('P16615', 'P27824')"
"('O94761', 'Q9BRX5')"
"('P20226', 'Q15653')"
"('P38398', 'Q8WX92')"
"('O95602', 'O15446')"
"('Q8N474', 'O75084')"
"('Q9NX58', 'Q9BQG0')"
"('P07437', 'Q99759')"
"('Q92900', 'Q9H1J1')"
"('Q9UI10', 'Q14232')"
"('Q9H6R7', 'P42677')"
"('Q9H0H5', 'Q9H8V3')"
"('Q8WXF1', 'P84022')"
"('Q14833', 'P63096')"
"('P01567', 'P32927')"
"('O15392', 'O14965')"
"('P12314', 'Q6PI73')"
"('Q9H0B3', 'P27482')"
"('P08670', 'Q06323')"
"('O96019', 'Q9NRQ2')"
"('P35249', 'P12004')"
"('Q13873', 'P16070')"
"('Q5H9I0', 'O14543')"
"('O95863', 'P12830')"
"('Q16254', 'P00374')"
"('P08047', 'O43561')"
"('Q9H2G4', 'Q5VTD9')"
"('Q99460', 'Q16186')"
"('Q99967', 'Q92481')"
"('P31749', 'Q15047')"
"('Q8IX12', 'P52272')"
"('Q92769', 'P01106')"
"('Q9H6S3', 'Q13573')"
"('P05783', 'O75618')"
"('Q15648', 'Q9BTT4')"
"('Q15653', 'P15104')"
"('P19012', 'Q9BT92')"
"('P30450', 'O43908')"
"('P02775', 'Q09019')"
"('Q86UR5', 'P16333')"
"('Q13547', 'O75182')"
"('P51149', 'Q13409')"
"('Q9H8Y8', 'P50281')"
"('P11279', 'Q9BXS5')"
"('Q9Y2W2', 'P84077')"
"('O43914', 'P43628')"
"('Q99459', 'O96019')"
"('P22694', 'P16118')"
"('Q93079', 'Q13547')"
"('P46777', 'Q15843')"
"('P0C1Z6', 'Q9C086')"
"('P36896', 'Q8WUH2')"
"('P04150', 'P10914')"
"('P42704', 'Q9GZT3')"
"('O95484', 'O95049')"
"('P42338', 'P54710')"
"('P67870', 'Q9GZL7')"
"('P0CG47', 'P63104')"
"('Q13315', 'Q9UGP5')"
"('Q8WWW0', 'P10114')"
"('Q92608', 'O15117')"
"('Q05086', 'Q14160')"
"('P63098', 'Q9UJX4')"
"('Q15465', 'Q9Y6C5')"
"('P14784', 'P29597')"
"('Q14164', 'P58546')"
"('P67775', 'O96017')"
"('P35222', 'Q13761')"
"('Q13042', 'Q8NHZ8')"
"('P16333', 'O00750')"
"('P61088', 'Q8IYW5')"
"('P13501', 'P61073')"
"('Q99623', 'Q13761')"
"('P11802', 'Q9UJU6')"
"('Q9UK32', 'P05452')"
"('Q15796', 'Q13438')"
"('P14859', 'P51948')"
"('P16220', 'P52655')"
"('O75800', 'Q9Y478')"
"('P26599', 'P57721')"
"('O75438', 'P03923')"
"('Q13797', 'Q9Y6K9')"
"('P59768', 'P11229')"
"('Q92831', 'P10827')"
"('P52272', 'Q99558')"
"('P51617', 'Q9NWZ3')"
"('P63279', 'Q969V5')"
"('P84077', 'Q9P2G9')"
"('P68133', 'Q9H0E9')"
"('P57078', 'Q12933')"
"('O43463', 'Q09028')"
"('P17301', 'P27658')"
"('P62258', 'P08151')"
"('Q9UHI6', 'P57678')"
"('Q96T58', 'O95983')"
"('P38936', 'P13378')"
"('Q9ULX9', 'Q16236')"
"('P08069', 'Q96B97')"
"('Q96T60', 'P25205')"
"('P00519', 'P43351')"
"('P51668', 'Q6UWE0')"
"('P08670', 'Q92574')"
"('Q01094', 'P00813')"
"('Q9BUJ2', 'P52948')"
"('P62136', 'P27482')"
"('P29460', 'P48357')"
"('Q71UI9', 'Q08AD1')"
"('P98175', 'Q6ZN30')"
"('Q04771', 'P20337')"
"('Q9Y5K6', 'P06729')"
"('P60228', 'O75821')"
"('Q68CZ2', 'Q07666')"
"('P23511', 'P10912')"
"('P49841', 'Q14147')"
"('P62899', 'Q01844')"
"('Q99459', 'O00471')"
"('Q9NR12', 'P63279')"
"('O15315', 'P62807')"
"('P43681', 'P62760')"
"('O15379', 'Q15466')"
"('Q99683', 'O43318')"
"('P25963', 'Q3ZCQ8')"
"('P41240', 'P00533')"
"('O75449', 'O76071')"
"('Q96IU2', 'P41235')"
"('Q9HAU4', 'P98082')"
"('P46108', 'P10912')"
"('Q99733', 'O15264')"
"('O75116', 'O14974')"
"('P12931', 'Q9Y2U5')"
"('P06729', 'O43586')"
"('P31946', 'P07437')"
"('Q9NR09', 'P53350')"
"('P60520', 'P31644')"
"('P46934', 'P62875')"
"('O60684', 'P32320')"
"('Q9H9A7', 'Q5UIP0')"
"('Q9Y6Q6', 'O43914')"
"('Q01201', 'Q8NFD5')"
"('Q13077', 'O94972')"
"('P15173', 'Q02535')"
"('O95396', 'O96007')"
"('Q9UI14', 'Q96C03')"
"('O14508', 'P48357')"
"('P13987', 'P63010')"
"('P49716', 'Q9UBT7')"
"('P06576', 'P04183')"
"('O95295', 'O00559')"
"('Q15303', 'P46109')"
"('P63162', 'Q9Y4Z0')"
"('P67809', 'Q05519')"
"('Q9UBW8', 'Q92905')"
"('Q9Y3U8', 'Q9Y4K3')"
"('P25786', 'Q9Y5K5')"
"('Q5VTD9', 'Q9H2G4')"
"('Q9Y283', 'Q96KM6')"
"('P01106', 'Q92947')"
"('Q16531', 'Q9H7D7')"
"('P17612', 'P42262')"
"('O60244', 'Q9BWU1')"
"('Q07955', 'P38159')"
"('Q9HC77', 'P63104')"
"('Q9Y3M8', 'Q9H4E5')"
"('Q99933', 'O75376')"
"('O43504', 'Q05516')"
"('O60684', 'P00367')"
"('P27361', 'P51812')"
"('P31785', 'P27986')"
"('Q9NPI8', 'Q8N2Z9')"
"('406971', 'O00716')"
"('P00367', 'O15131')"
"('P15151', 'Q9Y6Q5')"
"('P61289', 'Q9Y6Q9')"
"('P08621', 'Q9Y3C5')"
"('Q9H1C0', 'P50148')"
"('Q5QNW6', 'Q9UBN7')"
"('Q9BU64', 'Q7Z6G3')"
"('Q05397', 'Q92569')"
"('P49674', 'P56645')"
"('Q13352', 'Q13330')"
"('Q13137', 'P51116')"
"('Q99759', 'O94832')"
"('P42345', 'O75385')"
"('P01616', 'P22392')"
"('P63104', 'P35749')"
