negatives
"frozenset({'Q9ULK4', 'Q8IYB3', 'IL2'})"
"frozenset({'Q15427', 'P09110', 'IL2'})"
"frozenset({'Q9H4P4', 'P61086', 'IL2'})"
"frozenset({'P01106', 'O75592', 'IL2'})"
"frozenset({'Q9NWU2', 'Q15287', 'IL2'})"
"frozenset({'Q9NVS2', 'Q13084', 'IL2'})"
"frozenset({'O43681', 'P49069', 'IL2'})"
"frozenset({'P32969', 'P62249', 'IL2'})"
"frozenset({'Q14765', 'P29401', 'IL2'})"
"frozenset({'P49591', 'Q14258', 'IL2'})"
"frozenset({'Q8TCT1', 'P00338', 'IL2'})"
"frozenset({'Q9C009', 'Q96JB3', 'IL2'})"
"frozenset({'Q8TCB7', 'A2RUC4', 'IL2'})"
"frozenset({'P15924', 'P15121', 'IL2'})"
"frozenset({'P42766', 'Q00839', 'IL2'})"
"frozenset({'Q6NT76', 'IL2', 'Q9Y3B7'})"
"frozenset({'P20073', 'P07858', 'IL2'})"
"frozenset({'Q9H5N1', 'Q92837', 'IL2'})"
"frozenset({'P31785', 'IL2', 'P62993'})"
"frozenset({'Q6FHJ7', 'Q93097', 'IL2'})"
"frozenset({'O75293', 'IL2', 'P24522'})"
"frozenset({'P05067', 'P32119', 'IL2'})"
"frozenset({'Q13576', 'Q9H492', 'IL2'})"
"frozenset({'P19971', 'Q96L08', 'IL2'})"
"frozenset({'O00499', 'P23229', 'IL2'})"
"frozenset({'Q6PKG0', 'IL2', 'Q9NX02'})"
"frozenset({'Q8TDG2', 'IL2', 'P62140'})"
"frozenset({'Q9GZY6', 'IL2', 'O00453'})"
"frozenset({'Q5SW79', 'Q9HC77', 'IL2'})"
"frozenset({'Q96I24', 'P07339', 'IL2'})"
"frozenset({'O75914', 'Q9UBI6', 'IL2'})"
"frozenset({'IL2', 'Q07021', 'P18887'})"
"frozenset({'Q92754', 'IL2', 'Q15717'})"
"frozenset({'P29590', 'Q16666', 'IL2'})"
"frozenset({'Q16774', 'P18146', 'IL2'})"
"frozenset({'Q12846', 'IL2', 'Q9Y6X1'})"
"frozenset({'P62191', 'O15344', 'IL2'})"
"frozenset({'O60333', 'Q8NI27', 'IL2'})"
"frozenset({'Q7L2J0', 'P19784', 'IL2'})"
"frozenset({'A8MVW5', 'P11362', 'IL2'})"
"frozenset({'O15162', 'IL2', 'P28749'})"
"frozenset({'IL2', 'P11362', 'P07947'})"
"frozenset({'P04053', 'P12004', 'IL2'})"
"frozenset({'P43364', 'Q9BXY8', 'IL2'})"
"frozenset({'P49591', 'Q15029', 'IL2'})"
"frozenset({'O43172', 'Q8N5A5', 'IL2'})"
"frozenset({'O60784', 'IL2', 'Q9GZL7'})"
"frozenset({'O15060', 'IL2', 'O60341'})"
"frozenset({'O00124', 'Q9H2H9', 'IL2'})"
"frozenset({'Q8TEP8', 'Q9HC77', 'IL2'})"
"frozenset({'Q8IX90', 'O75177', 'IL2'})"
"frozenset({'Q8WXX5', 'P68431', 'IL2'})"
"frozenset({'B3EWF7', 'IL2', 'Q96FW1'})"
"frozenset({'P46934', 'Q9BYM8', 'IL2'})"
"frozenset({'IL2', 'Q8WUM0', 'P42167'})"
"frozenset({'Q13618', 'IL2', 'Q15717'})"
"frozenset({'P0DP25', 'IL2', 'Q14318'})"
"frozenset({'Q92620', 'P62318', 'IL2'})"
"frozenset({'Q02641', 'Q15173', 'IL2'})"
"frozenset({'Q99836', 'O43791', 'IL2'})"
"frozenset({'Q6P2D0', 'IL2', 'P78424'})"
"frozenset({'Q86TM6', 'O00141', 'IL2'})"
"frozenset({'Q96ER9', 'P05120', 'IL2'})"
"frozenset({'Q15428', 'Q15274', 'IL2'})"
"frozenset({'Q9GZN8', 'Q86SE5', 'IL2'})"
"frozenset({'Q7L0R7', 'IL2', 'Q9BYR8'})"
"frozenset({'P06899', 'Q8IXQ6', 'IL2'})"
"frozenset({'IL2', 'P62820', 'Q8NBN7'})"
"frozenset({'Q15648', 'Q99814', 'IL2'})"
"frozenset({'Q06265', 'IL2', 'Q13526'})"
"frozenset({'Q96GY3', 'IL2', 'P43360'})"
"frozenset({'P09622', 'P31930', 'IL2'})"
"frozenset({'P01106', 'Q04206', 'IL2'})"
"frozenset({'O95816', 'Q14190', 'IL2'})"
"frozenset({'P19404', 'Q99853', 'IL2'})"
"frozenset({'O00499', 'Q14192', 'IL2'})"
"frozenset({'Q08050', 'P08047', 'IL2'})"
"frozenset({'Q96GD4', 'P23527', 'IL2'})"
"frozenset({'Q9BYR5', 'Q5TA78', 'IL2'})"
"frozenset({'Q6ZMU5', 'P35579', 'IL2'})"
"frozenset({'Q13554', 'P42224', 'IL2'})"
"frozenset({'P15336', 'IL2', 'Q9UJW3'})"
"frozenset({'P61952', 'P48549', 'IL2'})"
"frozenset({'Q9H5V9', 'IL2', 'Q96FW1'})"
"frozenset({'P05015', 'IL2', 'P38484'})"
"frozenset({'Q5T5S1', 'Q8TD31', 'IL2'})"
"frozenset({'P25398', 'IL2', 'P20042'})"
"frozenset({'P62736', 'Q96EK4', 'IL2'})"
"frozenset({'O95602', 'Q05639', 'IL2'})"
"frozenset({'Q6NVY1', 'IL2', 'P55795'})"
"frozenset({'Q9P2K6', 'Q92905', 'IL2'})"
"frozenset({'Q9UPT5', 'IL2', 'A1L4H1'})"
"frozenset({'P57076', 'P31943', 'IL2'})"
"frozenset({'O15027', 'Q99700', 'IL2'})"
"frozenset({'P62736', 'Q5H9I0', 'IL2'})"
"frozenset({'Q9H3N1', 'IL2', 'Q86UK5'})"
"frozenset({'P27701', 'P28068', 'IL2'})"
"frozenset({'O60262', 'Q8NH00', 'IL2'})"
"frozenset({'O95166', 'IL2', 'Q13813'})"
"frozenset({'P29692', 'Q9H5V7', 'IL2'})"
"frozenset({'Q7L590', 'IL2', 'O43929'})"
"frozenset({'Q86VP6', 'IL2', 'P37198'})"
"frozenset({'IL2', 'Q15427', 'Q01085'})"
"frozenset({'P08238', 'Q96SW2', 'IL2'})"
"frozenset({'Q9H2A7', 'IL2', 'Q5JR59'})"
"frozenset({'IL2', 'Q13416', 'P13010'})"
"frozenset({'Q71F23', 'IL2', 'A8MT69'})"
"frozenset({'Q9H8S9', 'Q8IUI8', 'IL2'})"
"frozenset({'O43463', 'Q09028', 'IL2'})"
"frozenset({'Q86SQ0', 'P12830', 'IL2'})"
"frozenset({'P21926', 'IL2', 'O00453'})"
"frozenset({'P24941', 'IL2', 'P14174'})"
"frozenset({'O95996', 'Q9Y2T1', 'IL2'})"
"frozenset({'O75506', 'Q9NWB7', 'IL2'})"
"frozenset({'Q8NFD5', 'O14744', 'IL2'})"
"frozenset({'Q86YJ5', 'Q9BZM6', 'IL2'})"
"frozenset({'Q9ULX3', 'P04156', 'IL2'})"
"frozenset({'P24928', 'IL2', 'Q6IN85'})"
"frozenset({'Q9NSI6', 'P35241', 'IL2'})"
"frozenset({'P18754', 'P46060', 'IL2'})"
"frozenset({'P54274', 'Q9NPQ8', 'IL2'})"
"frozenset({'O00750', 'P63104', 'IL2'})"
"frozenset({'Q68CZ1', 'Q6WCQ1', 'IL2'})"
"frozenset({'Q96J02', 'Q9UBN7', 'IL2'})"
"frozenset({'P07858', 'Q96P20', 'IL2'})"
"frozenset({'Q5H9R7', 'O00743', 'IL2'})"
"frozenset({'O75083', 'P57740', 'IL2'})"
"frozenset({'P15923', 'O75478', 'IL2'})"
"frozenset({'Q9HC29', 'Q9Y2Z0', 'IL2'})"
"frozenset({'P42229', 'P11274', 'IL2'})"
"frozenset({'P49761', 'IL2', 'P17509'})"
"frozenset({'Q13573', 'P46100', 'IL2'})"
"frozenset({'P0C862', 'P52179', 'IL2'})"
"frozenset({'P35659', 'Q8IYB3', 'IL2'})"
"frozenset({'P63173', 'Q9Y230', 'IL2'})"
"frozenset({'A0JLT2', 'P36954', 'IL2'})"
"frozenset({'Q86VR2', 'IL2', 'Q96EC8'})"
"frozenset({'Q9UH99', 'IL2', 'P51148'})"
"frozenset({'P00439', 'P09417', 'IL2'})"
"frozenset({'O43347', 'P05412', 'IL2'})"
"frozenset({'P04629', 'Q6PCB5', 'IL2'})"
"frozenset({'Q9NPI6', 'P26196', 'IL2'})"
"frozenset({'P49910', 'Q96EG3', 'IL2'})"
"frozenset({'P05412', 'O96019', 'IL2'})"
"frozenset({'P05388', 'P50213', 'IL2'})"
"frozenset({'Q15020', 'Q9Y4E8', 'IL2'})"
"frozenset({'P51149', 'P14384', 'IL2'})"
"frozenset({'O95999', 'O14733', 'IL2'})"
"frozenset({'P07900', 'O43353', 'IL2'})"
"frozenset({'Q16555', 'IL2', 'Q53HL2'})"
"frozenset({'P29459', 'Q04864', 'IL2'})"
"frozenset({'P46734', 'P45983', 'IL2'})"
"frozenset({'Q7Z6Z7', 'P55209', 'IL2'})"
"frozenset({'Q9UBV8', 'IL2', 'Q6ICG6'})"
"frozenset({'P01574', 'IL2', 'Q8IU57'})"
"frozenset({'P28838', 'Q9UL33', 'IL2'})"
"frozenset({'O75665', 'IL2', 'Q15025'})"
"frozenset({'Q9NX01', 'IL2', 'P50221'})"
"frozenset({'Q8IY31', 'Q9NWB7', 'IL2'})"
"frozenset({'Q9P258', 'O75400', 'IL2'})"
"frozenset({'O75385', 'Q9H0R8', 'IL2'})"
"frozenset({'O75044', 'IL2', 'Q8N122'})"
"frozenset({'P0CAP2', 'IL2', 'P35998'})"
"frozenset({'Q7L8L6', 'Q01860', 'IL2'})"
"frozenset({'Q8NGC4', 'P62873', 'IL2'})"
"frozenset({'Q99613', 'P19320', 'IL2'})"
"frozenset({'P10721', 'IL2', 'Q9GZY6'})"
"frozenset({'Q96NA2', 'IL2', 'Q9H4B7'})"
"frozenset({'Q5TEU4', 'P69905', 'IL2'})"
"frozenset({'Q14186', 'IL2', 'Q12834'})"
"frozenset({'P68400', 'IL2', 'P23396'})"
"frozenset({'Q9Y490', 'Q6SPF0', 'IL2'})"
"frozenset({'Q9ULG6', 'Q9UGM1', 'IL2'})"
"frozenset({'Q6IQ23', 'O60884', 'IL2'})"
"frozenset({'Q8N6Y0', 'Q9NSA3', 'IL2'})"
"frozenset({'P54253', 'IL2', 'Q15388'})"
"frozenset({'O15111', 'IL2', 'Q8N7H5'})"
"frozenset({'Q5TA76', 'Q8IWZ5', 'IL2'})"
"frozenset({'P60709', 'Q76I76', 'IL2'})"
"frozenset({'Q96PM5', 'O00522', 'IL2'})"
"frozenset({'P49841', 'IL2', 'P20393'})"
"frozenset({'Q9NZM3', 'IL2', 'Q96B97'})"
"frozenset({'Q8N448', 'IL2', 'Q13077'})"
"frozenset({'IL2', 'Q8N726', 'P11245'})"
"frozenset({'P49765', 'P42357', 'IL2'})"
"frozenset({'Q9ULJ3', 'P08263', 'IL2'})"
"frozenset({'Q96HA8', 'A8MV81', 'IL2'})"
"frozenset({'O43688', 'Q7Z3S9', 'IL2'})"
"frozenset({'P01106', 'O15105', 'IL2'})"
"frozenset({'Q16778', 'Q8WXI9', 'IL2'})"
"frozenset({'Q96AT1', 'IL2', 'Q96EQ0'})"
"frozenset({'P07814', 'Q13155', 'IL2'})"
"frozenset({'Q00534', 'Q8N726', 'IL2'})"
"frozenset({'P07384', 'P30419', 'IL2'})"
"frozenset({'Q07817', 'Q7Z465', 'IL2'})"
"frozenset({'Q96GX9', 'IL2', 'Q15717'})"
"frozenset({'Q9UPU7', 'Q9H8V3', 'IL2'})"
"frozenset({'Q02447', 'P04637', 'IL2'})"
"frozenset({'Q13242', 'O95400', 'IL2'})"
"frozenset({'Q06413', 'P63279', 'IL2'})"
"frozenset({'A8MVW5', 'O00459', 'IL2'})"
"frozenset({'O95467', 'IL2', 'Q03113'})"
"frozenset({'O00268', 'Q12962', 'IL2'})"
"frozenset({'Q8IWF7', 'Q15935', 'IL2'})"
"frozenset({'P63165', 'Q12933', 'IL2'})"
"frozenset({'P05388', 'IL2', 'O75400'})"
"frozenset({'Q9BR01', 'IL2', 'Q8N143'})"
"frozenset({'Q8NDV7', 'P63279', 'IL2'})"
"frozenset({'P22612', 'Q8NGR3', 'IL2'})"
"frozenset({'O94906', 'P18583', 'IL2'})"
"frozenset({'Q02246', 'O43318', 'IL2'})"
"frozenset({'Q13564', 'IL2', 'P41236'})"
"frozenset({'O75593', 'IL2', 'P27986'})"
"frozenset({'P62314', 'P54105', 'IL2'})"
"frozenset({'Q15596', 'Q9Y6B2', 'IL2'})"
"frozenset({'O43679', 'Q96NA2', 'IL2'})"
"frozenset({'Q96S53', 'Q9UJF2', 'IL2'})"
"frozenset({'O60260', 'P55072', 'IL2'})"
"frozenset({'P10276', 'P12956', 'IL2'})"
"frozenset({'O60729', 'Q13485', 'IL2'})"
"frozenset({'Q9Y4H4', 'IL2', 'Q8IUC1'})"
"frozenset({'P22612', 'Q08493', 'IL2'})"
"frozenset({'P05412', 'Q9Y616', 'IL2'})"
"frozenset({'Q8N6L0', 'IL2', 'Q10471'})"
"frozenset({'Q14999', 'Q9Y490', 'IL2'})"
"frozenset({'P15172', 'Q92993', 'IL2'})"
"frozenset({'O15264', 'P19338', 'IL2'})"
"frozenset({'O15496', 'A8MQ03', 'IL2'})"
"frozenset({'Q5VST9', 'Q01484', 'IL2'})"
"frozenset({'Q9NRX1', 'Q2NL82', 'IL2'})"
"frozenset({'Q02878', 'O14980', 'IL2'})"
"frozenset({'Q9H340', 'Q9P2W3', 'IL2'})"
"frozenset({'Q6UWE0', 'P22314', 'IL2'})"
"frozenset({'Q9Y574', 'P51668', 'IL2'})"
"frozenset({'P23511', 'Q15011', 'IL2'})"
"frozenset({'Q7Z2W9', 'Q96A35', 'IL2'})"
"frozenset({'P62987', 'Q15078', 'IL2'})"
"frozenset({'O43670', 'IL2', 'Q9UBU9'})"
"frozenset({'O14746', 'P12931', 'IL2'})"
"frozenset({'Q9H4F1', 'IL2', 'Q9UBU9'})"
"frozenset({'Q8WUB8', 'Q9BVJ6', 'IL2'})"
"frozenset({'A6NK59', 'P51571', 'IL2'})"
"frozenset({'P32121', 'P54105', 'IL2'})"
"frozenset({'P41218', 'Q9NWT1', 'IL2'})"
"frozenset({'P01225', 'P23945', 'IL2'})"
"frozenset({'P78423', 'P51679', 'IL2'})"
"frozenset({'O14786', 'O95025', 'IL2'})"
"frozenset({'Q5T7P3', 'Q5TA79', 'IL2'})"
"frozenset({'Q8NE63', 'P08238', 'IL2'})"
"frozenset({'Q8WU79', 'Q86X19', 'IL2'})"
"frozenset({'Q7L190', 'P51786', 'IL2'})"
"frozenset({'Q8NEV4', 'P40227', 'IL2'})"
"frozenset({'P19838', 'Q6ZMU5', 'IL2'})"
"frozenset({'P23443', 'O95644', 'IL2'})"
"frozenset({'P61224', 'P42338', 'IL2'})"
"frozenset({'P47871', 'P63092', 'IL2'})"
"frozenset({'P31749', 'Q53ET0', 'IL2'})"
"frozenset({'Q6IBS0', 'Q92949', 'IL2'})"
"frozenset({'P31749', 'Q9NPC1', 'IL2'})"
"frozenset({'P18124', 'IL2', 'Q6NUN9'})"
"frozenset({'Q14192', 'P08237', 'IL2'})"
"frozenset({'Q96NY9', 'Q9Y4B6', 'IL2'})"
"frozenset({'P12956', 'IL2', 'P34897'})"
"frozenset({'Q06323', 'IL2', 'P35998'})"
"frozenset({'Q8TDU9', 'IL2', 'P63096'})"
"frozenset({'Q08881', 'O00329', 'IL2'})"
"frozenset({'Q9P244', 'P41220', 'IL2'})"
"frozenset({'Q13564', 'P04629', 'IL2'})"
"frozenset({'O14497', 'IL2', 'P10826'})"
"frozenset({'P68431', 'IL2', 'Q9Y4C1'})"
"frozenset({'P47914', 'Q12873', 'IL2'})"
"frozenset({'P05067', 'IL2', 'Q5H9L4'})"
"frozenset({'Q9BRU9', 'IL2', 'P60370'})"
"frozenset({'Q15649', 'Q9NR56', 'IL2'})"
"frozenset({'O94817', 'IL2', 'P11234'})"
"frozenset({'P04626', 'P19174', 'IL2'})"
"frozenset({'Q8IWY9', 'Q8TEX9', 'IL2'})"
"frozenset({'O60934', 'P11245', 'IL2'})"
"frozenset({'O15160', 'Q9Y2Q3', 'IL2'})"
"frozenset({'O95159', 'Q8IUN9', 'IL2'})"
"frozenset({'O60245', 'Q9Y6A5', 'IL2'})"
"frozenset({'Q9NPJ6', 'Q6ZU80', 'IL2'})"
"frozenset({'P10276', 'Q2M1K9', 'IL2'})"
"frozenset({'P13501', 'P25024', 'IL2'})"
"frozenset({'A1A4S6', 'P78314', 'IL2'})"
"frozenset({'Q13409', 'Q8IX12', 'IL2'})"
"frozenset({'P32302', 'P55773', 'IL2'})"
"frozenset({'P53701', 'IL2', 'Q15717'})"
"frozenset({'P01730', 'P51681', 'IL2'})"
"frozenset({'P78344', 'P11021', 'IL2'})"
"frozenset({'Q9Y6K9', 'IL2', 'P68104'})"
"frozenset({'P15336', 'P08238', 'IL2'})"
"frozenset({'Q6ZRP7', 'P55209', 'IL2'})"
"frozenset({'Q8IYM1', 'Q9P0V9', 'IL2'})"
"frozenset({'Q9BQB6', 'Q8IY34', 'IL2'})"
"frozenset({'Q969L2', 'Q5VYK3', 'IL2'})"
"frozenset({'Q9BQI3', 'P25963', 'IL2'})"
"frozenset({'P38405', 'P08588', 'IL2'})"
"frozenset({'Q9Y2Z9', 'Q53S33', 'IL2'})"
"frozenset({'O94817', 'O15162', 'IL2'})"
"frozenset({'IL2', 'O14544', 'O75553'})"
"frozenset({'P24821', 'P23229', 'IL2'})"
"frozenset({'Q2KHM9', 'Q96CS2', 'IL2'})"
"frozenset({'Q16539', 'P07197', 'IL2'})"
"frozenset({'O95980', 'P04626', 'IL2'})"
"frozenset({'Q12905', 'Q6P2E9', 'IL2'})"
"frozenset({'IL2', 'Q7Z6G3', 'Q9UFG5'})"
"frozenset({'Q9UGJ1', 'Q9HCK8', 'IL2'})"
"frozenset({'O60885', 'Q9UHR4', 'IL2'})"
"frozenset({'P55263', 'Q9H8P0', 'IL2'})"
"frozenset({'Q504T8', 'O76011', 'IL2'})"
"frozenset({'Q99459', 'IL2', 'P52292'})"
"frozenset({'P67870', 'P16278', 'IL2'})"
"frozenset({'P49736', 'IL2', 'O43929'})"
"frozenset({'O75340', 'Q9Y6B6', 'IL2'})"
"frozenset({'P0C7P0', 'Q13505', 'IL2'})"
"frozenset({'P62979', 'P20333', 'IL2'})"
"frozenset({'O94906', 'P31946', 'IL2'})"
"frozenset({'Q01094', 'Q01831', 'IL2'})"
"frozenset({'IL2', 'Q8WUW1', 'Q96F07'})"
"frozenset({'P08670', 'IL2', 'Q9BQE3'})"
"frozenset({'P40818', 'IL2', 'Q8NG27'})"
"frozenset({'IL2', 'Q9P0U4', 'O60814'})"
"frozenset({'Q9UKB1', 'Q14315', 'IL2'})"
"frozenset({'Q13469', 'IL2', 'P17987'})"
"frozenset({'Q6NSZ9', 'O15397', 'IL2'})"
"frozenset({'Q9GZZ9', 'Q9H910', 'IL2'})"
"frozenset({'Q15744', 'IL2', 'Q8N1L9'})"
"frozenset({'Q12931', 'P61960', 'IL2'})"
"frozenset({'Q9NSD7', 'IL2', 'P08754'})"
"frozenset({'P54132', 'Q9NXC5', 'IL2'})"
"frozenset({'O15211', 'P11233', 'IL2'})"
"frozenset({'Q9UBX2', 'IL2', 'Q15717'})"
"frozenset({'P61160', 'Q92614', 'IL2'})"
"frozenset({'Q15424', 'Q9BUJ2', 'IL2'})"
"frozenset({'P25205', 'IL2', 'Q16401'})"
"frozenset({'IL2', 'O14964', 'Q96LI6'})"
"frozenset({'P05388', 'IL2', 'P61513'})"
"frozenset({'Q9P2P5', 'P47756', 'IL2'})"
"frozenset({'Q15612', 'O60262', 'IL2'})"
"frozenset({'Q9UNE7', 'IL2', 'Q99594'})"
"frozenset({'IL2', 'P54762', 'P62993'})"
"frozenset({'P48039', 'Q7Z460', 'IL2'})"
"frozenset({'Q13618', 'Q9UER7', 'IL2'})"
"frozenset({'Q9Y6W8', 'Q92569', 'IL2'})"
"frozenset({'Q86VQ0', 'Q8WWK9', 'IL2'})"
"frozenset({'P53350', 'P55072', 'IL2'})"
"frozenset({'Q16763', 'Q14258', 'IL2'})"
"frozenset({'A7MCY6', 'IL2', 'Q13137'})"
"frozenset({'P22694', 'Q8NGX0', 'IL2'})"
"frozenset({'Q9P2E8', 'P51668', 'IL2'})"
"frozenset({'Q14296', 'Q8WWY3', 'IL2'})"
"frozenset({'Q96AG4', 'IL2', 'P10398'})"
"frozenset({'Q16236', 'Q8IUH3', 'IL2'})"
"frozenset({'Q13572', 'P01848', 'IL2'})"
"frozenset({'P82979', 'P29558', 'IL2'})"
"frozenset({'Q99543', 'P41134', 'IL2'})"
"frozenset({'P02760', 'IL2', 'O75364'})"
"frozenset({'Q15233', 'Q14999', 'IL2'})"
"frozenset({'O94979', 'P19320', 'IL2'})"
"frozenset({'Q8N423', 'P16104', 'IL2'})"
"frozenset({'Q92956', 'P14866', 'IL2'})"
"frozenset({'Q15942', 'Q9UKY1', 'IL2'})"
"frozenset({'Q9HCM9', 'Q96C28', 'IL2'})"
"frozenset({'Q9NRC8', 'Q8WTT2', 'IL2'})"
"frozenset({'Q9UQ80', 'IL2', 'P01889'})"
"frozenset({'Q9Y282', 'P32189', 'IL2'})"
"frozenset({'Q6P6C2', 'Q6I9Y2', 'IL2'})"
"frozenset({'Q9BXJ9', 'Q9GZZ1', 'IL2'})"
"frozenset({'P49418', 'Q15078', 'IL2'})"
"frozenset({'P61266', 'O95292', 'IL2'})"
"frozenset({'Q5TZA2', 'P51858', 'IL2'})"
"frozenset({'P62701', 'IL2', 'P62857'})"
"frozenset({'P22694', 'IL2', 'P19429'})"
"frozenset({'P16220', 'P11274', 'IL2'})"
"frozenset({'P35221', 'Q04206', 'IL2'})"
"frozenset({'P56556', 'O95298', 'IL2'})"
"frozenset({'P35968', 'Q9NP31', 'IL2'})"
"frozenset({'Q7Z6R9', 'Q8TAP6', 'IL2'})"
"frozenset({'Q9BSJ2', 'P08238', 'IL2'})"
"frozenset({'P0DMV8', 'IL2', 'O00635'})"
"frozenset({'P59991', 'Q9UKS6', 'IL2'})"
"frozenset({'Q9GZS3', 'Q6P1J9', 'IL2'})"
"frozenset({'P54725', 'Q9Y5K5', 'IL2'})"
"frozenset({'Q9Y6G5', 'IL2', 'Q9H0A8'})"
"frozenset({'P49736', 'Q56VL3', 'IL2'})"
"frozenset({'P17081', 'Q8IWW6', 'IL2'})"
"frozenset({'P36402', 'O75177', 'IL2'})"
"frozenset({'Q9BPY3', 'Q8NHQ1', 'IL2'})"
"frozenset({'O95758', 'P42166', 'IL2'})"
"frozenset({'O43602', 'IL2', 'Q13137'})"
"frozenset({'O75581', 'P48730', 'IL2'})"
"frozenset({'Q5PSV4', 'Q09028', 'IL2'})"
"frozenset({'P62081', 'P00387', 'IL2'})"
"frozenset({'IL2', 'Q03014', 'P60369'})"
"frozenset({'O00499', 'Q9NTZ6', 'IL2'})"
"frozenset({'P35232', 'P11441', 'IL2'})"
"frozenset({'Q92793', 'IL2', 'P54252'})"
"frozenset({'Q13085', 'IL2', 'Q6NUN9'})"
"frozenset({'P25054', 'Q8NEV8', 'IL2'})"
"frozenset({'Q13619', 'Q9Y6F7', 'IL2'})"
"frozenset({'Q13286', 'Q00325', 'IL2'})"
"frozenset({'P58012', 'IL2', 'P20809'})"
"frozenset({'P55212', 'P80303', 'IL2'})"
"frozenset({'Q14498', 'Q16629', 'IL2'})"
"frozenset({'P27105', 'Q15637', 'IL2'})"
"frozenset({'Q13535', 'Q70CQ2', 'IL2'})"
"frozenset({'Q14164', 'IL2', 'Q9BYX4'})"
"frozenset({'Q96L21', 'P05388', 'IL2'})"
"frozenset({'O14980', 'Q8TBC3', 'IL2'})"
"frozenset({'Q02297', 'IL2', 'Q5T3F8'})"
"frozenset({'Q8IX19', 'IL2', 'Q96MV8'})"
"frozenset({'Q6UVJ0', 'O94986', 'IL2'})"
"frozenset({'P14866', 'IL2', 'Q8ND56'})"
"frozenset({'P40763', 'P07384', 'IL2'})"
"frozenset({'Q5S007', 'O95831', 'IL2'})"
"frozenset({'Q15691', 'IL2', 'Q15149'})"
"frozenset({'P30044', 'O95486', 'IL2'})"
"frozenset({'Q08117', 'Q63ZY3', 'IL2'})"
"frozenset({'Q8IYX8', 'IL2', 'Q15654'})"
"frozenset({'P25098', 'Q8NG78', 'IL2'})"
"frozenset({'P45973', 'IL2', 'Q969W8'})"
"frozenset({'Q969F2', 'P11473', 'IL2'})"
"frozenset({'O95685', 'IL2', 'P41236'})"
"frozenset({'Q9UKV8', 'Q99417', 'IL2'})"
"frozenset({'Q13753', 'Q14118', 'IL2'})"
"frozenset({'P00533', 'IL2', 'P09769'})"
"frozenset({'P04908', 'IL2', 'Q99496'})"
"frozenset({'P08684', 'O00264', 'IL2'})"
"frozenset({'O14980', 'Q16629', 'IL2'})"
"frozenset({'Q15797', 'Q9UIS9', 'IL2'})"
"frozenset({'P60484', 'O75369', 'IL2'})"
"frozenset({'Q15797', 'Q8NCP5', 'IL2'})"
"frozenset({'Q08211', 'Q6I9Y2', 'IL2'})"
"frozenset({'P16220', 'IL2', 'Q9UBC3'})"
"frozenset({'P15927', 'Q9ULW0', 'IL2'})"
"frozenset({'Q15291', 'Q16512', 'IL2'})"
"frozenset({'Q15311', 'P07900', 'IL2'})"
"frozenset({'P27361', 'Q8IX03', 'IL2'})"
"frozenset({'Q15833', 'IL2', 'Q13277'})"
"frozenset({'P38919', 'P61978', 'IL2'})"
"frozenset({'Q9NYJ8', 'P52747', 'IL2'})"
"frozenset({'O95466', 'P49411', 'IL2'})"
"frozenset({'Q13554', 'Q8NFM4', 'IL2'})"
"frozenset({'Q9UK32', 'IL2', 'Q92574'})"
"frozenset({'P26640', 'Q96S44', 'IL2'})"
"frozenset({'Q93062', 'Q6RSH7', 'IL2'})"
"frozenset({'Q9Y316', 'Q6NT76', 'IL2'})"
"frozenset({'P49450', 'Q71F23', 'IL2'})"
"frozenset({'Q4V328', 'Q9UER7', 'IL2'})"
"frozenset({'P59990', 'Q9BYR2', 'IL2'})"
"frozenset({'P05107', 'P35241', 'IL2'})"
"frozenset({'P02462', 'P98095', 'IL2'})"
"frozenset({'Q8TE76', 'IL2', 'Q8N488'})"
"frozenset({'Q9Y5Y2', 'Q16769', 'IL2'})"
"frozenset({'IL2', 'Q9UDY2', 'P61981'})"
"frozenset({'P63165', 'IL2', 'Q9NX05'})"
"frozenset({'Q13569', 'P27695', 'IL2'})"
"frozenset({'Q13547', 'P20671', 'IL2'})"
"frozenset({'Q13404', 'Q9Y6I3', 'IL2'})"
"frozenset({'P26012', 'P11047', 'IL2'})"
"frozenset({'Q9H672', 'Q9NWT6', 'IL2'})"
"frozenset({'Q9UHD8', 'O95292', 'IL2'})"
"frozenset({'P22234', 'IL2', 'P14174'})"
"frozenset({'Q15678', 'P48730', 'IL2'})"
"frozenset({'P05412', 'Q9UHX1', 'IL2'})"
"frozenset({'Q2NKX9', 'Q96M94', 'IL2'})"
"frozenset({'P62826', 'Q9H814', 'IL2'})"
"frozenset({'Q12965', 'IL2', 'P34897'})"
"frozenset({'O43324', 'P14868', 'IL2'})"
"frozenset({'P09651', 'Q13148', 'IL2'})"
"frozenset({'P30153', 'Q9H4M9', 'IL2'})"
"frozenset({'P15531', 'O14965', 'IL2'})"
"frozenset({'Q9H1K0', 'IL2', 'P61106'})"
"frozenset({'IL2', 'Q15631', 'Q32P28'})"
"frozenset({'Q9P1U0', 'Q13387', 'IL2'})"
"frozenset({'P01574', 'P48357', 'IL2'})"
"frozenset({'P10912', 'P43378', 'IL2'})"
"frozenset({'Q13247', 'Q15287', 'IL2'})"
"frozenset({'IL2', 'P16860', 'Q01844'})"
"frozenset({'P42574', 'P50452', 'IL2'})"
"frozenset({'Q9UHP6', 'IL2', 'Q13643'})"
