negatives
"frozenset({'O43747', 'BCR', 'Q96S82'})"
"frozenset({'P20248', 'O43663', 'BCR'})"
"frozenset({'P09429', 'BCR', 'Q9NR96'})"
"frozenset({'Q9BYD3', 'P62269', 'BCR'})"
"frozenset({'P20073', 'BCR', 'O15123'})"
"frozenset({'Q92879', 'BCR', 'O75436'})"
"frozenset({'P41229', 'Q8IWI9', 'BCR'})"
"frozenset({'Q86X55', 'BCR', 'P04637'})"
"frozenset({'Q00535', 'P07384', 'BCR'})"
"frozenset({'Q92569', 'BCR', 'Q5H9K5'})"
"frozenset({'Q96NW7', 'P19022', 'BCR'})"
"frozenset({'O15520', 'BCR', 'P00533'})"
"frozenset({'Q00975', 'P50151', 'BCR'})"
"frozenset({'Q05516', 'BCR', 'P13612'})"
"frozenset({'Q9BU76', 'O75031', 'BCR'})"
"frozenset({'Q99575', 'BCR', 'Q13283'})"
"frozenset({'BCR', 'Q8WZ42', 'Q9NVP2'})"
"frozenset({'Q7L0Q8', 'BCR', 'Q5JSL3'})"
"frozenset({'Q96DV4', 'Q7Z2W9', 'BCR'})"
"frozenset({'Q9NVX0', 'BCR', 'Q3V6T2'})"
"frozenset({'Q9BT09', 'BCR', 'Q9H9A6'})"
"frozenset({'Q9H0P0', 'BCR', 'Q9H3G5'})"
"frozenset({'P98170', 'BCR', 'P52565'})"
"frozenset({'P37231', 'Q9ULX9', 'BCR'})"
"frozenset({'Q14154', 'BCR', 'Q8IUH5'})"
"frozenset({'P80075', 'O00574', 'BCR'})"
"frozenset({'Q9UNL2', 'BCR', 'Q16181'})"
"frozenset({'P08246', 'BCR', 'P01011'})"
"frozenset({'BCR', 'Q86Y82', 'P13726'})"
"frozenset({'Q99081', 'Q99598', 'BCR'})"
"frozenset({'Q6GMV2', 'Q9UBU9', 'BCR'})"
"frozenset({'P04792', 'BCR', 'Q96RG2'})"
"frozenset({'P09326', 'Q04206', 'BCR'})"
"frozenset({'BCR', 'P19174', 'O15165'})"
"frozenset({'BCR', 'P62140', 'Q8IXT5'})"
"frozenset({'Q96EI5', 'BCR', 'Q14527'})"
"frozenset({'P61457', 'BCR', 'Q96GM5'})"
"frozenset({'P04004', 'Q5SSJ5', 'BCR'})"
"frozenset({'P07900', 'BCR', 'Q08380'})"
"frozenset({'Q7KZ85', 'Q96ST2', 'BCR'})"
"frozenset({'BCR', 'Q9NX61', 'P55055'})"
"frozenset({'P04156', 'BCR', 'Q9HCC9'})"
"frozenset({'Q9Y243', 'BCR', 'Q16584'})"
"frozenset({'Q14247', 'BCR', 'P16389'})"
"frozenset({'P10275', 'Q5TB30', 'BCR'})"
"frozenset({'Q96DI7', 'P62314', 'BCR'})"
"frozenset({'Q92674', 'BCR', 'Q7L2Z9'})"
"frozenset({'Q99598', 'Q07065', 'BCR'})"
"frozenset({'BCR', 'Q12906', 'P38919'})"
"frozenset({'BCR', 'P20962', 'P04150'})"
"frozenset({'P52735', 'Q8ND90', 'BCR'})"
"frozenset({'P78362', 'P56182', 'BCR'})"
"frozenset({'P61981', 'BCR', 'Q6VAB6'})"
"frozenset({'Q16623', 'BCR', 'Q13277'})"
"frozenset({'Q9NZC7', 'BCR', 'O43809'})"
"frozenset({'P10809', 'BCR', 'P63241'})"
"frozenset({'Q12907', 'BCR', 'Q7Z4Q2'})"
"frozenset({'P21980', 'P55265', 'BCR'})"
"frozenset({'Q9C0C9', 'Q8N1G0', 'BCR'})"
"frozenset({'Q9C026', 'BCR', 'Q9UI08'})"
"frozenset({'BCR', 'Q16659', 'P55061'})"
"frozenset({'Q9UKA4', 'BCR', 'Q5H9I0'})"
"frozenset({'P61962', 'BCR', 'P41743'})"
"frozenset({'Q6V1X1', 'BCR', 'P37108'})"
"frozenset({'Q9NP73', 'BCR', 'Q96F25'})"
"frozenset({'BCR', 'P61160', 'Q15527'})"
"frozenset({'Q15669', 'P31150', 'BCR'})"
"frozenset({'BCR', 'P21796', 'Q14697'})"
"frozenset({'Q9NV56', 'BCR', 'O95619'})"
"frozenset({'P57076', 'BCR', 'P35222'})"
"frozenset({'P13569', 'BCR', 'Q92673'})"
"frozenset({'BCR', 'Q09019', 'Q14160'})"
"frozenset({'P08238', 'BCR', 'P12755'})"
"frozenset({'Q99653', 'Q14940', 'BCR'})"
"frozenset({'Q9UH62', 'BCR', 'Q14697'})"
"frozenset({'O95397', 'BCR', 'Q96JA3'})"
"frozenset({'Q9BYI3', 'BCR', 'P43657'})"
"frozenset({'Q6NZI2', 'BCR', 'Q96H55'})"
"frozenset({'P78417', 'BCR', 'Q92993'})"
"frozenset({'P35658', 'Q96HA1', 'BCR'})"
"frozenset({'BCR', 'O60711', 'Q9Y6K9'})"
"frozenset({'Q8NE01', 'Q86WV6', 'BCR'})"
"frozenset({'Q9Y333', 'P54105', 'BCR'})"
"frozenset({'Q9Y6X8', 'P10301', 'BCR'})"
"frozenset({'Q9BX63', 'P54132', 'BCR'})"
"frozenset({'P42566', 'P01106', 'BCR'})"
"frozenset({'Q9H0A0', 'BCR', 'Q04637'})"
"frozenset({'Q15831', 'P49862', 'BCR'})"
"frozenset({'O75603', 'BCR', 'Q96LI6'})"
"frozenset({'O00483', 'BCR', 'Q9BUV8'})"
"frozenset({'P62987', 'BCR', 'P51668'})"
"frozenset({'Q96P70', 'Q9BWH6', 'BCR'})"
"frozenset({'P06493', 'Q9Y250', 'BCR'})"
"frozenset({'P27635', 'Q16698', 'BCR'})"
"frozenset({'Q13257', 'Q9BS18', 'BCR'})"
"frozenset({'P30048', 'BCR', 'P14635'})"
"frozenset({'P08571', 'P20138', 'BCR'})"
"frozenset({'BCR', 'Q6NUS6', 'Q5JU00'})"
"frozenset({'P62873', 'P35414', 'BCR'})"
"frozenset({'P24386', 'Q9H0U4', 'BCR'})"
"frozenset({'P05231', 'BCR', 'P48551'})"
"frozenset({'Q03014', 'BCR', 'P26371'})"
"frozenset({'O15078', 'BCR', 'Q02790'})"
"frozenset({'BCR', 'P19883', 'Q9NRD5'})"
"frozenset({'P15924', 'P55318', 'BCR'})"
"frozenset({'P62314', 'BCR', 'Q969P0'})"
"frozenset({'P00491', 'BCR', 'P49736'})"
"frozenset({'Q9Y4P8', 'Q7L5N1', 'BCR'})"
"frozenset({'Q7Z2Z2', 'Q9Y3A5', 'BCR'})"
"frozenset({'Q9H992', 'O14980', 'BCR'})"
"frozenset({'Q9H0W5', 'BCR', 'P49792'})"
"frozenset({'A8MQ03', 'BCR', 'P26371'})"
"frozenset({'BCR', 'Q9P0N9', 'Q96PU5'})"
"frozenset({'P78406', 'BCR', 'Q9Y6A5'})"
"frozenset({'P80188', 'BCR', 'Q96LC9'})"
"frozenset({'P50991', 'P13569', 'BCR'})"
"frozenset({'O94953', 'BCR', 'P62805'})"
"frozenset({'O14950', 'Q7Z406', 'BCR'})"
"frozenset({'Q9H2C0', 'P68371', 'BCR'})"
"frozenset({'Q13616', 'P61201', 'BCR'})"
"frozenset({'Q9GZZ9', 'BCR', 'Q8N565'})"
"frozenset({'P17812', 'BCR', 'P24941'})"
"frozenset({'Q53EL6', 'BCR', 'P49810'})"
"frozenset({'O94832', 'Q504Q3', 'BCR'})"
"frozenset({'P17301', 'BCR', 'P05556'})"
"frozenset({'Q9ULV4', 'Q9NQW6', 'BCR'})"
"frozenset({'Q9H0W5', 'BCR', 'Q15006'})"
"frozenset({'P04844', 'P08138', 'BCR'})"
"frozenset({'O43237', 'BCR', 'Q96AH8'})"
"frozenset({'P14625', 'P09493', 'BCR'})"
"frozenset({'BCR', 'O75364', 'P35908'})"
"frozenset({'Q93097', 'BCR', 'Q6P988'})"
"frozenset({'P67809', 'P09651', 'BCR'})"
"frozenset({'P50225', 'Q15293', 'BCR'})"
"frozenset({'Q92616', 'Q15714', 'BCR'})"
"frozenset({'Q13439', 'BCR', 'Q9H8H0'})"
"frozenset({'P01375', 'BCR', 'O60245'})"
"frozenset({'Q9H1Y0', 'Q9HCH5', 'BCR'})"
"frozenset({'Q969G3', 'BCR', 'O76011'})"
"frozenset({'P30050', 'Q92901', 'BCR'})"
"frozenset({'P24386', 'BCR', 'Q9Y5S9'})"
"frozenset({'Q04917', 'BCR', 'Q12778'})"
"frozenset({'Q9Y297', 'P08047', 'BCR'})"
"frozenset({'Q5JR59', 'BCR', 'Q15398'})"
"frozenset({'BCR', 'P53667', 'Q8WYL5'})"
"frozenset({'P42167', 'BCR', 'Q14999'})"
"frozenset({'Q01082', 'BCR', 'P33992'})"
"frozenset({'BCR', 'P50990', 'Q96Q83'})"
"frozenset({'BCR', 'Q9NSC5', 'Q96MY7'})"
"frozenset({'Q15003', 'BCR', 'Q7Z4Q2'})"
"frozenset({'O14972', 'Q9UBI1', 'BCR'})"
"frozenset({'P49916', 'BCR', 'Q9NTX7'})"
"frozenset({'P28799', 'P05771', 'BCR'})"
"frozenset({'P49840', 'P13051', 'BCR'})"
"frozenset({'BCR', 'Q9Y397', 'Q9UGM1'})"
"frozenset({'BCR', 'Q16526', 'P13010'})"
"frozenset({'P12004', 'BCR', 'Q9NW38'})"
"frozenset({'BCR', 'Q2TAZ0', 'Q92731'})"
"frozenset({'BCR', 'P98179', 'P61978'})"
"frozenset({'Q9NR12', 'Q92530', 'BCR'})"
"frozenset({'P61160', 'BCR', 'Q14999'})"
"frozenset({'P25787', 'Q969U7', 'BCR'})"
"frozenset({'Q14738', 'BCR', 'P67870'})"
"frozenset({'Q9NNX1', 'Q9UJ41', 'BCR'})"
"frozenset({'Q9NQC3', 'Q9BQ24', 'BCR'})"
"frozenset({'P0C7N5', 'P35626', 'BCR'})"
"frozenset({'P63261', 'Q9UBU8', 'BCR'})"
"frozenset({'P30566', 'P50238', 'BCR'})"
"frozenset({'Q5NDL2', 'Q03405', 'BCR'})"
"frozenset({'Q9H6T3', 'P60891', 'BCR'})"
"frozenset({'Q96IR7', 'Q9BXS6', 'BCR'})"
"frozenset({'BCR', 'P17612', 'Q3V6T2'})"
"frozenset({'Q9H792', 'BCR', 'P56945'})"
"frozenset({'Q9NZF1', 'BCR', 'Q09472'})"
"frozenset({'P54709', 'P14927', 'BCR'})"
"frozenset({'P27986', 'P04629', 'BCR'})"
"frozenset({'P0CW19', 'Q5SWW7', 'BCR'})"
"frozenset({'Q96GC5', 'P01106', 'BCR'})"
"frozenset({'P33981', 'Q00341', 'BCR'})"
"frozenset({'Q86WA8', 'BCR', 'Q8N0S2'})"
"frozenset({'Q9UBN6', 'P35580', 'BCR'})"
"frozenset({'P67809', 'BCR', 'O75533'})"
"frozenset({'Q13772', 'BCR', 'Q7Z6Z7'})"
"frozenset({'Q9NRC8', 'BCR', 'Q9UHI6'})"
"frozenset({'P78334', 'Q9H6U8', 'BCR'})"
"frozenset({'Q3KNW1', 'BCR', 'Q92769'})"
"frozenset({'BCR', 'Q14999', 'Q13428'})"
"frozenset({'BCR', 'Q92777', 'P17980'})"
"frozenset({'Q15788', 'BCR', 'Q9Y597'})"
"frozenset({'P16118', 'BCR', 'Q01094'})"
"frozenset({'BCR', 'Q8WWL7', 'Q9UJX4'})"
"frozenset({'P62258', 'BCR', 'Q13625'})"
"frozenset({'P05412', 'BCR', 'Q02930'})"
"frozenset({'P07437', 'BCR', 'O43464'})"
"frozenset({'Q15717', 'BCR', 'Q96NB1'})"
"frozenset({'P10275', 'Q9ULZ2', 'BCR'})"
"frozenset({'P61020', 'BCR', 'Q8N4Q1'})"
"frozenset({'P20618', 'BCR', 'P43686'})"
"frozenset({'Q8NB90', 'BCR', 'Q13573'})"
"frozenset({'BCR', 'P38919', 'P13647'})"
"frozenset({'P27986', 'P05107', 'BCR'})"
"frozenset({'BCR', 'P25963', 'Q9NZJ5'})"
"frozenset({'Q96T58', 'Q13547', 'BCR'})"
"frozenset({'Q9NXC5', 'Q5T1M5', 'BCR'})"
"frozenset({'P11217', 'Q9UPW5', 'BCR'})"
"frozenset({'O43303', 'P23258', 'BCR'})"
"frozenset({'P04040', 'BCR', 'P00338'})"
"frozenset({'Q16621', 'P45983', 'BCR'})"
"frozenset({'P31146', 'BCR', 'Q9UG01'})"
"frozenset({'Q99501', 'BCR', 'Q9BYB4'})"
"frozenset({'Q92793', 'Q9UID6', 'BCR'})"
"frozenset({'BCR', 'P63208', 'O14777'})"
"frozenset({'Q9UIA9', 'P04629', 'BCR'})"
"frozenset({'O00716', 'BCR', 'Q96GM5'})"
"frozenset({'P63165', 'BCR', 'P07910'})"
"frozenset({'BCR', 'P42081', 'P10747'})"
"frozenset({'P23511', 'BCR', 'Q13610'})"
"frozenset({'Q92793', 'Q96BA8', 'BCR'})"
"frozenset({'Q92569', 'Q9UBI6', 'BCR'})"
"frozenset({'P04004', 'BCR', 'P18084'})"
"frozenset({'P29474', 'BCR', 'Q03135'})"
"frozenset({'Q9Y2T1', 'Q8TBB1', 'BCR'})"
"frozenset({'Q13315', 'BCR', 'Q15398'})"
"frozenset({'BCR', 'O00560', 'Q8WYB5'})"
"frozenset({'P17301', 'P02458', 'BCR'})"
"frozenset({'Q12905', 'BCR', 'Q09472'})"
"frozenset({'BCR', 'P18206', 'O43294'})"
"frozenset({'BCR', 'O75648', 'Q5XKK7'})"
"frozenset({'BCR', 'Q03188', 'P62807'})"
"frozenset({'P01116', 'Q96TA1', 'BCR'})"
"frozenset({'Q16665', 'P10109', 'BCR'})"
"frozenset({'P09874', 'BCR', 'Q12933'})"
"frozenset({'Q02127', 'P01106', 'BCR'})"
"frozenset({'O14641', 'BCR', 'Q9UM47'})"
"frozenset({'P48739', 'P37837', 'BCR'})"
"frozenset({'O75477', 'Q8N0V3', 'BCR'})"
"frozenset({'P05023', 'Q49AN0', 'BCR'})"
"frozenset({'Q13618', 'Q8WXF1', 'BCR'})"
"frozenset({'P17302', 'BCR', 'Q03135'})"
"frozenset({'Q9ULT6', 'BCR', 'Q2MKA7'})"
"frozenset({'Q9NYJ8', 'Q9Y2K2', 'BCR'})"
"frozenset({'Q9HC52', 'P25398', 'BCR'})"
"frozenset({'Q5T3J3', 'P35226', 'BCR'})"
"frozenset({'P13805', 'Q16891', 'BCR'})"
"frozenset({'P58876', 'Q99878', 'BCR'})"
"frozenset({'P05412', 'P61221', 'BCR'})"
"frozenset({'O43747', 'BCR', 'Q96C86'})"
"frozenset({'O43795', 'P08047', 'BCR'})"
"frozenset({'BCR', 'Q92797', 'P63279'})"
"frozenset({'P24752', 'BCR', 'O75027'})"
"frozenset({'P11142', 'P04049', 'BCR'})"
"frozenset({'Q6IV72', 'BCR', 'P16220'})"
"frozenset({'P84243', 'BCR', 'Q96EX3'})"
"frozenset({'BCR', 'P49756', 'O14863'})"
"frozenset({'Q6ZMI0', 'BCR', 'P49848'})"
"frozenset({'Q12816', 'BCR', 'P26373'})"
"frozenset({'O75832', 'Q12849', 'BCR'})"
"frozenset({'Q9NP92', 'BCR', 'Q9P0M9'})"
"frozenset({'P06241', 'BCR', 'Q13023'})"
"frozenset({'Q15642', 'BCR', 'Q8IWW6'})"
"frozenset({'Q01844', 'BCR', 'O00479'})"
"frozenset({'Q8IXW5', 'P48643', 'BCR'})"
"frozenset({'Q96J02', 'BCR', 'Q9BUJ2'})"
"frozenset({'BCR', 'P22612', 'A4D2G3'})"
"frozenset({'Q9P0M6', 'Q8IYW5', 'BCR'})"
"frozenset({'BCR', 'P35613', 'Q5SVS4'})"
"frozenset({'Q86TW2', 'BCR', 'P62820'})"
"frozenset({'P36956', 'BCR', 'Q09472'})"
"frozenset({'P46937', 'Q9Y6X2', 'BCR'})"
"frozenset({'P09622', 'O43255', 'BCR'})"
"frozenset({'O75956', 'BCR', 'Q16643'})"
"frozenset({'Q16539', 'BCR', 'P15407'})"
"frozenset({'Q76N32', 'BCR', 'Q8N6Y0'})"
"frozenset({'Q9HAV4', 'BCR', 'Q15084'})"
"frozenset({'P04629', 'P09104', 'BCR'})"
"frozenset({'B2RXF5', 'BCR', 'Q99750'})"
"frozenset({'Q5PSV4', 'BCR', 'Q09028'})"
"frozenset({'Q9BZ95', 'BCR', 'P99999'})"
"frozenset({'Q9H492', 'BCR', 'O43150'})"
"frozenset({'P63104', 'BCR', 'P04792'})"
"frozenset({'Q8NHW5', 'Q02543', 'BCR'})"
"frozenset({'P22681', 'O60256', 'BCR'})"
"frozenset({'BCR', 'Q92621', 'Q9UPV0'})"
"frozenset({'Q8WVM7', 'P54274', 'BCR'})"
"frozenset({'BCR', 'P49736', 'Q96T76'})"
"frozenset({'P07711', 'P55957', 'BCR'})"
"frozenset({'Q8N131', 'BCR', 'P43364'})"
"frozenset({'Q14444', 'Q9UBS0', 'BCR'})"
"frozenset({'P01903', 'O15455', 'BCR'})"
"frozenset({'Q9BY41', 'BCR', 'Q93077'})"
"frozenset({'BCR', 'O95544', 'P26641'})"
"frozenset({'Q13185', 'Q9H582', 'BCR'})"
"frozenset({'Q92830', 'Q06330', 'BCR'})"
"frozenset({'Q9NPJ3', 'BCR', 'P30085'})"
"frozenset({'Q13185', 'BCR', 'Q9UPN9'})"
"frozenset({'Q99523', 'Q9BXF6', 'BCR'})"
"frozenset({'BCR', 'P26371', 'Q9UBK9'})"
"frozenset({'P22694', 'BCR', 'Q96RD2'})"
"frozenset({'P05412', 'Q14258', 'BCR'})"
"frozenset({'P57081', 'BCR', 'Q9NZL4'})"
"frozenset({'P54284', 'BCR', 'Q9Y2T4'})"
"frozenset({'O75820', 'P36894', 'BCR'})"
"frozenset({'Q14164', 'BCR', 'Q9BYX4'})"
"frozenset({'P12830', 'P01112', 'BCR'})"
"frozenset({'O95639', 'BCR', 'Q10570'})"
"frozenset({'O14980', 'Q9NUU7', 'BCR'})"
"frozenset({'O75896', 'Q86SQ4', 'BCR'})"
"frozenset({'Q92574', 'BCR', 'Q9P0N9'})"
"frozenset({'Q96LR2', 'P48730', 'BCR'})"
"frozenset({'Q96EP5', 'Q9H361', 'BCR'})"
"frozenset({'Q96D03', 'BCR', 'Q9HD42'})"
"frozenset({'A7MCY6', 'BCR', 'P49736'})"
"frozenset({'P50281', 'Q14789', 'BCR'})"
"frozenset({'Q9P0U4', 'O15294', 'BCR'})"
"frozenset({'Q9H492', 'Q15025', 'BCR'})"
"frozenset({'P49790', 'BCR', 'Q8N1F7'})"
"frozenset({'Q6UXH1', 'BCR', 'Q13526'})"
"frozenset({'BCR', 'Q96BQ3', 'P51668'})"
"frozenset({'P02649', 'BCR', 'P55058'})"
"frozenset({'P78364', 'BCR', 'P35227'})"
"frozenset({'Q99942', 'A0PK00', 'BCR'})"
"frozenset({'Q14493', 'Q00534', 'BCR'})"
"frozenset({'B9ZVM9', 'P82094', 'BCR'})"
"frozenset({'Q8WVM7', 'Q9BSI4', 'BCR'})"
"frozenset({'P62714', 'BCR', 'Q9NVR7'})"
"frozenset({'O43852', 'BCR', 'Q9UMR5'})"
"frozenset({'Q8IXE1', 'P49407', 'BCR'})"
"frozenset({'Q7L2E3', 'BCR', 'Q6NUN9'})"
"frozenset({'Q8WUH2', 'P49754', 'BCR'})"
"frozenset({'BCR', 'O95995', 'O15160'})"
"frozenset({'O75604', 'BCR', 'Q8WY64'})"
"frozenset({'BCR', 'P31751', 'P49841'})"
"frozenset({'Q96D46', 'P56537', 'BCR'})"
"frozenset({'Q6B8I1', 'Q9H257', 'BCR'})"
"frozenset({'Q96J02', 'BCR', 'Q86Y01'})"
"frozenset({'Q96LD4', 'BCR', 'Q15554'})"
"frozenset({'Q96RJ3', 'Q9Y275', 'BCR'})"
"frozenset({'P84022', 'BCR', 'Q92922'})"
"frozenset({'Q01814', 'Q13291', 'BCR'})"
"frozenset({'Q9H492', 'BCR', 'Q9BXI6'})"
"frozenset({'Q13077', 'BCR', 'Q5T1R4'})"
"frozenset({'P21980', 'BCR', 'P49756'})"
"frozenset({'O60841', 'BCR', 'P04637'})"
"frozenset({'BCR', 'Q14566', 'P53350'})"
"frozenset({'Q7Z3K3', 'BCR', 'P53539'})"
"frozenset({'Q2QGD7', 'BCR', 'P05067'})"
"frozenset({'Q13642', 'Q06330', 'BCR'})"
"frozenset({'Q9UHD9', 'BCR', 'O60936'})"
"frozenset({'O43513', 'Q15648', 'BCR'})"
"frozenset({'Q92841', 'P27694', 'BCR'})"
"frozenset({'P61328', 'BCR', 'P22455'})"
"frozenset({'Q96S59', 'P04049', 'BCR'})"
"frozenset({'Q15633', 'BCR', 'Q9Y2W7'})"
"frozenset({'P54198', 'BCR', 'P63279'})"
"frozenset({'Q13885', 'P55789', 'BCR'})"
"frozenset({'P81605', 'P61956', 'BCR'})"
"frozenset({'Q8N9N2', 'BCR', 'P29508'})"
"frozenset({'Q15020', 'BCR', 'P19320'})"
"frozenset({'Q13185', 'BCR', 'P49736'})"
"frozenset({'O75526', 'Q9H0R8', 'BCR'})"
"frozenset({'Q9H6R0', 'Q9P275', 'BCR'})"
"frozenset({'Q96H55', 'BCR', 'P63000'})"
"frozenset({'O76064', 'Q9Y3C0', 'BCR'})"
"frozenset({'Q9NYF0', 'O95503', 'BCR'})"
"frozenset({'P0DP25', 'BCR', 'Q13620'})"
"frozenset({'Q9NYF3', 'O43166', 'BCR'})"
"frozenset({'P07711', 'BCR', 'Q5NE16'})"
"frozenset({'P15170', 'Q14164', 'BCR'})"
"frozenset({'Q96CS3', 'BCR', 'P63267'})"
"frozenset({'O00468', 'BCR', 'P12755'})"
"frozenset({'Q9Y2Z9', 'Q5TEU4', 'BCR'})"
"frozenset({'Q69YI7', 'BCR', 'Q15554'})"
"frozenset({'Q9NQX5', 'BCR', 'Q9NUY8'})"
"frozenset({'P52292', 'BCR', 'P43627'})"
"frozenset({'P47881', 'BCR', 'P17612'})"
"frozenset({'Q13485', 'BCR', 'Q9ULJ6'})"
"frozenset({'P60409', 'BCR', 'Q0VDD7'})"
"frozenset({'Q9Y2I6', 'BCR', 'Q9C0D5'})"
"frozenset({'Q8IZH2', 'BCR', 'P46777'})"
"frozenset({'P07195', 'BCR', 'P40925'})"
"frozenset({'Q9HCE1', 'BCR', 'P30084'})"
"frozenset({'Q92519', 'BCR', 'Q9NQ25'})"
"frozenset({'Q02556', 'Q13105', 'BCR'})"
"frozenset({'P57076', 'BCR', 'P05120'})"
"frozenset({'Q96NS5', 'BCR', 'Q15369'})"
"frozenset({'P61247', 'BCR', 'Q9NUG6'})"
"frozenset({'Q16775', 'O95817', 'BCR'})"
"frozenset({'P42765', 'BCR', 'O14907'})"
"frozenset({'P50570', 'BCR', 'P54646'})"
"frozenset({'P62273', 'BCR', 'O60739'})"
"frozenset({'BCR', 'P84022', 'P36894'})"
"frozenset({'P20807', 'Q13203', 'BCR'})"
"frozenset({'P09497', 'P53680', 'BCR'})"
"frozenset({'O76081', 'BCR', 'Q5TA78'})"
"frozenset({'P31943', 'BCR', 'Q99729'})"
"frozenset({'P23771', 'BCR', 'Q13469'})"
"frozenset({'Q15459', 'BCR', 'Q9H0R8'})"
"frozenset({'Q9H1Y0', 'BCR', 'Q4G148'})"
"frozenset({'P12081', 'BCR', 'Q9BQ52'})"
"frozenset({'Q15788', 'Q9UPX8', 'BCR'})"
"frozenset({'O15027', 'BCR', 'O95782'})"
"frozenset({'Q9H0J9', 'BCR', 'P15927'})"
"frozenset({'P04222', 'BCR', 'O43809'})"
"frozenset({'BCR', 'Q16514', 'P49848'})"
"frozenset({'P62877', 'BCR', 'P49918'})"
"frozenset({'Q96EV8', 'A1L3X0', 'BCR'})"
"frozenset({'Q9H7D7', 'P52739', 'BCR'})"
"frozenset({'Q13503', 'P10828', 'BCR'})"
"frozenset({'Q9HBI1', 'P16144', 'BCR'})"
"frozenset({'P07550', 'P01303', 'BCR'})"
"frozenset({'Q13561', 'BCR', 'Q8IX12'})"
"frozenset({'P39023', 'BCR', 'P34931'})"
"frozenset({'Q02156', 'O14654', 'BCR'})"
"frozenset({'O94906', 'BCR', 'Q99459'})"
"frozenset({'P04629', 'BCR', 'Q13409'})"
"frozenset({'P33981', 'BCR', 'Q8TEQ6'})"
"frozenset({'Q8TDI0', 'BCR', 'Q13330'})"
"frozenset({'BCR', 'Q13416', 'P33992'})"
"frozenset({'P14618', 'Q06710', 'BCR'})"
"frozenset({'Q9UMF0', 'P46379', 'BCR'})"
"frozenset({'P36871', 'BCR', 'Q6YP21'})"
"frozenset({'P56179', 'P07900', 'BCR'})"
"frozenset({'P35555', 'BCR', 'Q6ZMM2'})"
"frozenset({'P61981', 'BCR', 'P48637'})"
"frozenset({'Q13148', 'BCR', 'Q14999'})"
"frozenset({'P61326', 'BCR', 'Q0VDG4'})"
"frozenset({'P60896', 'BCR', 'P26641'})"
"frozenset({'Q9UBN1', 'Q6IBW4', 'BCR'})"
"frozenset({'BCR', 'P46531', 'P04628'})"
"frozenset({'Q13724', 'BCR', 'P37198'})"
"frozenset({'Q5QJ74', 'O75360', 'BCR'})"
"frozenset({'Q66GS9', 'Q9Y6E0', 'BCR'})"
"frozenset({'P50995', 'BCR', 'P32119'})"
"frozenset({'BCR', 'P62917', 'Q9NUL3'})"
"frozenset({'BCR', 'P23508', 'Q9BXL5'})"
"frozenset({'Q6MZP7', 'P01375', 'BCR'})"
"frozenset({'Q9Y243', 'BCR', 'O14558'})"
"frozenset({'Q8WXK4', 'BCR', 'Q04760'})"
"frozenset({'Q07021', 'BCR', 'P35558'})"
"frozenset({'Q15717', 'BCR', 'O43541'})"
"frozenset({'P12956', 'BCR', 'Q13424'})"
"frozenset({'Q05655', 'P49006', 'BCR'})"
"frozenset({'P29474', 'BCR', 'Q9H0A6'})"
"frozenset({'P61088', 'BCR', 'Q9NX47'})"
"frozenset({'O15117', 'BCR', 'Q92974'})"
"frozenset({'Q15910', 'Q9H0B6', 'BCR'})"
"frozenset({'BCR', 'P35228', 'Q93034'})"
"frozenset({'Q9UQC2', 'P56524', 'BCR'})"
"frozenset({'Q9UJV9', 'Q6P2Q9', 'BCR'})"
"frozenset({'Q9UKX7', 'BCR', 'P43487'})"
"frozenset({'Q08379', 'BCR', 'P09067'})"
"frozenset({'P63261', 'BCR', 'Q11203'})"
"frozenset({'BCR', 'Q13573', 'Q96JP2'})"
"frozenset({'Q59H18', 'BCR', 'P63316'})"
"frozenset({'Q9Y4K3', 'O00635', 'BCR'})"
"frozenset({'Q9NP95', 'BCR', 'P35916'})"
"frozenset({'Q96NL6', 'BCR', 'P10636'})"
"frozenset({'Q03135', 'BCR', 'P51636'})"
"frozenset({'Q7Z5B4', 'BCR', 'Q86T03'})"
"frozenset({'Q3LI64', 'BCR', 'Q8IUC1'})"
"frozenset({'BCR', 'P07900', 'P07333'})"
"frozenset({'P42167', 'Q01813', 'BCR'})"
"frozenset({'Q9H3N1', 'BCR', 'P21964'})"
"frozenset({'P04899', 'P35414', 'BCR'})"
"frozenset({'Q13618', 'BCR', 'O14763'})"
"frozenset({'P62191', 'BCR', 'P28074'})"
"frozenset({'Q9UBU8', 'P16104', 'BCR'})"
"frozenset({'Q9P2W3', 'BCR', 'Q8NGY2'})"
"frozenset({'Q9H8Y8', 'P11926', 'BCR'})"
"frozenset({'BCR', 'P40227', 'Q9H7D0'})"
"frozenset({'Q9Y383', 'P04629', 'BCR'})"
"frozenset({'P20701', 'BCR', 'Q14289'})"
"frozenset({'BCR', 'Q8N5N7', 'Q9Y6G3'})"
"frozenset({'BCR', 'P19784', 'P05230'})"
"frozenset({'Q9UBN7', 'P51965', 'BCR'})"
"frozenset({'P34925', 'BCR', 'P04637'})"
"frozenset({'P61421', 'Q6IQ23', 'BCR'})"
"frozenset({'Q6PKC3', 'BCR', 'Q8NHV4'})"
"frozenset({'P11717', 'BCR', 'Q9NRX5'})"
"frozenset({'Q15047', 'Q9UBU9', 'BCR'})"
"frozenset({'P04792', 'P55209', 'BCR'})"
"frozenset({'P51504', 'BCR', 'A6NEM1'})"
"frozenset({'P15924', 'BCR', 'O75530'})"
