negatives
"frozenset({'Q9UBV4', 'Q6FHJ7', 'RANKL'})"
"frozenset({'Q9P2R3', 'O95166', 'RANKL'})"
"frozenset({'RANKL', 'P78386', 'O76015'})"
"frozenset({'RANKL', 'P46459', 'Q9Y6M4'})"
"frozenset({'Q8NC51', 'RANKL', 'P62273'})"
"frozenset({'Q92673', 'RANKL', 'P09622'})"
"frozenset({'RANKL', 'Q13470', 'P61981'})"
"frozenset({'P15170', 'RANKL', 'Q9H361'})"
"frozenset({'RANKL', 'Q96E11', 'P22307'})"
"frozenset({'RANKL', 'P62195', 'Q5T4S7'})"
"frozenset({'Q5S007', 'Q7L804', 'RANKL'})"
"frozenset({'RANKL', 'P48730', 'P84022'})"
"frozenset({'Q9H773', 'RANKL', 'Q6L8Q7'})"
"frozenset({'P34897', 'O00267', 'RANKL'})"
"frozenset({'RANKL', 'P62888', 'P27635'})"
"frozenset({'RANKL', 'Q96L12', 'Q24JP5'})"
"frozenset({'Q8NFJ5', 'RANKL', 'Q16643'})"
"frozenset({'RANKL', 'O95967', 'Q9H5Z6'})"
"frozenset({'Q14129', 'RANKL', 'Q8TD10'})"
"frozenset({'P13984', 'RANKL', 'Q96SW2'})"
"frozenset({'Q8IWW6', 'RANKL', 'Q7L0Q8'})"
"frozenset({'RANKL', 'Q13084', 'Q8IWL3'})"
"frozenset({'P51685', 'Q9H2A7', 'RANKL'})"
"frozenset({'P35226', 'RANKL', 'O75531'})"
"frozenset({'P01106', 'RANKL', 'P78527'})"
"frozenset({'RANKL', 'P41212', 'O75581'})"
"frozenset({'RANKL', 'Q8WTP8', 'Q5VU43'})"
"frozenset({'Q86X19', 'RANKL', 'Q9HDC5'})"
"frozenset({'Q9UKE5', 'RANKL', 'O43639'})"
"frozenset({'O60260', 'RANKL', 'P60604'})"
"frozenset({'P42701', 'RANKL', 'P01588'})"
"frozenset({'P50151', 'RANKL', 'P40145'})"
"frozenset({'P51610', 'RANKL', 'Q8IVD9'})"
"frozenset({'P04637', 'RANKL', 'Q9NZJ0'})"
"frozenset({'P26368', 'RANKL', 'P25787'})"
"frozenset({'P01275', 'RANKL', 'P01308'})"
"frozenset({'RANKL', 'P00519', 'Q15637'})"
"frozenset({'RANKL', 'O00459', 'P42338'})"
"frozenset({'Q9Y2D8', 'P55040', 'RANKL'})"
"frozenset({'P61019', 'O43633', 'RANKL'})"
"frozenset({'RANKL', 'Q9UKA4', 'Q9UBK7'})"
"frozenset({'O00141', 'RANKL', 'P08235'})"
"frozenset({'RANKL', 'P68104', 'P62277'})"
"frozenset({'P40763', 'RANKL', 'Q00653'})"
"frozenset({'Q9UFD9', 'RANKL', 'Q13131'})"
"frozenset({'RANKL', 'Q9Y3A3', 'Q14BN4'})"
"frozenset({'RANKL', 'P27986', 'P51398'})"
"frozenset({'RANKL', 'P17482', 'Q15562'})"
"frozenset({'Q9H0I2', 'RANKL', 'Q6A162'})"
"frozenset({'O75147', 'RANKL', 'Q8NI27'})"
"frozenset({'Q9Y4I1', 'RANKL', 'P35579'})"
"frozenset({'P62807', 'RANKL', 'O94953'})"
"frozenset({'Q01860', 'RANKL', 'P49815'})"
"frozenset({'P05388', 'RANKL', 'P23258'})"
"frozenset({'Q9H3S4', 'O14841', 'RANKL'})"
"frozenset({'P60410', 'RANKL', 'Q9NUL5'})"
"frozenset({'RANKL', 'O75937', 'Q9Y237'})"
"frozenset({'Q8N0Z3', 'RANKL', 'Q8WWQ0'})"
"frozenset({'P52597', 'O60504', 'RANKL'})"
"frozenset({'P19174', 'P47712', 'RANKL'})"
"frozenset({'P35498', 'RANKL', 'P59768'})"
"frozenset({'RANKL', 'Q7Z2K6', 'Q9UKG4'})"
"frozenset({'RANKL', 'Q13156', 'Q96E14'})"
"frozenset({'RANKL', 'Q93034', 'P62913'})"
"frozenset({'RANKL', 'P19784', 'Q7Z4V5'})"
"frozenset({'P11021', 'RANKL', 'Q9UKV5'})"
"frozenset({'Q01955', 'RANKL', 'Q9Y5P4'})"
"frozenset({'RANKL', 'Q9NZM1', 'P38606'})"
"frozenset({'RANKL', 'P09960', 'P35270'})"
"frozenset({'Q03001', 'RANKL', 'Q92614'})"
"frozenset({'RANKL', 'Q08209', 'Q8WYL5'})"
"frozenset({'RANKL', 'Q9Y3Z3', 'Q92925'})"
"frozenset({'RANKL', 'Q15637', 'Q99439'})"
"frozenset({'Q15020', 'Q969P0', 'RANKL'})"
"frozenset({'P62873', 'RANKL', 'P30939'})"
"frozenset({'RANKL', 'Q9NVE4', 'Q9BV73'})"
"frozenset({'RANKL', 'P09651', 'Q03188'})"
"frozenset({'Q13489', 'RANKL', 'P20749'})"
"frozenset({'P01106', 'Q659C4', 'RANKL'})"
"frozenset({'Q14566', 'RANKL', 'Q70CQ1'})"
"frozenset({'RANKL', 'Q7L5N1', 'P62917'})"
"frozenset({'P22612', 'RANKL', 'P15735'})"
"frozenset({'Q15025', 'RANKL', 'Q9H492'})"
"frozenset({'Q5UIP0', 'O14737', 'RANKL'})"
"frozenset({'RANKL', 'Q96JM7', 'Q9UBU8'})"
"frozenset({'P08138', 'RANKL', 'P01135'})"
"frozenset({'RANKL', 'Q92820', 'Q9NXV6'})"
"frozenset({'Q6ZWK4', 'RANKL', 'P63167'})"
"frozenset({'RANKL', 'P63220', 'P62750'})"
"frozenset({'Q969R5', 'RANKL', 'P78424'})"
"frozenset({'RANKL', 'O60337', 'P37231'})"
"frozenset({'Q9H0Q3', 'RANKL', 'Q9GZT6'})"
"frozenset({'RANKL', 'Q9UPQ9', 'O94986'})"
"frozenset({'RANKL', 'Q7Z3Y8', 'P05787'})"
"frozenset({'Q7Z6E9', 'RANKL', 'P63279'})"
"frozenset({'RANKL', 'Q15831', 'Q05639'})"
"frozenset({'RANKL', 'Q494V2', 'Q7L0Q8'})"
"frozenset({'O75177', 'Q9UKW6', 'RANKL'})"
"frozenset({'P21802', 'Q9Y371', 'RANKL'})"
"frozenset({'Q13257', 'RANKL', 'Q99496'})"
"frozenset({'O43464', 'RANKL', 'Q99497'})"
"frozenset({'P32121', 'RANKL', 'Q8NH05'})"
"frozenset({'RANKL', 'P20036', 'Q13505'})"
"frozenset({'RANKL', 'Q96FV9', 'Q9P2N5'})"
"frozenset({'O95816', 'RANKL', 'P02751'})"
"frozenset({'RANKL', 'P68104', 'Q13617'})"
"frozenset({'O15230', 'RANKL', 'P23229'})"
"frozenset({'RANKL', 'Q96J02', 'Q16630'})"
"frozenset({'P30307', 'RANKL', 'Q13952'})"
"frozenset({'RANKL', 'P08238', 'Q9Y572'})"
"frozenset({'O00418', 'P37108', 'RANKL'})"
"frozenset({'RANKL', 'O95777', 'P78347'})"
"frozenset({'RANKL', 'Q9BUF5', 'Q14204'})"
"frozenset({'RANKL', 'P10515', 'O43181'})"
"frozenset({'RANKL', 'P34981', 'P11117'})"
"frozenset({'RANKL', 'O60232', 'P62837'})"
"frozenset({'P09758', 'RANKL', 'Q07157'})"
"frozenset({'Q9UHD2', 'RANKL', 'Q13200'})"
"frozenset({'RANKL', 'O60508', 'Q8TAD8'})"
"frozenset({'P56556', 'RANKL', 'P19404'})"
"frozenset({'RANKL', 'Q8WV44', 'Q9P2F9'})"
"frozenset({'P04049', 'RANKL', 'P31689'})"
"frozenset({'P62249', 'O95816', 'RANKL'})"
"frozenset({'P68431', 'RANKL', 'Q6FI13'})"
"frozenset({'Q13332', 'RANKL', 'Q13885'})"
"frozenset({'P55075', 'RANKL', 'P35968'})"
"frozenset({'RANKL', 'P32456', 'P20073'})"
"frozenset({'RANKL', 'Q9H9T3', 'Q8IU60'})"
"frozenset({'RANKL', 'O60566', 'Q9UJX6'})"
"frozenset({'Q96DI7', 'RANKL', 'Q9BUI4'})"
"frozenset({'RANKL', 'P63220', 'P62829'})"
"frozenset({'Q92993', 'RANKL', 'P10275'})"
"frozenset({'RANKL', 'O43187', 'P08238'})"
"frozenset({'Q9Y337', 'Q04721', 'RANKL'})"
"frozenset({'RANKL', 'Q99549', 'P55201'})"
"frozenset({'RANKL', 'P26006', 'Q14192'})"
"frozenset({'RANKL', 'P62324', 'Q9UIV1'})"
"frozenset({'RANKL', 'P05067', 'P30044'})"
"frozenset({'Q92988', 'RANKL', 'Q15788'})"
"frozenset({'Q15843', 'RANKL', 'O00571'})"
"frozenset({'O95758', 'RANKL', 'P00519'})"
"frozenset({'P11229', 'Q9P2W3', 'RANKL'})"
"frozenset({'RANKL', 'O60264', 'Q9BQG0'})"
"frozenset({'RANKL', 'P19838', 'P35321'})"
"frozenset({'RANKL', 'Q5VZ89', 'P30305'})"
"frozenset({'RANKL', 'Q6ZN16', 'P61026'})"
"frozenset({'RANKL', 'P51684', 'P52333'})"
"frozenset({'Q9NUX5', 'RANKL', 'P41134'})"
"frozenset({'RANKL', 'P43243', 'P02751'})"
"frozenset({'RANKL', 'Q9NV96', 'P98196'})"
"frozenset({'RANKL', 'O94842', 'P34932'})"
"frozenset({'Q9H6T3', 'RANKL', 'P05067'})"
"frozenset({'P37173', 'RANKL', 'Q96BD6'})"
"frozenset({'RANKL', 'P25440', 'O96019'})"
"frozenset({'RANKL', 'Q9NYK5', 'Q96A35'})"
"frozenset({'P08069', 'P01344', 'RANKL'})"
"frozenset({'RANKL', 'Q969M3', 'Q16594'})"
"frozenset({'P32121', 'RANKL', 'Q5JQS5'})"
"frozenset({'RANKL', 'Q96HS1', 'P05412'})"
"frozenset({'P54259', 'Q9Y4B4', 'RANKL'})"
"frozenset({'Q9Y217', 'RANKL', 'O75146'})"
"frozenset({'Q6P597', 'Q8N1B4', 'RANKL'})"
"frozenset({'RANKL', 'P54619', 'Q15717'})"
"frozenset({'P50613', 'RANKL', 'Q13451'})"
"frozenset({'Q92905', 'RANKL', 'Q99828'})"
"frozenset({'RANKL', 'Q8N8N7', 'Q13868'})"
"frozenset({'RANKL', 'Q4KMQ1', 'P62140'})"
"frozenset({'O75360', 'RANKL', 'O76094'})"
"frozenset({'O94979', 'RANKL', 'Q15370'})"
"frozenset({'RANKL', 'P19793', 'Q13501'})"
"frozenset({'Q8TEE9', 'Q8N726', 'RANKL'})"
"frozenset({'Q06710', 'RANKL', 'P04628'})"
"frozenset({'Q6UY14', 'RANKL', 'Q8N6N6'})"
"frozenset({'Q13467', 'RANKL', 'Q9NQ48'})"
"frozenset({'P62873', 'Q8NGK2', 'RANKL'})"
"frozenset({'Q9BQQ3', 'RANKL', 'O00116'})"
"frozenset({'O14640', 'RANKL', 'Q96LK0'})"
"frozenset({'Q8N653', 'RANKL', 'Q13207'})"
"frozenset({'Q08722', 'RANKL', 'P78324'})"
"frozenset({'P52732', 'P61247', 'RANKL'})"
"frozenset({'RANKL', 'P51168', 'Q96J02'})"
"frozenset({'P19174', 'P63098', 'RANKL'})"
"frozenset({'O00231', 'RANKL', 'Q99459'})"
"frozenset({'P27348', 'RANKL', 'Q96FW1'})"
"frozenset({'Q9UN42', 'RANKL', 'Q96S06'})"
"frozenset({'RANKL', 'Q96FB5', 'Q15717'})"
"frozenset({'RANKL', 'Q9HC35', 'P42336'})"
"frozenset({'RANKL', 'Q9P0W0', 'P15509'})"
"frozenset({'Q04206', 'P08254', 'RANKL'})"
"frozenset({'P36873', 'RANKL', 'Q96QC0'})"
"frozenset({'RANKL', 'Q96N67', 'P48431'})"
"frozenset({'Q8WWY3', 'P22087', 'RANKL'})"
"frozenset({'RANKL', 'P37235', 'P60370'})"
"frozenset({'A6NK89', 'O14640', 'RANKL'})"
"frozenset({'RANKL', 'P43351', 'P35244'})"
"frozenset({'Q04917', 'RANKL', 'P47974'})"
"frozenset({'RANKL', 'O75038', 'Q02156'})"
"frozenset({'O00560', 'A1L4H1', 'RANKL'})"
"frozenset({'P46736', 'RANKL', 'Q6IN85'})"
"frozenset({'RANKL', 'Q8N6F8', 'Q9NQ94'})"
"frozenset({'P55072', 'RANKL', 'Q15717'})"
"frozenset({'RANKL', 'O15379', 'Q92956'})"
"frozenset({'RANKL', 'Q13620', 'P22626'})"
"frozenset({'RANKL', 'P43405', 'P29353'})"
"frozenset({'Q96T76', 'RANKL', 'Q9BZG8'})"
"frozenset({'RANKL', 'P52429', 'Q96GX1'})"
"frozenset({'Q13315', 'RANKL', 'P22736'})"
"frozenset({'RANKL', 'P05067', 'Q9NSB8'})"
"frozenset({'O94804', 'RANKL', 'P15311'})"
"frozenset({'P02768', 'RANKL', 'Q68DD2'})"
"frozenset({'Q9NRL3', 'RANKL', 'Q9Y2U9'})"
"frozenset({'Q9P212', 'Q15139', 'RANKL'})"
"frozenset({'O75695', 'RANKL', 'P48730'})"
"frozenset({'O95484', 'RANKL', 'P56880'})"
"frozenset({'P40306', 'RANKL', 'P21246'})"
"frozenset({'RANKL', 'Q99459', 'P50750'})"
"frozenset({'P00533', 'RANKL', 'P52630'})"
"frozenset({'RANKL', 'Q6IAN0', 'Q96GX1'})"
"frozenset({'RANKL', 'Q92820', 'P49736'})"
"frozenset({'RANKL', 'P43629', 'P29350'})"
"frozenset({'O43464', 'RANKL', 'Q9UL63'})"
"frozenset({'RANKL', 'P84095', 'Q96BY6'})"
"frozenset({'RANKL', 'Q5VVX9', 'Q13064'})"
"frozenset({'P08581', 'RANKL', 'Q07890'})"
"frozenset({'Q9Y6N1', 'RANKL', 'Q13501'})"
"frozenset({'Q96B97', 'RANKL', 'Q9P2Y4'})"
"frozenset({'P49754', 'RANKL', 'Q13426'})"
"frozenset({'Q16540', 'Q969G5', 'RANKL'})"
"frozenset({'RANKL', 'O75608', 'P05166'})"
"frozenset({'Q01968', 'RANKL', 'P63010'})"
"frozenset({'RANKL', 'P07900', 'Q9NZN9'})"
"frozenset({'O00308', 'RANKL', 'P62805'})"
"frozenset({'RANKL', 'Q96EK4', 'Q4V328'})"
"frozenset({'Q15287', 'RANKL', 'P62829'})"
"frozenset({'RANKL', 'P11217', 'P49736'})"
"frozenset({'RANKL', 'Q9BVN2', 'O14641'})"
"frozenset({'RANKL', 'Q9BY43', 'Q9UN37'})"
"frozenset({'P42696', 'RANKL', 'P60520'})"
"frozenset({'P61619', 'RANKL', 'P27824'})"
"frozenset({'O14980', 'O94979', 'RANKL'})"
"frozenset({'P36873', 'O14777', 'RANKL'})"
"frozenset({'P42702', 'RANKL', 'Q9UHD0'})"
"frozenset({'P35269', 'RANKL', 'Q9Y5B0'})"
"frozenset({'Q9UKR5', 'RANKL', 'Q96BA8'})"
"frozenset({'RANKL', 'Q99741', 'Q9Y619'})"
"frozenset({'Q96BP2', 'Q8N4Q1', 'RANKL'})"
"frozenset({'RANKL', 'Q9NX58', 'Q8WVD3'})"
"frozenset({'RANKL', 'Q9Y333', 'Q9Y4Z0'})"
"frozenset({'RANKL', 'P07900', 'P09769'})"
"frozenset({'RANKL', 'O95365', 'Q9NRL2'})"
"frozenset({'RANKL', 'Q06124', 'Q14289'})"
"frozenset({'RANKL', 'P78345', 'P42771'})"
"frozenset({'Q13009', 'RANKL', 'O15075'})"
"frozenset({'O75934', 'RANKL', 'Q9UNP9'})"
"frozenset({'O43823', 'RANKL', 'Q9UKB1'})"
"frozenset({'Q9HCE1', 'RANKL', 'Q99575'})"
"frozenset({'RANKL', 'Q02446', 'Q13444'})"
"frozenset({'RANKL', 'Q9UGL1', 'P52655'})"
"frozenset({'RANKL', 'O60356', 'Q04724'})"
"frozenset({'RANKL', 'Q9NX01', 'Q04864'})"
"frozenset({'Q01780', 'RANKL', 'P15927'})"
"frozenset({'RANKL', 'P25490', 'Q15796'})"
"frozenset({'RANKL', 'O00444', 'P78371'})"
"frozenset({'Q86X19', 'P22059', 'RANKL'})"
"frozenset({'RANKL', 'Q8NHL6', 'P30443'})"
"frozenset({'O15297', 'RANKL', 'Q9H2X6'})"
"frozenset({'RANKL', 'Q14999', 'P46087'})"
"frozenset({'RANKL', 'O15516', 'Q9C0J9'})"
"frozenset({'RANKL', 'P09874', 'P35222'})"
"frozenset({'RANKL', 'Q9H741', 'Q9BYV2'})"
"frozenset({'P41161', 'RANKL', 'P05067'})"
"frozenset({'O76038', 'RANKL', 'Q9UJX2'})"
"frozenset({'P04629', 'Q6NZY4', 'RANKL'})"
"frozenset({'RANKL', 'P98082', 'Q05655'})"
"frozenset({'P26641', 'RANKL', 'P51991'})"
"frozenset({'Q63HN8', 'RANKL', 'Q5TBB1'})"
"frozenset({'P04626', 'Q12913', 'RANKL'})"
"frozenset({'O95684', 'RANKL', 'Q969Q6'})"
"frozenset({'P09132', 'RANKL', 'O75152'})"
"frozenset({'RANKL', 'Q9P1Q0', 'Q9UID3'})"
"frozenset({'RANKL', 'Q86XI6', 'Q15349'})"
"frozenset({'RANKL', 'Q16637', 'Q99459'})"
"frozenset({'Q13438', 'RANKL', 'P62877'})"
"frozenset({'P15121', 'RANKL', 'Q9Y281'})"
"frozenset({'RANKL', 'Q14802', 'O43255'})"
"frozenset({'Q15544', 'RANKL', 'Q7Z7C8'})"
"frozenset({'Q14315', 'RANKL', 'Q96RR4'})"
"frozenset({'Q99873', 'RANKL', 'P30504'})"
"frozenset({'RANKL', 'Q9Y297', 'P51991'})"
"frozenset({'Q92794', 'RANKL', 'Q96T23'})"
"frozenset({'Q13191', 'RANKL', 'P08729'})"
"frozenset({'RANKL', 'P12931', 'P52565'})"
"frozenset({'RANKL', 'O95994', 'P35228'})"
"frozenset({'Q99689', 'P42858', 'RANKL'})"
"frozenset({'Q13243', 'RANKL', 'O95897'})"
"frozenset({'RANKL', 'P36508', 'Q9NQZ6'})"
"frozenset({'Q53GQ0', 'RANKL', 'P62820'})"
"frozenset({'RANKL', 'Q96ER9', 'O75342'})"
"frozenset({'RANKL', 'Q06413', 'P08047'})"
"frozenset({'P99999', 'RANKL', 'O75461'})"
"frozenset({'Q15050', 'RANKL', 'Q14498'})"
"frozenset({'P01106', 'O60664', 'RANKL'})"
"frozenset({'P01106', 'RANKL', 'Q16576'})"
"frozenset({'O95900', 'RANKL', 'Q5JRX3'})"
"frozenset({'RANKL', 'Q99496', 'P06753'})"
"frozenset({'P12814', 'P29274', 'RANKL'})"
"frozenset({'RANKL', 'Q96N67', 'Q9H0W5'})"
"frozenset({'Q96T58', 'RANKL', 'Q13363'})"
"frozenset({'RANKL', 'Q96DU9', 'P62324'})"
"frozenset({'RANKL', 'P53667', 'Q9H0X9'})"
"frozenset({'RANKL', 'Q96GM8', 'Q9Y4Z0'})"
"frozenset({'RANKL', 'P63220', 'Q8NI27'})"
"frozenset({'RANKL', 'O75367', 'Q9P127'})"
"frozenset({'RANKL', 'O43896', 'P62826'})"
"frozenset({'RANKL', 'O00268', 'P20226'})"
"frozenset({'P31751', 'RANKL', 'Q00653'})"
"frozenset({'RANKL', 'Q9P2N7', 'P08238'})"
"frozenset({'Q13724', 'RANKL', 'Q9H4L4'})"
"frozenset({'RANKL', 'Q96CS3', 'Q9BW27'})"
"frozenset({'Q13748', 'RANKL', 'Q86VZ1'})"
"frozenset({'Q02878', 'P30050', 'RANKL'})"
"frozenset({'P60033', 'RANKL', 'Q16512'})"
"frozenset({'RANKL', 'P08754', 'Q15147'})"
"frozenset({'RANKL', 'O95759', 'Q9NZJ7'})"
"frozenset({'RANKL', 'O43752', 'O00161'})"
"frozenset({'Q49AN0', 'RANKL', 'P12956'})"
"frozenset({'P30041', 'RANKL', 'O75083'})"
"frozenset({'RANKL', 'Q96CS2', 'Q16512'})"
"frozenset({'P13591', 'Q8NFB2', 'RANKL'})"
"frozenset({'Q96MT8', 'O00444', 'RANKL'})"
"frozenset({'RANKL', 'O43639', 'P09017'})"
"frozenset({'RANKL', 'Q2M2I5', 'Q9NX04'})"
"frozenset({'O14818', 'RANKL', 'Q06323'})"
"frozenset({'O43852', 'RANKL', 'P35228'})"
"frozenset({'Q96EB6', 'RANKL', 'Q8IUE6'})"
"frozenset({'RANKL', 'Q8N6U2', 'O95273'})"
"frozenset({'Q9NPJ6', 'RANKL', 'Q6UN15'})"
"frozenset({'Q96A57', 'RANKL', 'Q9P0T7'})"
"frozenset({'RANKL', 'Q14416', 'P04899'})"
"frozenset({'Q92989', 'RANKL', 'P05067'})"
"frozenset({'Q13009', 'RANKL', 'P01111'})"
"frozenset({'RANKL', 'Q96IK1', 'Q8IYS8'})"
"frozenset({'P78395', 'RANKL', 'Q8WYA0'})"
"frozenset({'Q9H9V4', 'RANKL', 'P51965'})"
"frozenset({'P52732', 'P17252', 'RANKL'})"
"frozenset({'RANKL', 'Q9UBS5', 'P61952'})"
"frozenset({'Q9Y4E8', 'RANKL', 'Q04771'})"
"frozenset({'RANKL', 'O75955', 'Q16706'})"
"frozenset({'Q92633', 'P19634', 'RANKL'})"
"frozenset({'P18031', 'RANKL', 'P13501'})"
"frozenset({'Q04206', 'RANKL', 'Q96KP6'})"
"frozenset({'RANKL', 'P03372', 'P08754'})"
"frozenset({'P48380', 'RANKL', 'Q9H1B5'})"
"frozenset({'RANKL', 'P34903', 'Q15111'})"
"frozenset({'RANKL', 'P49763', 'P29317'})"
"frozenset({'Q02878', 'O95166', 'RANKL'})"
"frozenset({'RANKL', 'Q13363', 'O43541'})"
"frozenset({'RANKL', 'Q9NPF5', 'Q6ZRS2'})"
"frozenset({'RANKL', 'Q96PX8', 'Q9UHD9'})"
"frozenset({'P56179', 'RANKL', 'P08238'})"
"frozenset({'P15692', 'P25490', 'RANKL'})"
"frozenset({'O15145', 'RANKL', 'P35579'})"
"frozenset({'RANKL', 'P20036', 'Q9NPF2'})"
"frozenset({'RANKL', 'P10721', 'Q16827'})"
"frozenset({'P51677', 'RANKL', 'P19876'})"
"frozenset({'RANKL', 'Q06190', 'Q08289'})"
"frozenset({'P40855', 'RANKL', 'P20138'})"
"frozenset({'Q7KZN9', 'Q02978', 'RANKL'})"
"frozenset({'RANKL', 'P62241', 'Q15700'})"
"frozenset({'RANKL', 'P84074', 'Q9NVR5'})"
"frozenset({'RANKL', 'P18827', 'Q15113'})"
"frozenset({'RANKL', 'O75150', 'P33778'})"
"frozenset({'O43597', 'RANKL', 'Q5TA78'})"
"frozenset({'O60739', 'RANKL', 'P37802'})"
"frozenset({'O14980', 'Q5VYK3', 'RANKL'})"
"frozenset({'RANKL', 'Q08380', 'P62701'})"
"frozenset({'RANKL', 'P05067', 'Q93074'})"
"frozenset({'RANKL', 'Q9BSV6', 'Q9UKB1'})"
"frozenset({'P42574', 'RANKL', 'P61981'})"
"frozenset({'RANKL', 'Q9BPX5', 'Q9UHB6'})"
"frozenset({'P40227', 'RANKL', 'Q9NRL3'})"
"frozenset({'P62873', 'RANKL', 'Q8N0Y3'})"
"frozenset({'RANKL', 'P41595', 'P30556'})"
"frozenset({'RANKL', 'P28066', 'P82933'})"
"frozenset({'P62745', 'Q8IWW6', 'RANKL'})"
"frozenset({'RANKL', 'P40337', 'P82979'})"
"frozenset({'P54886', 'RANKL', 'Q92499'})"
"frozenset({'RANKL', 'Q14160', 'Q15700'})"
"frozenset({'Q9UBB9', 'P04259', 'RANKL'})"
"frozenset({'Q13310', 'RANKL', 'P40429'})"
"frozenset({'RANKL', 'Q13077', 'Q12756'})"
"frozenset({'RANKL', 'P22694', 'Q13606'})"
"frozenset({'Q6TCH7', 'RANKL', 'Q92466'})"
"frozenset({'RANKL', 'Q5T3F8', 'Q14254'})"
"frozenset({'RANKL', 'Q7Z3S9', 'Q08117'})"
"frozenset({'P84090', 'Q9H0U6', 'RANKL'})"
"frozenset({'Q6Y7W6', 'RANKL', 'P07900'})"
"frozenset({'Q8IY92', 'RANKL', 'O43290'})"
"frozenset({'Q13285', 'RANKL', 'Q92922'})"
"frozenset({'RANKL', 'Q9BQA1', 'Q15006'})"
"frozenset({'P52797', 'RANKL', 'P10721'})"
"frozenset({'RANKL', 'P28288', 'Q70EL3'})"
"frozenset({'RANKL', 'O43741', 'Q9NZH6'})"
"frozenset({'Q99598', 'RANKL', 'Q07065'})"
"frozenset({'RANKL', 'Q9C0B0', 'O60216'})"
"frozenset({'RANKL', 'Q8NEH6', 'P61088'})"
"frozenset({'O95817', 'RANKL', 'P68036'})"
"frozenset({'P22681', 'RANKL', 'P07949'})"
"frozenset({'RANKL', 'Q8IV50', 'Q8WVZ9'})"
"frozenset({'O95684', 'RANKL', 'Q8N1G4'})"
"frozenset({'RANKL', 'O60216', 'P62829'})"
"frozenset({'RANKL', 'O14920', 'Q9H0F6'})"
"frozenset({'RANKL', 'Q96D09', 'O75251'})"
"frozenset({'RANKL', 'Q15038', 'Q99732'})"
"frozenset({'P62987', 'RANKL', 'P04234'})"
"frozenset({'Q8TBB1', 'RANKL', 'O95793'})"
"frozenset({'Q86YZ3', 'RANKL', 'Q9Y2Q3'})"
"frozenset({'RANKL', 'Q93062', 'Q9UQ90'})"
"frozenset({'P35251', 'RANKL', 'P06493'})"
"frozenset({'P30291', 'RANKL', 'P08238'})"
"frozenset({'O95816', 'RANKL', 'O75365'})"
"frozenset({'RANKL', 'Q14966', 'Q96RG2'})"
"frozenset({'Q5JVL4', 'RANKL', 'Q96PV0'})"
"frozenset({'A4D1P6', 'RANKL', 'Q92796'})"
"frozenset({'O15042', 'RANKL', 'Q14999'})"
"frozenset({'O00238', 'RANKL', 'Q13507'})"
"frozenset({'Q5M775', 'Q9NQW6', 'RANKL'})"
"frozenset({'RANKL', 'Q8NHW5', 'P46778'})"
"frozenset({'RANKL', 'P00519', 'P46109'})"
"frozenset({'RANKL', 'P40227', 'O75147'})"
"frozenset({'P08631', 'RANKL', 'P19793'})"
"frozenset({'O95817', 'P63208', 'RANKL'})"
"frozenset({'Q9UKR5', 'RANKL', 'Q9H1D9'})"
"frozenset({'RANKL', 'Q8NHY6', 'Q9H7E9'})"
"frozenset({'Q8NEB9', 'RANKL', 'Q99496'})"
"frozenset({'RANKL', 'P04440', 'P53618'})"
"frozenset({'RANKL', 'Q6UWE0', 'Q96FV0'})"
"frozenset({'O00308', 'RANKL', 'Q8NHY3'})"
"frozenset({'P15153', 'Q07960', 'RANKL'})"
"frozenset({'O75351', 'Q13618', 'RANKL'})"
"frozenset({'Q14134', 'Q9UBU9', 'RANKL'})"
"frozenset({'Q5TC82', 'RANKL', 'P62917'})"
"frozenset({'RANKL', 'Q8N6T3', 'P60520'})"
"frozenset({'P41208', 'RANKL', 'Q8WUY9'})"
"frozenset({'Q9UHE8', 'RANKL', 'Q13200'})"
"frozenset({'RANKL', 'Q06124', 'P35568'})"
"frozenset({'P19021', 'P08185', 'RANKL'})"
"frozenset({'Q07960', 'Q9H4E5', 'RANKL'})"
"frozenset({'Q4AC94', 'RANKL', 'O75665'})"
"frozenset({'P61927', 'RANKL', 'P62244'})"
"frozenset({'P04629', 'Q96ME1', 'RANKL'})"
"frozenset({'P11182', 'RANKL', 'P30084'})"
"frozenset({'Q99853', 'RANKL', 'Q9UGN5'})"
"frozenset({'Q9BUV8', 'RANKL', 'Q8WVX9'})"
"frozenset({'P01112', 'Q7Z569', 'RANKL'})"
"frozenset({'RANKL', 'O75306', 'P09622'})"
"frozenset({'RANKL', 'Q9H0R8', 'P13797'})"
"frozenset({'Q9BX70', 'RANKL', 'Q9UBW8'})"
"frozenset({'RANKL', 'Q9BRK4', 'Q9P286'})"
"frozenset({'Q9UIA9', 'RANKL', 'Q96IQ7'})"
"frozenset({'O75340', 'RANKL', 'Q13045'})"
"frozenset({'P52797', 'P08581', 'RANKL'})"
"frozenset({'Q14134', 'RANKL', 'Q08379'})"
"frozenset({'Q8WXH0', 'RANKL', 'Q15554'})"
"frozenset({'Q8HWS3', 'RANKL', 'Q96E35'})"
"frozenset({'Q92626', 'Q13813', 'RANKL'})"
"frozenset({'RANKL', 'O76064', 'P49585'})"
"frozenset({'RANKL', 'Q9H3P7', 'Q15717'})"
"frozenset({'RANKL', 'Q93045', 'P49758'})"
"frozenset({'RANKL', 'O75478', 'P35222'})"
