negatives
"frozenset({'Q14CS0', 'IL6', 'Q8NFH3'})"
"frozenset({'IL6', 'P23921', 'Q9UET6'})"
"frozenset({'IL6', 'P27635', 'P62750'})"
"frozenset({'Q13315', 'O95425', 'IL6'})"
"frozenset({'Q9NS56', 'P10276', 'IL6'})"
"frozenset({'Q96H55', 'Q9H6X2', 'IL6'})"
"frozenset({'IL6', 'P12830', 'Q9Y2D5'})"
"frozenset({'IL6', 'Q92905', 'Q9H4B7'})"
"frozenset({'Q9UNN5', 'Q9NX02', 'IL6'})"
"frozenset({'IL6', 'Q9HDC9', 'P27824'})"
"frozenset({'IL6', 'O75360', 'Q5VZE5'})"
"frozenset({'IL6', 'Q9NQ66', 'Q13237'})"
"frozenset({'IL6', 'Q96EP0', 'P51843'})"
"frozenset({'P09110', 'Q5I0X4', 'IL6'})"
"frozenset({'IL6', 'Q9Y3Q8', 'Q9Y297'})"
"frozenset({'IL6', 'P55327', 'P62807'})"
"frozenset({'Q08050', 'P49841', 'IL6'})"
"frozenset({'IL6', 'Q14160', 'Q8IUQ4'})"
"frozenset({'IL6', 'Q9BXL5', 'Q8NFG4'})"
"frozenset({'IL6', 'O14908', 'Q5JWF2'})"
"frozenset({'P07437', 'IL6', 'Q96L34'})"
"frozenset({'Q7L0Q8', 'Q8N0T1', 'IL6'})"
"frozenset({'Q8IXK2', 'IL6', 'P98088'})"
"frozenset({'IL6', 'O75116', 'P61587'})"
"frozenset({'IL6', 'Q7L5N1', 'Q13309'})"
"frozenset({'Q5JSL3', 'Q9HBH0', 'IL6'})"
"frozenset({'IL6', 'P01834', 'O75530'})"
"frozenset({'IL6', 'Q13617', 'P27348'})"
"frozenset({'IL6', 'Q05516', 'Q99684'})"
"frozenset({'IL6', 'P12544', 'P02545'})"
"frozenset({'IL6', 'Q9BZE1', 'P09622'})"
"frozenset({'IL6', 'O60229', 'Q9Y6H5'})"
"frozenset({'IL6', 'P25391', 'Q8NHH9'})"
"frozenset({'Q9UPN7', 'O14980', 'IL6'})"
"frozenset({'O95813', 'Q93097', 'IL6'})"
"frozenset({'Q13557', 'O43889', 'IL6'})"
"frozenset({'IL6', 'Q8N163', 'P25789'})"
"frozenset({'IL6', 'Q9H165', 'Q9Y5X4'})"
"frozenset({'IL6', 'Q02833', 'P68104'})"
"frozenset({'IL6', 'Q8IWW6', 'P62993'})"
"frozenset({'Q9Y6Q9', 'P48730', 'IL6'})"
"frozenset({'IL6', 'P00519', 'P04637'})"
"frozenset({'IL6', 'Q99728', 'Q5C9Z4'})"
"frozenset({'IL6', 'Q14568', 'O94953'})"
"frozenset({'P00488', 'P02671', 'IL6'})"
"frozenset({'IL6', 'P18206', 'P27658'})"
"frozenset({'IL6', 'Q96LY2', 'P62195'})"
"frozenset({'IL6', 'P04637', 'P36873'})"
"frozenset({'P35232', 'Q14197', 'IL6'})"
"frozenset({'IL6', 'P0CAP1', 'O94762'})"
"frozenset({'IL6', 'Q9P2W3', 'Q8NGA1'})"
"frozenset({'IL6', 'Q5T0J7', 'Q969J3'})"
"frozenset({'P84098', 'O14757', 'IL6'})"
"frozenset({'IL6', 'O00716', 'P68104'})"
"frozenset({'IL6', 'Q49AN0', 'O43242'})"
"frozenset({'IL6', 'Q07021', 'Q7L5N1'})"
"frozenset({'IL6', 'Q6P1J9', 'P35579'})"
"frozenset({'IL6', 'O75531', 'Q13112'})"
"frozenset({'Q9NZJ0', 'P12004', 'IL6'})"
"frozenset({'Q8NFQ8', 'Q92766', 'IL6'})"
"frozenset({'IL6', 'Q92621', 'Q96EE3'})"
"frozenset({'IL6', 'P27658', 'P49639'})"
"frozenset({'IL6', 'Q9H0W5', 'Q15773'})"
"frozenset({'IL6', 'Q9H444', 'P51149'})"
"frozenset({'Q13671', 'IL6', 'P61225'})"
"frozenset({'Q00535', 'P08670', 'IL6'})"
"frozenset({'IL6', 'Q01860', 'Q9H857'})"
"frozenset({'P60329', 'Q15645', 'IL6'})"
"frozenset({'IL6', 'Q9UHR5', 'Q9UBB9'})"
"frozenset({'IL6', 'Q9NR50', 'P61421'})"
"frozenset({'IL6', 'Q504Q3', 'Q5M775'})"
"frozenset({'Q9Y262', 'Q96L14', 'IL6'})"
"frozenset({'IL6', 'Q9UBK9', 'P19388'})"
"frozenset({'IL6', 'Q9NR48', 'Q9UBU8'})"
"frozenset({'IL6', 'P45983', 'Q03112'})"
"frozenset({'IL6', 'Q03014', 'Q9UJA5'})"
"frozenset({'IL6', 'P33992', 'Q92878'})"
"frozenset({'IL6', 'P49407', 'Q86V81'})"
"frozenset({'IL6', 'Q9UKG9', 'Q9P2K8'})"
"frozenset({'IL6', 'P37198', 'P25205'})"
"frozenset({'IL6', 'Q01850', 'Q9H0I2'})"
"frozenset({'IL6', 'Q9NYJ8', 'Q9BYM8'})"
"frozenset({'Q15286', 'O15259', 'IL6'})"
"frozenset({'P00747', 'Q6P1J9', 'IL6'})"
"frozenset({'IL6', 'Q8N0Z3', 'P10636'})"
"frozenset({'IL6', 'P40938', 'Q9Y2K6'})"
"frozenset({'IL6', 'Q3KQV3', 'P60410'})"
"frozenset({'IL6', 'Q12906', 'O60231'})"
"frozenset({'IL6', 'Q13368', 'P05067'})"
"frozenset({'IL6', 'P08047', 'Q9NVK5'})"
"frozenset({'IL6', 'Q9BQ95', 'Q9HCC0'})"
"frozenset({'Q8N9N2', 'Q96SB8', 'IL6'})"
"frozenset({'IL6', 'P02675', 'Q9H081'})"
"frozenset({'P20827', 'IL6', 'P17948'})"
"frozenset({'IL6', 'Q9NW13', 'P06748'})"
"frozenset({'IL6', 'Q14157', 'Q9NQW6'})"
"frozenset({'IL6', 'P48443', 'Q9NVC6'})"
"frozenset({'Q9H6R4', 'Q9NY61', 'IL6'})"
"frozenset({'IL6', 'P55082', 'P37173'})"
"frozenset({'IL6', 'A3KMH1', 'Q96RS6'})"
"frozenset({'P41273', 'Q07011', 'IL6'})"
"frozenset({'IL6', 'Q9BWT7', 'Q96EG3'})"
"frozenset({'Q14247', 'IL6', 'Q05397'})"
"frozenset({'IL6', 'P50150', 'O95622'})"
"frozenset({'IL6', 'P68402', 'P14735'})"
"frozenset({'IL6', 'P56545', 'O95600'})"
"frozenset({'IL6', 'Q92731', 'O14744'})"
"frozenset({'IL6', 'Q15293', 'Q15436'})"
"frozenset({'IL6', 'O75643', 'Q9BZJ0'})"
"frozenset({'IL6', 'Q9BVK2', 'P62079'})"
"frozenset({'IL6', 'Q96FW1', 'Q9UBL6'})"
"frozenset({'IL6', 'Q8WUW1', 'Q8N0W4'})"
"frozenset({'Q16790', 'Q13085', 'IL6'})"
"frozenset({'IL6', 'Q01664', 'P08047'})"
"frozenset({'IL6', 'Q9GZY0', 'Q9P127'})"
"frozenset({'IL6', 'Q96LA8', 'Q9H204'})"
"frozenset({'Q92858', 'Q9HCJ0', 'IL6'})"
"frozenset({'IL6', 'P51610', 'Q9UBL3'})"
"frozenset({'IL6', 'Q9UBX1', 'P98170'})"
"frozenset({'IL6', 'P22626', 'Q92499'})"
"frozenset({'IL6', 'Q9Y275', 'Q9BXW9'})"
"frozenset({'IL6', 'Q5KU26', 'P17931'})"
"frozenset({'IL6', 'Q96KM6', 'P26045'})"
"frozenset({'IL6', 'P27694', 'O60930'})"
"frozenset({'Q9HAW8', 'Q5SRI9', 'IL6'})"
"frozenset({'O75152', 'P50454', 'IL6'})"
"frozenset({'Q8IWY9', 'IL6', 'O95257'})"
"frozenset({'IL6', 'Q86TI0', 'P0DP23'})"
"frozenset({'IL6', 'P38405', 'Q96R67'})"
"frozenset({'IL6', 'O75151', 'P62807'})"
"frozenset({'Q9UHL9', 'Q99523', 'IL6'})"
"frozenset({'IL6', 'Q14161', 'A8MVX0'})"
"frozenset({'Q96TA1', 'Q86X19', 'IL6'})"
"frozenset({'IL6', 'Q9ULJ6', 'Q5VU97'})"
"frozenset({'IL6', 'P29558', 'P09234'})"
"frozenset({'IL6', 'P20339', 'Q92738'})"
"frozenset({'IL6', 'P05067', 'Q9Y296'})"
"frozenset({'IL6', 'Q03181', 'P50613'})"
"frozenset({'Q8IXH7', 'Q09161', 'IL6'})"
"frozenset({'IL6', 'P36873', 'Q9Y6H5'})"
"frozenset({'IL6', 'Q8TDD1', 'P68400'})"
"frozenset({'IL6', 'Q9HBH9', 'Q15717'})"
"frozenset({'IL6', 'P55318', 'P35244'})"
"frozenset({'Q00610', 'P09651', 'IL6'})"
"frozenset({'IL6', 'P00568', 'O60885'})"
"frozenset({'IL6', 'Q6ICG6', 'P63104'})"
"frozenset({'IL6', 'P55072', 'P68371'})"
"frozenset({'IL6', 'Q96PC2', 'P19388'})"
"frozenset({'IL6', 'Q13137', 'Q9H0I2'})"
"frozenset({'P04629', 'Q9BXP5', 'IL6'})"
"frozenset({'IL6', 'Q92764', 'P30305'})"
"frozenset({'IL6', 'P29966', 'O95758'})"
"frozenset({'P10599', 'P00966', 'IL6'})"
"frozenset({'IL6', 'O95988', 'Q9Y6B6'})"
"frozenset({'IL6', 'Q9BSL1', 'O43918'})"
"frozenset({'IL6', 'P54578', 'P01106'})"
"frozenset({'IL6', 'Q9NY30', 'Q96DU9'})"
"frozenset({'IL6', 'Q9UJZ1', 'Q9P0L0'})"
"frozenset({'IL6', 'Q96B97', 'Q9UPQ0'})"
"frozenset({'IL6', 'P08238', 'P78371'})"
"frozenset({'IL6', 'Q13188', 'Q00013'})"
"frozenset({'IL6', 'O60566', 'Q96IF1'})"
"frozenset({'Q15051', 'P69905', 'IL6'})"
"frozenset({'Q8WTP8', 'Q13685', 'IL6'})"
"frozenset({'IL6', 'P62495', 'P58340'})"
"frozenset({'IL6', 'Q15139', 'Q16236'})"
"frozenset({'O75815', 'P18754', 'IL6'})"
"frozenset({'Q9Y3C5', 'O00232', 'IL6'})"
"frozenset({'IL6', 'P16104', 'O14929'})"
"frozenset({'IL6', 'P01569', 'P10912'})"
"frozenset({'IL6', 'Q401N2', 'Q8TAE8'})"
"frozenset({'IL6', 'O15400', 'P62820'})"
"frozenset({'IL6', 'O00214', 'P20701'})"
"frozenset({'Q86VP6', 'P46087', 'IL6'})"
"frozenset({'IL6', 'Q8NCA5', 'P67809'})"
"frozenset({'IL6', 'Q9Y4K3', 'P49069'})"
"frozenset({'IL6', 'P04637', 'Q06330'})"
"frozenset({'IL6', 'P78347', 'Q9UBS0'})"
"frozenset({'IL6', 'Q9NZM3', 'O14490'})"
"frozenset({'Q02297', 'Q96N66', 'IL6'})"
"frozenset({'IL6', 'Q01844', 'Q13618'})"
"frozenset({'IL6', 'P15880', 'P35268'})"
"frozenset({'IL6', 'O60641', 'Q14164'})"
"frozenset({'P20618', 'O60493', 'IL6'})"
"frozenset({'Q9P2K3', 'IL6', 'Q12933'})"
"frozenset({'P04629', 'Q8WZA9', 'IL6'})"
"frozenset({'IL6', 'Q6IQ23', 'Q9NQT8'})"
"frozenset({'P30040', 'Q96FW1', 'IL6'})"
"frozenset({'IL6', 'P01137', 'Q9P2W1'})"
"frozenset({'P06239', 'P78314', 'IL6'})"
"frozenset({'IL6', 'Q9NQ29', 'Q9H307'})"
"frozenset({'IL6', 'Q09161', 'P07910'})"
"frozenset({'IL6', 'O75095', 'O15265'})"
"frozenset({'O95835', 'Q9NRM7', 'IL6'})"
"frozenset({'Q86YM7', 'Q9P2A4', 'IL6'})"
"frozenset({'IL6', 'Q5EE01', 'Q92905'})"
"frozenset({'IL6', 'Q92973', 'P27105'})"
"frozenset({'IL6', 'Q9NRG0', 'P30520'})"
"frozenset({'IL6', 'Q16559', 'Q9H0N5'})"
"frozenset({'IL6', 'Q16236', 'P38398'})"
"frozenset({'IL6', 'Q96K21', 'Q70CQ2'})"
"frozenset({'IL6', 'Q7Z3B4', 'Q9NP55'})"
"frozenset({'Q16527', 'Q99496', 'IL6'})"
"frozenset({'Q9H1P6', 'IL6', 'Q3LI66'})"
"frozenset({'IL6', 'O43679', 'P61968'})"
"frozenset({'IL6', 'P07288', 'P78527'})"
"frozenset({'IL6', 'P49411', 'P13489'})"
"frozenset({'IL6', 'Q86YC2', 'Q13007'})"
"frozenset({'IL6', 'P20702', 'P08047'})"
"frozenset({'IL6', 'O94761', 'Q9NQ29'})"
"frozenset({'IL6', 'P12956', 'Q9UBN7'})"
"frozenset({'Q13291', 'IL6', 'P08575'})"
"frozenset({'IL6', 'Q15276', 'Q9NZ32'})"
"frozenset({'IL6', 'P49802', 'P01100'})"
"frozenset({'IL6', 'P13612', 'P61081'})"
"frozenset({'IL6', 'P25098', 'P62166'})"
"frozenset({'IL6', 'Q9H334', 'P60568'})"
"frozenset({'Q6EMB2', 'Q15154', 'IL6'})"
"frozenset({'IL6', 'Q15233', 'Q9Y616'})"
"frozenset({'IL6', 'Q9NRC8', 'O43707'})"
"frozenset({'Q9Y4L1', 'IL6', 'Q8WXX5'})"
"frozenset({'IL6', 'Q9UNM6', 'P28070'})"
"frozenset({'IL6', 'Q07866', 'Q04726'})"
"frozenset({'IL6', 'Q99880', 'P04908'})"
"frozenset({'IL6', 'P35221', 'Q13418'})"
"frozenset({'IL6', 'O14653', 'Q08AF8'})"
"frozenset({'IL6', 'P21860', 'Q05397'})"
"frozenset({'O95139', 'P49821', 'IL6'})"
"frozenset({'IL6', 'P79483', 'Q8IUH5'})"
"frozenset({'IL6', 'Q5T5B0', 'P26371'})"
"frozenset({'IL6', 'O76014', 'Q7RTS7'})"
"frozenset({'P35222', 'P56524', 'IL6'})"
"frozenset({'IL6', 'O15211', 'P52292'})"
"frozenset({'IL6', 'P26368', 'Q9Y383'})"
"frozenset({'IL6', 'P05067', 'P84090'})"
"frozenset({'O14641', 'O60504', 'IL6'})"
"frozenset({'Q8NH92', 'IL6', 'P62873'})"
"frozenset({'IL6', 'Q93034', 'Q96MG8'})"
"frozenset({'IL6', 'Q8WYA6', 'P62805'})"
"frozenset({'IL6', 'O95816', 'P19484'})"
"frozenset({'IL6', 'Q9C0J9', 'P68400'})"
"frozenset({'IL6', 'Q96HA7', 'P38398'})"
"frozenset({'IL6', 'Q8IXL6', 'Q8WXD2'})"
"frozenset({'Q9UGU5', 'P06132', 'IL6'})"
"frozenset({'IL6', 'Q13347', 'O00159'})"
"frozenset({'IL6', 'P19532', 'P19484'})"
"frozenset({'IL6', 'Q9GZV8', 'Q02535'})"
"frozenset({'IL6', 'P24311', 'Q14749'})"
"frozenset({'Q9UPN7', 'P50748', 'IL6'})"
"frozenset({'Q96EN9', 'P78358', 'IL6'})"
"frozenset({'IL6', 'Q9NRR5', 'Q15155'})"
"frozenset({'IL6', 'Q13009', 'P10301'})"
"frozenset({'IL6', 'Q9BZS1', 'Q04206'})"
"frozenset({'Q9UK11', 'Q9UQ07', 'IL6'})"
"frozenset({'IL6', 'P0C7T3', 'P17612'})"
"frozenset({'IL6', 'Q14865', 'P01106'})"
"frozenset({'IL6', 'P62745', 'Q9BS91'})"
"frozenset({'IL6', 'P33993', 'Q9HB75'})"
"frozenset({'Q9HC77', 'Q14BN4', 'IL6'})"
"frozenset({'IL6', 'Q9HCE1', 'P60520'})"
"frozenset({'IL6', 'O14980', 'Q9NQY0'})"
"frozenset({'IL6', 'Q13635', 'P52849'})"
"frozenset({'IL6', 'O60895', 'O95467'})"
"frozenset({'IL6', 'P23921', 'Q9P2R7'})"
"frozenset({'IL6', 'P01137', 'Q8NEC5'})"
"frozenset({'IL6', 'Q15276', 'Q5TAP6'})"
"frozenset({'IL6', 'Q8NI27', 'Q9UMN6'})"
"frozenset({'IL6', 'Q9H444', 'O14862'})"
"frozenset({'IL6', 'O75489', 'P53985'})"
"frozenset({'IL6', 'P31273', 'A8MQ03'})"
"frozenset({'IL6', 'O75925', 'P12980'})"
"frozenset({'IL6', 'O00567', 'P62910'})"
"frozenset({'IL6', 'Q9UHI6', 'P15923'})"
"frozenset({'IL6', 'Q99459', 'P09661'})"
"frozenset({'IL6', 'Q12905', 'P32969'})"
"frozenset({'IL6', 'Q15714', 'Q9Y5K6'})"
"frozenset({'IL6', 'Q99708', 'O60934'})"
"frozenset({'IL6', 'Q9BY27', 'Q96EV8'})"
"frozenset({'P06239', 'P08637', 'IL6'})"
"frozenset({'IL6', 'Q9GZV8', 'Q9H0I2'})"
"frozenset({'IL6', 'Q02978', 'Q9Y277'})"
"frozenset({'Q92831', 'P51610', 'IL6'})"
"frozenset({'IL6', 'Q9Y3E0', 'Q9UNQ0'})"
"frozenset({'IL6', 'Q9Y463', 'Q9P2F8'})"
"frozenset({'IL6', 'P47929', 'P23258'})"
"frozenset({'IL6', 'P01889', 'Q15631'})"
"frozenset({'IL6', 'Q7L7X3', 'Q8N5C6'})"
"frozenset({'IL6', 'Q9Y6C2', 'Q14980'})"
"frozenset({'Q13573', 'Q15149', 'IL6'})"
"frozenset({'IL6', 'P61224', 'Q9UKW4'})"
"frozenset({'IL6', 'Q9NPA0', 'Q9P0I2'})"
"frozenset({'IL6', 'P42224', 'O94925'})"
"frozenset({'IL6', 'Q9UFN0', 'Q9H3D4'})"
"frozenset({'IL6', 'O43918', 'Q01130'})"
"frozenset({'IL6', 'Q99798', 'Q86SZ2'})"
"frozenset({'IL6', 'P78358', 'Q9BRV8'})"
"frozenset({'IL6', 'O95467', 'P51828'})"
"frozenset({'IL6', 'Q05586', 'P17612'})"
"frozenset({'IL6', 'Q18PE1', 'O95967'})"
"frozenset({'IL6', 'Q9UBU9', 'Q9NPJ8'})"
"frozenset({'IL6', 'Q8IVF2', 'Q7Z6Z7'})"
"frozenset({'IL6', 'P57103', 'P43304'})"
"frozenset({'IL6', 'Q8TAT6', 'P37108'})"
"frozenset({'IL6', 'Q8N960', 'O75665'})"
"frozenset({'Q9Y6N7', 'Q7Z6B7', 'IL6'})"
"frozenset({'IL6', 'Q9H3Q1', 'Q9NNW5'})"
"frozenset({'P29400', 'IL6', 'P51398'})"
"frozenset({'IL6', 'P08238', 'Q9UQB9'})"
"frozenset({'IL6', 'P06454', 'P52306'})"
"frozenset({'IL6', 'P60763', 'P41743'})"
"frozenset({'IL6', 'Q8IY81', 'Q9UGY1'})"
"frozenset({'IL6', 'P62266', 'Q9Y3U8'})"
"frozenset({'Q86VP6', 'P46782', 'IL6'})"
"frozenset({'IL6', 'Q08722', 'Q6DKI2'})"
"frozenset({'IL6', 'Q13469', 'O95292'})"
"frozenset({'IL6', 'Q6ZU80', 'Q8TCG1'})"
"frozenset({'IL6', 'Q08379', 'Q9UKX3'})"
"frozenset({'IL6', 'P32004', 'Q9NVR5'})"
"frozenset({'IL6', 'Q13275', 'P22314'})"
"frozenset({'IL6', 'P29372', 'P62273'})"
"frozenset({'IL6', 'Q9BZL4', 'Q8N6Y0'})"
"frozenset({'IL6', 'Q7Z4S6', 'Q9P1Y6'})"
"frozenset({'Q5S007', 'Q99469', 'IL6'})"
"frozenset({'Q6P161', 'Q9HAC7', 'IL6'})"
"frozenset({'P07437', 'O60603', 'IL6'})"
"frozenset({'IL6', 'P00519', 'Q96IW2'})"
"frozenset({'Q08043', 'P68133', 'IL6'})"
"frozenset({'IL6', 'P07996', 'P02458'})"
"frozenset({'IL6', 'P20042', 'P17096'})"
"frozenset({'Q96H55', 'O75369', 'IL6'})"
"frozenset({'IL6', 'P61218', 'Q9H1D9'})"
"frozenset({'P56192', 'IL6', 'P47897'})"
"frozenset({'IL6', 'Q5XPI4', 'Q9BZP6'})"
"frozenset({'IL6', 'P25786', 'O15355'})"
"frozenset({'IL6', 'O60508', 'Q01130'})"
"frozenset({'IL6', 'O95948', 'Q9UL17'})"
"frozenset({'IL6', 'O60506', 'Q13151'})"
"frozenset({'IL6', 'P45984', 'P14136'})"
"frozenset({'IL6', 'Q14197', 'P17568'})"
"frozenset({'IL6', 'P62263', 'P62269'})"
"frozenset({'Q08462', 'P31751', 'IL6'})"
"frozenset({'IL6', 'P49407', 'P60660'})"
"frozenset({'IL6', 'Q9NYL9', 'Q9Y230'})"
"frozenset({'IL6', 'Q15788', 'O14490'})"
"frozenset({'IL6', 'O14980', 'Q9H0D6'})"
"frozenset({'IL6', 'Q9BZL3', 'P54852'})"
"frozenset({'IL6', 'Q13618', 'Q9UHP3'})"
"frozenset({'IL6', 'P29372', 'Q9H6R0'})"
"frozenset({'IL6', 'Q14457', 'P46934'})"
"frozenset({'O43921', 'P21802', 'IL6'})"
"frozenset({'IL6', 'Q13885', 'O15259'})"
"frozenset({'Q9UJU2', 'Q9UBT7', 'IL6'})"
"frozenset({'IL6', 'Q7Z4H7', 'Q96EK4'})"
"frozenset({'IL6', 'Q6PL18', 'Q96DB2'})"
"frozenset({'IL6', 'P49407', 'Q8WZ92'})"
"frozenset({'P0DP25', 'P11234', 'IL6'})"
"frozenset({'Q8WWW0', 'Q9H2X6', 'IL6'})"
"frozenset({'IL6', 'Q9H4M9', 'Q9NQW7'})"
"frozenset({'IL6', 'A6NKD9', 'Q9C0F1'})"
"frozenset({'P49736', 'IL6', 'Q93008'})"
"frozenset({'IL6', 'Q96FW1', 'Q04771'})"
"frozenset({'Q00839', 'IL6', 'P46779'})"
"frozenset({'Q8IYH5', 'Q96AQ6', 'IL6'})"
"frozenset({'IL6', 'Q8WXF0', 'Q9P0V3'})"
"frozenset({'IL6', 'P26196', 'Q9BTM9'})"
"frozenset({'IL6', 'Q96QV1', 'O43323'})"
"frozenset({'IL6', 'Q9BTW9', 'Q96CS3'})"
"frozenset({'IL6', 'Q9BYR7', 'Q9Y2E5'})"
"frozenset({'IL6', 'O75251', 'Q96EY1'})"
"frozenset({'IL6', 'Q99944', 'Q9UHF1'})"
"frozenset({'Q96CW5', 'O14980', 'IL6'})"
"frozenset({'Q15003', 'Q8N140', 'IL6'})"
"frozenset({'IL6', 'Q13435', 'Q15022'})"
"frozenset({'IL6', 'Q9UHP6', 'Q9BXS5'})"
"frozenset({'Q8IX01', 'Q9C009', 'IL6'})"
"frozenset({'P86480', 'IL6', 'P54253'})"
"frozenset({'IL6', 'Q8ND30', 'O60941'})"
"frozenset({'IL6', 'Q96JC1', 'Q9P2Y5'})"
"frozenset({'IL6', 'P31946', 'Q9HAU0'})"
"frozenset({'IL6', 'O75822', 'O75821'})"
"frozenset({'P60484', 'Q96P65', 'IL6'})"
"frozenset({'IL6', 'Q14D33', 'O43790'})"
"frozenset({'IL6', 'P07900', 'O75344'})"
"frozenset({'IL6', 'P09001', 'Q9BYD1'})"
"frozenset({'IL6', 'P56202', 'O15392'})"
"frozenset({'IL6', 'Q15717', 'Q13952'})"
"frozenset({'IL6', 'O14818', 'P21731'})"
"frozenset({'IL6', 'P25391', 'Q13683'})"
"frozenset({'Q16623', 'IL6', 'Q8WWP7'})"
"frozenset({'IL6', 'P27037', 'Q15796'})"
"frozenset({'Q9H501', 'Q9ULU4', 'IL6'})"
"frozenset({'IL6', 'O95166', 'P18507'})"
"frozenset({'IL6', 'P18146', 'Q01629'})"
"frozenset({'IL6', 'P61088', 'P50552'})"
"frozenset({'IL6', 'P17020', 'Q13535'})"
"frozenset({'O00585', 'P49682', 'IL6'})"
"frozenset({'IL6', 'Q13617', 'P63104'})"
"frozenset({'Q14790', 'P01375', 'IL6'})"
"frozenset({'IL6', 'Q13501', 'Q9HC29'})"
"frozenset({'Q8WV44', 'Q96A61', 'IL6'})"
"frozenset({'IL6', 'Q9UQ35', 'Q92838'})"
"frozenset({'IL6', 'Q9Y4B6', 'Q8IY81'})"
"frozenset({'Q92574', 'IL6', 'Q9Y243'})"
"frozenset({'IL6', 'Q8N6F8', 'Q9NQ94'})"
"frozenset({'IL6', 'P10827', 'Q71F56'})"
"frozenset({'IL6', 'P05067', 'P08263'})"
"frozenset({'IL6', 'P16220', 'P48730'})"
"frozenset({'IL6', 'Q86VQ0', 'Q9NPJ6'})"
"frozenset({'IL6', 'Q15365', 'O95400'})"
"frozenset({'IL6', 'Q8TAF3', 'P61289'})"
"frozenset({'Q00987', 'IL6', 'Q92769'})"
"frozenset({'IL6', 'Q9H492', 'P35908'})"
"frozenset({'Q14315', 'Q92629', 'IL6'})"
"frozenset({'IL6', 'P05412', 'Q14008'})"
"frozenset({'IL6', 'P32121', 'P22626'})"
"frozenset({'Q00613', 'Q8IV38', 'IL6'})"
"frozenset({'IL6', 'O43678', 'O43615'})"
"frozenset({'IL6', 'P15291', 'P01106'})"
"frozenset({'IL6', 'O95166', 'Q04837'})"
"frozenset({'IL6', 'P52209', 'O75665'})"
"frozenset({'IL6', 'O15131', 'Q9Y6F8'})"
"frozenset({'IL6', 'Q9H0I2', 'Q9BXL8'})"
"frozenset({'P42285', 'Q99624', 'IL6'})"
"frozenset({'IL6', 'Q13489', 'O43353'})"
"frozenset({'P60409', 'Q9UGY1', 'IL6'})"
"frozenset({'IL6', 'P32246', 'Q99616'})"
"frozenset({'IL6', 'Q15172', 'Q9UBN1'})"
"frozenset({'IL6', 'P14672', 'P10644'})"
"frozenset({'P32456', 'P20073', 'IL6'})"
"frozenset({'IL6', 'Q99623', 'Q9UBB4'})"
"frozenset({'IL6', 'Q8NGM8', 'P32121'})"
"frozenset({'IL6', 'O15540', 'Q9UI15'})"
"frozenset({'IL6', 'Q8N1K5', 'P31146'})"
"frozenset({'IL6', 'O15162', 'P29590'})"
"frozenset({'IL6', 'P26583', 'Q92614'})"
"frozenset({'IL6', 'Q9NRM2', 'O15541'})"
"frozenset({'IL6', 'P51168', 'Q9Y6Q5'})"
"frozenset({'IL6', 'P22694', 'Q8NHC8'})"
"frozenset({'IL6', 'E9PQ53', 'P17612'})"
"frozenset({'IL6', 'Q04323', 'Q93008'})"
"frozenset({'Q5T4S7', 'P62195', 'IL6'})"
"frozenset({'IL6', 'P51451', 'Q13480'})"
"frozenset({'Q13352', 'Q9P2H0', 'IL6'})"
"frozenset({'IL6', 'P20823', 'O95996'})"
"frozenset({'IL6', 'P38405', 'P51828'})"
"frozenset({'IL6', 'P10826', 'P28702'})"
"frozenset({'Q7L523', 'IL6', 'P63172'})"
"frozenset({'IL6', 'Q13469', 'P18887'})"
"frozenset({'Q9NZW5', 'IL6', 'P42285'})"
"frozenset({'IL6', 'Q13625', 'O15265'})"
"frozenset({'IL6', 'P08235', 'O15164'})"
"frozenset({'IL6', 'P63104', 'Q96MM7'})"
"frozenset({'Q08211', 'P51991', 'IL6'})"
"frozenset({'IL6', 'P68431', 'Q9NVP2'})"
"frozenset({'IL6', 'O00161', 'P54920'})"
"frozenset({'IL6', 'O75251', 'Q9H845'})"
"frozenset({'IL6', 'P10398', 'P27361'})"
"frozenset({'IL6', 'P33991', 'Q15717'})"
"frozenset({'IL6', 'Q9H7H0', 'Q9H9Z2'})"
"frozenset({'IL6', 'Q16531', 'P52435'})"
"frozenset({'IL6', 'P12980', 'P52803'})"
"frozenset({'P40222', 'Q68CZ6', 'IL6'})"
"frozenset({'IL6', 'P84103', 'Q13243'})"
"frozenset({'IL6', 'O14980', 'P80303'})"
"frozenset({'IL6', 'Q01085', 'Q01860'})"
"frozenset({'IL6', 'P62826', 'Q9C0E2'})"
"frozenset({'IL6', 'P19447', 'P04637'})"
"frozenset({'Q92730', 'Q14185', 'IL6'})"
"frozenset({'IL6', 'Q504Q3', 'Q2M3V2'})"
"frozenset({'IL6', 'Q13620', 'O75817'})"
"frozenset({'IL6', 'O43819', 'Q9C002'})"
"frozenset({'P35626', 'Q9H209', 'IL6'})"
"frozenset({'IL6', 'Q13011', 'Q9UPV0'})"
"frozenset({'IL6', 'P13798', 'Q9H0E2'})"
"frozenset({'IL6', 'Q9H6Z9', 'Q86XN7'})"
"frozenset({'IL6', 'Q16777', 'Q9UBU8'})"
"frozenset({'IL6', 'Q7Z5G4', 'O60637'})"
"frozenset({'IL6', 'Q9H492', 'P04181'})"
"frozenset({'IL6', 'P42224', 'Q13043'})"
"frozenset({'Q16635', 'O75197', 'IL6'})"
