negatives
"('P38646', 'Q9Y4K3')"
"('P01892', 'Q8N109')"
"('Q13315', 'Q01433')"
"('Q04917', 'Q9BYG5')"
"('P46092', 'O60674')"
"('P15056', 'P27348')"
"('Q9Y2R2', 'P04629')"
"('P36897', 'Q15669')"
"('O75533', 'O15379')"
"('Q92914', 'P08138')"
"('Q9ULT8', 'Q9NY93')"
"('P56537', 'P50395')"
"('O75688', 'P27448')"
"('Q53EL6', 'P56182')"
"('P46934', 'P21860')"
"('Q9NR30', 'Q8IY37')"
"('Q9UJX6', 'O00762')"
"('Q9Y265', 'Q99459')"
"('P15514', 'P29034')"
"('P41221', 'Q9H1J7')"
"('Q86SZ2', 'P0DI81')"
"('Q8NFD5', 'P38936')"
"('Q09028', 'P04844')"
"('Q9Y265', 'Q13573')"
"('P56915', 'Q15797')"
"('Q86TJ2', 'Q9H0E3')"
"('P21397', 'P21281')"
"('Q96QV6', 'P23527')"
"('O14543', 'P23458')"
"('P08514', 'Q14315')"
"('Q16539', 'O75030')"
"('Q8NEN0', 'P01857')"
"('A6NMZ7', 'P18564')"
"('P84022', 'Q13642')"
"('Q16665', 'P35318')"
"('Q9Y272', 'Q9HAV0')"
"('O00459', 'P00403')"
"('P06493', 'O95067')"
"('P04406', 'P00505')"
"('Q13111', 'Q13112')"
"('P10276', 'P21741')"
"('O75385', 'Q16625')"
"('Q13322', 'P08069')"
"('Q96Q15', 'P67775')"
"('Q01629', 'P18146')"
"('Q9H0E2', 'Q86TG7')"
"('Q96DB2', 'Q92905')"
"('O14936', 'P18827')"
"('Q9Y2S0', 'Q15653')"
"('Q09013', 'P54259')"
"('A5YKK6', 'O75175')"
"('Q96D46', 'Q8IY92')"
"('P19526', 'P18146')"
"('P01588', 'O60496')"
"('Q06187', 'P01871')"
"('P20339', 'P30556')"
"('Q9Y6K9', 'P41252')"
"('Q13155', 'P14868')"
"('Q15427', 'Q9BQA1')"
"('P31946', 'O15264')"
"('Q9UKG9', 'Q02750')"
"('Q13315', 'O94880')"
"('Q13105', 'Q04917')"
"('Q12873', 'P63279')"
"('P52701', 'P49662')"
"('P17676', 'Q9NR55')"
"('P01112', 'P48736')"
"('Q9H270', 'O15116')"
"('Q96B36', 'O75582')"
"('P61160', 'P59998')"
"('Q92890', 'P55072')"
"('Q9UHV7', 'Q9Y4A5')"
"('Q8NFA2', 'P13498')"
"('Q14686', 'P06400')"
"('Q14966', 'Q13137')"
"('Q6P4R8', 'Q9H981')"
"('Q5FBB7', 'Q15173')"
"('P56748', 'Q16625')"
"('Q96BY7', 'Q9Y484')"
"('Q13177', 'P07237')"
"('Q7Z5J4', 'Q13526')"
"('Q14197', 'Q9NVS2')"
"('O60508', 'P22626')"
"('P04626', 'Q9Y316')"
"('Q8TBK6', 'P62316')"
"('O95886', 'P19174')"
"('P20042', 'Q13573')"
"('P01106', 'Q8N531')"
"('P49841', 'Q06330')"
"('Q9BX70', 'Q9GZT6')"
"('P10826', 'O75376')"
"('Q14005', 'Q96MA1')"
"('Q68EM7', 'P61587')"
"('Q6UY14', 'Q9BQ66')"
"('O95832', 'O95484')"
"('P35626', 'Q8NGS4')"
"('P09429', 'P10275')"
"('Q16513', 'Q9H0R8')"
"('Q9Y6D6', 'Q14432')"
"('P23458', 'P16473')"
"('2310', 'P06493')"
"('Q96E14', 'P15927')"
"('Q92597', 'P60709')"
"('P49286', 'O76081')"
"('P32121', 'Q8NGS1')"
"('P52565', 'P46952')"
"('P68371', 'Q9UI14')"
"('P32121', 'Q8NGL7')"
"('P12004', 'Q99708')"
"('Q14192', 'Q15796')"
"('Q9UDY8', 'Q13501')"
"('P08069', 'P19086')"
"('O75326', 'O60486')"
"('Q16548', 'P05412')"
"('P50616', 'P31942')"
"('Q9NR46', 'Q5M9N0')"
"('Q9HC62', 'Q92997')"
"('Q92878', 'Q12905')"
"('O60244', 'Q9H2G2')"
"('Q9NYG5', 'O15162')"
"('P43686', 'P55036')"
"('Q96JM3', 'Q9UI95')"
"('P62714', 'Q99471')"
"('P40939', 'Q9GZQ8')"
"('Q14831', 'Q9NRD5')"
"('O95267', 'P40337')"
"('P13501', 'P51685')"
"('P34998', 'O95467')"
"('Q5QNW6', 'Q93077')"
"('Q92769', 'O75530')"
"('Q96AP7', 'C9JDP6')"
"('P35222', 'P25054')"
"('P26599', 'P55795')"
"('P30050', 'P18077')"
"('Q9BYU1', 'P18146')"
"('Q13409', 'Q9NY65')"
"('Q86WN2', 'Q8IU57')"
"('P60709', 'Q14164')"
"('P13056', 'P10275')"
"('P62258', 'Q9Y3M2')"
"('P42574', 'P29466')"
"('Q71SY5', 'P19793')"
"('Q9Y3M8', 'P15153')"
"('Q96BK5', 'P68036')"
"('O95721', 'Q9H4M9')"
"('P60900', 'P55036')"
"('Q8IZ52', 'P12757')"
"('Q16777', 'Q969S8')"
"('Q9P2F6', 'Q07889')"
"('P55884', 'O75822')"
"('P15336', 'P15408')"
"('P16220', 'Q5VWX1')"
"('Q99590', 'P84103')"
"('Q13616', 'P20248')"
"('P05771', 'P16220')"
"('O00401', 'P61160')"
"('Q05397', 'Q9NQX6')"
"('Q9NYN1', 'Q15797')"
"('Q9HCE1', 'Q9UL18')"
"('P38936', 'Q12766')"
"('O60566', 'Q9NYG5')"
"('O95777', 'Q96AB3')"
"('Q13435', 'O00141')"
"('P83369', 'P62318')"
"('Q9BQI3', 'P53778')"
"('P0CG48', 'P62993')"
"('Q8N720', 'P11802')"
"('Q01484', 'Q9UJW0')"
"('Q86U70', 'Q9GZU7')"
"('Q8IY92', 'Q9NZT1')"
"('P32121', 'P25116')"
"('Q96HF1', 'O00744')"
"('O75884', 'P28749')"
"('Q8WYA6', 'O43395')"
"('P01589', 'P42229')"
"('P17252', 'P16885')"
"('O75914', 'Q86YV6')"
"('406979', 'P43354')"
"('P13725', 'P08887')"
"('Q16543', 'P62244')"
"('Q15418', 'P31946')"
"('Q13247', 'P09651')"
"('P30405', 'Q9Y277')"
"('P78563', 'Q9H8S9')"
"('O60739', 'Q9UNM6')"
"('P07947', 'P10721')"
"('P25205', 'P33992')"
"('Q8NEM0', 'Q15554')"
"('Q16236', 'Q14145')"
"('Q9UNP9', 'Q9HCS7')"
"('P32942', 'P15311')"
"('Q13315', 'Q92576')"
"('P18077', 'P62829')"
"('Q8TEW0', 'P33151')"
"('O95294', 'P01116')"
"('O60216', 'Q9NP77')"
"('Q06455', 'P49715')"
"('P35626', 'Q8NGK4')"
"('P55345', 'Q14686')"
"('P50914', 'P62945')"
"('Q96P70', 'Q13573')"
"('Q96EB6', 'Q01201')"
"('Q13616', 'Q9UKB1')"
"('Q9UBL3', 'P61964')"
"('Q06546', 'Q02447')"
"('P62136', 'O96017')"
"('Q13426', 'Q12873')"
"('Q99572', 'P49913')"
"('P13631', 'P48443')"
"('P49642', 'P12277')"
"('Q01449', 'P35579')"
"('Q15102', 'Q04724')"
"('Q08211', 'O95793')"
"('406929', 'O75116')"
"('P68104', 'P63104')"
"('Q9Y3P8', 'Q06124')"
"('P27361', 'P18146')"
"('Q96GM5', 'Q10586')"
"('Q99683', 'P21580')"
"('Q13685', 'Q9HC29')"
"('P61254', 'P26373')"
"('P01106', 'Q9NPH2')"
"('Q92993', 'P04637')"
"('P28562', 'Q16659')"
"('Q10586', 'Q14191')"
"('Q9UKR5', 'P02766')"
"('P0CG48', 'P35232')"
"('P49407', 'O00203')"
"('P15260', 'P01579')"
"('O60828', 'Q9Y3C7')"
"('Q08AD1', 'Q16630')"
"('Q9NWA0', 'P24928')"
"('Q9HAW4', 'Q9UNS1')"
"('Q96AP7', 'O00501')"
"('Q92837', 'Q92997')"
"('Q96CX2', 'O60739')"
"('P21796', 'P05141')"
"('Q99459', 'O75376')"
"('P84022', 'Q01082')"
"('P21675', 'Q08050')"
"('O95467', 'Q9Y265')"
"('Q15390', 'Q13526')"
"('Q6UWE0', 'O75800')"
"('Q92901', 'P62910')"
"('P35998', 'P62987')"
"('P55884', 'O60739')"
"('P29401', 'Q14164')"
"('Q9NR12', 'Q9BZL6')"
"('Q9NQC3', 'Q07817')"
"('P62495', 'Q99459')"
"('P35626', 'Q9H255')"
"('O14920', 'O00141')"
"('P62495', 'Q13573')"
"('O15056', 'P31947')"
"('P23458', 'P16885')"
"('P03372', 'P24385')"
"('P46531', 'Q04864')"
"('Q9H4K1', 'Q8IYF3')"
"('Q96ST3', 'Q13547')"
"('P30049', 'Q15008')"
"('P16333', 'P43699')"
"('P08047', 'P28370')"
"('Q16787', 'Q13683')"
"('O94985', 'P04156')"
"('Q9UBB4', 'Q13418')"
"('O95865', 'P04183')"
"('P45983', 'P55957')"
"('P31751', 'Q7Z6J0')"
"('P05771', 'Q9GZT9')"
"('P49023', 'P84103')"
"('P30480', 'P25786')"
"('P27348', 'P49286')"
"('Q16663', 'P41597')"
"('Q9Y375', 'P10809')"
"('Q9GZS1', 'Q9NXS2')"
"('Q9NRR5', 'Q15287')"
"('O75822', 'P55884')"
"('P13987', 'P00533')"
"('P52597', 'Q00839')"
"('O43172', 'P36897')"
"('Q9BX70', 'Q15047')"
"('Q9UHB7', 'O60563')"
"('P03372', 'Q86VZ2')"
"('P00519', 'Q9Y697')"
"('Q15750', 'Q8WUM4')"
"('Q9UJC3', 'Q99459')"
"('Q96HA8', 'Q16637')"
"('Q8NG31', 'P36873')"
"('Q15047', 'Q15486')"
"('Q96KQ7', 'Q66K89')"
"('O95298', 'P03897')"
"('P48729', 'Q13469')"
"('O60814', 'Q71UI9')"
"('P22314', 'O75069')"
"('P63279', 'Q92753')"
"('Q96EZ8', 'P68400')"
"('Q04637', 'Q14CS0')"
"('P27348', 'P35222')"
"('P22694', 'Q9P2W3')"
"('P23528', 'Q01995')"
"('P18146', 'Q8WXI7')"
"('Q9HD26', 'P08670')"
"('P40337', 'Q15019')"
"('Q6P1J9', 'Q9ULH0')"
"('Q5SW96', 'P63010')"
"('P04275', 'P00451')"
"('P08700', 'Q8N6P7')"
"('O60353', 'Q15147')"
"('P09874', 'Q9UGN5')"
"('P01023', 'P21281')"
"('Q15365', 'Q01130')"
"('O43524', 'Q00987')"
"('Q8TCW9', 'P61081')"
"('P04637', 'P48643')"
"('Q13526', 'P24385')"
"('O95500', 'Q96B33')"
"('P27986', 'O75369')"
"('Q14781', 'P68431')"
"('Q9NRI5', 'P13639')"
"('Q9NZN5', 'Q9H4E5')"
"('Q08945', 'Q15843')"
"('P05386', 'P62424')"
"('O75521', 'P32121')"
"('P46527', 'P62993')"
"('P61421', 'P04075')"
"('Q99459', 'Q9UJX2')"
"('P04637', 'Q86Z02')"
"('P55774', 'P32248')"
"('Q9NX14', 'Q9P0J0')"
"('Q9HCU8', 'P28340')"
"('P20618', 'Q13418')"
"('P13987', 'Q13191')"
"('P25445', 'Q13546')"
"('O75529', 'Q92831')"
"('Q05655', 'Q9Y624')"
"('Q9C0H9', 'P60709')"
"('Q14197', 'P82930')"
"('P09455', 'Q4LE39')"
"('P27986', 'Q96L33')"
"('P83731', 'Q9UQ80')"
"('Q96FW1', 'P01241')"
"('Q92793', 'Q15796')"
"('P13805', 'Q15834')"
"('Q9NZI8', 'P01106')"
"('O75051', 'Q8N3X1')"
"('P61981', 'Q7L576')"
"('Q99598', 'Q13901')"
"('Q8WUI4', 'P58876')"
"('Q9UK32', 'Q03701')"
"('Q6AHZ1', 'Q6VMQ6')"
"('Q9H9S3', 'P16220')"
"('P54619', 'Q16526')"
"('P35626', 'Q8NGL3')"
"('P32239', 'P29992')"
"('Q15047', 'Q12988')"
"('Q8N4C8', 'O14640')"
"('Q8WZA2', 'P00374')"
"('P03886', 'O95167')"
"('O15534', 'Q16665')"
"('Q9Y6W6', 'Q15759')"
"('Q9UM11', 'Q9BS18')"
"('P68133', 'Q9NV56')"
"('O95299', 'O43676')"
"('Q01094', 'P13073')"
"('P25054', 'Q9BZK7')"
"('P30480', 'Q9Y5B9')"
"('P36406', 'Q96HA1')"
"('P01106', 'Q9P1Z2')"
"('Q8NA61', 'Q9C0F1')"
"('Q8IUH3', 'Q99459')"
"('P62330', 'P62273')"
"('Q6VY07', 'P68400')"
"('Q14164', 'Q99623')"
"('Q99700', 'P00533')"
"('Q96EQ0', 'P23284')"
"('P14373', 'Q9NPD8')"
"('Q6ZVL6', 'Q16891')"
"('Q99623', 'P11171')"
"('Q15645', 'Q9BXL6')"
"('Q13562', 'P23771')"
"('P63104', 'Q15287')"
"('Q9P0U4', 'Q6UXN9')"
"('Q96B02', 'O43164')"
"('P05112', 'O95644')"
"('Q15311', 'P62330')"
"('P05106', 'P16885')"
"('Q14289', 'Q01844')"
"('Q15102', 'Q9Y3C7')"
"('P04637', 'Q14186')"
"('P52756', 'Q13243')"
"('P23508', 'P11177')"
"('Q9UKR5', 'Q9UN74')"
"('Q8WUM4', 'Q9Y5K6')"
"('P05386', 'P49207')"
"('Q14980', 'P81274')"
"('P02768', 'Q7Z333')"
"('P10275', 'Q13889')"
"('Q9NX58', 'P52294')"
"('Q9NS73', 'P61964')"
"('P11234', 'P53779')"
"('P29590', 'P15336')"
"('P62987', 'P10914')"
"('Q6W2J9', 'Q06587')"
"('O43809', 'Q9Y6H5')"
"('P11177', 'Q9HAW0')"
"('Q9Y4Z0', 'Q9Y675')"
"('P03915', 'P56556')"
"('O95251', 'Q5UIP0')"
"('Q9GZV9', 'P08069')"
"('Q93084', 'Q9P2S5')"
"('P08172', 'P50148')"
"('Q2M1K9', 'P13631')"
"('P57678', 'Q9BQ83')"
"('Q9Y6I7', 'P49841')"
"('O60269', 'Q99750')"
"('Q9NZN5', 'P61586')"
"('Q96N67', 'Q96L34')"
"('P35606', 'Q9UBN6')"
"('Q9BVP2', 'O00459')"
"('P42858', 'Q13588')"
"('Q9BX67', 'Q96QZ7')"
"('P16220', 'Q9C091')"
"('P41594', 'Q86YM7')"
"('Q9Y616', 'P05412')"
"('P29353', 'Q9NPF4')"
"('Q7L7L0', 'Q969S8')"
"('P01040', 'P07711')"
"('Q13042', 'Q9UKT4')"
"('Q9BSL1', 'O60739')"
"('O75019', 'P08637')"
"('P05231', 'P08887')"
"('Q9UBL3', 'Q5QNW6')"
"('Q04206', 'P12236')"
"('P54578', 'Q15819')"
"('P04275', 'P18564')"
"('O43670', 'Q15428')"
"('Q13748', 'Q9Y6K9')"
"('Q9Y478', 'P99999')"
"('O60814', 'Q7L7L0')"
"('P51460', 'P48357')"
"('Q7Z3C6', 'Q08379')"
"('P01106', 'Q13485')"
"('P35609', 'Q9Y2D8')"
"('P78537', 'Q6QNY0')"
"('Q9Y6M4', 'P18846')"
"('P43354', 'P10276')"
"('O75306', 'O43920')"
"('P18146', 'P29350')"
"('P07202', 'P42701')"
"('Q9UMR2', 'P63208')"
"('Q14240', 'Q1KMD3')"
"('Q9Y572', 'P0CG48')"
"('P31751', 'O60825')"
"('O95336', 'O15162')"
"('Q16650', 'O14593')"
"('P11387', 'Q9H0A0')"
"('O75943', 'P40937')"
"('P06865', 'P17900')"
"('Q92956', 'O60762')"
"('P42336', 'Q9UQC2')"
"('P53990', 'P54253')"
"('Q9UJU2', 'P46531')"
"('P55209', 'Q6ZVT0')"
"('Q13200', 'Q5UIP0')"
"('P35626', 'Q8NGL9')"
"('Q8TF65', 'Q15047')"
"('Q13547', 'Q96KQ7')"
"('P01562', 'Q13651')"
"('Q9UBW8', 'P02775')"
"('Q9HBE4', 'Q8IU57')"
"('P23229', 'Q13797')"
"('Q9BT78', 'P63104')"
"('P25788', 'P01106')"
"('Q04206', '407024')"
"('Q16401', 'P35998')"
"('P01303', 'Q9BXA5')"
"('Q16566', 'Q08493')"
"('P63162', 'P08579')"
"('O00422', 'O75964')"
"('Q13315', 'Q9NYB0')"
"('Q9NRI5', 'Q8IYX8')"
"('P29353', 'Q13526')"
"('Q6P2Q9', 'Q96DI7')"
"('P41182', 'Q6W2J9')"
"('Q8N205', 'Q9UJ70')"
"('P31751', 'P45983')"
"('Q9H201', 'P21802')"
"('Q9BRK4', 'Q15834')"
"('P07360', 'P07357')"
"('Q99558', 'P83731')"
"('O43390', 'O75937')"
"('P09629', 'P13010')"
"('Q9Y5B9', 'Q16778')"
"('Q9UGN5', 'O94832')"
"('P31749', 'P49841')"
"('P01730', 'P28907')"
"('P01730', 'P01903')"
"('Q9NPH9', 'P40189')"
"('Q9BZK7', 'Q13573')"
"('Q13418', 'P14174')"
"('P19438', 'Q13490')"
"('P02686', 'Q9Y463')"
"('Q9BTM9', 'Q7Z7A3')"
"('P56748', 'P56880')"
"('Q12873', 'P22736')"
"('Q14011', 'P04156')"
"('P11940', 'Q9HCK5')"
"('B1A4H9', 'P31785')"
"('Q9UL18', 'O14893')"
"('Q16620', 'Q9UQQ2')"
"('P53420', 'Q13797')"
"('P46937', 'Q9H3D4')"
"('Q9UI95', 'Q9UJX4')"
"('Q9UM73', 'P57075')"
"('P83731', 'P61353')"
"('O75569', 'P02749')"
"('O00591', 'P60520')"
"('P25116', 'Q9HAV0')"
"('P07437', 'Q07157')"
"('P54252', 'P29466')"
"('Q9Y4K3', 'P15311')"
"('Q96HA8', 'P31947')"
"('P38159', 'P22626')"
"('O00716', 'Q12834')"
"('O14901', 'Q504Q3')"
"('P62158', 'Q9UM54')"
"('P61981', 'P26045')"
"('Q9UMS4', 'Q10586')"
"('P32238', 'P50148')"
"('P62753', 'P62269')"
"('P04234', 'Q8WYR1')"
"('P04406', 'P15927')"
"('Q9HC29', 'P49662')"
"('P17706', 'P60953')"
"('P12931', 'O15360')"
"('P22694', 'P60510')"
"('Q92794', 'Q5VVX9')"
"('P13945', 'P63092')"
"('P13995', 'Q9UNM6')"
"('P43629', 'O43921')"
"('O00255', 'Q6UXN9')"
"('Q96SB3', 'Q12972')"
"('Q92769', 'Q7Z2G1')"
"('P18084', 'P30101')"
"('P42701', 'P23458')"
"('Q92993', 'P29590')"
"('Q4V326', 'Q8NEA9')"
"('Q96KB5', 'Q12959')"
"('Q9Y5B9', 'P06899')"
"('Q7LFL8', 'Q99717')"
"('P23246', 'Q01201')"
"('Q13200', 'Q06323')"
"('P01133', 'P11362')"
"('P46937', 'P28347')"
"('P05109', 'Q9H0B6')"
"('O43439', 'Q9Y618')"
"('P30480', 'P31150')"
"('P49721', 'P49720')"
"('Q14240', 'Q96DG6')"
"('Q13620', 'P62877')"
"('P12931', 'Q13017')"
"('Q5UIP0', 'P63162')"
"('P10767', 'Q07889')"
"('P29474', 'P35609')"
"('Q09472', 'O75900')"
"('Q13077', 'P12931')"
"('P06400', 'Q96FV9')"
"('P62993', 'Q9UQ07')"
"('Q9Y258', 'P49238')"
"('Q04724', 'P04183')"
"('Q07325', 'P46094')"
"('Q9H237', 'Q93098')"
"('Q15910', 'O14788')"
"('P22694', 'P20941')"
"('Q9H6S1', 'Q9BYX4')"
"('P61927', 'P18621')"
"('O00187', 'O00602')"
"('P06241', 'Q9UI08')"
"('O43147', 'P62851')"
"('Q9P209', 'Q8TAU3')"
"('Q9Y4P1', 'O95166')"
"('Q8TAP4', 'Q99750')"
"('P16152', 'O15264')"
"('P02790', 'O00214')"
"('Q13315', 'P27694')"
"('Q15714', 'Q9Y4W2')"
"('Q96RF0', 'Q96J02')"
"('P10644', 'Q16659')"
"('Q92830', 'P28702')"
"('P48736', 'Q08881')"
"('P35916', 'Q00722')"
"('Q9UKW4', 'P21860')"
"('Q9H9A7', 'O95985')"
"('406983', 'Q8WW38')"
"('P19174', 'Q9BXT4')"
"('P08238', 'Q99759')"
"('Q09472', 'P30304')"
"('Q8IUX4', 'O95644')"
"('Q9ULK5', 'P17252')"
"('P30542', 'P19086')"
"('P62837', 'Q9BYV6')"
"('Q8WYR1', 'O43561')"
"('P63165', 'P49716')"
"('P49711', 'P67809')"
"('P01111', 'Q04771')"
"('P31947', 'Q9Y2U9')"
"('Q05397', 'P01730')"
"('Q16363', 'P56199')"
"('O95865', 'Q9NYL2')"
"('P61289', 'P27987')"
"('Q15365', 'Q92620')"
"('P56199', 'Q9HBI1')"
"('P13631', 'Q96IF1')"
"('Q6ZU52', 'P31947')"
"('Q14161', 'Q8IW93')"
"('P00519', 'Q15303')"
"('P79483', 'P01903')"
"('P13693', 'P04637')"
"('P19525', 'Q9Y285')"
"('P19387', 'O43809')"
"('Q9UKE5', 'P04844')"
"('Q13191', 'O00459')"
"('Q15047', 'P41227')"
"('Q92664', 'P25025')"
"('P22090', 'P62857')"
"('P19105', 'Q9Y572')"
"('P01889', 'P10599')"
"('O60603', 'Q14562')"
"('P63215', 'O43306')"
"('P01574', 'P26951')"
"('P63010', 'Q15811')"
"('P42773', 'P24385')"
"('P22607', 'Q96JH8')"
"('Q9H8W4', 'Q14558')"
"('O75909', 'Q8NDX5')"
"('Q68DV7', 'P61077')"
"('O60477', 'Q9NYJ8')"
"('O95400', 'Q15365')"
"('Q969S8', 'P0C5Z0')"
"('P01243', 'Q99471')"
"('P30443', 'P43628')"
"('P02538', 'Q04695')"
"('O75899', 'P61952')"
"('Q13595', 'O75956')"
"('Q9BPX7', 'Q969Q0')"
"('Q9UL45', 'Q8TDH9')"
"('P62736', 'P00403')"
"('P00519', 'P12956')"
"('Q99459', 'Q96B70')"
"('Q9UBS0', 'Q99459')"
"('P01579', 'Q8N6P7')"
"('Q9H223', 'P61020')"
"('P46777', 'Q15527')"
"('Q9UBS0', 'Q13573')"
"('Q9H0R5', 'Q9NS25')"
"('Q14676', 'P54132')"
"('P19022', 'P08575')"
"('P61247', 'Q6VMQ6')"
"('Q96KC2', 'Q96PM5')"
"('P67775', 'Q9NPH2')"
"('Q08050', 'P14635')"
"('P53680', 'Q06124')"
"('Q9H8Y8', 'O14974')"
"('Q8WV48', 'Q9UGN5')"
"('Q15717', 'Q14103')"
"('Q08043', 'P63104')"
"('P17948', 'Q9ULV8')"
"('Q8IWV7', 'P36405')"
"('Q13546', 'P04083')"
"('Q15139', 'P02545')"
"('O95072', 'Q9UQE7')"
"('O00141', 'P56696')"
"('O60812', 'P61981')"
"('P54253', 'Q9H2G2')"
"('P01569', 'P42702')"
"('O14730', 'O60641')"
"('O60239', 'Q06187')"
"('Q96AP7', 'P56856')"
"('P23470', 'Q9UM73')"
"('Q13501', 'Q9Y6K9')"
"('Q14683', 'P22626')"
"('P62753', 'P42677')"
"('Q9NRN7', 'Q99750')"
"('P0CG47', 'P22681')"
"('Q15418', 'P25963')"
"('P31785', 'P16871')"
"('Q96GW7', 'P08253')"
"('Q13287', 'P01106')"
"('P26599', 'P29965')"
"('P24941', 'P05109')"
"('Q9UMX1', 'P08151')"
"('Q03164', 'Q99958')"
"('P62906', 'Q9UKV8')"
"('P03372', 'Q13485')"
"('P28340', 'P37173')"
"('Q15672', 'Q02078')"
"('Q8N3Y1', 'P63208')"
"('Q15596', 'Q99873')"
"('P22612', 'P18848')"
"('P55957', 'P99999')"
"('Q6STE5', 'Q969G3')"
"('O43164', 'P51668')"
"('P40855', 'P56589')"
"('Q8TAG9', 'P02768')"
"('Q9H1J7', 'Q92624')"
"('P62140', 'P46020')"
"('Q9Y5P8', 'P31751')"
"('P01023', 'Q92845')"
"('P45984', 'Q8NER1')"
"('P30480', 'Q9HB71')"
"('Q99719', 'O43236')"
"('Q8TB52', 'Q15797')"
"('5512', 'Q13522')"
"('Q13315', 'Q9ULD9')"
"('Q96N67', 'O95059')"
"('Q13114', 'P27986')"
"('P61927', 'P30050')"
"('P0CG47', 'P52735')"
"('O95793', 'P67870')"
"('P10914', 'Q13263')"
"('P31785', 'P24394')"
"('Q92769', 'Q93079')"
"('Q13547', 'Q93077')"
"('Q16512', 'Q9H492')"
"('Q8IUQ4', 'Q6SZW1')"
"('Q9UK08', 'P48736')"
"('Q99459', 'Q13547')"
"('O14654', 'Q92569')"
"('Q14CN4', 'P02787')"
"('Q16576', 'P38398')"
"('Q9Y383', 'Q9NQ25')"
"('Q8TDG2', 'P24928')"
"('Q99613', 'Q16659')"
"('Q9ULM3', 'O75478')"
"('406971', 'O00716')"
"('P06241', 'P20749')"
"('Q9Y4K3', 'Q13748')"
"('O75376', 'Q9UKV0')"
"('O00175', 'P25025')"
"('Q96QZ7', 'P35609')"
"('P38936', 'Q09472')"
"('Q04864', 'P31943')"
"('O60925', 'P54257')"
"('P15121', 'Q96PZ7')"
"('P63151', 'Q9NY47')"
"('O60566', 'Q9H1A4')"
"('P31946', 'Q92574')"
"('P63104', 'Q9HCI7')"
"('P60709', 'P05386')"
"('Q9NRF9', 'Q9NR33')"
"('P52735', 'P78371')"
"('O00744', 'O75084')"
"('Q9H9G7', 'P39656')"
"('Q6PJ61', 'P63208')"
"('Q12933', 'O95201')"
"('Q9Y230', 'P60709')"
"('Q13188', 'O95835')"
"('Q9Y297', 'Q9Y2F5')"
"('Q14839', 'Q12873')"
"('Q05516', 'P19793')"
"('Q16629', 'P17612')"
"('O00501', 'O95471')"
"('P01589', 'O00459')"
"('P15502', 'P17931')"
"('Q9UL18', 'P62899')"
"('Q92574', 'P27348')"
"('P63165', 'P37231')"
"('Q9H160', 'P04637')"
"('P32121', 'Q8NGE7')"
"('Q9NYB9', 'Q15154')"
"('Q86XP3', 'O94762')"
"('Q00653', 'P07900')"
"('P06748', 'Q9Y4K3')"
"('Q8NH69', 'P38405')"
"('P30480', 'P26639')"
"('P17301', 'P30101')"
"('P20340', 'Q01968')"
"('P27986', 'P61981')"
"('P49674', 'Q16526')"
"('Q05193', 'P50570')"
"('Q9Y463', 'Q9H0N5')"
"('Q9BQB4', 'O75581')"
"('Q93098', 'Q13467')"
"('Q969D9', 'P32927')"
"('P31785', 'P04632')"
"('P58546', 'P28482')"
"('P27487', 'P20366')"
"('Q10587', 'P35638')"
"('P30511', 'P26715')"
"('Q99459', 'Q9Y265')"
"('Q13467', 'O14640')"
"('Q9Y478', 'Q05469')"
"('Q96S42', 'P36896')"
"('P62993', '9757')"
"('Q99684', 'Q04206')"
"('P04637', 'P07900')"
"('P63261', 'Q9ULL8')"
"('P04626', 'O00522')"
"('Q00005', 'P30153')"
"('Q99598', 'O95257')"
"('Q13347', 'Q92956')"
"('P07948', 'P29353')"
"('Q5VTD9', 'P25788')"
"('Q14697', 'Q6ZVL6')"
"('Q07021', 'O00221')"
"('O95084', 'Q99081')"
"('Q9NQX3', 'P78334')"
"('P11940', 'Q92900')"
"('P16333', 'Q07889')"
"('P01106', 'P16615')"
"('Q15843', 'Q07020')"
"('P32239', 'P18146')"
"('Q14203', 'Q9UPT6')"
"('P32969', 'P35268')"
"('Q8N108', 'Q92769')"
"('P60022', 'Q12851')"
"('Q14289', 'P02749')"
"('P24071', 'P12314')"
"('Q15173', 'P19429')"
"('Q5T5P2', 'Q9NQT4')"
"('O75815', 'P25787')"
"('P14317', 'Q07157')"
"('P19525', 'O95793')"
"('P51610', 'Q06547')"
"('P30793', 'Q96F85')"
"('P07306', 'O75569')"
"('P04179', 'O60739')"
"('Q13573', 'Q9UHB9')"
"('P63104', 'P12532')"
"('406900', 'Q01094')"
"('Q92629', 'O43556')"
"('P01889', 'P13667')"
"('Q02763', 'P23470')"
"('Q16595', 'O75439')"
"('P09429', 'P51608')"
"('P48730', 'O14641')"
"('P50851', 'O75896')"
"('Q86U42', 'Q08170')"
"('Q9UJU2', 'P14923')"
"('Q12906', 'P55795')"
"('P25205', 'Q96CS2')"
"('Q13535', 'Q92769')"
"('P42167', 'P62258')"
"('Q9UPQ4', 'P62837')"
"('Q86UW7', 'Q5VVX9')"
"('P05556', 'Q9Y6N6')"
"('Q04917', 'P62258')"
"('P62266', 'P62269')"
"('Q5QNW6', 'P56524')"
"('P18583', 'Q8TAD8')"
"('P01562', 'P78552')"
"('P67870', 'P34897')"
"('Q13546', 'P07900')"
"('P38398', 'O15131')"
"('P29590', 'P84022')"
"('O75367', 'P56524')"
