negatives
"('Q8NAT1', 'P05067')"
"('Q16623', 'P23975')"
"('Q9UBM7', 'Q6IQ23')"
"('P51608', 'Q6NWY9')"
"('P46782', 'P32969')"
"('Q12952', 'Q13459')"
"('P18206', 'P38606')"
"('Q8TAD8', 'P30414')"
"('Q7L190', 'Q6UVJ0')"
"('P62312', 'O95777')"
"('P26572', 'Q8WXA8')"
"('Q9Y234', 'Q9UMX1')"
"('O15169', 'Q9C019')"
"('Q9H5H4', 'Q13595')"
"('P62854', 'Q92901')"
"('Q92729', 'P63261')"
"('Q13501', 'Q9C035')"
"('P07900', 'P10275')"
"('O95466', 'P62913')"
"('P60900', 'P19320')"
"('O43790', 'Q7Z3Z0')"
"('Q99853', 'Q9Y678')"
"('Q9H4B7', 'Q6HA08')"
"('Q9UKL0', 'Q96P16')"
"('Q99523', 'Q9NUQ7')"
"('P01375', 'P42224')"
"('O15294', 'O43151')"
"('O95125', 'Q8NHQ1')"
"('P29590', 'Q96KQ7')"
"('P53618', 'O14649')"
"('P42166', 'Q6IE81')"
"('P30837', 'Q01780')"
"('Q9GZS3', 'P52434')"
"('P09429', 'P09630')"
"('P22314', 'Q96AZ1')"
"('P21580', 'P30154')"
"('P35613', 'Q6SPF0')"
"('Q9H2X6', 'P43699')"
"('Q9UJ41', 'Q96P16')"
"('P40337', 'P14866')"
"('P15880', 'Q7L5N1')"
"('Q6GPH4', 'O43255')"
"('P25098', 'Q6IF36')"
"('Q9NQT4', 'A6NC98')"
"('Q05639', 'P15927')"
"('Q5S007', 'O00429')"
"('Q96DZ1', 'Q9Y385')"
"('Q8WXA9', 'Q16760')"
"('Q15637', 'P62805')"
"('P26010', 'Q13683')"
"('P30480', 'P61086')"
"('P55199', 'Q03164')"
"('P19784', 'P67870')"
"('Q9UKL0', 'O15516')"
"('P46379', 'P30044')"
"('Q7L2E3', 'Q9HCE1')"
"('Q6VAB6', 'Q03468')"
"('P31749', 'P28070')"
"('P01225', 'P16066')"
"('Q13616', 'Q15910')"
"('P05783', 'P09913')"
"('Q9BZ95', 'P41162')"
"('P05412', 'Q8NDD1')"
"('P17181', 'Q16539')"
"('Q9H4M9', 'P61006')"
"('Q92615', 'P67809')"
"('O43255', 'P63279')"
"('Q99728', 'Q9Y3F4')"
"('O95817', 'Q16772')"
"('O95816', 'P0DMV8')"
"('O75923', 'Q8N3K9')"
"('P01570', 'Q92793')"
"('P35240', 'Q14324')"
"('Q9NZ01', 'Q92784')"
"('Q86UW9', 'Q2M3A8')"
"('Q92905', 'Q07021')"
"('P24928', 'P62993')"
"('P12931', 'P40763')"
"('Q96KN7', 'Q9H3U1')"
"('P30559', 'Q02641')"
"('P04792', 'Q9NX46')"
"('Q86XR8', 'O60343')"
"('O60551', 'Q9BR61')"
"('P01236', 'P50222')"
"('P61978', 'Q05519')"
"('Q92561', 'Q9Y3E5')"
"('Q6NUN9', 'P18124')"
"('Q13503', 'Q15648')"
"('P00519', 'P10275')"
"('P13010', 'Q9BUN8')"
"('Q9BVV7', 'O95169')"
"('Q12951', 'P49327')"
"('Q9NUX5', 'Q14749')"
"('Q969F0', 'Q8N205')"
"('P53350', 'P46934')"
"('Q13099', 'P55072')"
"('Q7Z6E9', 'O75427')"
"('Q16649', 'P53567')"
"('Q6UXN9', 'Q8IXM2')"
"('O00560', 'Q9Y3C0')"
"('P04629', 'Q96HA7')"
"('O94817', 'P11234')"
"('O14593', 'Q9UQL6')"
"('Q9C0K0', 'O94776')"
"('O14818', 'Q00987')"
"('P0C7T5', 'Q9NRD5')"
"('Q8IUB9', 'Q8NAJ2')"
"('P09619', 'P42224')"
"('Q96BN8', 'Q8TF66')"
"('P04179', 'O75152')"
"('Q9BTL4', 'Q99697')"
"('Q99459', 'O75616')"
"('P08865', 'P62847')"
"('Q9BRA2', 'Q5MNZ6')"
"('P08238', 'P50613')"
"('O75663', 'Q9NY27')"
"('P09471', 'P04629')"
"('P27348', 'Q4FZB7')"
"('P69905', 'P10909')"
"('Q9Y3D9', 'Q9HAU4')"
"('Q9BUP0', 'Q8WYQ3')"
"('Q06710', 'P31274')"
"('O15530', 'O15111')"
"('P61626', 'P04637')"
"('P45378', 'Q969Q1')"
"('Q8NI29', 'P16455')"
"('Q9P2S5', 'Q8N163')"
"('Q9Y266', 'Q8NBT0')"
"('P62136', 'P14635')"
"('Q9BTP7', 'O15287')"
"('Q9Y485', 'Q92858')"
"('P24522', 'Q15652')"
"('P30084', 'P38646')"
"('P02786', 'P20963')"
"('Q14934', 'P51959')"
"('Q8TEQ6', 'O95071')"
"('Q8IWL3', 'P13804')"
"('Q15370', 'Q9H257')"
"('P22033', 'P61457')"
"('Q92481', 'Q719H9')"
"('Q9Y265', 'O75815')"
"('O00571', 'Q16864')"
"('Q9H9S0', 'Q96EY7')"
"('O75815', 'Q92560')"
"('Q13619', 'Q96GG9')"
"('P62495', 'P67775')"
"('P25786', 'Q08379')"
"('P15336', 'P23284')"
"('Q6AZY7', 'Q9UJ71')"
"('Q9H0I2', 'Q8NHQ1')"
"('Q96B18', 'P05129')"
"('Q6ZT21', 'Q9H5K3')"
"('P55010', 'O15371')"
"('Q96EQ0', 'P36955')"
"('Q5T4F7', 'Q13467')"
"('Q9UI08', 'P26368')"
"('P25786', 'P15884')"
"('P39656', 'Q9BV47')"
"('Q13557', 'Q08828')"
"('P17844', 'P53779')"
"('P19174', 'O60506')"
"('Q13043', 'Q9Y295')"
"('P54707', 'P01889')"
"('Q15363', 'Q9H944')"
"('Q9BXK5', 'P05067')"
"('Q9H875', 'P43364')"
"('P60763', 'P45983')"
"('Q9Y4B6', 'O14746')"
"('P20042', 'Q9NVM4')"
"('O76041', 'Q9BYV6')"
"('Q9NZN8', 'Q96JN0')"
"('Q9NUG6', 'Q86WV1')"
"('Q02078', 'Q6ZT98')"
"('Q01196', 'P46531')"
"('P05067', 'Q7Z624')"
"('Q13620', 'Q99729')"
"('P04141', 'Q9UHF4')"
"('Q16610', 'Q9BYQ3')"
"('P48047', 'A1L188')"
"('P62857', 'P60228')"
"('Q9UL46', 'P25786')"
"('P67870', 'Q9UBS0')"
"('Q53QZ3', 'P63000')"
"('P07384', 'P01583')"
"('P07900', 'Q9UGR2')"
"('Q9H2K2', 'Q9NRI5')"
"('Q29963', 'P43627')"
"('Q8ND90', 'P08579')"
"('Q8WXH5', 'P78552')"
"('Q04637', 'Q13148')"
"('Q99816', 'P12814')"
"('Q96PE2', 'Q92614')"
"('P42331', 'Q9H6R7')"
"('Q15109', 'Q99836')"
"('P08571', 'Q96BD5')"
"('P48431', 'O15516')"
"('Q9HCE7', 'Q99717')"
"('P36873', 'Q9BY41')"
"('Q9BTT0', 'P49591')"
"('Q14999', 'O95573')"
"('Q9BYC9', 'P47756')"
"('P19338', 'P63104')"
"('Q07955', 'Q5JVS0')"
"('Q13155', 'P04629')"
"('Q9NR81', 'Q9NRD5')"
"('Q15648', 'P07910')"
"('Q9H9D4', 'Q9NQX6')"
"('P07108', 'Q24JP5')"
"('P46109', 'O15230')"
"('Q13616', 'Q12809')"
"('P98095', 'Q15040')"
"('P25398', 'P62906')"
"('Q01831', 'Q9HAW4')"
"('Q9P0W0', 'Q99650')"
"('Q9Y5B9', 'Q14203')"
"('P0DP24', 'Q9NWU2')"
"('P61981', 'P25205')"
"('Q8N1F7', 'Q92621')"
"('Q9BUN8', 'Q9Y230')"
"('Q16787', 'P26012')"
"('Q7L5N1', 'Q5T6F0')"
"('P54274', 'P00568')"
"('O75419', 'P33991')"
"('Q9NX55', 'Q13263')"
"('O75368', 'P25786')"
"('Q8IUH5', 'Q9Y6W5')"
"('P31947', 'Q14498')"
"('P41220', 'O95622')"
"('P25705', 'P38606')"
"('O75037', 'Q7Z4S6')"
"('P21860', 'P63261')"
"('P52298', 'O00629')"
"('Q9H6S3', 'Q05397')"
"('Q5T8I3', 'Q15717')"
"('Q13526', 'Q05209')"
"('P62249', 'P11021')"
"('P62487', 'O95402')"
"('P11940', 'P04629')"
"('Q9NR80', 'O14640')"
"('Q9H078', 'P04629')"
"('P04629', 'P35237')"
"('O95718', 'P07355')"
"('Q9ULX9', 'Q9NR55')"
"('Q96S44', 'Q9H6Z9')"
"('P35579', 'Q9HC78')"
"('P24723', 'P10398')"
"('O43482', 'Q8N6U2')"
"('P24592', 'Q9UM22')"
"('O94842', 'P62140')"
"('P31942', 'Q9HCE1')"
"('P61088', 'Q15942')"
"('P41223', 'P09661')"
"('P36542', 'Q9UI09')"
"('P40855', 'Q92968')"
"('Q96EQ0', 'Q13232')"
"('Q6ZRP7', 'Q9H3G5')"
"('Q13620', 'Q9H9Q2')"
"('Q15029', 'P52272')"
"('Q8TAT6', 'Q96LJ8')"
"('Q9Y2I6', 'Q68CZ1')"
"('Q99558', 'P11142')"
"('Q16740', 'Q9BPW8')"
"('O95747', 'Q8NC24')"
"('Q16204', 'O60504')"
"('Q92542', 'Q8N490')"
"('Q9UBU9', 'P29218')"
"('Q6UWJ1', 'P04792')"
"('P68104', 'Q8IUH5')"
"('Q7Z3Y8', 'O14777')"
"('Q9NZT1', 'Q9BX46')"
"('P98171', 'Q96L33')"
"('P49792', 'Q13043')"
"('P39687', 'P27695')"
"('Q96B97', 'Q05193')"
"('P16220', 'P78549')"
"('Q9NW13', 'Q9NRC8')"
"('Q6P1N9', 'Q99816')"
"('Q07866', 'Q5MIZ7')"
"('Q92597', 'P14868')"
"('Q96BW9', 'Q13011')"
"('O94900', 'Q96MA1')"
"('Q9NRB3', 'Q13635')"
"('P15927', 'O60671')"
"('P15260', 'P23458')"
"('P25101', 'Q8WUI4')"
"('P30153', 'Q9C0C7')"
"('Q5JVL4', 'Q969V4')"
"('P85299', 'O14744')"
"('P18146', 'Q15822')"
"('P60369', 'Q9H270')"
"('Q9Y5B0', 'P62487')"
"('Q96CP6', 'P78334')"
"('Q00341', 'Q92905')"
"('Q02878', 'Q9BYN8')"
"('P62847', 'P24941')"
"('Q8TDS4', 'P08754')"
"('O00329', 'P42336')"
"('Q8N9N5', 'Q03692')"
"('O15525', 'Q05D60')"
"('P10244', 'P28749')"
"('P62140', 'P24941')"
"('P04083', 'Q9HCE1')"
"('Q14145', 'O60336')"
"('Q9Y6J0', 'P54198')"
"('P46782', 'Q96PK6')"
"('Q9UNF0', 'P50570')"
"('Q13315', 'Q9NUA8')"
"('P10619', 'Q9NRD1')"
"('P12931', 'O15056')"
"('Q9BTT0', 'Q15796')"
"('Q04864', 'Q8TBZ8')"
"('P48509', 'Q9P2B2')"
"('Q01082', 'P62140')"
"('P15884', 'Q9UBS8')"
"('P50222', 'Q5TA79')"
"('O00425', 'Q9Y3I0')"
"('O00213', 'P23246')"
"('Q7Z6Z7', 'Q15393')"
"('O95257', 'P10276')"
"('Q9BVK6', 'P04637')"
"('O95819', 'P16989')"
"('A0FGR8', 'Q9BSJ8')"
"('Q96FZ7', 'Q6DKK2')"
"('Q00403', 'P01036')"
"('Q6A162', 'Q9Y3M9')"
"('Q86SJ6', 'Q92734')"
"('Q13064', 'P18825')"
"('P52292', 'P54257')"
"('Q8TC76', 'O43166')"
"('O15287', 'O14980')"
"('P13236', 'P32248')"
"('Q8TC71', 'Q5JST6')"
"('P30049', 'P39656')"
"('P60033', 'P05556')"
"('Q9NYG8', 'P50914')"
"('P07437', 'P11441')"
"('P67809', 'Q659C4')"
"('P27695', 'Q6ZT12')"
"('P60520', 'O75385')"
"('Q6L8G8', 'Q6PF04')"
"('Q9NPJ6', 'Q15287')"
"('Q5TA81', 'P49639')"
"('Q13163', 'P62993')"
"('P62807', 'P04908')"
"('Q8WZ42', 'P21333')"
"('Q16659', 'P61019')"
"('Q13501', 'P37840')"
"('Q9BXW9', 'Q99708')"
"('Q9C0D9', 'Q92624')"
"('O15400', 'Q5T5C0')"
"('Q14201', 'Q9UIV1')"
"('Q96GY3', 'P05386')"
"('Q6FHJ7', 'Q9NZR2')"
"('Q9Y5U9', 'Q9UMX0')"
"('P62266', 'P46783')"
"('Q9Y696', 'P20618')"
"('Q04917', 'P23258')"
"('Q02539', 'P83916')"
"('Q16181', 'Q9Y295')"
"('Q8N8L6', 'Q8IWL3')"
"('Q15424', 'P07237')"
"('Q86UL3', 'Q5VTD9')"
"('Q9BQ95', 'Q13423')"
"('Q9HCE1', 'Q12905')"
"('P49901', 'Q8N5G2')"
"('Q16352', 'Q8IVT5')"
"('P15374', 'P12830')"
"('P38398', 'Q09472')"
"('Q7Z4S6', 'P34897')"
"('P49716', 'P62805')"
"('P33527', 'P25705')"
"('Q9P246', 'O75400')"
"('O43172', 'O43290')"
"('P14317', 'P61158')"
"('P23511', 'Q9Y4C2')"
"('P19447', 'Q9UBU9')"
"('P52735', 'Q8WZ42')"
"('P34059', 'Q8WZ79')"
"('O95817', 'P20618')"
"('Q99707', 'Q8N726')"
"('O43159', 'Q96EB6')"
"('P55060', 'O95758')"
"('Q04206', 'Q9NPB9')"
"('Q14008', 'P62993')"
"('P40227', 'O95433')"
"('P22087', 'O60832')"
"('Q9P2H3', 'Q9Y547')"
"('Q8TBE0', 'Q92769')"
"('Q9Y2U9', 'Q15370')"
"('P60709', 'P23229')"
"('P48146', 'P60409')"
"('P02686', 'Q00535')"
"('O14776', 'Q01860')"
"('Q14896', 'Q99832')"
"('P03897', 'Q9Y6M9')"
"('Q9NYF3', 'O15075')"
"('P62495', 'P05412')"
"('Q9UPT6', 'Q9BR01')"
"('Q96F86', 'P61981')"
"('Q86XA0', 'P46379')"
"('Q96T58', 'Q99708')"
"('Q8IZ73', 'Q9H2A2')"
"('P60900', 'Q9Y244')"
"('P62263', 'Q13617')"
"('P14373', 'Q8N2W9')"
"('Q8N3Y1', 'P24385')"
"('Q6PF18', 'P19012')"
"('Q9Y6E2', 'P55072')"
"('Q7Z589', 'Q15291')"
"('Q04206', 'P21980')"
"('P33992', 'Q02413')"
"('Q9BRX9', 'P55795')"
"('Q9HBL8', 'Q13114')"
"('Q9UIA0', 'Q9BVG8')"
"('O43504', 'P04233')"
"('P27694', 'Q9NQC3')"
"('Q96CW5', 'Q01469')"
"('Q6PG37', 'P54274')"
"('O75665', 'Q8N157')"
"('Q9HCU9', 'O15131')"
"('Q09472', 'P23769')"
"('P04004', 'Q05397')"
"('P22626', 'Q12851')"
"('Q12906', 'P62277')"
"('Q01201', 'P13501')"
"('P08238', 'P21281')"
"('P61088', 'Q92890')"
"('P51116', 'Q12933')"
"('O14610', 'P48050')"
"('P41182', 'O75626')"
"('Q9Y478', 'Q15008')"
"('A2RRL7', 'P31153')"
"('Q6ZUT1', 'Q9UK58')"
"('Q9Y5K5', 'P31151')"
"('Q9Y4A5', 'O43524')"
"('Q01664', 'Q8NBZ0')"
"('Q9NVX0', 'Q13724')"
"('Q9BY76', 'P22455')"
"('Q8NBI6', 'Q8NBR6')"
"('Q9Y6I3', 'O94973')"
"('Q7L5A3', 'O00308')"
"('Q96B33', 'O95484')"
"('P49247', 'Q6IPU0')"
"('P49407', 'Q8NGA6')"
"('Q99942', 'Q96LR5')"
"('Q12816', 'Q93009')"
"('Q9UQ13', 'O00716')"
"('O43920', 'O95182')"
"('P42081', 'P10747')"
"('P15172', 'Q8IZQ8')"
"('Q9BQ67', 'Q9H7D7')"
"('P43250', 'P25025')"
"('Q96EB6', 'P68431')"
"('O60232', 'O00762')"
"('Q92574', 'P27348')"
"('P18846', 'Q6UUV9')"
"('P10321', 'P43632')"
"('Q9UNA1', 'P08134')"
"('P35626', 'Q8NGI6')"
"('Q04864', 'P38646')"
"('P19105', 'O60739')"
"('P31749', 'Q8IXJ9')"
"('Q9HBH9', 'Q04637')"
"('P53999', 'P31947')"
"('Q92542', 'Q12824')"
"('Q9BTY2', 'P49639')"
"('Q15717', 'O75509')"
"('P40426', 'O14770')"
"('Q52LW3', 'Q12923')"
"('P19838', 'O75746')"
"('P60410', 'Q5TA82')"
"('A2RU14', 'Q5T700')"
"('Q13469', 'Q92973')"
"('Q8N726', 'P04198')"
"('Q03518', 'Q8TAE8')"
"('P10644', 'Q9Y6D5')"
"('Q9H9A5', 'Q9NZN8')"
"('Q15283', 'P01111')"
"('Q71U36', 'O75330')"
"('Q9C0E8', 'Q8N4P2')"
"('Q03001', 'P63172')"
"('Q13895', 'Q9Y2J4')"
"('P55773', 'P51681')"
"('O95544', 'Q8TC76')"
"('P11831', 'P08962')"
"('Q2TAY7', 'Q13641')"
"('Q8IVD9', 'Q9Y2M5')"
"('Q96GD4', 'Q93079')"
"('P10275', 'Q15392')"
"('O15355', 'Q9BYN0')"
"('P50238', 'P15531')"
"('Q96KQ4', 'Q96QC0')"
"('P14406', 'P14854')"
"('Q15040', 'P60372')"
"('P20036', 'P04233')"
"('Q8N3V7', 'Q96H55')"
"('Q712K3', 'Q96AD5')"
"('Q5VU43', 'P05783')"
"('Q9Y5N5', 'P23528')"
"('Q6UWW0', 'Q7Z333')"
"('Q92636', 'P40227')"
"('Q5T2R2', 'Q8IWL3')"
"('O95707', 'P78345')"
"('P35222', 'P56524')"
"('O00560', 'Q05519')"
"('Q02878', 'O14980')"
"('P05060', 'P19388')"
"('Q9UFD9', 'Q9Y3C6')"
"('P52272', 'Q02878')"
"('Q96GC5', 'Q13868')"
"('Q9UKV5', 'Q14676')"
"('O75604', 'P56945')"
"('Q8IVT5', 'Q9P2M7')"
"('Q96BR9', 'O43395')"
"('Q92542', 'Q01081')"
"('Q01844', 'Q14999')"
"('O43542', 'P50990')"
"('Q8IXZ2', 'Q6PKG0')"
"('Q02156', 'P01112')"
"('P11836', 'P01912')"
"('Q96DG6', 'Q9NRG4')"
"('P16144', 'Q92569')"
"('Q9BQY9', 'P48730')"
"('Q04206', 'Q99607')"
"('Q6ZW49', 'Q99962')"
"('O60524', 'Q8N4V1')"
"('Q13610', 'Q13616')"
"('Q9NPF5', 'P53365')"
"('O15031', 'O00212')"
"('Q96GG9', 'P49327')"
"('P28331', 'Q9Y3E0')"
"('Q8TEW6', 'Q9P2K3')"
"('Q8NI22', 'P52907')"
"('P63104', 'O60292')"
"('Q9H1K0', 'O00716')"
"('P62256', 'Q96DV4')"
"('P08238', 'P49642')"
"('Q9NWT6', 'O60733')"
"('Q16650', 'Q9H2G4')"
"('P04637', 'Q9NQR1')"
"('Q92614', 'P51532')"
"('P25791', 'Q13155')"
"('O60488', 'Q15717')"
"('P08579', 'O75832')"
"('O60341', 'Q9H270')"
"('Q15773', 'Q9Y3D0')"
"('Q9UKV3', 'O15155')"
"('O76064', 'P62837')"
"('Q05193', 'Q9P0V3')"
"('P55884', 'P33991')"
"('Q6NUN9', 'O75746')"
"('Q9GZR7', 'Q00839')"
"('Q16620', 'Q13501')"
"('Q9UBD5', 'P33991')"
"('P01106', 'Q12983')"
"('P04626', 'Q9UQC2')"
"('Q9Y5Q8', 'Q9Y5Q9')"
"('P17612', 'Q02750')"
"('Q9NZM5', 'P68400')"
"('Q9P2W3', 'O00459')"
"('Q6IN84', 'Q13472')"
"('Q969S9', 'P46782')"
"('Q9Y2X7', 'Q14289')"
"('Q63HR2', 'Q6P1W5')"
"('Q01201', 'P47985')"
"('Q13501', 'P01106')"
"('P21912', 'O95166')"
"('P28072', 'P60900')"
"('Q8IV45', 'P18669')"
"('O15287', 'Q7Z5Q5')"
"('Q8WXA9', 'P62314')"
"('A8MQ03', 'Q6L8G9')"
"('Q9BS16', 'Q96H22')"
"('Q9Y6E7', 'Q6L8Q7')"
"('Q8N2W9', 'Q9NQB0')"
"('O94864', 'O75529')"
"('Q14192', 'Q16665')"
"('P62851', 'P62829')"
"('P34931', 'Q9P035')"
"('Q9UQQ2', 'P21333')"
"('P35232', 'Q00610')"
"('O14610', 'P42338')"
"('Q6QNY1', 'Q8TDR0')"
"('Q9UQN3', 'Q9H444')"
"('Q9NX63', 'P00533')"
"('Q9P2F8', 'Q9BRK4')"
"('Q9Y5J5', 'O95433')"
"('Q9BUH8', 'Q8NEC5')"
"('P35414', 'Q9P2W3')"
"('Q9NSE2', 'P42224')"
"('Q9Y297', 'O14646')"
"('Q86YD7', 'P15173')"
"('O00754', 'O00182')"
"('Q04637', 'Q7Z304')"
"('Q86XT4', 'Q8TBB1')"
"('Q13352', 'Q9Y5P4')"
"('Q14197', 'Q13084')"
"('Q92769', 'Q10586')"
"('O95400', 'P62308')"
"('O75486', 'Q86TJ2')"
"('Q9BYJ9', 'P05412')"
"('Q8IW00', 'Q07627')"
"('Q9UKP3', 'Q8NEY8')"
"('Q9Y2X8', 'Q9UDY6')"
"('Q01844', 'P33240')"
"('Q8TEX9', 'P00533')"
"('O43676', 'P56556')"
"('O75340', 'Q9H944')"
"('P12268', 'Q8NHW5')"
"('P84077', 'P24390')"
"('Q96E29', 'Q14197')"
"('Q96J86', 'Q9HD26')"
"('Q9UBN7', 'O95373')"
"('Q7Z6J4', 'Q15287')"
"('O14980', 'O15287')"
"('P04062', 'Q9H5K3')"
"('P06748', 'P23396')"
"('P14174', 'P61960')"
"('P11831', 'Q92993')"
"('P33076', 'Q499Z4')"
"('Q13867', 'Q14103')"
"('Q6IQ23', 'Q9HCE1')"
"('P60903', 'P21333')"
"('O75486', 'O75529')"
"('Q9UJV3', 'P78318')"
"('Q96HM7', 'Q7Z3S9')"
"('P11161', 'Q9UJW3')"
"('O43295', 'P60953')"
"('P15336', 'P35613')"
"('P34931', 'Q8IYB5')"
"('Q53H96', 'O75909')"
"('P05412', 'Q3MHD2')"
"('Q16659', 'Q96CS3')"
"('Q9H0I2', 'P36406')"
"('Q5VTD9', 'Q7L4P6')"
"('Q9Y5U9', 'Q69YU3')"
"('O95405', 'Q8IXI1')"
"('Q9BZE1', 'Q13405')"
"('O60216', 'P62829')"
"('Q13472', 'P83369')"
"('Q8WYA0', 'Q96LB3')"
"('P46781', 'P04629')"
"('Q9GZQ8', 'P68036')"
"('Q13064', 'O60504')"
"('Q9HCE1', 'Q9H0D6')"
"('Q9BYJ9', 'Q9Y5V3')"
"('Q15021', 'Q92747')"
"('P00338', 'P12004')"
"('O75886', 'O60674')"
"('P00966', 'P12955')"
"('Q9NP95', 'P36888')"
"('Q9HCN4', 'Q93034')"
"('Q6W2J9', 'Q9Y2X9')"
"('P49821', 'Q96H96')"
"('P02751', 'Q14160')"
"('P38646', 'P00966')"
"('Q9UPZ9', 'Q15797')"
"('Q14435', 'Q13387')"
"('Q02978', 'Q9Y4G8')"
"('Q8WZ79', 'Q14738')"
"('Q13451', 'Q9UHD1')"
"('P08754', 'Q9NPQ8')"
"('P06734', 'Q04864')"
"('P30153', 'Q9GZQ8')"
"('Q8N7R7', 'P09067')"
"('P14550', 'P37837')"
"('P18564', 'P46109')"
"('Q96EY1', 'O15198')"
"('P17676', 'P10415')"
"('P0DPB5', 'Q16254')"
"('Q9H0W5', 'P27348')"
"('Q8TCU5', 'P78352')"
"('Q9Y383', 'P61970')"
"('Q92831', 'P11474')"
"('P46937', 'Q8TEW0')"
"('Q9H2H9', 'Q01453')"
"('Q9BU64', 'Q03188')"
"('Q99496', 'P16402')"
"('P18583', 'Q96I25')"
"('O43157', 'P60763')"
"('P49407', 'Q15617')"
"('P13224', 'P07359')"
"('O75147', 'P31689')"
"('Q99963', 'P63162')"
"('Q05516', 'P54274')"
"('P10809', 'Q8NBJ5')"
"('P58170', 'P38405')"
"('O60884', 'P13569')"
"('Q86UV5', 'O94855')"
"('P62308', 'Q13620')"
"('P62993', 'P49411')"
"('P32519', 'P01589')"
"('P0DP25', 'O95838')"
"('P35241', 'P35462')"
"('Q5T3I0', 'Q96P20')"
"('Q7L2J0', 'P33176')"
"('Q9BTP7', 'Q9NVI1')"
"('Q8NHW5', 'Q9Y6K9')"
"('Q16629', 'Q9Y3B4')"
"('Q8TD17', 'Q9NX04')"
"('Q8N392', 'P52198')"
"('Q8IWL3', 'Q9NZ45')"
"('O75164', 'O43521')"
"('Q16531', 'Q5QP82')"
"('Q07960', 'Q01813')"
"('Q14839', 'O75446')"
"('P10321', 'Q8TB96')"
"('P25787', 'P35998')"
"('Q8NF91', 'Q9UL18')"
"('P61326', 'Q13573')"
"('P62140', 'P15336')"
"('Q9NRL3', 'Q9Y6K8')"
"('P04637', 'Q9H9J4')"
"('Q14683', 'Q14566')"
"('Q14157', 'Q969T4')"
"('Q9GZT8', 'P62993')"
"('Q08379', 'O14980')"
"('P24864', 'P98175')"
"('O75364', 'P04211')"
"('O43252', 'O43592')"
"('Q9Y5Q3', 'P14780')"
"('O00479', 'Q01844')"
"('P48431', 'P41743')"
"('Q15796', 'P55209')"
"('O43795', 'P15313')"
"('Q14152', 'P35749')"
"('P00558', 'Q15637')"
"('Q12899', 'P35680')"
"('P50148', 'P63092')"
"('P61244', 'Q8TBA6')"
"('Q99986', 'P49756')"
"('Q9UP95', 'P08174')"
"('Q8IVJ1', 'Q15717')"
"('Q9ULA0', 'Q00013')"
"('P05161', 'P10914')"
"('Q9Y223', 'Q06546')"
"('P49368', 'Q8IXQ9')"
"('Q9UQE7', 'Q8TCV5')"
"('Q96FW1', 'O95400')"
"('Q7Z6G3', 'P25786')"
"('Q9BXY0', 'Q15717')"
"('P08620', 'Q07889')"
"('Q92786', 'Q99684')"
"('Q15717', 'Q14671')"
"('Q8IUR0', 'P09110')"
"('Q9H2G9', 'Q9Y3Q3')"
"('Q15843', 'P46777')"
"('Q13952', 'O60902')"
"('Q92828', 'O14965')"
"('Q9UJU2', 'P46531')"
"('P61160', 'O14974')"
"('Q96KS0', 'Q969H0')"
"('P27694', 'Q96DH6')"
"('Q7Z434', 'Q9HCE7')"
"('O43257', 'A8MQ03')"
"('P52803', 'P08069')"
"('Q9HBD1', 'Q13404')"
"('Q63ZY3', 'P02751')"
"('P62899', 'P61353')"
"('Q9NVC6', 'Q9H668')"
"('Q9BW61', 'P53621')"
"('P0DPB3', 'Q5T200')"
"('Q9NX70', 'O15042')"
"('P42345', 'Q96EB6')"
"('P10073', 'Q99684')"
"('Q9BTT4', 'P62487')"
"('P67775', 'P22830')"
"('Q8N6Y0', 'Q9H4K1')"
"('P17036', 'Q08379')"
"('P04004', 'P15692')"
"('Q9NTI7', 'Q9Y5S2')"
"('Q99497', 'P30154')"
"('Q99497', 'Q9Y4K3')"
"('P56537', 'P16144')"
"('Q9H0W5', 'P52597')"
"('Q96PC2', 'P50222')"
"('O14641', 'Q86YD7')"
"('P60328', 'O96014')"
"('Q8TBA6', 'P26842')"
"('Q13618', 'Q13263')"
"('Q15053', 'Q99750')"
"('Q16543', 'O96006')"
"('P49790', 'Q12769')"
"('P49841', 'P51531')"
"('P35580', 'P61981')"
"('Q07021', 'P28482')"
"('P48729', 'Q16630')"
"('P51617', 'Q3ZCQ8')"
"('Q09028', 'P46531')"
"('P58546', 'P48426')"
"('Q14241', 'Q15843')"
"('Q9H7Z7', 'O14957')"
"('Q6WCQ1', 'P61981')"
"('P05067', 'O94973')"
"('Q92956', 'Q96QV1')"
"('P36941', 'Q9BYM8')"
"('Q6P1M3', 'Q9UQ84')"
"('Q92841', 'P26368')"
"('Q5EBL4', 'Q6IQ22')"
"('P61457', 'Q9Y5Q9')"
"('Q9ULQ0', 'O43815')"
"('Q12857', 'P04271')"
"('Q9Y4K3', 'Q9NRX4')"
"('Q8IVP5', 'Q13596')"
"('Q99496', 'Q9UKP5')"
"('Q13618', 'P11021')"
"('Q96B97', 'P07910')"
"('P05455', 'Q9BYG3')"
"('P61981', 'O60282')"
"('Q9UKE5', 'Q14204')"
"('P05412', 'Q09028')"
"('P49736', 'P35030')"
"('P26006', 'Q9NVD7')"
"('P16220', 'P17252')"
"('P15976', 'Q969G3')"
"('Q9NRD5', 'Q96GN5')"
"('P62333', 'P34947')"
"('P63010', 'P02786')"
"('Q9H501', 'O14519')"
"('P46108', 'Q9HCU4')"
"('Q3SY00', 'A1L4K1')"
