negatives
"('P18850', 'Q68CJ9')"
"('P12956', 'P16435')"
"('P30153', 'Q99623')"
"('Q12884', 'P01303')"
"('P01137', 'Q9BZS1')"
"('P17301', 'P56945')"
"('Q24JP5', 'Q96PP8')"
"('Q14240', 'Q99459')"
"('Q15345', 'Q13459')"
"('Q9Y4K3', 'Q13490')"
"('Q8N6Y0', 'Q9P2K6')"
"('Q9UBD5', 'Q13415')"
"('Q00978', 'P52630')"
"('Q6VMQ6', 'P63261')"
"('Q9BRG1', 'Q96GX9')"
"('P11233', 'Q96KP1')"
"('Q8NBT2', 'O14777')"
"('P40225', 'P42701')"
"('Q13315', 'Q8N3X1')"
"('Q01844', 'O75554')"
"('Q6VMQ6', 'Q4LDE5')"
"('Q96CW1', 'P11279')"
"('Q13415', 'O43913')"
"('Q13418', 'Q86Y56')"
"('P23443', 'Q05513')"
"('O75116', 'P53667')"
"('O00487', 'Q9Y5K5')"
"('P28482', 'P07339')"
"('P48594', 'P20333')"
"('Q9Y2Q5', 'Q6IAA8')"
"('Q86U86', 'Q6STE5')"
"('P49841', 'P32456')"
"('P07900', 'Q9UHD2')"
"('O00165', 'Q04206')"
"('Q12968', 'Q02078')"
"('P01562', 'Q99665')"
"('Q96EZ8', 'Q9ULG1')"
"('Q13315', 'P40938')"
"('Q13111', 'P61981')"
"('P21918', 'Q14344')"
"('P16104', 'Q15572')"
"('Q13873', 'Q96RU7')"
"('Q15274', 'O60684')"
"('Q9NX58', 'P46779')"
"('Q06124', 'Q07889')"
"('Q9NR12', 'P17252')"
"('P62993', 'O95872')"
"('O15400', 'Q15836')"
"('Q13501', 'Q12830')"
"('P08519', 'P98164')"
"('P41182', 'O15116')"
"('Q09472', 'Q15672')"
"('Q6UWZ7', 'Q9NWV8')"
"('P24530', 'Q03113')"
"('O43353', 'P19838')"
"('Q13409', 'A6NHL2')"
"('P62304', 'Q15428')"
"('Q5T653', 'Q14197')"
"('Q12805', 'Q9P2R6')"
"('Q14164', 'P47756')"
"('P18146', 'Q99705')"
"('P55769', 'Q5T3J3')"
"('P05771', 'P18848')"
"('P53803', 'P30876')"
"('P55211', 'O14727')"
"('Q05215', 'Q13469')"
"('Q9Y3C7', 'Q9GZM7')"
"('P63104', 'P36897')"
"('406885', 'P01106')"
"('Q13573', 'O14686')"
"('O15169', 'P48729')"
"('P46940', 'Q13191')"
"('P51571', 'Q76N89')"
"('P16220', 'Q8NE22')"
"('Q15717', 'Q01151')"
"('Q30201', 'P61769')"
"('Q14623', 'Q13635')"
"('P60709', 'Q16637')"
"('Q52LW3', 'P62745')"
"('P05388', 'P18621')"
"('Q9BZE4', 'Q13573')"
"('Q9NX70', 'O60244')"
"('Q8N1G4', 'Q13573')"
"('P11171', 'O60493')"
"('P36406', 'P62330')"
"('O75448', 'Q9NPJ6')"
"('Q8IWW6', 'Q92730')"
"('Q9UKR5', 'P55055')"
"('P08069', 'P16473')"
"('P10809', 'P35222')"
"('P16333', 'Q9UPX8')"
"('P61960', 'Q96JB5')"
"('P82930', 'Q14197')"
"('P07384', 'Q9H1Y0')"
"('Q9H1C4', 'Q8IWZ3')"
"('Q15311', 'P60953')"
"('P40933', 'P17181')"
"('P46527', 'P16949')"
"('P0CAP1', 'O15304')"
"('Q92844', 'P04264')"
"('P34931', 'Q15628')"
"('P31749', 'P62136')"
"('P00533', 'Q9ULV8')"
"('P01100', 'P21675')"
"('Q8TAQ2', 'O94805')"
"('A4D0S4', 'Q7L0J3')"
"('P46777', 'P39023')"
"('P62241', 'P08708')"
"('Q9H8W4', 'Q9Y4P9')"
"('Q9UHI6', 'Q9NWZ8')"
"('O60437', 'Q93009')"
"('Q9NZM4', 'Q13952')"
"('P62993', 'O00159')"
"('P01303', 'Q12884')"
"('P19105', 'P19438')"
"('Q9Y294', 'Q96HA7')"
"('P04271', 'P04637')"
"('O96019', 'Q9ULG1')"
"('P04637', 'Q96CF2')"
"('P68431', 'P61964')"
"('Q04828', 'P27361')"
"('Q5JVS0', 'P06748')"
"('P27658', 'P17301')"
"('P10275', 'P30613')"
"('O95433', 'O15399')"
"('P16520', 'P28482')"
"('P26599', 'Q01130')"
"('Q92900', 'P15170')"
"('P10275', 'Q9Y265')"
"('Q9Y375', 'P60660')"
"('P17252', 'P62879')"
"('O43791', 'Q9Y4K3')"
"('P62851', 'P62266')"
"('P49841', 'P13807')"
"('Q12778', 'O15123')"
"('P07437', 'P27348')"
"('Q96LC9', 'Q8N4E4')"
"('O00267', 'O60942')"
"('P06899', 'P0C5Z0')"
"('Q9UQB8', 'P40425')"
"('Q8TAD8', 'Q9UNN5')"
"('Q9BPX1', 'P35638')"
"('Q13535', 'P49959')"
"('P13569', 'P02545')"
"('Q13118', 'Q96KM6')"
"('O00762', 'P51668')"
"('O75365', 'Q9UBB4')"
"('Q9H3R0', 'P68431')"
"('P08708', 'P51668')"
"('P10398', 'Q9UNS2')"
"('Q15835', 'P08100')"
"('Q86W26', 'Q9ULZ3')"
"('P12110', 'P06756')"
"('P29590', 'Q13207')"
"('Q13535', 'P49736')"
"('Q9P0U3', 'P61956')"
"('P63261', 'Q13077')"
"('P50151', 'P35498')"
"('Q01892', 'Q92793')"
"('Q01201', 'Q8TAQ2')"
"('Q9GZT6', 'Q9UHF0')"
"('O43390', 'Q16629')"
"('Q96KQ7', 'Q9NWK9')"
"('Q16236', 'P18848')"
"('P04637', 'Q03518')"
"('P32121', 'P43626')"
"('Q01844', 'Q16630')"
"('Q01130', 'Q15428')"
"('P48729', 'Q12778')"
"('O15121', 'P60228')"
"('P61296', 'Q92905')"
"('Q96RI0', 'O95467')"
"('P0CAP2', 'Q96FK6')"
"('Q86YW9', 'Q6P2C8')"
"('Q8WVN8', 'Q6ZNA4')"
"('Q9NS64', 'Q13616')"
"('Q9Y4A5', 'Q96Q83')"
"('Q96NB3', 'Q70Z53')"
"('Q13635', 'P25098')"
"('Q9Y4K3', 'P07437')"
"('Q13761', 'P35222')"
"('P26006', 'P17301')"
"('P47712', 'Q14790')"
"('P16471', 'P52735')"
"('Q8NFZ5', 'Q00653')"
"('O14593', 'Q9Y5J5')"
"('P10398', 'Q53G59')"
"('P36956', 'Q2TB90')"
"('P05386', 'O43809')"
"('P18146', 'Q04609')"
"('P0CG48', 'Q99816')"
"('Q9UKE5', 'O43295')"
"('P06493', 'Q12888')"
"('Q9UNA1', 'P17081')"
"('P0CG48', 'Q9UBN7')"
"('Q00526', 'Q01094')"
"('P22681', 'Q9Y4K3')"
"('O15047', 'O60814')"
"('P55157', 'O94856')"
"('P61353', 'P62906')"
"('Q9UPS6', 'Q96A08')"
"('Q10586', 'P49736')"
"('P01106', 'Q8TCU6')"
"('P40933', 'P26992')"
"('P08253', 'Q14031')"
"('P04637', 'Q969G3')"
"('P03950', 'Q15904')"
"('P52272', 'Q9NRR4')"
"('Q92945', 'Q16630')"
"('P17081', 'P53618')"
"('P10721', 'O14492')"
"('P43364', 'Q8N720')"
"('P24928', 'P53803')"
"('Q96IX5', 'Q16186')"
"('O43914', 'O95944')"
"('Q92913', 'P16234')"
"('Q9GZQ8', 'Q12824')"
"('Q9H171', 'Q13601')"
"('P12931', 'P08047')"
"('Q99759', 'Q9BV68')"
"('P32121', 'Q8NGQ4')"
"('P32302', 'Q12968')"
"('O00483', 'O95182')"
"('O15455', 'O95863')"
"('Q9UQ80', 'P19338')"
"('Q13510', 'Q15047')"
"('Q14683', 'P33993')"
"('P40123', 'Q01518')"
"('Q06124', 'Q13094')"
"('Q13554', 'Q14432')"
"('Q13485', 'P02751')"
"('O75578', 'Q9HBI0')"
"('P20339', 'Q12846')"
"('P61353', 'P84098')"
"('Q9Y243', 'Q70SY1')"
"('P06400', 'P21980')"
"('Q13547', 'Q09028')"
"('P07948', 'P12314')"
"('Q9BZF9', 'P62993')"
"('Q13315', 'Q99728')"
"('Q5FBB7', 'P62714')"
"('P53618', 'Q9UBF2')"
"('Q6WCQ1', 'Q9Y230')"
"('P62837', 'Q14139')"
"('Q3LXA3', 'Q9BYX4')"
"('406948', 'P10242')"
"('P11802', 'Q05516')"
"('P00492', 'Q92956')"
"('P17931', 'P01116')"
"('P03372', 'Q12824')"
"('P07998', 'P30101')"
"('Q13315', 'Q9UJZ1')"
"('P41159', 'Q13261')"
"('P45983', 'P16104')"
"('Q5JVF3', 'P60896')"
"('Q96GM5', 'P04637')"
"('O14556', 'Q00987')"
"('Q9Y2H0', 'O00499')"
"('P67775', 'Q15645')"
"('Q96LC9', 'P18146')"
"('P42574', 'Q07820')"
"('P08107', 'Q9UBS4')"
"('O14775', 'P40145')"
"('O00231', 'Q5T3J3')"
"('Q16236', 'Q9ULX9')"
"('Q86WV1', 'P08575')"
"('Q8TB24', 'P00519')"
"('O60285', 'P06702')"
"('O15264', 'Q66LE6')"
"('P56537', 'P12532')"
"('O15379', 'Q99623')"
"('Q9P2X0', 'O94777')"
"('P49916', 'P12931')"
"('Q07000', 'P30450')"
"('P42768', 'O60861')"
"('O75971', 'Q16533')"
"('P10114', 'Q8WWW0')"
"('Q15797', 'Q01831')"
"('Q15365', 'Q01081')"
"('Q8IY92', 'P41743')"
"('P80162', 'P46094')"
"('P15018', 'Q13651')"
"('P24071', 'Q9UKJ1')"
"('Q9Y6H6', 'Q14181')"
"('Q9UL03', 'P41220')"
"('O15372', 'O60739')"
"('P07199', 'P04183')"
"('P48378', 'P16220')"
"('P63261', 'P49642')"
"('Q9NYF0', 'P05129')"
"('Q12899', 'P61077')"
"('P16298', 'Q13002')"
"('P29692', 'P56537')"
"('Q8NGR8', 'P38405')"
"('P56524', 'P62807')"
"('P62805', 'Q9NWM8')"
"('Q07817', 'O00198')"
"('Q9Y4K3', 'P28070')"
"('Q9H816', 'P34932')"
"('P55854', 'P27105')"
"('Q9H0R8', 'P13807')"
"('Q92769', 'O60566')"
"('P51693', 'P38936')"
"('P26038', 'P32942')"
"('Q9NXR8', 'P25440')"
"('P04259', 'P19012')"
"('P27824', 'O94966')"
"('O14978', 'Q9NWS9')"
"('P62851', 'P62081')"
"('P49841', 'O43427')"
"('Q7Z434', 'O43318')"
"('Q9UHR5', 'Q14498')"
"('P06756', 'Q15147')"
"('Q0VAM2', 'P01112')"
"('O43741', 'Q16526')"
"('P62304', 'Q9Y4Z0')"
"('Q9UKE5', 'Q00059')"
"('P62910', 'Q07020')"
"('O76021', 'Q9UL18')"
"('Q13153', 'Q13573')"
"('Q8NI77', 'P62136')"
"('Q8N3X1', 'O75051')"
"('P07948', 'Q01362')"
"('P09471', 'Q15759')"
"('P13501', 'Q92985')"
"('P15498', 'O43255')"
"('Q9P227', 'P61587')"
"('Q9GZX7', 'Q16611')"
"('P17948', 'P42224')"
"('P20333', 'Q71UM5')"
"('Q9UQL6', 'P41182')"
"('P36542', 'Q9HCC8')"
"('Q9H8T0', 'Q14181')"
"('Q86YV0', 'P62070')"
"('P53355', 'P19105')"
"('P42345', 'P42224')"
"('P35637', 'O75815')"
"('P19022', 'Q15256')"
"('Q9UHX1', 'P61981')"
"('Q9H7L9', 'Q9HCU9')"
"('O60573', 'P35900')"
"('P55036', 'O75832')"
"('P62333', 'Q14164')"
"('Q9BWF3', 'Q96DF8')"
"('P84022', 'Q6DJT9')"
"('Q92796', 'Q15393')"
"('Q00796', 'P01241')"
"('P42338', 'P31749')"
"('Q8N5V2', 'Q9H9J2')"
"('P05141', 'P20333')"
"('Q7Z569', 'Q969H4')"
"('P46109', 'Q13191')"
"('Q9NS91', 'P49459')"
"('Q86XS8', 'Q9Y4R7')"
"('P40763', 'P14784')"
"('P39023', 'Q13233')"
"('Q14209', 'P04198')"
"('Q9UGJ0', 'Q9NQR9')"
"('P07477', 'Q00005')"
"('P04637', 'P19447')"
"('O95049', 'Q9Y5I7')"
"('P01889', 'Q9Y277')"
"('P27348', 'O43491')"
"('P16401', 'P49916')"
"('Q14209', 'P10415')"
"('P13349', 'P41134')"
"('P01567', 'Q5VWK5')"
"('P23527', 'Q96KK5')"
"('407004', 'Q07869')"
"('Q05655', 'Q9NRA0')"
"('Q06643', 'O43557')"
"('Q13424', 'P01135')"
"('Q7Z2Y5', 'P32243')"
"('C9JDP6', 'O14493')"
"('P05556', 'P19320')"
"('Q01726', 'O95467')"
"('Q16665', 'Q9HBZ2')"
"('Q14494', 'P07384')"
"('P19388', 'Q9BTT4')"
"('Q7L7L0', 'P06899')"
"('Q15018', 'Q9NXR7')"
"('Q99471', 'P01243')"
"('P14770', 'P07948')"
"('Q9H422', 'Q7Z4I7')"
"('O14511', 'P21860')"
"('O60262', 'Q00975')"
"('P18564', 'O75578')"
"('Q15759', 'Q66LE6')"
"('O94864', 'Q9HBM6')"
"('Q08050', 'P16284')"
"('P51965', 'O00762')"
"('Q9UDY2', 'A6NM45')"
"('Q96J02', 'Q13546')"
"('Q9BT78', 'Q9UBW8')"
"('P37231', 'P48552')"
"('P56915', 'Q15797')"
"('O15524', 'P58753')"
"('Q00839', 'O14920')"
"('Q9H9E3', 'Q96MW5')"
"('O94906', 'Q9UQ35')"
"('P07333', 'Q99963')"
"('Q96S55', 'Q15054')"
"('Q02543', 'P62424')"
"('Q02878', 'P35268')"
"('O15111', 'O14757')"
"('P78348', 'Q9NRD5')"
"('Q9Y3B8', 'O60739')"
"('P10721', 'P62993')"
"('Q13287', 'Q13748')"
"('O00273', 'P10144')"
"('Q8TBK6', 'Q70Z53')"
"('5512', 'Q12972')"
"('O60566', 'Q9UJX2')"
"('Q9NRG4', 'P06730')"
"('Q8ND25', 'P62837')"
"('Q13263', 'O14709')"
"('P01242', 'P42702')"
"('Q86YT6', 'Q5VVX9')"
"('Q00534', 'Q16254')"
"('Q9NQU5', 'P27348')"
"('O60262', 'P04899')"
"('P08700', 'P78552')"
"('P09104', 'O75251')"
"('Q8N766', 'Q9HC24')"
"('Q12986', 'P84103')"
"('Q13315', 'O00339')"
"('Q7L1Q6', 'Q13573')"
"('Q9BRB3', 'Q92535')"
"('Q06124', 'P22681')"
"('P46940', 'Q06124')"
"('Q12933', 'Q9Y572')"
"('Q8N5C8', 'Q9BYM8')"
"('Q08211', 'P84103')"
"('Q16630', 'Q9H0M0')"
"('51639', 'Q14164')"
"('Q01780', 'O95777')"
"('P12814', 'P63261')"
"('Q9H2G2', 'Q9UBS5')"
"('Q9UKG1', 'P23945')"
"('Q14674', 'Q13315')"
"('Q92783', 'O95630')"
"('Q9UH65', 'Q9NYQ7')"
"('Q99697', 'Q00839')"
"('Q9UPT5', 'O14964')"
"('P06746', 'P12004')"
"('Q5VVX9', 'P35227')"
"('P98160', 'Q14512')"
"('Q13573', 'O14981')"
"('P07900', 'Q14164')"
"('P01241', 'P78552')"
"('Q8N726', 'Q00987')"
"('P62258', 'P62158')"
"('Q13315', 'Q9UJW8')"
"('Q93100', 'Q8TD86')"
"('Q9BQD3', 'Q14533')"
"('Q07889', 'Q14247')"
"('P60510', 'O14654')"
"('O15524', 'Q14627')"
"('P16220', 'Q9C091')"
"('Q9UI08', 'O00213')"
"('Q9H4B4', 'P04637')"
"('Q96GA7', 'Q9UGJ1')"
"('P52565', 'Q99729')"
"('Q9H0D6', 'Q96C10')"
"('P17787', 'P43681')"
"('P46782', 'P23396')"
"('Q6ZVL6', 'Q9BT22')"
"('P49841', 'Q9NRG4')"
"('P46778', 'P09651')"
"('P04637', 'O14503')"
"('P02511', 'Q13616')"
"('P62847', 'P62841')"
"('P54105', 'Q86UQ8')"
"('P49715', 'P17947')"
"('P12830', 'P11362')"
"('Q14677', 'Q9GZQ8')"
"('Q13242', 'O60508')"
"('P16333', 'P46092')"
"('Q14164', 'P63165')"
"('Q96BK5', 'P62807')"
"('P62701', 'P62854')"
"('P12830', 'P04264')"
"('Q13114', 'Q15628')"
"('O60477', 'Q9Y5J5')"
"('P06493', 'O75618')"
"('Q8N6T7', 'Q04206')"
"('P63279', 'O14503')"
"('P03886', 'P03905')"
"('P62158', 'P48436')"
"('P33240', 'Q9HBU1')"
"('Q9BYB0', 'Q9NSC5')"
"('Q8TBX8', 'Q9Y6U3')"
"('O14775', 'Q15714')"
"('Q92830', 'Q9H0E3')"
"('O14775', 'P08172')"
"('O15254', 'P98175')"
"('P53567', 'P55198')"
"('O00303', 'O00165')"
"('Q9Y5B8', 'P05783')"
"('Q13526', 'P40424')"
"('P01563', 'O60674')"
"('Q9NSE2', 'P40763')"
"('Q9BRP4', 'P48556')"
"('P20290', 'P03372')"
"('O00716', 'P30304')"
"('O96014', 'Q9NPG1')"
"('P60900', 'O60739')"
"('P02778', 'P51685')"
"('Q13573', 'O43290')"
"('P60709', 'O75578')"
"('Q09028', 'P30519')"
"('Q99081', 'P41134')"
"('O14933', 'Q96EP1')"
"('O15371', 'Q14240')"
"('Q9P0P0', 'P62837')"
"('Q13077', 'O00459')"
"('Q96QV6', 'Q96DB2')"
"('Q14498', 'A0JLT2')"
"('Q9UI08', 'P35080')"
"('P0CG48', 'P25789')"
"('Q9UBW7', 'Q8TAD8')"
"('Q14161', 'P25098')"
"('P29466', 'Q12772')"
"('Q13153', 'P78545')"
"('P33947', 'Q13530')"
"('P62834', 'P25445')"
"('Q02556', 'P25054')"
"('Q9UM11', 'O75943')"
"('Q9H981', 'Q6PI98')"
"('P10275', 'Q9BW04')"
"('P01584', 'P01583')"
"('Q99459', 'Q9BQG0')"
"('P56746', 'P56748')"
"('P55769', 'Q5UIP0')"
"('P46778', 'P49207')"
"('P80075', 'P49238')"
"('Q96RN5', 'Q9NWA0')"
"('Q13319', 'P12814')"
"('P63104', 'P27986')"
"('Q9C0F1', 'P02768')"
"('P14625', 'P31751')"
"('P43146', 'P20042')"
"('Q96PU5', 'P22455')"
"('Q96LD1', 'Q92629')"
"('P55795', 'Q16629')"
"('Q96G01', 'P53350')"
"('P78545', 'P51668')"
"('O14543', 'P08069')"
"('Q9UQ80', 'P61313')"
"('P16144', 'P04626')"
"('Q14764', 'P18146')"
"('O75116', 'P62136')"
"('Q96B02', 'Q9UBS8')"
"('Q92878', 'P38398')"
"('O00444', 'Q5JR59')"
"('P08069', 'P62993')"
"('P01574', 'P52333')"
"('P05129', 'P16520')"
"('Q9Y4K3', 'Q03135')"
"('P35626', 'Q8NH16')"
"('Q04637', 'Q71F23')"
"('Q9NYF0', 'Q05513')"
"('P57740', 'P49790')"
"('Q12772', 'Q92793')"
"('P12270', 'Q9Y4K3')"
"('Q9UKL0', 'Q13573')"
"('P63096', 'O60840')"
"('Q99728', 'Q12873')"
"('Q9NVC6', 'Q93074')"
"('Q9Y6H5', 'P21549')"
"('Q9NXI6', 'P62256')"
"('Q9H910', 'P12956')"
"('Q15596', 'Q92793')"
"('Q96FW1', 'P61077')"
"('P35222', 'Q99623')"
"('Q9H596', 'P41220')"
"('P08621', 'Q15797')"
"('P60709', 'P06733')"
"('P52434', 'Q9BTT4')"
"('Q9UQ80', 'P56537')"
"('Q92750', 'P52655')"
"('Q9NYY3', 'Q92796')"
"('P30559', 'P29992')"
"('Q9UEF7', 'P56705')"
"('Q93074', 'P51693')"
"('P24593', 'P35555')"
"('P61586', 'O75914')"
"('P58546', 'Q9Y478')"
"('P51991', 'Q13151')"
"('Q9Y5I7', 'O95484')"
"('Q16236', 'P48736')"
"('Q53ET0', 'O43889')"
"('Q14188', 'Q16254')"
"('Q86SQ7', 'Q9Y4K3')"
"('P00533', 'P46109')"
"('Q01970', 'P17252')"
"('Q9NPI8', 'O15287')"
"('Q9NPJ6', 'Q96EZ8')"
"('O00206', 'O60602')"
"('P50613', 'P51948')"
"('Q15365', 'Q9UKE5')"
"('Q7L7L0', 'Q16778')"
"('Q13546', 'P27708')"
"('Q07955', 'P23511')"
"('P16520', 'P45984')"
"('Q8N431', 'Q07912')"
"('Q9Y6Q6', 'Q12933')"
"('P35626', 'Q9H209')"
"('P42766', 'P27635')"
"('Q8NHL6', 'P31995')"
"('P51610', 'O75182')"
"('P60174', 'P63104')"
"('O95139', 'P03905')"
"('Q9NS75', 'P50148')"
"('P08107', 'P27348')"
"('P62993', 'Q96SB3')"
"('Q5RL73', 'Q9NPF4')"
"('O43306', 'O95398')"
"('P03891', 'O43677')"
"('Q9ULV8', 'P07949')"
"('P01243', 'Q05209')"
"('Q6PEY2', 'Q13409')"
"('O14827', 'Q9H2G2')"
"('P01106', 'Q86U86')"
"('Q9Y3C7', 'Q9H1I8')"
"('Q8N8S7', 'Q14517')"
"('P00533', 'P19174')"
"('Q9UK41', 'Q99816')"
"('406991', 'P36952')"
"('P45985', 'Q9UPT6')"
"('P55212', 'P20700')"
"('Q99623', 'P61073')"
"('Q9UH99', 'Q9GZS1')"
"('P13611', 'P98095')"
"('P04183', 'P29597')"
"('P63000', 'P46734')"
"('O60711', 'Q9UBN7')"
"('Q9NYF0', 'Q9NRD5')"
"('Q00653', 'Q8IU54')"
"('P38432', 'Q16637')"
"('P35998', 'Q5VTR2')"
"('Q15714', 'P35244')"
"('O43264', 'Q9Y5J5')"
"('P20809', 'P40238')"
"('Q13546', 'P05141')"
"('O75533', 'O75554')"
"('O00206', 'P43405')"
"('Q8TD86', 'Q08828')"
"('P45984', 'Q12968')"
"('P10301', 'Q9NS23')"
"('Q99808', 'P0CG48')"
"('Q05655', 'P40189')"
"('Q9BRP4', 'P43686')"
"('P27986', 'P10827')"
"('Q15796', 'P35222')"
"('O76003', 'Q9BZL6')"
"('Q9Y3M8', 'Q9H4E5')"
"('O15144', 'P60709')"
"('P13569', 'P40145')"
"('P02100', 'P24468')"
"('P28370', 'Q12830')"
"('P61981', 'Q9Y4F9')"
"('Q99459', 'Q9UJV9')"
"('Q99879', 'Q9UKV0')"
"('Q08945', 'Q99417')"
"('Q99259', 'P55157')"
"('Q9BQ83', 'Q96NY9')"
"('A8K6C2', 'P08887')"
"('P52565', 'Q13153')"
"('P0C0S8', 'P58876')"
"('Q969H0', 'P46527')"
"('Q13330', 'P01137')"
"('Q8NGX3', 'P38405')"
"('P14923', 'P49768')"
"('Q70Z53', 'Q9HCC8')"
"('Q86YV6', 'P19105')"
"('Q06187', 'O14986')"
"('Q92956', 'P60228')"
"('407004', 'P61244')"
"('P33778', 'P19438')"
"('P08588', 'Q96AW1')"
"('Q8NI08', 'Q9H0R8')"
"('P16520', 'Q15147')"
"('P42766', 'Q9Y3U8')"
"('Q14240', 'O43432')"
"('P43403', 'Q9UQC2')"
"('P22694', 'Q03060')"
"('Q9UI47', 'P63104')"
"('P62273', 'P42677')"
"('O95149', 'Q6ZN04')"
"('Q8IUQ4', 'Q5VUM1')"
"('P27348', 'P16403')"
"('Q53G59', 'Q9NZ81')"
"('P04637', 'P30419')"
"('O75843', 'P61966')"
"('Q8N1F7', 'Q9HC98')"
"('Q15428', 'P17844')"
"('P53396', 'Q9UBN6')"
"('Q8NEB9', 'Q9BXW4')"
"('P16333', 'P21817')"
"('Q9Y6J9', 'P01106')"
"('P39023', 'P84022')"
"('Q8NFD5', 'P62805')"
"('P54253', 'Q96MN9')"
"('Q15109', 'P16333')"
"('P27986', 'P41597')"
"('Q9NRG9', 'Q8TEM1')"
"('Q13526', 'P10415')"
"('Q8IY92', 'Q13428')"
"('P51116', 'Q92783')"
"('P16615', 'P00533')"
"('P04637', 'Q96FW1')"
"('P00505', 'P04406')"
"('P46734', 'P26373')"
"('O14530', 'Q15047')"
"('O00422', 'P31946')"
"('Q9NR55', 'Q10587')"
"('Q5S007', 'O14640')"
"('P01871', 'P02751')"
"('P06241', 'Q86UR5')"
"('Q14687', 'Q93062')"
"('P19634', 'Q99750')"
"('P62854', 'P35544')"
"('P05546', 'P00734')"
"('Q86U06', 'Q9Y3C7')"
"('Q9NZ01', 'Q9UMX0')"
"('P24941', 'P38398')"
"('Q9H840', 'Q7L7X3')"
"('P10244', 'Q16659')"
"('P16520', 'Q08828')"
"('Q07890', 'P52735')"
"('O43318', 'P45985')"
"('P27635', 'P84098')"
"('Q06787', 'Q96F07')"
"('P61981', 'Q96F86')"
"('Q16363', 'Q8IWV7')"
"('P01106', 'Q9UHV9')"
"('P00750', 'P05787')"
"('P49841', 'Q9H254')"
"('O75533', 'P49841')"
"('P20807', 'P25963')"
"('O00716', 'Q14186')"
"('P29597', 'P42338')"
"('P20336', 'Q86UR5')"
"('P61081', 'P23508')"
"('P50914', 'P62750')"
"('P42574', 'P10275')"
"('Q9H1A4', 'Q13573')"
"('P10276', 'P14859')"
"('Q14203', 'P42574')"
"('Q9Y6A5', 'P49450')"
"('P05388', 'P83731')"
"('Q13137', 'P30626')"
"('Q04724', 'Q99547')"
"('Q86WJ1', 'P16104')"
"('O60684', 'Q9GZT8')"
"('P63165', 'Q92610')"
"('O14798', 'P02647')"
"('Q53HC5', 'Q9UKV3')"
"('Q8TCG1', 'Q92597')"
"('Q14197', 'P35232')"
"('Q13501', 'P36897')"
"('O60671', 'Q9GZQ8')"
"('P08912', 'P38405')"
"('P16220', 'Q13618')"
"('P05771', 'P20700')"
"('Q99727', 'P03956')"
"('P25100', 'Q03113')"
"('P62805', 'Q9NQ92')"
"('P04264', 'P01871')"
"('O94864', 'Q16514')"
"('Q14315', 'Q13326')"
"('P19338', 'Q9UQ80')"
"('Q12933', 'Q05397')"
"('P53778', 'P17676')"
"('P01106', 'Q13485')"
"('Q9H9F9', 'Q6P4R8')"
"('P61978', 'Q13243')"
"('Q15038', 'Q16718')"
"('Q7L590', 'O94972')"
"('Q8WZA2', 'P30405')"
"('P33076', 'Q92793')"
"('Q04206', 'P46531')"
"('Q92621', 'P52948')"
"('O43482', 'P15056')"
"('Q13535', 'Q86VP6')"
"('Q9H3D4', 'P61978')"
"('Q66LE6', 'P32121')"
"('P01100', 'P53567')"
"('P10451', 'Q13683')"
"('Q9NRR5', 'P15514')"
"('Q01415', 'P13637')"
"('P62491', 'Q12846')"
"('Q00005', 'Q3MHD2')"
"('P0CAP2', 'O95402')"
"('O75909', 'Q8NDX5')"
"('Q15038', 'Q13137')"
"('P42166', 'A0JLT2')"
"('Q52LJ0', 'O00141')"
"('P09769', 'P00519')"
"('P01106', 'O75582')"
"('P0C0S5', 'P62805')"
"('Q05086', 'P51668')"
"('P35244', 'Q96E14')"
"('Q96CG3', 'Q8TBB1')"
"('Q9BYB0', 'P19174')"
"('O43707', 'P53708')"
"('Q13573', 'O95239')"
"('P24941', 'P62249')"
"('P21673', 'O15197')"
"('Q9GZT9', 'Q16665')"
"('Q13573', 'P15924')"
"('P05412', 'P10145')"
"('P37108', 'Q9UNZ2')"
"('P40429', 'P30050')"
"('P40939', 'P18146')"
"('Q13573', 'Q13153')"
"('Q00610', 'Q96CW1')"
"('P01562', 'P19235')"
"('P62310', 'Q13769')"
"('P28328', 'Q9GZS3')"
"('P04114', 'P17931')"
"('O43261', 'Q9GZT6')"
"('Q8N5U6', 'Q9C0C9')"
"('P07359', 'P27348')"
"('Q9Y6X2', 'Q96EN9')"
"('P20273', 'P29350')"
"('693144', 'P04626')"
"('P26927', 'Q12778')"
"('Q08043', 'P16144')"
"('O43439', 'Q9P2R6')"
"('P60709', 'O15371')"
"('Q96KM6', 'Q9UIS9')"
"('P54253', 'Q8NDZ0')"
"('P84022', 'O00238')"
"('Q9BQA1', 'O60828')"
"('P14317', 'Q9UQ16')"
"('Q86UT6', 'O14735')"
"('Q9Y6W8', 'P48736')"
"('P14317', 'P61160')"
"('Q96KM6', 'Q92997')"
"('Q13352', 'Q9P2H0')"
"('Q9BZL1', 'Q9BRX9')"
"('Q08170', 'P26599')"
"('P19174', 'Q99704')"
"('P29074', 'O43149')"
"('P98170', 'P05455')"
"('Q99704', 'Q04759')"
"('P01243', 'P61289')"
"('Q99708', 'Q92878')"
"('P09619', 'P62993')"
"('P26368', 'P52272')"
"('P14598', 'P47712')"
"('P22670', 'P08651')"
"('Q9UBS4', 'Q15910')"
