negatives
"('Q15773', 'Q96T76')"
"('Q9UL18', 'Q9H0A0')"
"('P42766', 'P62913')"
"('Q53TQ3', 'Q9Y230')"
"('Q9UBF6', 'O14543')"
"('P10147', 'O00590')"
"('Q9NPI8', 'P27448')"
"('P04899', 'Q16539')"
"('P52798', 'P06213')"
"('P16871', 'P23458')"
"('Q9ULH1', 'P19174')"
"('Q14152', 'P23508')"
"('P21673', 'Q13885')"
"('Q08043', 'P26012')"
"('Q9Y4Y9', 'Q16637')"
"('Q16777', 'P33778')"
"('P16885', 'Q9UN19')"
"('P30419', 'P07948')"
"('Q92769', 'Q03164')"
"('Q9Y3A3', 'Q15047')"
"('P49207', 'P62891')"
"('Q15750', 'Q9UBU8')"
"('P62837', 'P0CG48')"
"('O00255', 'Q99717')"
"('O75365', 'O60477')"
"('P48594', 'P08311')"
"('Q13573', 'O96013')"
"('P42345', 'Q9Y4R8')"
"('P41182', 'Q15361')"
"('Q14533', 'P12757')"
"('P05121', 'P55001')"
"('P54257', 'Q9NQZ2')"
"('Q9C0J8', 'Q6UN15')"
"('P53350', 'Q9BV68')"
"('O95139', 'O95169')"
"('Q9BUJ2', 'P26599')"
"('P29350', 'P42701')"
"('P01857', 'P02768')"
"('P04264', 'P01876')"
"('P52565', 'Q99729')"
"('O14578', 'P19105')"
"('P05112', 'Q13261')"
"('Q92542', 'Q6EMK4')"
"('P46736', 'Q06609')"
"('P02647', 'Q86VQ3')"
"('Q16663', 'P49238')"
"('P48736', 'Q92569')"
"('Q15311', 'O15455')"
"('P29460', 'Q13261')"
"('O43567', 'P62837')"
"('Q96K37', 'Q9NUQ8')"
"('Q13485', 'Q14192')"
"('Q8WZA2', 'Q09428')"
"('Q8NBE8', 'P04183')"
"('P51948', 'P51681')"
"('Q04724', 'P04183')"
"('P51532', 'Q969G3')"
"('Q96QV6', 'Q8WUI4')"
"('Q06547', 'Q14005')"
"('P62424', 'P40429')"
"('Q9UQB3', 'P49768')"
"('P01100', 'P84022')"
"('Q13191', 'Q99962')"
"('P62256', 'Q9Y252')"
"('O95757', 'P05787')"
"('O14950', 'Q7Z406')"
"('P47914', 'Q9C0C9')"
"('P62277', 'P62993')"
"('P55196', 'P07737')"
"('Q9Y3C5', 'P51668')"
"('P35240', 'P15311')"
"('Q9BWV1', 'Q5T3J3')"
"('P24522', 'Q9H254')"
"('P46379', 'O43688')"
"('P23458', 'P40763')"
"('406977', 'P08581')"
"('Q96GM5', 'Q92922')"
"('O60258', 'P21802')"
"('P01106', 'P17676')"
"('P63261', 'P11055')"
"('O14832', 'Q02790')"
"('P52797', 'P06241')"
"('Q9Y5W3', 'P18146')"
"('Q6IA17', 'P09104')"
"('O75116', 'Q13480')"
"('P25205', 'Q8WYB5')"
"('Q8IZW8', 'P21860')"
"('P55774', 'P12931')"
"('Q15047', 'Q9UIS9')"
"('Q9P0V3', 'P31946')"
"('P10826', 'P05412')"
"('P02746', 'P06681')"
"('Q13064', 'Q13404')"
"('P54253', 'Q6ZVL6')"
"('O00716', 'Q14207')"
"('P17676', 'P17947')"
"('Q2TAY7', 'O95400')"
"('P21246', 'Q9NZM3')"
"('P10275', 'Q14686')"
"('Q9UM11', 'P31350')"
"('Q04917', 'Q14103')"
"('Q13573', 'O76094')"
"('O75674', 'Q69YN2')"
"('Q86TM6', 'P42768')"
"('Q08209', 'Q9UIK4')"
"('Q9Y6K9', 'P19838')"
"('P52803', 'P06213')"
"('P22105', 'P26010')"
"('P02741', 'P41159')"
"('Q93074', 'Q9Y2X0')"
"('Q9Y258', 'P49682')"
"('O15145', 'P42768')"
"('Q04724', 'P06493')"
"('Q13151', 'Q9BUJ2')"
"('P01106', 'O94813')"
"('Q6P1J9', 'P02679')"
"('O15234', 'Q9BZI7')"
"('Q15653', 'Q16342')"
"('P08865', 'P08708')"
"('Q9BQ83', 'P49720')"
"('P78543', 'Q96LI5')"
"('P09651', 'P26368')"
"('Q7L5N1', 'Q96RU7')"
"('Q9UBI6', 'Q9UBY5')"
"('Q7L5D6', 'P04179')"
"('P47870', 'P54257')"
"('P53350', 'Q96NT0')"
"('P11177', 'O00330')"
"('Q9BYG4', 'Q6P1M3')"
"('O14512', 'P10912')"
"('P13725', 'Q99062')"
"('Q8IWX8', 'Q9Y580')"
"('O60716', 'Q99459')"
"('P00747', 'P04156')"
"('Q9BSJ2', 'Q6NZ67')"
"('Q13153', 'O14964')"
"('Q9BZ23', 'P21796')"
"('P62491', 'Q9NQA5')"
"('P10275', 'P49841')"
"('Q07955', 'P07910')"
"('P63151', 'Q9BXT2')"
"('P08670', 'P55055')"
"('P31431', 'O75056')"
"('P63010', 'Q9NVV9')"
"('P68104', 'P49888')"
"('Q16553', 'Q969H8')"
"('Q6KC79', 'Q16643')"
"('P09874', 'Q8IW19')"
"('P60520', 'P00492')"
"('P16520', 'P36897')"
"('P04233', 'P01909')"
"('Q9NRI5', 'O00757')"
"('P28062', 'Q03519')"
"('Q8WYR1', 'Q13480')"
"('Q8N264', 'P62745')"
"('Q13315', 'O94888')"
"('P78527', 'P09629')"
"('P41743', 'Q9NRA0')"
"('P06731', 'Q01844')"
"('Q9NRG4', 'Q9UKA4')"
"('Q15759', 'P27361')"
"('Q9C0K0', 'Q13330')"
"('Q9ULW2', 'Q00722')"
"('P01127', 'P35968')"
"('Q9UNS2', 'Q9Y4E8')"
"('P16104', 'P08138')"
"('P07948', 'P11912')"
"('Q9Y4K3', 'P60983')"
"('P62979', 'P62854')"
"('P12107', 'P16144')"
"('P25490', 'Q8N488')"
"('P11171', 'Q13526')"
"('O43281', 'Q8N5H7')"
"('P32298', 'P25025')"
"('Q03405', 'P09769')"
"('Q9Y478', 'Q86SQ4')"
"('407006', 'P46527')"
"('P09693', 'Q14790')"
"('Q6R327', 'Q9Y243')"
"('Q13177', 'Q13233')"
"('Q8TCW9', 'O60285')"
"('P59768', 'P27986')"
"('Q8IZL8', 'Q9Y4W2')"
"('O75694', 'P78406')"
"('Q8NGP9', 'P38405')"
"('P23229', 'Q13753')"
"('O60716', 'Q6IQ23')"
"('P17980', 'P14866')"
"('P25788', 'P28074')"
"('Q08050', 'P20226')"
"('P63104', 'Q9P0K7')"
"('P31350', 'P04637')"
"('Q9NR46', 'P16234')"
"('Q08211', 'Q15428')"
"('P61981', 'Q9UJ41')"
"('P63218', 'O00329')"
"('P62993', 'Q06187')"
"('Q96JN2', 'P38432')"
"('Q9H1D9', 'Q5UIP0')"
"('O94885', 'P31947')"
"('P05412', 'O60675')"
"('P22612', 'P25963')"
"('O75925', 'P10275')"
"('Q14152', 'Q13347')"
"('Q70Z53', 'P29692')"
"('P36873', 'Q9UQM7')"
"('P31152', 'Q13480')"
"('P25788', 'Q9UET6')"
"('Q13490', 'P24864')"
"('Q14254', 'P51636')"
"('P02745', 'P02647')"
"('O60262', 'Q9NPH0')"
"('Q9UHY7', 'P49792')"
"('P61981', 'Q9H4A3')"
"('Q9UDY8', 'P45984')"
"('Q969G5', 'Q9UBC2')"
"('P12814', 'P16144')"
"('P61328', 'P22455')"
"('Q9UQ16', 'P00519')"
"('P46934', 'P08069')"
"('Q96RT8', 'A6NHL2')"
"('Q8N628', 'P38405')"
"('Q9BXL7', 'Q92918')"
"('P62195', 'Q9Y4K3')"
"('P49662', 'Q86Y56')"
"('Q9Y2K3', 'Q9P2M7')"
"('Q969V5', 'Q92624')"
"('P63215', 'Q92806')"
"('Q9UKW6', 'P62244')"
"('P10276', 'P61201')"
"('P42261', 'Q12959')"
"('P17535', 'Q9HBE5')"
"('A1A4S6', 'Q9H4E5')"
"('Q16619', 'P16871')"
"('Q13873', 'P12931')"
"('Q6PEY2', 'P07437')"
"('P18074', 'Q13888')"
"('P30480', 'P61086')"
"('P36578', 'P62987')"
"('Q9UMX0', 'Q13200')"
"('P49763', 'P21802')"
"('P29353', 'P12318')"
"('Q9NZD4', '145781')"
"('P05412', 'Q15796')"
"('P07814', 'O43318')"
"('P35249', 'P35250')"
"('Q9UL18', 'P84098')"
"('Q13227', 'Q12873')"
"('Q92844', 'Q15628')"
"('O15287', 'Q9UBZ9')"
"('O75051', 'O14786')"
"('Q01892', 'P20226')"
"('O14964', 'O75674')"
"('Q9UKV5', 'Q96B02')"
"('Q8WU17', 'Q9H832')"
"('Q99816', 'Q14160')"
"('P62829', 'P83731')"
"('Q8IZP6', 'P62256')"
"('P49841', 'P06493')"
"('P01106', 'Q92731')"
"('P35626', 'O43749')"
"('Q04771', 'Q8TD19')"
"('Q7Z434', 'Q14139')"
"('Q9P2M7', 'Q96A32')"
"('Q13547', 'O75530')"
"('Q9H1C4', 'O14828')"
"('Q05193', 'Q8IWF7')"
"('P17844', 'P61981')"
"('Q99935', 'Q70SY1')"
"('P18507', 'P54257')"
"('P31751', 'Q13233')"
"('P62917', 'P36578')"
"('P53778', 'P17535')"
"('P27348', 'Q01094')"
"('P09211', 'Q99683')"
"('P13631', 'Q15466')"
"('P62987', 'P49207')"
"('P26038', 'P16871')"
"('Q13573', 'Q96RE7')"
"('Q9UFF9', 'O75175')"
"('P52948', 'Q9H1B4')"
"('P78357', 'P00519')"
"('Q8N1F7', 'Q8WYP5')"
"('O76093', 'P16234')"
"('Q15428', 'Q9Y3B4')"
"('Q16539', 'Q92466')"
"('P51965', 'Q86UW7')"
"('O14974', 'P14649')"
"('Q13362', 'P54289')"
"('P36894', 'P28482')"
"('Q9HAW0', 'Q93084')"
"('Q15797', 'P49336')"
"('Q9UNS2', 'Q16531')"
"('Q9H4M9', 'Q7L804')"
"('Q9Y605', 'P35244')"
"('P49407', 'P19634')"
"('Q99933', 'P08107')"
"('Q13561', 'Q99459')"
"('P22612', 'O75582')"
"('P80075', 'P51686')"
"('P62879', 'P35626')"
"('Q9UQ35', 'Q16611')"
"('Q9UBN6', 'P46940')"
"('Q9NSA3', 'Q9UL42')"
"('Q9BS18', 'Q9UJX2')"
"('Q9UHD0', 'P15509')"
"('Q06710', 'P48443')"
"('Q9NRR5', 'Q86UW9')"
"('P17931', 'P11215')"
"('Q8NBE8', 'P38936')"
"('P57729', 'Q15797')"
"('P61966', 'O43747')"
"('Q00653', 'Q969H6')"
"('Q9UN86', 'Q13573')"
"('P13725', 'P16471')"
"('O94805', 'Q9UJX2')"
"('P04222', 'Q15008')"
"('Q15835', 'P13945')"
"('P33176', 'Q9Y4G8')"
"('Q96NA2', 'Q9BQE3')"
"('O95059', 'Q96ID5')"
"('O75365', 'Q9UGP8')"
"('O75592', 'P63104')"
"('P17030', 'Q9BXL5')"
"('Q9Y3F4', 'Q9UKE5')"
"('P48736', 'P14415')"
"('Q15746', 'O14950')"
"('P17676', 'P10415')"
"('P19338', 'P27694')"
"('Q16576', 'Q9UK53')"
"('P54727', 'P55036')"
"('O00182', 'P05556')"
"('Q9H201', 'P07949')"
"('Q15759', 'P04637')"
"('Q14151', 'Q96SB4')"
"('P43250', 'P51677')"
"('P41182', 'Q9BXS1')"
"('P15336', 'Q09472')"
"('P28472', 'P63244')"
"('Q16539', 'P35813')"
"('Q7KZF4', 'P42226')"
"('Q8IY92', 'P36952')"
"('P33992', 'Q9Y5N6')"
"('P54619', 'P54646')"
"('Q8N7P3', 'O95500')"
"('P30464', 'P30457')"
"('Q5VVX9', 'Q86UW7')"
"('Q07890', 'P60953')"
"('P35609', 'P26010')"
"('Q15654', 'O43639')"
"('Q5VVJ2', 'Q8N257')"
"('P16220', 'P51816')"
"('Q96QV6', 'Q9Y5B9')"
"('Q15475', 'P61421')"
"('Q13620', 'Q92466')"
"('Q16629', 'Q00839')"
"('Q01201', 'P63000')"
"('P30556', 'Q05516')"
"('Q14161', 'Q96PE2')"
"('Q9Y572', 'O00159')"
"('Q9P0V3', 'P11021')"
"('O15131', 'Q14565')"
"('Q9UBB4', 'Q13418')"
"('Q9ULD4', 'P62993')"
"('P50053', 'Q96JB5')"
"('P23284', 'P50570')"
"('P10114', 'Q5U651')"
"('P34998', 'Q14344')"
"('P29475', 'P62158')"
"('Q9Y230', 'Q96JC9')"
"('P02768', 'P02649')"
"('Q15906', 'P68133')"
"('P19438', 'P62979')"
"('Q15366', 'Q9UL18')"
"('Q14194', 'Q96JB5')"
"('O60216', 'Q8N3U4')"
"('Q13162', 'Q00005')"
"('P20618', 'P49662')"
"('P10275', 'Q8N2W9')"
"('Q15771', 'P41182')"
"('P20333', 'Q9GZR1')"
"('Q12873', 'P11766')"
"('Q15853', 'O15392')"
"('Q13573', 'Q9H4B7')"
"('P01116', 'Q5VU43')"
"('Q8N392', 'Q8IXI1')"
"('P49281', 'P62987')"
"('Q9GZT5', 'Q14332')"
"('P09429', 'Q9UKR5')"
"('P68036', 'P38398')"
"('P19174', 'P21333')"
"('Q9Y4K3', 'Q9UNM6')"
"('Q8TBK6', 'O75400')"
"('Q5JSL3', 'P52198')"
"('P12829', 'P68032')"
"('P04626', 'P16885')"
"('Q9Y5B9', 'Q9BTM1')"
"('P08754', 'P09769')"
"('Q14573', 'Q9NSB8')"
"('Q16665', 'P09958')"
"('P10276', 'P14866')"
"('Q08945', 'Q9H9T3')"
"('P20671', 'Q9UQL6')"
"('P31946', 'P26651')"
"('O15105', 'Q13547')"
"('P26010', 'O75578')"
"('Q13315', 'Q9UQE7')"
"('Q08043', 'Q8WWI1')"
"('Q96JN2', 'Q9NRR5')"
"('Q15393', 'Q9UKV8')"
"('P29275', 'P38405')"
"('Q9UET6', 'P22234')"
"('Q9UBU8', 'Q9H0E9')"
"('O00221', 'P08107')"
"('Q9C005', 'Q99880')"
"('O75807', 'O15105')"
"('Q99623', 'P30305')"
"('P62424', 'O95793')"
"('P16871', 'P06733')"
"('P13569', 'P22061')"
"('Q15287', 'Q05519')"
"('Q32MK0', 'P02768')"
"('Q14197', 'Q9BYD2')"
"('Q86VP6', 'P63104')"
"('Q9NXR8', 'Q92993')"
"('Q9H209', 'P38405')"
"('406892', 'P53350')"
"('P30793', 'Q02447')"
"('Q16787', 'P26006')"
"('P29400', 'O75578')"
"('P61513', 'P01889')"
"('Q8NEB9', 'Q92622')"
"('P12004', 'Q15843')"
"('Q03001', 'P14550')"
"('P01258', 'Q8NFJ9')"
"('P12956', 'P12004')"
"('P04234', 'P06241')"
"('O60573', 'Q04637')"
"('Q9UKG1', 'Q9Y243')"
"('P61764', 'Q13277')"
"('P32121', 'Q8NG95')"
"('Q14457', 'Q15149')"
"('Q9P2S2', 'Q9NZ94')"
"('P49841', 'Q9NXS2')"
"('Q13085', 'Q00005')"
"('P03905', 'O14561')"
"('Q9UM11', 'Q96GD4')"
"('P16220', 'Q9Y6K8')"
"('P41235', 'P05062')"
"('Q6PEY2', 'Q9BVA1')"
"('O43586', 'P46779')"
"('Q8WTQ7', 'P07550')"
"('P25098', 'P41597')"
"('P52732', 'Q92831')"
"('Q9UBY5', 'P16520')"
"('P53618', 'P35606')"
"('O00762', 'P51965')"
"('P30050', 'P18124')"
"('Q9UL45', 'Q96LR2')"
"('P30044', 'Q9GZT6')"
"('P04179', 'P13535')"
"('P21246', 'Q92698')"
"('Q9BVA1', 'Q71F23')"
"('Q14CB8', 'P17081')"
"('Q9Y478', 'P52209')"
"('Q12766', 'P04183')"
"('P16333', 'O95157')"
"('P63218', 'P04899')"
"('Q0VDF9', 'Q16659')"
"('O43390', 'Q9H2G2')"
"('P11474', 'Q92830')"
"('P53803', 'P19387')"
"('P13569', 'P04899')"
"('Q12778', 'P41235')"
"('P11142', 'P0CG48')"
"('Q9Y264', 'P11362')"
"('P52789', 'Q9NRR5')"
"('Q8N474', 'O00144')"
"('P46778', 'P50914')"
"('Q92889', 'O15287')"
"('Q9P2H0', 'Q9NRH1')"
"('P37802', 'Q9H1Y0')"
"('Q10570', 'Q9NZC7')"
"('Q13315', 'Q9ULM3')"
"('P55268', 'O75578')"
"('P07237', 'Q15654')"
"('Q9Y283', 'P62158')"
"('P35573', 'P18146')"
"('Q96AQ6', 'Q99598')"
"('Q13049', 'O76083')"
"('P0CAP1', 'Q9BQ04')"
"('Q14686', 'P10827')"
"('P19525', 'Q8N5Z5')"
"('Q9Y2D9', 'O43439')"
"('P61026', 'Q9H3U5')"
"('Q13315', 'Q9H6E5')"
"('Q9H0H5', 'Q16537')"
"('Q9NWT6', 'Q96KR4')"
"('O95347', 'Q99459')"
"('Q03060', 'P01100')"
"('Q14576', 'Q93062')"
"('Q8TBB1', 'P21673')"
"('Q9BSW7', 'Q86V88')"
"('Q9NZI8', 'P52565')"
"('Q9P2H0', 'O60925')"
"('Q14766', 'P61812')"
"('Q13485', 'P15692')"
"('P31785', 'P29597')"
"('P26010', 'P46108')"
"('P62277', 'P62847')"
"('P05023', 'O00168')"
"('Q96JN2', 'Q16513')"
"('Q92616', 'Q04206')"
"('Q9H583', 'Q9Y5V3')"
"('Q92932', 'Q9H254')"
"('Q9NRD5', 'Q96B18')"
"('Q9H2G2', 'Q9NQC3')"
"('P27635', 'P46778')"
"('P05067', 'P61764')"
"('Q53FE4', 'Q7L5N1')"
"('Q96RY5', 'O43374')"
"('O14981', 'Q13573')"
"('Q92731', 'P0CG48')"
"('Q9UNS1', 'Q13535')"
"('Q9UI09', 'P56556')"
"('Q9H6R7', 'O15530')"
"('Q9H0M0', 'P07333')"
"('P23508', 'Q9NYU2')"
"('P67775', 'O15169')"
"('P37023', 'P36897')"
"('Q8TBB1', 'Q53H80')"
"('P78509', 'P18564')"
"('Q96DB2', 'P16104')"
"('Q14767', 'Q9UBX5')"
"('Q9UBN7', 'Q99877')"
"('P19838', 'Q9NYJ8')"
"('Q8IXM3', 'Q9BUV8')"
"('O75369', 'Q13153')"
"('P22612', 'Q14432')"
"('Q9Y572', 'P21333')"
"('P63104', 'P27797')"
"('Q14457', 'Q8NEB9')"
"('Q15047', 'P45973')"
"('P07948', 'Q86WV1')"
"('P15336', 'P17275')"
"('P01106', 'Q9NR50')"
"('P51817', 'Q9H0K1')"
"('Q99575', 'Q969H6')"
"('P18084', 'P23229')"
"('P10747', 'O00329')"
"('P61964', 'Q9ULM3')"
"('P23508', 'P33993')"
"('P62993', 'Q13163')"
"('Q9H3D4', 'Q09472')"
"('Q9UKV0', 'P41212')"
"('P19525', 'P60953')"
"('Q9BZF9', 'Q9NYQ7')"
"('O75937', 'Q08211')"
"('P46939', 'Q13425')"
"('P12956', 'P15498')"
"('O43674', 'O00483')"
"('O00198', 'Q07820')"
"('P63279', 'Q9UER7')"
"('O95297', 'Q06124')"
"('Q9BQS8', 'P33176')"
"('P55774', 'P41597')"
"('P07195', 'Q9UHD2')"
"('Q93062', 'O75791')"
"('O60783', 'Q9NY93')"
"('P25963', 'Q969T4')"
"('Q01968', 'P20336')"
"('O00273', 'P27708')"
"('Q96GM8', 'Q9Y5S9')"
"('Q9Y371', 'P08069')"
"('P35914', 'Q15041')"
"('P23759', 'P12931')"
"('P51970', 'O95299')"
"('Q13573', 'Q6P3W7')"
"('Q17RW2', 'P16070')"
"('Q9UBK9', 'Q9HAU4')"
"('P13501', 'O00590')"
"('O95757', 'Q9Y4K3')"
"('Q96HA8', 'Q9UI14')"
"('Q6VMQ6', 'P98161')"
"('O60674', 'PB_10')"
"('P46781', 'Q99558')"
"('P31689', 'P30480')"
"('P33992', 'Q8WYH8')"
"('P41182', 'Q9BZK7')"
"('Q9UGI9', 'P98177')"
"('O95832', 'P08253')"
"('Q9UKE5', 'P30153')"
"('O15162', 'Q9NYG5')"
"('P18146', 'Q9UIF9')"
"('Q92599', 'Q99963')"
"('P46531', 'Q06710')"
"('Q99459', 'P23246')"
"('Q8NHW4', 'P51686')"
"('Q96F86', 'Q92900')"
"('P08069', 'P84996')"
"('P29372', 'P25788')"
"('P67870', 'P01106')"
"('Q14203', 'P30622')"
"('P01106', 'O15550')"
"('P15692', 'P10721')"
"('P06753', 'Q08AD1')"
"('Q00839', 'Q13616')"
"('A1A4S6', 'P61586')"
"('P08648', 'P18146')"
"('Q01081', 'O43172')"
"('Q8TAP4', 'Q13155')"
"('O95149', 'Q9UPP5')"
"('P61289', 'P06576')"
"('P35226', 'Q8IY57')"
"('P26992', 'Q96RY5')"
"('P36873', 'P42263')"
"('Q86YR5', 'Q9H492')"
"('P21815', 'P05556')"
"('Q05066', 'Q15599')"
"('Q9BY84', 'P28482')"
"('Q9H3D4', 'Q00987')"
"('P43358', 'Q86WT6')"
"('Q9NZC7', 'O14641')"
"('O43251', 'Q15717')"
"('Q8WTQ7', 'P13945')"
"('Q8IY92', 'P00738')"
"('Q7RTS7', 'Q9UM73')"
"('P62158', 'O14920')"
"('O60566', 'O43264')"
"('Q9NRR4', 'Q92769')"
"('P27635', 'P62913')"
"('P01889', 'P10768')"
"('P24588', 'Q9HBX9')"
"('Q9ULX6', 'P50402')"
"('O94817', 'Q9H2U1')"
"('P61981', 'Q6P597')"
"('O60825', 'P63104')"
"('O94762', 'P01033')"
"('P22455', 'Q01970')"
"('O14920', 'Q92922')"
"('Q7L5N1', 'Q9BXR0')"
"('P01106', 'P84077')"
"('O43497', 'Q9NRR5')"
"('Q9UGJ0', 'P42345')"
"('Q00005', 'Q13011')"
"('P30480', 'P54136')"
"('O43524', 'P06493')"
"('P05423', 'P62875')"
"('P27348', 'P35222')"
"('Q969G3', 'Q8NFD5')"
"('P10242', 'P09496')"
"('P06241', 'P78314')"
"('O95267', 'P61224')"
"('P10301', 'O14939')"
"('P05556', 'O14924')"
"('P06126', 'P61769')"
"('O15530', 'Q9H307')"
"('P41182', 'Q8NGG4')"
"('P00736', 'P02746')"
"('P56645', 'Q9UH62')"
"('Q9Y6I3', 'P07333')"
"('Q9HAW0', 'Q9P035')"
"('Q04206', 'Q13748')"
"('P27448', 'Q9H8H0')"
"('P54274', 'Q05516')"
"('Q13098', 'P55789')"
"('P01137', 'P37173')"
"('P05107', 'P32942')"
"('Q6GPH4', 'Q13489')"
"('P23193', 'P61218')"
"('P23508', 'P26639')"
"('P60568', 'P08047')"
"('P30480', 'Q15185')"
"('P00519', 'Q99638')"
"('Q6PJG2', 'Q16539')"
"('P61077', 'Q96BH1')"
"('Q13976', 'Q16539')"
"('P61586', 'Q13464')"
"('Q01196', '406952')"
"('Q9BRP4', 'P04183')"
"('O60941', 'P46939')"
"('P30046', 'Q6XUX3')"
"('O94805', 'Q68CP9')"
"('Q13642', 'P11831')"
"('Q6FI13', 'P56524')"
"('P01303', 'P30542')"
"('P46109', 'P42768')"
"('P57678', 'Q9UL18')"
"('P62195', 'P62333')"
"('Q14CN4', 'P02787')"
"('Q15257', 'O60674')"
"('Q9P227', 'P52198')"
"('Q14197', 'Q7Z7H8')"
"('P04843', 'Q09028')"
"('P17252', 'P14598')"
"('Q13191', 'P26992')"
"('P15880', 'P62081')"
"('P42338', 'Q08881')"
"('O94818', 'P56545')"
"('P63244', 'O75791')"
"('O00471', 'Q6ZT12')"
"('Q9H4B4', 'Q8IVT5')"
"('Q13535', 'O94888')"
"('Q13185', 'Q92793')"
"('P08581', 'Q00722')"
"('Q9C000', 'Q07817')"
"('P10721', 'Q00722')"
"('Q9H9D4', 'Q9Y333')"
"('Q13243', 'Q07912')"
"('P51452', 'P45984')"
"('Q9Y4K4', 'P08631')"
"('Q14203', 'O95817')"
"('Q9HBY8', 'P20823')"
"('P00505', 'Q9H6R6')"
"('O43586', 'O95996')"
"('Q16625', 'Q13573')"
"('Q13191', 'P14784')"
"('O15226', 'P19838')"
"('P63000', 'Q15628')"
"('Q07020', 'P60709')"
"('P51671', 'P51685')"
"('P08174', 'P42684')"
"('P14784', 'P42229')"
"('Q8TAQ2', 'Q92925')"
"('P09486', 'P02458')"
"('P63104', 'Q01113')"
"('P12318', 'O15264')"
"('P35580', 'Q14164')"
"('P84022', 'Q13219')"
"('P50914', 'P30050')"
"('Q13291', 'Q06124')"
"('Q9BRX2', 'Q9Y265')"
"('Q00994', 'Q12933')"
"('P09871', 'P02745')"
"('P51610', 'Q8N257')"
"('Q15256', 'P27361')"
"('P52732', 'Q9BUZ4')"
"('Q86V81', 'Q13243')"
"('Q9BQ83', 'Q9Y4P1')"
"('P32121', 'Q8NGB6')"
"('P18031', 'P00519')"
"('P22626', 'P35637')"
"('P51159', 'P13569')"
"('O00175', 'P51677')"
"('P41235', 'O75448')"
"('Q9Y6K9', 'P33176')"
"('O75015', 'Q8IYS5')"
"('P61981', 'P61326')"
"('Q8TF20', 'P49716')"
"('Q9BTT6', 'Q99459')"
"('Q13424', 'P63252')"
"('Q8IUC4', 'P04222')"
"('Q9H1D9', 'O75521')"
"('P05014', 'Q99062')"
"('P17252', 'Q08462')"
"('Q9NRD5', 'O15265')"
"('Q86TG7', 'Q96KM6')"
"('Q92597', 'P63151')"
"('P51809', 'Q9Y5J5')"
"('Q15797', 'Q04323')"
"('O15504', 'Q8N1F7')"
"('Q15811', 'Q05193')"
"('Q99704', 'P42680')"
"('Q99436', 'P28072')"
"('O15239', 'Q16795')"
"('Q14289', 'P04626')"
"('Q66LE6', 'P42285')"
"('P18146', 'Q9HAW4')"
"('P20333', 'P49411')"
"('Q9BZL1', 'Q9HAZ1')"
"('P54725', 'P08107')"
"('Q00005', 'P08779')"
"('Q13077', 'Q9H857')"
"('Q969Q1', 'P26641')"
"('O95467', 'P34897')"
"('Q00403', 'Q16594')"
"('P02787', 'P01834')"
"('Q9BYH8', 'P19838')"
"('Q13153', 'P03372')"
"('P12931', 'P48960')"
"('Q9UBL3', 'Q9C005')"
"('Q16548', 'P20226')"
"('O43184', 'P35609')"
"('P26368', 'Q13242')"
"('P46379', 'P61006')"
"('P41273', 'Q07011')"
"('O14497', 'O15360')"
"('Q99527', 'P84996')"
"('P02511', 'Q9Y6K9')"
"('P62993', 'P39023')"
"('Q99797', 'Q16659')"
"('Q96R30', 'P38405')"
"('P14867', 'P05129')"
"('442917', 'P15692')"
"('Q16637', 'O60506')"
"('P62310', 'Q969L4')"
"('Q01449', 'P60709')"
"('P35998', 'Q13200')"
"('P22612', 'O14610')"
"('P10827', 'P19793')"
"('P31947', 'O60269')"
"('P36873', 'Q01668')"
"('Q9Y478', 'P52907')"
"('O15085', 'Q9HBH0')"
"('Q08881', 'Q13283')"
"('Q13191', 'Q6UXL0')"
"('Q00653', 'P26373')"
"('Q99880', 'Q96HA7')"
"('Q9GZZ9', 'Q8IY92')"
"('P51617', 'P59046')"
"('P50552', 'Q9UKX5')"
"('Q9H0W9', 'Q15645')"
"('Q8N5F7', 'Q70Z53')"
"('Q05655', 'Q13393')"
"('Q9Y371', 'P07949')"
"('P48454', 'Q01668')"
"('P20671', 'P62807')"
"('Q13233', 'O95816')"
"('Q9Y6K9', 'Q9H0F6')"
"('P00533', 'Q96AG4')"
"('P11940', 'Q9HCK5')"
"('Q9H361', 'Q9H074')"
"('P07814', 'P26641')"
"('P0CG48', 'P61586')"
"('P50395', 'Q92956')"
"('Q15906', 'P0C0S5')"
"('P32121', 'Q9P1Q5')"
"('Q6NXT2', 'Q99525')"
"('P25963', 'P33993')"
"('Q8N6C8', 'P43405')"
"('Q10587', 'P53567')"
"('Q9H254', 'Q16849')"
"('Q01844', 'Q9NS23')"
"('P53778', 'P67775')"
"('Q9Y580', 'Q9BWF3')"
"('P30281', 'P11802')"
"('Q92930', 'Q9HC10')"
"('P0C5Z0', 'Q96DB2')"
"('Q13242', 'Q13151')"
"('O75348', 'P63010')"
"('Q2QGD7', 'Q99684')"
"('Q86UT8', 'P12980')"
"('P48723', 'Q9H9A7')"
"('P17301', 'P49023')"
"('Q9HBI0', 'P06756')"
"('Q9BZL6', 'Q8WUI4')"
"('P08670', 'Q9UHX1')"
"('Q9Y371', 'P21802')"
"('P16104', 'P49959')"
"('Q13588', 'P19174')"
"('P13805', 'Q15834')"
"('P67775', 'Q86YF9')"
"('P43686', 'O00233')"
"('Q9NVJ2', 'P21281')"
