negatives
"('P07355', 'O75815')"
"('P61964', 'Q6UXN9')"
"('Q9H074', 'Q9H361')"
"('Q9UL18', 'O95602')"
"('P05129', 'Q05586')"
"('Q9Y383', 'P21246')"
"('P02745', 'Q15848')"
"('Q9NZQ3', 'Q99469')"
"('P01375', 'O43541')"
"('Q9Y2U5', 'P45983')"
"('Q14BN4', 'P30153')"
"('Q13131', 'P13807')"
"('O43242', 'P51665')"
"('Q9C0A0', 'O94952')"
"('Q9UK08', 'O15264')"
"('Q13363', 'P56545')"
"('P09769', 'P35222')"
"('P62993', 'Q92953')"
"('Q13191', 'P22607')"
"('P08581', 'P19174')"
"('P60709', 'Q12933')"
"('Q8WU20', 'P62993')"
"('P04049', 'O43353')"
"('O14640', 'O95996')"
"('Q9BQD3', 'P09493')"
"('P52597', 'Q9BWF3')"
"('Q15262', 'P06213')"
"('O43312', 'O94762')"
"('O15111', 'P42345')"
"('P31749', 'P54253')"
"('O00499', 'Q05193')"
"('P0CG48', 'Q9H013')"
"('Q9Y4K3', 'P07333')"
"('P18146', 'P12980')"
"('Q02779', 'P28482')"
"('Q13285', 'P16333')"
"('P35579', 'Q8NEV4')"
"('P25054', 'P01876')"
"('P30049', 'O43353')"
"('Q02878', 'P32969')"
"('P53779', 'Q13432')"
"('P20333', 'Q9BYX7')"
"('P46108', 'O14490')"
"('P01138', 'Q16620')"
"('Q8WUM0', 'P07602')"
"('Q9UBD5', 'P25205')"
"('Q01094', 'Q14201')"
"('P04156', 'Q93070')"
"('P62263', 'P62979')"
"('Q16363', 'Q13432')"
"('Q15047', 'Q15181')"
"('P49747', 'Q13683')"
"('P57088', 'Q9UL18')"
"('P51531', 'P62805')"
"('Q9NR09', 'Q02241')"
"('P36897', 'Q9UJX4')"
"('Q12905', 'Q14566')"
"('Q99684', 'P15036')"
"('P00533', 'Q9Y490')"
"('Q7Z6B7', 'Q9H4E5')"
"('Q96RL1', 'Q06609')"
"('Q07157', 'P32745')"
"('Q96EZ8', 'Q99683')"
"('O14796', 'P04626')"
"('Q9HC52', 'P35226')"
"('P33778', 'Q9UBN7')"
"('O94868', 'P08238')"
"('Q9P2W3', 'P27986')"
"('P19388', 'O94763')"
"('O14818', 'Q9UNM6')"
"('Q9GZT6', 'P01298')"
"('P14780', 'Q14031')"
"('P62380', 'P52655')"
"('P54259', 'Q3KQU3')"
"('P61981', 'P17812')"
"('P35626', 'Q8NGM1')"
"('P17041', 'P62993')"
"('P51674', 'Q9Y3D7')"
"('P60520', 'O14764')"
"('P17655', 'Q9Y490')"
"('Q9BYQ3', 'Q9NYV4')"
"('Q14765', 'O14543')"
"('P62136', 'Q9UBN1')"
"('O00192', 'Q96RT1')"
"('O75578', 'Q07889')"
"('P63096', 'P29474')"
"('P51149', 'P04350')"
"('P13010', 'P38432')"
"('O15467', 'P41597')"
"('O75558', 'O75909')"
"('Q9UHA4', 'Q02750')"
"('Q71U36', 'Q16659')"
"('P49721', 'P25786')"
"('Q13585', 'P63096')"
"('P61088', 'O95999')"
"('Q9BT22', 'Q01094')"
"('Q92956', 'P01374')"
"('Q9BXL5', 'P22087')"
"('P45983', 'Q9UQF2')"
"('P42224', 'P14902')"
"('P02771', 'P42574')"
"('P62258', 'P54105')"
"('P22694', 'Q14721')"
"('O75674', 'O14777')"
"('P25100', 'O95837')"
"('O14964', 'O15085')"
"('P32927', 'P42338')"
"('P43694', 'Q14934')"
"('Q16836', 'Q6WCQ1')"
"('Q05086', 'Q03701')"
"('Q15172', 'Q86US8')"
"('Q13144', 'Q9NR50')"
"('P25205', 'Q6IE81')"
"('P16520', 'O60266')"
"('P25054', 'Q8NF91')"
"('Q96L91', 'Q9H2F5')"
"('P20929', 'Q9HAU4')"
"('P34931', 'Q9NV56')"
"('P84022', 'Q96D21')"
"('P23508', 'Q14232')"
"('P01106', 'P23470')"
"('P62158', 'P35228')"
"('Q9NSB8', 'Q14CB8')"
"('P52735', 'Q07889')"
"('Q16566', 'Q96BA8')"
"('P56746', 'O00501')"
"('O43463', 'Q08999')"
"('Q15428', 'P62314')"
"('Q9HB58', 'P19404')"
"('P61077', 'Q9HCM9')"
"('Q16514', 'P06899')"
"('P50150', 'O60266')"
"('P16220', 'Q15034')"
"('Q13432', 'Q8TDN6')"
"('Q15759', 'Q14934')"
"('P78396', 'Q13347')"
"('O75940', 'Q9NQ55')"
"('Q86VP6', 'Q13619')"
"('Q14164', 'Q15008')"
"('P62316', 'Q15428')"
"('Q969J5', 'P52333')"
"('P36956', 'O60733')"
"('P14927', 'P43355')"
"('P55268', 'P17301')"
"('O60506', 'O75569')"
"('P06731', 'Q01844')"
"('P41182', 'Q9BQF6')"
"('P11387', 'Q15717')"
"('O95295', 'Q16891')"
"('P01106', 'P83369')"
"('Q99933', 'O75807')"
"('P49590', 'Q14197')"
"('Q7Z3E2', 'Q9BVJ7')"
"('Q00987', 'P27695')"
"('P33992', 'Q9UBD5')"
"('P19174', 'Q05193')"
"('Q16821', 'P31749')"
"('P02647', 'P02656')"
"('P78396', 'P22234')"
"('O15144', 'O15145')"
"('Q01196', 'O43439')"
"('P36578', 'Q92597')"
"('Q9NVV9', 'Q9BU76')"
"('P28331', 'P01889')"
"('Q13045', 'P36957')"
"('406937', 'Q9BST9')"
"('P62979', 'Q14118')"
"('Q8IZL8', 'P06748')"
"('Q03164', 'Q12948')"
"('Q9UJU2', 'Q92793')"
"('Q9Y5B9', 'P33991')"
"('P42568', 'Q5T3J3')"
"('P03923', 'O95139')"
"('P62993', 'Q16559')"
"('P20701', 'P12931')"
"('Q99519', 'P51681')"
"('P14866', 'Q14103')"
"('Q13253', 'P12643')"
"('P03372', 'O15111')"
"('Q09472', 'O60356')"
"('P78357', 'Q9H2G2')"
"('P13861', 'Q92667')"
"('P18031', 'P07384')"
"('Q86WJ1', 'P84243')"
"('Q9UBU8', 'Q9Y605')"
"('P35626', 'Q8NGN6')"
"('Q16254', 'Q9HB71')"
"('O14980', 'O00221')"
"('Q9Y2I6', 'Q01844')"
"('P25054', 'Q14160')"
"('Q96RT8', 'P68366')"
"('P31946', 'Q8TEW0')"
"('O15541', 'Q12906')"
"('P00533', 'Q99700')"
"('Q00535', 'P51805')"
"('O14493', 'O95832')"
"('Q8NGP3', 'P38405')"
"('Q92831', 'Q5VVJ2')"
"('Q9BSM1', 'Q6W2J9')"
"('Q8TB24', 'P62993')"
"('Q13490', 'O43353')"
"('P01889', 'P25788')"
"('O14807', 'O00459')"
"('Q05397', 'P42224')"
"('O43567', 'Q969T4')"
"('P78549', 'P12883')"
"('P98095', 'Q01955')"
"('P16885', 'P23458')"
"('Q15797', 'Q92905')"
"('P62857', 'P62854')"
"('Q9UKB1', 'P19838')"
"('O15198', 'P07602')"
"('Q9UNE7', 'Q9HCE7')"
"('Q99459', 'Q9H4M9')"
"('A8K6C2', 'P24394')"
"('O76071', 'Q16795')"
"('P35626', 'A6NMS3')"
"('O94817', 'P07814')"
"('Q8TBB1', 'Q9UI14')"
"('O60583', 'P24928')"
"('P48061', 'P13611')"
"('P01106', 'P00367')"
"('Q16586', 'Q96LD1')"
"('Q96PM5', 'P0CG47')"
"('Q96CV9', 'P27348')"
"('P43320', 'P02489')"
"('P43358', 'O75832')"
"('P01563', 'P42701')"
"('Q9P258', 'P56537')"
"('Q13535', 'P51532')"
"('P80098', 'P32246')"
"('Q9Y2R2', 'P42768')"
"('Q92598', 'P23528')"
"('Q13748', 'P07437')"
"('P62280', 'P62847')"
"('P07437', 'Q13233')"
"('O96000', 'P03915')"
"('Q9NZC7', 'Q969T9')"
"('P38919', 'Q9UKV8')"
"('Q9BRT8', 'P48507')"
"('P61599', 'Q14164')"
"('O14744', 'Q9BUZ4')"
"('P31152', 'Q8N122')"
"('Q9Y5Z7', 'P51610')"
"('Q86YS3', 'Q15907')"
"('P24723', 'Q9H492')"
"('Q9HCM9', 'P62993')"
"('P21246', 'Q9Y6H5')"
"('Q5VU43', 'O95257')"
"('P14324', 'Q9NQI0')"
"('P25440', 'Q99459')"
"('Q9Y580', 'Q8IWX8')"
"('P16070', 'Q12955')"
"('Q99436', 'P11171')"
"('O43526', 'O95376')"
"('Q02108', 'Q02153')"
"('Q13813', 'Q16659')"
"('Q16629', 'Q15365')"
"('Q8IX12', 'Q01130')"
"('P49768', 'Q92542')"
"('O75015', 'B5ME96')"
"('Q00653', 'P62888')"
"('P40337', 'Q8IUC4')"
"('P41279', 'Q04206')"
"('P18124', 'P62913')"
"('Q9BUQ8', 'Q15428')"
"('Q13683', 'Q13797')"
"('Q01826', 'Q13547')"
"('O60716', 'Q9Y572')"
"('P29590', 'Q99607')"
"('Q15714', 'O75419')"
"('Q14469', 'Q8NB91')"
"('Q8IYF3', 'Q7Z6G3')"
"('P33151', 'P35222')"
"('Q15691', 'Q5JR59')"
"('P49207', 'Q02543')"
"('Q9P107', 'P63000')"
"('P62899', 'P46778')"
"('P23229', 'P21333')"
"('Q00597', 'O15360')"
"('Q7KZF4', 'Q13283')"
"('Q07955', 'P27348')"
"('Q14766', 'P17936')"
