negatives
"('Q8IU85', 'Q96NX5')"
"('Q9NY12', 'Q9Y4F1')"
"('P51636', 'Q14254')"
"('P24941', 'Q13595')"
"('Q9H0F6', 'Q9UDY8')"
"('Q12888', 'O14964')"
"('Q8N6Y0', 'P33993')"
"('Q96C86', 'Q12834')"
"('O60341', 'P06241')"
"('P54727', 'O43395')"
"('P10809', 'P07237')"
"('Q8NDV3', 'Q8WVM7')"
"('P23508', 'P11177')"
"('Q9NPC6', 'O43707')"
"('P49427', 'Q03060')"
"('P98171', 'Q92730')"
"('P31946', 'Q00537')"
"('P43146', 'Q8NHU6')"
"('P67809', 'O15355')"
"('Q9UBU9', 'Q7Z4N8')"
"('Q9UL46', 'P48556')"
"('O95816', 'P0DMV8')"
"('P31939', 'Q96DG6')"
"('Q9UMF0', 'Q99523')"
"('Q15417', 'Q8IY92')"
"('Q5TD97', 'Q9HB19')"
"('P40763', 'Q05397')"
"('A8MVU1', 'Q9BUZ4')"
"('Q8TAU3', 'Q9BYV2')"
"('Q02446', 'Q5MJ09')"
"('Q9C0C4', 'Q9Y279')"
"('Q9UL63', 'Q9BWK5')"
"('P48380', 'Q13643')"
"('Q9UKV3', 'Q13573')"
"('O00463', 'P19525')"
"('P55317', 'Q15717')"
"('P02751', 'Q9NTZ6')"
"('P33778', 'Q08945')"
"('P22304', 'Q8NBK3')"
"('P98179', 'Q5TC82')"
"('Q9NVZ3', 'Q12933')"
"('O43521', 'Q96FJ2')"
"('Q14653', 'P14859')"
"('P17568', 'P03886')"
"('Q9NTZ6', 'Q6Y7W6')"
"('Q99436', 'Q9Y5K5')"
"('O75674', 'P06241')"
"('Q14012', 'Q70SY1')"
"('P60410', 'P22301')"
"('Q16667', 'P06493')"
"('P07195', 'P30044')"
"('O14514', 'Q5TCQ9')"
"('P49901', 'Q9BYS1')"
"('Q9H993', 'Q9Y315')"
"('Q3V5L5', 'Q8NBS9')"
"('P13639', 'P54709')"
"('Q9NVP1', 'P41218')"
"('Q14781', 'Q63HN8')"
"('P49736', 'Q00325')"
"('Q9NXX6', 'Q9UNF1')"
"('Q99575', 'Q6NW34')"
"('Q8TDB6', 'Q96B02')"
"('Q38SD2', 'O96013')"
"('Q8IW35', 'O15144')"
"('O94842', 'Q16821')"
"('Q9UN30', 'Q15717')"
"('Q86VI3', 'Q9BRT8')"
"('Q9NR28', 'Q8N9I5')"
"('P40222', 'Q01813')"
"('Q9NUX5', 'Q9NY33')"
"('P0DML2', 'P78552')"
"('Q504Q3', 'P21281')"
"('Q14203', 'Q49MG5')"
"('P62879', 'P42229')"
"('P09919', 'P10912')"
"('P20671', 'P62937')"
"('Q9NXR8', 'Q6PJQ5')"
"('Q9Y5M8', 'Q9BQE3')"
"('Q9NR31', 'P18850')"
"('Q6A162', 'P02538')"
"('Q01844', 'Q7Z6B0')"
"('P09651', 'O60506')"
"('P05412', 'P18146')"
"('Q96JB5', 'Q9NRH3')"
"('Q96KQ7', 'P03372')"
"('P12694', 'Q9UBN7')"
"('Q9H207', 'Q9P2W3')"
"('P12814', 'P18206')"
"('Q9Y2X9', 'Q9UBU9')"
"('Q9UKU7', 'Q7L0Q8')"
"('P06493', 'Q14739')"
"('P62987', 'Q13148')"
"('Q9NSB2', 'P22681')"
"('P62316', 'O75643')"
"('P09016', 'Q8IY51')"
"('Q9C005', 'Q99814')"
"('Q9P275', 'P27635')"
"('P62081', 'P42766')"
"('P25445', 'Q06187')"
"('O00443', 'P31946')"
"('Q13617', 'P62851')"
"('Q9Y6D9', 'P55081')"
"('Q15653', 'P37231')"
"('Q13563', 'Q6A162')"
"('P01100', 'P20823')"
"('O15379', 'Q8IUE6')"
"('Q9UNS1', 'P61586')"
"('Q6L8H4', 'Q9H3U7')"
"('Q9Y5X3', 'Q8N5U0')"
"('Q15057', 'O43292')"
"('P04899', 'Q5S007')"
"('Q8IUC4', 'P31947')"
"('Q99615', 'Q14103')"
"('Q96AE4', 'Q00987')"
"('Q9UPY8', 'Q13813')"
"('Q15843', 'Q15393')"
"('Q13131', 'P08238')"
"('P32969', 'P62945')"
"('Q15124', 'Q6YP21')"
"('Q9NVX0', 'Q969G3')"
"('Q13651', 'P52333')"
"('Q15274', 'Q9NZ94')"
"('O00220', 'Q5T0T0')"
"('P49368', 'Q13263')"
"('P38398', 'Q14527')"
"('Q8N3R9', 'Q6PJG9')"
"('P14373', 'P04637')"
"('P54578', 'P01889')"
"('Q9BSI4', 'P09960')"
"('Q15291', 'Q86VZ2')"
"('Q5JU00', 'Q6DN90')"
"('O95050', 'Q9P2G9')"
"('O60684', 'P46087')"
"('O75159', 'P08581')"
"('P49716', 'Q15910')"
"('Q9NXH9', 'P54274')"
"('O43920', 'P03915')"
"('P30260', 'Q96DE5')"
"('P04629', 'Q9HC35')"
"('P63000', 'Q8WUW1')"
"('O75717', 'Q9NS85')"
"('P11142', 'P62993')"
"('Q9H1X1', 'O15372')"
"('P53602', 'O75083')"
"('P49407', 'A6NCV1')"
"('O43542', 'P55265')"
"('O43597', 'P07858')"
"('P63104', 'Q99698')"
"('Q13237', 'Q92934')"
"('P31942', 'O60260')"
"('P62877', 'Q9UKA1')"
"('A1L170', 'Q9NYY3')"
"('Q969H0', 'P23769')"
"('P35558', 'P63096')"
"('Q9BWU1', 'Q13153')"
"('Q9NY12', 'Q99496')"
"('P78423', 'P51685')"
"('P35408', 'P32121')"
"('Q2M2I8', 'P63010')"
"('O00483', 'O95721')"
"('P01137', 'Q8TD06')"
"('O76011', 'Q5TAP6')"
"('O95544', 'P63104')"
"('Q8N565', 'Q9GZZ9')"
"('P28221', 'P59768')"
"('Q9BYT3', 'Q16543')"
"('Q9BTE1', 'Q969F0')"
"('Q05086', 'Q8IXH7')"
"('Q8IYE1', 'Q3B820')"
"('Q9NXF1', 'Q9H9J4')"
"('Q9Y5P8', 'Q08289')"
"('Q9Y333', 'Q16531')"
"('Q92614', 'P59998')"
"('Q9Y5V3', 'O76064')"
"('Q13501', 'O75376')"
"('Q6P1K8', 'O14980')"
"('O14980', 'Q9NZL9')"
"('Q5VWX1', 'Q13148')"
"('P38936', 'P11802')"
"('Q06323', 'Q99460')"
"('O60220', 'Q9Y5L4')"
"('Q8WXD5', 'Q9H0T7')"
"('P45974', 'Q9C035')"
"('P62873', 'P31948')"
"('Q96S53', 'Q5TCZ1')"
"('O60568', 'P21980')"
"('Q04771', 'Q8WUH2')"
"('Q96GY3', 'Q99497')"
"('O75503', 'Q9UJS0')"
"('Q16637', 'P11441')"
"('Q13011', 'Q8WUK0')"
"('Q13618', 'P51648')"
"('P00966', 'P53602')"
"('Q13618', 'P34932')"
"('Q13616', 'Q96EP5')"
"('P50150', 'Q9UBB9')"
"('Q8WVQ1', 'O75354')"
"('P31946', 'P62807')"
"('P49639', 'Q14525')"
"('Q9H6Z9', 'Q99622')"
"('P11021', 'P35221')"
"('Q99814', 'Q9ULX6')"
"('Q9UII4', 'Q969T4')"
"('P84022', 'P30968')"
"('P01106', 'Q9ULZ2')"
"('P26641', 'Q9HBL7')"
"('Q9UGJ1', 'Q01433')"
"('Q96AA3', 'P51674')"
"('O00764', 'Q13618')"
"('P42695', 'Q9NTJ3')"
"('P62258', 'Q9NUX5')"
"('P68133', 'Q9UHB6')"
"('Q02241', 'O43379')"
"('P42771', 'P11245')"
"('Q8IZU1', 'Q9HCG8')"
"('Q9H0W5', 'Q14847')"
"('Q13501', 'Q96RR1')"
"('Q9Y3Y2', 'Q9H0W5')"
"('P19525', 'Q9H0E2')"
"('Q96D09', 'Q8WXA9')"
"('Q86TI0', 'Q9Y3M2')"
"('Q13418', 'P31751')"
"('P42772', 'Q9P2H0')"
"('P54253', 'Q86VZ5')"
"('P50991', 'Q9Y2T4')"
"('P63146', 'O43865')"
"('Q9BTA9', 'Q9NXR1')"
"('P23258', 'P68104')"
"('P09496', 'Q96RR1')"
"('Q9H1R3', 'Q13233')"
"('Q9ULJ3', 'Q9UJF2')"
"('P41238', 'O60506')"
"('Q16401', 'P49720')"
"('P69905', 'Q7Z3S9')"
"('Q9NYY1', 'P78552')"
"('O75781', 'P53611')"
"('Q8NGI3', 'P38405')"
"('P23497', 'Q99856')"
"('Q9Y262', 'Q7Z4L5')"
"('Q09472', 'P10826')"
"('P60900', 'P53350')"
"('Q99731', 'Q04206')"
"('O60341', 'Q70UQ0')"
"('P52566', 'Q9UKA1')"
"('Q9Y2X8', 'Q9UDY6')"
"('Q7L5Y9', 'P61006')"
"('P62314', 'P22626')"
"('Q567U6', 'Q9NNX1')"
"('Q13322', 'P08069')"
"('Q15022', 'Q9Y2W1')"
"('P08473', 'Q9Y265')"
"('P25787', 'O60921')"
"('Q01844', 'Q9UKY7')"
"('Q15051', 'P28070')"
"('P30050', 'Q02878')"
"('Q9Y5X4', 'Q16576')"
"('P61086', 'Q9BYJ4')"
"('P48634', 'P04637')"
"('Q15172', 'O60566')"
"('Q92845', 'Q15542')"
"('P63098', 'P54578')"
"('P01889', 'P22061')"
"('Q96SF7', 'Q12959')"
"('Q96S55', 'O95786')"
"('Q6P5W5', 'Q9H228')"
"('Q9UKX3', 'Q08379')"
"('Q6A162', 'O95678')"
"('Q9BVV2', 'Q12933')"
"('P06400', 'Q9UJX6')"
"('Q13330', 'Q9H334')"
"('Q9UHI6', 'P57678')"
"('P11441', 'O43900')"
"('Q9NR19', 'Q6PD62')"
"('Q96A08', 'Q9BTT0')"
"('O95678', 'O95166')"
"('P49736', 'Q52LJ0')"
"('Q00839', 'Q9P275')"
"('Q9UM54', 'Q9NZN5')"
"('Q9H936', 'Q92956')"
"('P19320', 'Q16181')"
"('Q03701', 'Q16666')"
"('P62987', 'P09936')"
"('P49915', 'P04629')"
"('P11940', 'O00213')"
"('Q92905', 'P05109')"
"('P21580', 'P36406')"
"('Q13045', 'Q9H0W5')"
"('Q9H1Q7', 'Q92956')"
"('Q969P0', 'Q99613')"
"('Q9Y5B9', 'O15446')"
"('P21333', 'Q8TCE9')"
"('Q9NRR5', 'Q9P021')"
"('P0DP23', 'Q92736')"
"('P62424', 'P47897')"
"('Q13573', 'O43719')"
"('Q5VVX9', 'Q00987')"
"('P05106', 'P56945')"
"('Q14204', 'P62847')"
"('Q9NWB1', 'O00444')"
"('Q99808', 'P49842')"
"('P17844', 'P37108')"
"('P36915', 'Q9Y2X3')"
"('P61812', 'P37173')"
"('Q9H2G4', 'P14635')"
"('P62995', 'P49759')"
"('Q11203', 'P02766')"
"('Q96P70', 'Q96A08')"
"('Q8N157', 'Q8IXJ6')"
"('P49863', 'Q08379')"
"('Q16795', 'Q9Y5V3')"
"('P21802', 'P08648')"
"('Q9BXS6', 'P42167')"
"('O75955', 'O75665')"
"('P17026', 'Q9UNX3')"
"('P42773', 'Q13432')"
"('P27348', 'Q15007')"
"('Q86XD5', 'Q9BSI4')"
"('Q92583', 'P51685')"
"('Q00987', 'O95863')"
"('O15511', 'O15143')"
"('P34897', 'Q01955')"
"('Q9Y2X8', 'Q96PM9')"
"('Q9Y3R0', 'Q14832')"
"('O14757', 'Q14676')"
"('O43189', 'Q15022')"
"('Q96GD4', 'Q9BW61')"
"('Q96P53', 'Q96T51')"
"('Q9NQU5', 'P06493')"
"('Q8IUE6', 'Q8N257')"
"('P01106', 'P54136')"
"('P04278', 'P17661')"
"('Q03014', 'Q9NRW3')"
"('P26678', 'Q9BXK5')"
"('Q9BTD8', 'P19338')"
"('Q5JVL4', 'Q6PF05')"
"('Q13315', 'Q9BUR4')"
"('O94832', 'Q6NUN9')"
"('P01892', 'Q13418')"
"('Q96SW2', 'Q9UKT9')"
"('O60911', 'P12931')"
"('Q9BX95', 'O43529')"
"('Q96FW1', 'P30041')"
"('Q9Y2D8', 'Q96HC4')"
"('O15105', 'Q13309')"
"('O43663', 'Q08050')"
"('Q7Z4L5', 'Q96FT9')"
"('P34947', 'P49411')"
"('Q5VTR2', 'O95793')"
"('O00213', 'Q9Y2W1')"
"('Q9HAC8', 'P49792')"
"('Q9BV35', 'Q13618')"
"('P55209', 'P49356')"
"('Q9P0W2', 'Q13077')"
"('P62993', 'P51681')"
"('Q9UKB1', 'P49406')"
"('P62841', 'Q6NUN9')"
"('P01106', 'Q15011')"
"('O43164', 'P62068')"
"('Q86X55', 'P60520')"
"('P49841', 'Q9NRD5')"
"('O95817', 'P08670')"
"('Q9NPE2', 'Q96I51')"
"('O14610', 'P54619')"
"('P28070', 'Q8TAA3')"
"('P35372', 'Q8IUQ4')"
"('Q96FJ2', 'P63208')"
"('P31948', 'P51617')"
"('P09923', 'Q13568')"
"('Q16635', 'O95450')"
"('O75534', 'P30480')"
"('O75449', 'P07900')"
"('Q92630', 'Q5VTE0')"
"('P62318', 'P62304')"
"('Q16637', 'P49841')"
"('Q14203', 'P14635')"
"('P11171', 'P04629')"
"('Q06830', 'Q15843')"
"('Q9UHY1', 'P24522')"
"('Q6STE5', 'Q92785')"
"('P13805', 'P51116')"
"('P23246', 'Q14192')"
"('Q86XI2', 'O43303')"
"('P62913', 'P62888')"
"('P46736', 'Q9NQX3')"
"('P62995', 'Q99728')"
"('P26368', 'Q13618')"
"('Q9UQ80', 'P67809')"
"('Q9UI95', 'P51571')"
"('Q9Y5B8', 'O95819')"
"('P09471', 'Q01668')"
"('O95985', 'Q12952')"
"('P49760', 'Q8IYI8')"
"('P49407', 'Q8N127')"
"('P32456', 'Q92734')"
"('Q6P2Q9', 'Q08211')"
"('P17980', 'P62829')"
"('Q14790', 'Q09472')"
"('P08069', 'P32121')"
"('Q9Y6A4', 'Q9BUJ2')"
"('Q68CP9', 'O15360')"
"('Q05639', 'P08865')"
"('Q93074', 'Q86YW9')"
"('Q8NFF5', 'Q9HCE1')"
"('Q8WUM4', 'O60896')"
"('Q16236', 'P61956')"
"('P50221', 'P51452')"
"('O00459', 'P36897')"
"('Q96G42', 'O95947')"
"('O60832', 'Q9NX24')"
"('Q08209', 'O95644')"
"('Q8NFQ8', 'Q13619')"
"('P09668', 'Q07817')"
"('O43889', 'Q96BA8')"
"('P24928', 'Q16531')"
"('Q9NP64', 'O43463')"
"('Q9Y2U9', 'Q9BQE4')"
"('Q8WZ42', 'P0C862')"
"('Q13418', 'P30876')"
"('P38646', 'Q9NRC8')"
"('Q86VM9', 'Q08AG7')"
"('Q15831', 'P56962')"
"('P04637', 'Q9Y6D9')"
"('Q9UNN5', 'Q9H3F6')"
"('Q9Y520', 'P27635')"
"('Q00341', 'Q9NXZ2')"
"('Q9UBN1', 'Q6IBW4')"
"('Q13418', 'Q9H3U1')"
"('Q99459', 'O95793')"
"('P31948', 'Q9HAV7')"
"('P21980', 'P52209')"
"('Q6NSJ2', 'Q8WWY8')"
"('Q9P0N5', 'Q99640')"
"('P20042', 'Q9UKD2')"
"('Q99743', 'Q0VD86')"
"('Q13469', 'P40938')"
"('P30480', 'Q13642')"
"('P60880', 'O15126')"
"('Q15257', 'Q9HCE1')"
"('Q68CZ2', 'Q05397')"
"('Q9UII6', 'P02545')"
"('Q01860', 'Q9UJU5')"
"('P51149', 'Q9UBQ0')"
"('Q9NS73', 'P24863')"
"('O60749', 'Q13705')"
"('Q9C0H2', 'P46934')"
"('O75381', 'Q9NUJ3')"
"('Q9UHV7', 'A0JLT2')"
"('P61247', 'P62910')"
"('Q92734', 'O95147')"
"('P45973', 'P06400')"
"('Q9NYK5', 'Q9UHA4')"
"('O75147', 'Q9NSB4')"
"('Q05329', 'Q6ZPD8')"
"('P63000', 'Q92619')"
"('Q13619', 'Q16576')"
"('P78318', 'P17987')"
"('P05412', 'P04141')"
"('O14744', 'Q9NY12')"
"('Q15274', 'Q9NPF5')"
"('Q14627', 'Q02962')"
"('Q96RT1', 'P48065')"
"('Q8WXA8', 'Q96B77')"
"('P09651', 'Q9BUJ2')"
"('Q86X19', 'P49257')"
"('Q9NVJ2', 'P07437')"
"('Q15386', 'O00487')"
"('O43320', 'P08581')"
"('Q71DI3', 'Q96GD4')"
"('Q8TD19', 'O14980')"
"('Q8WV44', 'Q96MX3')"
"('Q9H7B2', 'Q8IY81')"
"('P62258', 'Q8N8B7')"
"('O43615', 'P50454')"
"('Q16665', 'Q9UNN5')"
"('P07996', 'P01127')"
"('Q05086', 'P55036')"
"('P05067', 'O00238')"
"('P17812', 'P30504')"
"('P29084', 'P34897')"
"('Q8IYB1', 'Q9HC77')"
"('Q00987', 'Q9UBB9')"
"('Q13573', 'Q00526')"
"('Q13895', 'O14787')"
"('Q13155', 'P02675')"
"('Q9UJV9', 'Q9H2G2')"
"('Q9NWQ9', 'P63167')"
"('P04629', 'Q9NUQ3')"
"('Q05516', 'Q9Y618')"
"('Q9NZR1', 'Q7LG56')"
"('P34947', 'P25024')"
"('P46783', 'P83731')"
"('P63208', 'Q9Y4G6')"
"('P02511', 'O14787')"
"('Q9UKY7', 'Q13636')"
"('P60953', 'O00401')"
"('P26447', 'O94916')"
"('P19388', 'Q9NQG5')"
"('P50991', 'Q9NVX2')"
"('Q15717', 'Q8IYB3')"
"('Q14839', 'O95644')"
"('Q9UJM3', 'P36542')"
"('O75626', 'P42226')"
"('Q01113', 'P78560')"
"('O43379', 'O15481')"
"('Q9UBQ7', 'O00311')"
"('Q13315', 'Q9C0C2')"
"('P55268', 'Q9HAT2')"
"('P01112', 'P09341')"
"('Q5VTR2', 'Q6P1M3')"
"('O95182', 'Q6UWR7')"
"('Q08AG7', 'Q8NHV4')"
"('Q92734', 'O75947')"
"('Q9Y575', 'Q96GG9')"
"('P35611', 'Q13547')"
"('Q9UNP9', 'Q86YI8')"
"('P16220', 'P32971')"
"('P0DP23', 'Q8NER1')"
"('P49736', 'P35908')"
"('Q86Y82', 'Q9BV40')"
"('Q8NDV1', 'Q9Y446')"
"('Q13188', 'O94905')"
"('Q9C0C4', 'A8MQ03')"
"('Q06323', 'O00231')"
"('Q9NS69', 'O60260')"
"('P04629', 'P52788')"
"('P13284', 'Q7Z3V4')"
"('Q13905', 'P00533')"
"('Q04760', 'Q9GZQ8')"
"('Q96DX5', 'Q9Y490')"
"('Q9P0U1', 'Q3ZCQ8')"
"('O14977', 'Q9NSK0')"
"('P01889', 'Q07444')"
"('Q9Y5X4', 'Q9UNY5')"
"('O15303', 'P04899')"
"('Q9UIA9', 'Q9Y371')"
"('P17568', 'P13073')"
"('Q9UJX2', 'O60504')"
"('P68431', 'Q8N5C6')"
"('P68366', 'Q6P2Q9')"
"('Q9UL03', 'Q75QN2')"
"('P46926', 'Q8TDQ7')"
"('A8MVW0', 'P37173')"
"('Q96CS3', 'O94768')"
"('P48039', 'Q93052')"
"('P30153', 'Q13936')"
"('P32121', 'A6NDL8')"
"('P98082', 'Q14457')"
"('P53420', 'P31431')"
"('P01130', 'Q9NU53')"
"('P29692', 'P78371')"
"('P49321', 'P04629')"
"('Q04917', 'O43763')"
"('Q9UGJ0', 'Q86TI0')"
"('Q9H0H0', 'Q14008')"
"('Q15599', 'Q8WXW3')"
"('Q9H492', 'Q92804')"
"('P46527', 'Q92574')"
"('Q15645', 'P59990')"
"('Q16795', 'Q9NPL8')"
"('P60033', 'P62241')"
"('P08913', 'P09936')"
"('P14866', 'Q8IXM3')"
"('Q96EB6', 'Q13330')"
"('P05412', 'Q8WYK2')"
"('Q9BRV8', 'P55199')"
"('O96017', 'P30307')"
"('Q06710', 'P19544')"
"('P40939', 'Q12849')"
"('P29590', 'P10276')"
"('O94888', 'Q13620')"
"('Q9UKZ1', 'P09237')"
"('Q99496', 'Q9BXT4')"
"('Q96FV2', 'Q13557')"
"('Q9UBU9', 'O60306')"
"('P15884', 'P56279')"
"('P01106', 'Q92614')"
"('O95782', 'P62140')"
"('Q3B726', 'O15160')"
"('Q15637', 'O60861')"
"('Q9NUQ9', 'P37837')"
"('P54105', 'P61758')"
"('Q16526', 'Q14738')"
"('Q96PZ0', 'Q9UDY2')"
"('Q92845', 'Q9BSU3')"
"('P48039', 'P27361')"
"('Q8IY57', 'P25490')"
"('P04054', 'P14555')"
"('P17252', 'P47712')"
"('P62424', 'P36578')"
"('O75937', 'P35222')"
"('P35548', 'P35269')"
"('Q9Y5X2', 'P16333')"
"('Q9H6S0', 'Q00839')"
"('Q9NRD1', 'Q92974')"
"('P49916', 'Q02241')"
"('P55795', 'Q01081')"
"('P01569', 'P16471')"
"('P15408', 'P32519')"
"('P54253', 'O15014')"
"('Q99750', 'Q9Y5V3')"
"('P02760', 'P11912')"
"('P35052', 'O75093')"
"('Q86VP6', 'P78346')"
"('P04629', 'Q6PIW4')"
"('Q14192', 'Q15311')"
"('Q16512', 'Q9BZW7')"
"('P04040', 'P04179')"
"('Q9NXF8', 'Q9UBU9')"
"('P49407', 'Q8NH48')"
"('P06748', 'O00425')"
"('Q9HC35', 'P04629')"
"('Q9NVP2', 'Q9Y294')"
"('P68431', 'Q9NRA0')"
"('Q9C009', 'P30260')"
"('Q13469', 'P40937')"
"('P05067', 'Q9BQW3')"
"('Q14814', 'Q9UJW3')"
"('P02751', 'P06733')"
"('O00232', 'Q00341')"
"('P19387', 'O14744')"
"('Q8N912', 'Q9BVX2')"
"('Q9BX59', 'P60409')"
"('Q9UL45', 'Q9Y3C0')"
"('Q6T4R5', 'Q14103')"
"('P25054', 'P21675')"
"('Q13428', 'P15927')"
"('Q92769', 'Q9C0B0')"
"('O14818', 'P09661')"
"('Q01130', 'P31943')"
"('P13807', 'Q9GZQ8')"
"('Q15111', 'Q9UN88')"
"('Q9H0D6', 'Q9NXV6')"
"('P25786', 'Q9BVV2')"
"('Q15323', 'Q8IYR0')"
"('P62993', 'Q86UR5')"
"('P29323', 'Q9UM73')"
"('P05067', 'P00966')"
"('Q05209', 'O75474')"
"('Q9H269', 'Q9Y2R5')"
"('O75678', 'Q9NXC5')"
"('P49407', 'Q9BXF6')"
"('Q59EK9', 'P61225')"
"('O14787', 'Q86VU5')"
"('P46781', 'Q7L2J0')"
"('P62875', 'Q9UHW5')"
"('O94763', 'O00170')"
"('P13612', 'P61221')"
"('O75886', 'Q9NRR5')"
"('O00217', 'O75438')"
"('Q9UBU9', 'Q8NBI6')"
"('P49815', 'P46527')"
"('Q7Z7H3', 'Q9UBX0')"
"('Q92793', 'Q6PEW1')"
"('P00403', 'Q9H0U3')"
"('Q8TD10', 'Q8NAX2')"
"('O95831', 'P04908')"
"('P18850', 'P19438')"
"('Q13797', 'P05556')"
"('Q9H4P4', 'Q9BRK4')"
"('Q9BYD1', 'Q9Y2Z9')"
"('P23526', 'Q13618')"
"('Q15717', 'Q53EU6')"
"('P18146', 'Q14244')"
"('Q9Y4B6', 'Q8IY92')"
"('O00203', 'P36575')"
"('Q96J02', 'Q13546')"
"('P01137', 'O60711')"
"('P57678', 'Q13501')"
"('P56945', 'P62826')"
"('P50990', 'P27708')"
"('P50406', 'P46459')"
"('P23769', 'Q9UPN9')"
"('P35523', 'Q96SW2')"
"('P00533', 'Q02790')"
"('P41220', 'P11142')"
"('P05067', 'P62899')"
"('P38398', 'Q16531')"
"('P04049', 'Q99933')"
"('O15530', 'Q15121')"
"('Q9NPG8', 'P84022')"
"('P57078', 'P36542')"
"('Q9C005', 'P19784')"
"('P22314', 'P11586')"
"('Q9Y3R0', 'Q14686')"
"('Q92630', 'P62424')"
"('Q8IXQ4', 'Q8TAD8')"
"('P04629', 'Q9BX66')"
"('P00750', 'P05154')"
"('Q9NRG4', 'Q96JH8')"
"('Q8IX15', 'Q92997')"
"('P17096', 'Q14134')"
"('Q13573', 'Q14008')"
"('Q70EK9', 'Q8NG27')"
"('P30042', 'Q5JRX3')"
"('O43318', 'Q8N2H9')"
"('Q12931', 'P48735')"
"('O15400', 'O95249')"
"('P38398', 'Q49AN0')"
"('P07359', 'Q04917')"
"('O76041', 'Q96NL6')"
"('Q9H0W8', 'Q9UL41')"
"('Q9BW62', 'Q14061')"
"('Q5SQI0', 'P05067')"
"('P21333', 'Q14676')"
"('O95256', 'Q9UL17')"
"('Q9UBS4', 'Q96GX1')"
"('Q13085', 'P00533')"
"('P12956', 'O75530')"
"('Q16740', 'Q9UIJ7')"
"('P18825', 'P29992')"
"('Q96EE3', 'P49790')"
"('Q9C009', 'Q96I24')"
"('O94880', 'Q9UER7')"
"('P23246', 'Q99558')"
"('P23276', 'Q8IYS1')"
"('P48023', 'P45983')"
"('Q9BZ76', 'Q6UX41')"
"('Q96J02', 'Q00987')"
"('P32121', 'Q8WTQ7')"
"('Q8IX15', 'P54646')"
"('Q13153', 'O75369')"
"('Q9UNP9', 'Q96NB3')"
"('Q14568', 'Q7L5N1')"
"('Q9Y2J4', 'Q15311')"
"('P01909', 'P51693')"
"('Q7KZI7', 'Q9P0L2')"
"('Q8N8Y5', 'Q96F85')"
"('Q9NR12', 'P14649')"
"('P24941', 'P50750')"
"('P19338', 'Q13148')"
"('O95968', 'Q9H2H9')"
"('Q6P1J9', 'Q9UK99')"
"('Q9Y3E0', 'Q16864')"
"('Q9Y3M2', 'Q9UJF2')"
"('P16220', 'Q9HC84')"
"('Q14966', 'P09651')"
"('Q96HR3', 'Q5T200')"
"('P30480', 'Q9P0L0')"
"('Q99456', 'Q9Y5K5')"
"('P47224', 'O00303')"
"('P53350', 'Q6ZU80')"
"('O43868', 'O75360')"
"('Q16644', 'P15923')"
"('Q7Z5B4', 'Q86T03')"
"('P82979', 'Q9UQ35')"
"('P26374', 'Q9H0U4')"
"('Q9NYZ3', 'Q96C92')"
"('Q92973', 'P09132')"
"('O00567', 'P33993')"
"('Q96LI5', 'Q9UFF9')"
"('Q14738', 'P32121')"
"('Q7Z333', 'Q9Y2G2')"
"('P61586', 'Q07020')"
"('Q9H4L4', 'Q9UBF2')"
"('Q8WXX5', 'Q6YN16')"
"('P35443', 'P05556')"
"('P02751', 'Q9UNM6')"
"('P09874', 'P35222')"
"('Q9ULM3', 'Q92830')"
"('Q17R98', 'Q09028')"
"('P46695', 'P49069')"
"('Q9H2U1', 'Q9H9Z2')"
"('P54274', 'Q03001')"
"('Q52LG2', 'Q7L273')"
"('P24941', 'P06454')"
"('P12236', 'Q9NWF9')"
"('P68400', 'O43491')"
"('Q15532', 'Q92769')"
"('P56524', 'P41235')"
"('P98175', 'Q504Q3')"
"('P16035', 'P51512')"
"('Q9NP85', 'O60500')"
"('Q9NZV7', 'Q8IVS8')"
"('O75170', 'O00221')"
"('Q8NHP8', 'Q8IWL3')"
"('P06400', 'Q9Y4F3')"
"('Q5JTJ3', 'Q9GZY4')"
"('Q13241', 'P61769')"
"('P50150', 'O14807')"
"('O95476', 'Q9Y5M8')"
"('P67936', 'Q13283')"
"('P98066', 'P10145')"
"('Q92901', 'P62888')"
"('Q7L8S5', 'Q04743')"
"('Q6ZW49', 'Q9Y2W1')"
"('P02751', 'P07737')"
"('Q9UBY5', 'P59768')"
"('P07814', 'P60953')"
"('P41250', 'P35573')"
"('Q8IYR6', 'P09038')"
"('Q03518', 'Q9H9B4')"
"('P50591', 'P19438')"
"('P54725', 'Q9HCK0')"
"('P04637', 'O15391')"
"('Q5T4S7', 'P48039')"
"('O14829', 'Q00325')"
"('P58181', 'O60262')"
"('P27694', 'Q9H9Y6')"
"('Q5VZ89', 'Q12923')"
"('P22612', 'Q8NH10')"
"('Q8IVP5', 'P49411')"
"('O43639', 'Q96IW2')"
"('P47224', 'P20337')"
"('Q15365', 'Q00839')"
"('P62633', 'P38646')"
"('Q9HCE1', 'Q9BQ90')"
"('Q96IW7', 'P12004')"
"('P62306', 'P60520')"
"('Q9H165', 'P24468')"
"('Q9NVM9', 'Q96N11')"
"('Q9BRP4', 'Q9NY27')"
"('Q9P003', 'P61221')"
"('Q96M94', 'Q8NB15')"
"('Q8IWL3', 'Q96GW9')"
"('O14640', 'Q155Q3')"
"('Q9BW61', 'Q8NFQ8')"
"('P08246', 'P10809')"
"('Q9BU76', 'Q15633')"
