negatives
"('Q9GZW8', 'P35914')"
"('P34981', 'P30679')"
"('Q14CB8', 'Q07890')"
"('Q96BN2', 'Q16531')"
"('O43491', 'Q13813')"
"('P35221', 'Q5W0B1')"
"('P11802', 'Q8N720')"
"('Q6IEY1', 'P38405')"
"('P62877', 'P61081')"
"('Q08211', 'Q9BWF3')"
"('P17252', 'P57087')"
"('P62829', 'Q99558')"
"('P10828', 'Q6P2C8')"
"('Q8IWZ8', 'Q08170')"
"('P36897', 'Q9BX70')"
"('Q00978', 'P40305')"
"('P55773', 'P46094')"
"('Q15008', 'P19438')"
"('O15511', 'P62993')"
"('O43150', 'Q969Z0')"
"('Q9Y230', 'Q9HC98')"
"('Q9NSC5', 'Q8WYR1')"
"('Q8WXA9', 'Q15287')"
"('Q92831', 'Q9NRF9')"
"('P12107', 'P16070')"
"('Q13214', 'O14786')"
"('P36873', 'P31314')"
"('Q5T4F7', 'P56703')"
"('O00483', 'P17568')"
"('P04278', 'P57057')"
"('P30304', 'P50613')"
"('P62993', 'Q9H2X0')"
"('Q8IZH2', 'Q9UHL4')"
"('P28070', 'P30480')"
"('Q9HAT8', 'Q9Y4K3')"
"('Q9Y2T4', 'P51617')"
"('P62888', 'P84098')"
"('Q15599', 'P23508')"
"('Q00005', 'P08107')"
"('P08246', 'P01023')"
"('Q14517', 'Q9NSC5')"
"('Q9H492', 'Q13188')"
"('O43318', 'Q8N5C8')"
"('P20908', 'P18564')"
"('A6ND48', 'P38405')"
"('O75822', 'O75821')"
"('P55769', 'P83876')"
"('O75400', 'O15042')"
"('P32121', 'Q15620')"
"('P08754', 'Q08462')"
"('Q13158', 'Q7Z434')"
"('Q6STE5', 'Q68CP9')"
"('Q9H209', 'P38405')"
"('P37173', 'Q12841')"
"('P26441', 'Q8N6P7')"
"('Q12962', 'Q9H0E3')"
"('P18146', 'P41279')"
"('P23759', 'Q15788')"
"('P31751', 'Q00653')"
"('Q9NZ43', 'Q9P2W9')"
"('P24928', 'P52597')"
"('Q92831', 'Q8ND90')"
"('P62879', 'Q01970')"
"('Q9UGJ0', 'O60825')"
"('Q07817', 'Q8IVG9')"
"('P55064', 'Q99750')"
"('P27348', 'P49286')"
"('P21246', 'Q9BX70')"
"('P22626', 'P07910')"
"('P30511', 'Q03518')"
"('P35638', 'O43791')"
"('Q09161', 'O95793')"
"('O15520', 'P29317')"
"('Q9UNZ2', 'P39687')"
"('Q15024', 'Q8TF46')"
"('P12644', 'O95405')"
"('P51812', 'P48740')"
"('O95861', 'Q9Y4K3')"
"('Q9C004', 'O43597')"
"('Q02156', 'P53618')"
"('O75925', 'P42224')"
"('Q8TEX9', 'Q9HAW0')"
"('Q9UBE8', 'Q9UBT7')"
"('P62841', 'P62263')"
"('Q9UER7', 'P29590')"
"('P31947', 'O95171')"
"('Q06609', 'Q96EY1')"
"('P26038', 'P32942')"
"('Q15047', 'Q14289')"
"('P04156', 'Q15776')"
"('P27695', 'P08107')"
"('Q9UL18', 'Q9UJS0')"
"('O60231', 'Q9HCS7')"
"('P62158', 'Q13554')"
"('O60566', 'Q13042')"
"('494336', 'Q02750')"
"('Q9UJU2', 'Q04724')"
"('P63244', 'Q01959')"
"('O95377', 'P49841')"
"('P62993', 'P31785')"
"('P07766', 'Q6PIZ9')"
"('Q00535', 'Q8TDN4')"
"('P63167', 'Q9C0C7')"
"('C9JDP6', 'O95049')"
"('P08575', 'P08581')"
"('P67870', 'P12830')"
"('Q9NWA0', 'Q9UPY3')"
"('P60228', 'P55884')"
"('P18583', 'O75400')"
"('O43374', 'Q9HDC9')"
"('Q9HC52', 'Q06587')"
"('Q9HCE7', 'Q9UJX4')"
"('Q9P202', 'O75445')"
"('Q14194', 'O00231')"
"('P63241', 'Q9H0D6')"
"('Q15545', 'P19447')"
"('P10828', 'P39687')"
"('406980', 'Q8WY64')"
"('O60232', 'P15924')"
"('P29317', 'Q9NQ66')"
"('P68104', 'P42575')"
"('O00339', 'P54253')"
"('Q5SW96', 'P98164')"
"('P15172', 'Q92831')"
"('P58107', 'Q9Y2Q3')"
"('P78352', 'O60333')"
"('Q15118', 'Q13485')"
"('Q9BUQ8', 'Q6P2Q9')"
"('O14904', 'Q9ULW2')"
"('P51787', 'O60266')"
"('Q13797', 'P05106')"
"('O60936', 'Q96T60')"
"('P09467', 'O15131')"
"('Q13617', 'Q92830')"
"('O15198', 'P48556')"
"('O95996', 'O43586')"
"('O43707', 'P26006')"
"('Q99674', 'P18146')"
"('Q969S8', 'Q92769')"
"('Q9P1W9', 'P54253')"
"('Q7Z419', 'Q9H832')"
"('P18084', 'P05771')"
"('Q8WU17', 'P18146')"
"('P62979', 'P25686')"
"('P46734', 'P45984')"
"('Q14164', 'P62495')"
"('Q06190', 'Q13522')"
"('P11387', 'Q00839')"
"('P17081', 'O96013')"
"('P05129', 'O14610')"
"('O14646', 'P84103')"
"('P23284', 'Q96EQ0')"
"('P61981', 'Q6PKG0')"
"('Q9NPJ6', 'O95402')"
"('O94906', 'Q04206')"
"('O75365', 'O95831')"
"('P12004', 'P67809')"
"('Q9UBN7', 'Q14181')"
"('P42575', 'Q12933')"
"('O75369', 'P16333')"
"('P19174', 'P10912')"
"('Q07890', 'Q13683')"
"('P51784', 'O95931')"
"('Q15717', 'P06576')"
"('P29459', 'Q9HC73')"
"('P62316', 'Q9Y3F4')"
"('P24530', 'P08754')"
"('Q15427', 'P00519')"
"('P63218', 'P27986')"
"('O95298', 'Q9NX14')"
"('Q86V24', 'Q9Y478')"
"('Q8N163', 'Q9P1U1')"
"('P35637', 'P10827')"
"('Q12888', 'P53350')"
"('Q96N67', 'Q9HBH0')"
"('O14920', 'Q04771')"
"('Q9Y675', 'O76070')"
"('P78527', 'O75143')"
"('Q8N6T7', 'P51668')"
"('P06493', 'Q9Y5T5')"
"('P62899', 'P40429')"
"('Q16629', 'Q13243')"
"('P40692', 'Q13315')"
"('Q15746', 'P27986')"
"('Q07889', 'O60674')"
"('O75116', 'Q7Z406')"
"('Q14562', 'O75400')"
"('Q86U86', 'Q92922')"
"('O15372', 'P60228')"
"('Q969T4', 'O76064')"
"('P63104', 'P16104')"
"('Q16611', 'P17655')"
"('Q8WYK2', 'P06401')"
"('Q96NT0', 'Q05513')"
"('Q12888', 'Q96PY6')"
"('O14543', 'O14508')"
"('Q9NRR5', 'Q9UHD9')"
"('Q92914', 'P07333')"
"('P14136', 'Q9NR12')"
"('Q9HCE7', 'Q9Y3C5')"
"('P08238', 'Q08752')"
"('P32004', 'P04156')"
"('Q92830', 'P48443')"
"('Q86XR8', 'Q96KG7')"
"('P01563', 'P40238')"
"('P05109', 'Q13432')"
"('P13861', 'P31947')"
"('Q8N264', 'P60763')"
"('O75420', 'P08069')"
"('Q15223', 'P55196')"
"('A1A4S6', 'Q7L0Q8')"
"('P78527', 'Q9Y6K9')"
"('P15170', 'P24863')"
"('Q13155', 'Q13643')"
"('P02794', 'Q9H0E2')"
"('O96000', 'O43674')"
"('Q9Y6X2', 'P12757')"
"('P62258', 'Q9H4A3')"
"('Q9UGN5', 'O94832')"
"('O60383', 'Q15102')"
"('P22694', 'P20941')"
"('Q8IXJ9', 'P62993')"
"('Q96D42', 'Q96H15')"
"('Q9Y5L4', 'Q99873')"
"('Q9C086', 'P18065')"
"('P48023', 'P25445')"
"('Q9Y478', 'P26038')"
"('Q96NW7', 'O14656')"
"('P35250', 'Q13573')"
"('Q15853', 'O95757')"
"('Q01082', 'O14964')"
"('O14641', 'P25054')"
"('P16520', 'Q00975')"
"('Q14164', 'P23284')"
"('Q9NT62', 'Q5T0N5')"
"('P04899', 'P50151')"
"('Q99973', '7012')"
"('P15260', 'P29597')"
"('Q00653', 'P25445')"
"('O15239', 'P03891')"
"('O75694', 'P52948')"
"('Q9UI95', 'O60566')"
"('Q99613', 'P51812')"
"('Q12884', 'P16860')"
"('Q7L5N1', 'Q9HC29')"
"('P22681', 'P08575')"
"('Q13573', 'O00429')"
"('O00625', 'Q14938')"
"('Q04637', 'Q96DI7')"
"('P52756', 'Q5T3J3')"
"('P53007', 'Q14197')"
"('P11229', 'P30679')"
"('P08754', 'P48544')"
"('Q9BRP4', 'P19438')"
"('Q7Z434', 'O95140')"
"('P30260', 'Q9UJX5')"
"('Q13424', 'P33402')"
"('O43674', 'P03923')"
"('P05230', 'Q99584')"
"('O95166', 'P60520')"
"('P78527', 'Q92993')"
"('Q92547', '26765')"
"('P61289', 'O75689')"
"('Q8WUI4', 'P0C5Z0')"
"('P83731', 'Q07020')"
"('Q04206', 'P05112')"
"('P06241', 'O00294')"
"('Q9Y478', 'P17812')"
"('O95741', 'Q15759')"
"('Q6UWE0', 'P54253')"
"('Q8TB96', 'Q9H9J2')"
"('Q9UM73', 'P29353')"
"('P33992', 'P33991')"
"('Q96B33', 'O75970')"
"('Q08211', 'P52272')"
"('P16333', 'O94856')"
"('Q9UK41', 'P05413')"
"('P01106', 'Q14289')"
"('Q9Y6W5', 'O15511')"
"('O60814', 'O75367')"
"('Q02363', 'Q92858')"
"('Q9ULL4', 'Q92730')"
"('P17980', 'P62195')"
"('P16220', 'P56178')"
"('Q07890', 'P62745')"
"('P29992', 'P14555')"
"('P84996', 'Q9HAV0')"
"('P56537', 'Q9HB71')"
"('Q13217', 'P58753')"
"('P62158', 'Q9BYC9')"
"('P27361', 'P51812')"
"('Q96GM5', 'Q9NZS9')"
"('Q13315', 'Q15459')"
"('P48023', 'Q9BY11')"
"('Q01081', 'Q86X95')"
"('Q969V6', 'P18146')"
"('Q8NFD5', 'O96019')"
"('Q969T4', 'Q6UVK1')"
"('Q8N474', 'O14904')"
"('P61586', 'P13535')"
"('Q96HA1', 'P12270')"
"('O75461', 'Q15910')"
"('P61077', 'Q9P0P0')"
"('Q16537', 'Q01668')"
"('Q9NS23', 'P26927')"
"('P20292', 'Q16873')"
"('P56693', 'Q13287')"
"('O75038', 'Q15139')"
"('P36888', 'Q8WYR1')"
"('P01106', 'A1L0T0')"
"('Q96BR9', 'P15622')"
"('P35222', 'P98161')"
"('P34931', 'O14727')"
"('P26367', 'O95475')"
"('P52943', 'O95257')"
"('O43915', 'P09619')"
"('Q99459', 'P63104')"
"('Q155Q3', 'P53350')"
"('Q96RL1', 'Q6UWZ7')"
"('P05771', 'O00418')"
"('P10826', 'Q15796')"
"('Q15393', 'Q99717')"
"('Q9Y2Q3', 'Q15758')"
"('P01574', 'P52333')"
"('Q08209', 'Q9UJX6')"
"('Q13241', 'P29350')"
"('Q04206', 'P41222')"
"('P49407', 'Q16627')"
"('Q92900', 'Q96CS7')"
"('Q9Y2M5', 'P32456')"
"('A7KAX9', 'P60953')"
"('O00459', 'P0CG47')"
"('P32121', 'Q9UGF7')"
"('P10914', 'Q00403')"
"('P63162', 'P49703')"
"('Q96RR4', 'Q16566')"
"('Q9Y478', 'P35080')"
"('Q08117', 'Q9Y6J8')"
"('A6NM03', 'P38405')"
"('Q92831', 'P15172')"
"('P36578', 'P40425')"
"('P29074', 'P16333')"
"('P35580', 'Q9BX84')"
"('P56750', 'Q07157')"
"('P24928', 'O00267')"
"('P05198', 'Q13347')"
"('P17980', 'Q7L5Y9')"
"('Q9NZS9', 'P61088')"
"('O43586', 'Q9UMN6')"
"('P45983', 'O76070')"
"('406909', 'P04150')"
"('P32121', 'Q8NGE2')"
"('P01106', 'Q96GC5')"
"('P24941', 'P84022')"
"('P46109', 'Q9HB21')"
"('Q9NZT1', 'O95622')"
"('Q96IZ0', 'Q13501')"
"('Q9Y4L1', 'P30450')"
"('P14653', 'P26367')"
"('Q9Y678', 'Q9Y4K3')"
"('O60716', 'Q6IQ23')"
"('Q15418', 'P53355')"
"('P0C0S8', 'O60814')"
"('Q9HCK5', 'P07900')"
"('Q13526', 'O14543')"
"('Q00653', 'Q92896')"
"('P62750', 'P49207')"
"('Q9H3D4', 'O15350')"
"('P01106', 'Q9UM21')"
"('O14933', 'Q9H9V4')"
"('P62304', 'P18206')"
"('P49841', 'Q6UN15')"
"('Q9Y230', 'P31930')"
"('Q9NRR4', '406995')"
"('O94921', 'P31946')"
"('Q9H992', 'Q93009')"
"('Q01082', 'Q6NUQ1')"
"('P50053', 'P61626')"
"('O95967', 'P54259')"
"('Q8N4F4', 'Q01844')"
"('Q6VMQ6', 'Q9BV73')"
"('Q9ULB1', 'Q8N0W4')"
"('Q8TDB6', 'Q712K3')"
"('P51116', 'P41227')"
"('Q13671', 'P63104')"
"('O96020', 'Q8NHZ8')"
"('P62913', 'P61353')"
"('O75626', 'Q9HB58')"
"('Q8N257', 'O75367')"
"('P60953', 'O60318')"
"('Q96F86', 'Q6P2E9')"
"('O76096', 'Q96JN8')"
"('O75964', 'O75947')"
"('Q01638', 'O95760')"
"('Q15813', 'P68366')"
"('Q15427', 'Q15637')"
"('Q8IY92', 'O15355')"
"('P50053', 'P53680')"
"('P51617', 'Q99836')"
"('Q15303', 'Q16665')"
"('O95157', 'P12931')"
"('P04278', 'P68104')"
"('P17252', 'P22612')"
"('P04637', 'P08238')"
"('P00451', 'P27824')"
"('Q9H1Y0', 'P31947')"
"('Q92764', 'P61981')"
"('Q68CP9', 'O00716')"
"('Q8TCJ2', 'P04843')"
"('P10721', 'P01112')"
"('Q9Y6X2', 'Q9Y2V2')"
"('Q16795', 'O43678')"
"('Q9P2S5', 'P20618')"
"('P04626', 'O60674')"
"('P58107', 'P41279')"
"('P12883', 'Q9P2M7')"
"('P21281', 'P11021')"
"('Q9NPG2', 'P09471')"
"('Q9NYL2', 'Q00013')"
"('Q92597', 'P41091')"
"('Q9C0F1', 'Q8NA61')"
"('Q13227', 'Q15466')"
"('Q9Y5J5', 'Q6P996')"
"('P26441', 'Q969J5')"
"('O43237', 'Q9BQE3')"
"('P57088', 'O75365')"
"('P50990', 'Q99759')"
"('P40937', 'Q7L5N1')"
"('P15018', 'P31785')"
"('P07900', 'P19784')"
"('Q8IZL8', 'Q9UL18')"
"('Q06609', 'Q96RL1')"
"('Q16539', 'Q04206')"
"('P62993', 'Q13163')"
"('P35626', 'Q8NH69')"
"('P61812', 'P35228')"
"('Q06830', 'Q9Y6P5')"
"('Q9UHC9', 'Q12772')"
"('Q01201', 'P01574')"
"('Q15008', 'Q9BV73')"
"('P16401', 'Q86U86')"
"('Q9BUJ2', 'P14866')"
"('P68366', 'P09104')"
"('Q9UHI6', 'Q9GZS1')"
"('Q5TCQ9', 'Q9ULL4')"
"('Q6IF99', 'P38405')"
"('Q9Y232', 'P83916')"
"('Q9H2G2', 'P17844')"
"('P54259', 'Q6ZVL6')"
"('Q66LE6', 'Q9Y243')"
"('Q02543', 'P62945')"
"('P10809', 'Q14197')"
"('P63165', 'Q05516')"
"('Q15363', 'P23508')"
"('P28482', 'Q8TEY5')"
"('P16520', 'P27361')"
"('Q9BWQ8', 'P25445')"
"('Q86Y39', 'O95169')"
"('P24941', 'P51587')"
"('Q14160', 'Q12959')"
"('Q13616', 'P24941')"
"('P13612', 'Q05397')"
"('Q8NE01', 'Q9BQ66')"
"('Q08174', 'P02768')"
"('Q86V81', 'Q9BUJ2')"
"('P54284', 'Q04206')"
"('P42574', 'Q08209')"
"('P22392', 'P25787')"
"('Q9H7B4', 'Q96E35')"
"('P25786', 'P53350')"
"('P03950', 'P13489')"
"('P23528', 'Q16659')"
"('P49763', 'P09619')"
"('Q15287', 'P22626')"
"('Q9UBF2', 'Q13573')"
"('Q5TCQ9', 'P60484')"
"('P54253', 'Q6DKK2')"
"('Q16584', 'P35557')"
"('Q12834', 'Q96GD4')"
"('Q15139', 'P43405')"
"('Q6VMQ6', 'Q4LDE5')"
"('Q9Y6H1', 'O00471')"
"('Q9NP77', 'Q9P2I0')"
"('Q15637', 'O75400')"
"('P04626', 'P35354')"
"('A0JLT2', 'P52435')"
"('P68133', 'P18031')"
"('Q16513', 'Q9NRA0')"
"('P84103', 'Q9Y490')"
"('P49716', 'O00264')"
"('Q8IZL8', 'P06748')"
"('O75056', 'Q14247')"
"('P11717', 'Q15075')"
"('P04637', 'Q15796')"
"('Q13535', 'Q9NZT2')"
"('Q13315', 'Q16625')"
"('Q92905', 'Q9Y4E8')"
"('Q8NEB9', 'Q9Y371')"
"('P35658', 'Q15796')"
"('Q9NYY1', 'P42701')"
"('Q9P0K7', 'P27348')"
"('Q16659', 'P01225')"
"('O96014', 'P56704')"
"('P43360', 'P35606')"
"('Q7Z434', 'Q99558')"
"('Q9H1I8', 'P14550')"
"('Q96EK5', 'Q9BS34')"
"('O95267', 'Q86WV1')"
"('O95433', 'P42684')"
"('Q13465', 'P45984')"
"('P33991', 'Q92794')"
"('P35268', 'P62913')"
"('Q13485', 'Q8TB52')"
"('P19878', 'Q9Y5S8')"
"('Q8IY92', 'Q9BRP1')"
"('Q9UBI6', 'Q9H1C0')"
"('Q49A88', 'Q96MT8')"
"('Q9Y2Q3', 'Q9UBB6')"
"('P62328', 'P51681')"
"('O60921', 'Q9UJX2')"
"('P05113', 'P38484')"
"('Q9UBS5', 'O14610')"
"('P34998', 'P32121')"
"('Q13641', 'O14908')"
"('P50151', 'P27361')"
"('P62993', 'P15941')"
"('Q92914', 'P08069')"
"('Q13625', 'Q12840')"
"('Q9UHY1', 'P38936')"
"('P00533', 'Q9NRV9')"
"('P51617', 'Q06187')"
"('Q9NWA0', 'P38646')"
"('O95400', 'Q01130')"
"('Q8WUA4', 'P06400')"
"('O75400', 'Q9NS15')"
"('P62701', 'P46781')"
"('P31946', 'Q9H0H5')"
"('Q9C000', 'Q9BX69')"
"('Q16576', 'Q8NHZ7')"
"('Q9NRR5', 'Q9UBS4')"
"('P0C0L4', 'P01034')"
"('P54253', 'Q9NRR5')"
"('Q9H9J2', 'Q15047')"
"('Q9P2W3', 'P48736')"
"('Q15906', 'Q9H2F5')"
"('Q02750', 'Q92934')"
"('P08138', 'O00459')"
"('P62829', 'Q9UL18')"
"('Q16658', 'Q9UKE5')"
"('P18146', 'P10070')"
"('Q9UKX5', 'P26006')"
"('O00291', 'P53675')"
"('Q12873', 'Q8NHZ7')"
"('Q9GZX6', 'P32927')"
"('Q9BZM6', 'P26718')"
"('Q01201', 'Q3ZCQ8')"
"('Q66LE6', 'Q92736')"
"('Q9UMN6', 'O95059')"
"('P49720', 'Q15008')"
"('Q9H2G2', 'Q8TEW0')"
"('Q99570', 'Q9Y371')"
"('O14744', 'P27348')"
"('P67870', 'P07199')"
"('P43686', 'Q16401')"
"('P07437', 'P20333')"
"('P62993', 'Q8WXR4')"
"('O60563', 'P28799')"
"('P51668', 'Q9HCM9')"
"('Q99558', 'P60866')"
"('P17693', 'P43626')"
"('Q99459', 'P43243')"
"('O75381', 'P14317')"
"('P04899', 'P60709')"
"('P05388', 'P39023')"
"('P01106', 'Q92609')"
"('Q13535', 'Q86W50')"
"('P25054', 'Q9Y2T1')"
"('Q02543', 'P18621')"
"('P21246', 'Q8N2W9')"
"('Q13263', 'P10914')"
"('Q99572', 'P49913')"
"('Q7LDG7', 'P47712')"
"('P60763', 'O94929')"
"('Q9Y5L4', 'Q9Y5J9')"
"('Q9Y3I1', 'P24385')"
"('P02511', 'O75909')"
"('P42766', 'P62750')"
"('P62910', 'Q13177')"
"('P43405', 'Q8NHJ6')"
"('Q13753', 'Q7L1I2')"
"('Q7Z4S6', 'Q13573')"
"('O00303', 'O15372')"
"('Q92747', 'Q14247')"
"('Q92831', 'O15516')"
"('Q14831', 'O60262')"
"('Q9NX70', 'O43513')"
"('P56537', 'O95433')"
"('Q969G3', 'Q99459')"
"('P53999', 'Q96BK5')"
"('P06493', 'P30307')"
"('O95715', 'P51686')"
"('P61254', 'P62993')"
"('P20618', 'P60900')"
"('P11388', 'P0DJD1')"
"('P0C1Z6', 'Q9H981')"
"('Q96PU4', 'P61077')"
"('P52434', 'Q9Y4K3')"
"('P61224', 'Q96FS4')"
"('P63215', 'Q9NQ66')"
"('P02458', 'P06756')"
"('Q9NYL2', 'Q12824')"
"('Q9Y6K1', 'Q9UBC3')"
"('P37840', 'P10636')"
"('O60610', 'Q8NHR9')"
"('Q7Z333', 'Q99459')"
"('Q9Y5S9', 'Q14164')"
"('P10242', 'P61626')"
"('Q13573', 'P19388')"
"('Q9HCK4', 'Q9NRR5')"
"('Q15759', 'P53539')"
"('Q9BY77', 'P49005')"
"('P62241', 'P39019')"
"('P24941', 'P39748')"
"('O75015', 'P30273')"
"('Q93063', 'Q16394')"
"('P21246', 'P18827')"
"('P31947', 'Q14966')"
"('Q96QD5', 'Q13573')"
"('Q9Y6K1', 'Q13569')"
"('P18031', 'P31749')"
"('P28222', 'O60262')"
"('Q9Y4K3', 'Q92945')"
"('P68104', 'Q8TF21')"
"('Q01094', 'Q99741')"
"('Q9GZR1', 'O14908')"
"('P35609', 'Q15788')"
"('Q9UBN6', 'Q5VWQ8')"
"('Q96JB5', 'Q9H2U1')"
"('Q9Y508', 'Q8IWF7')"
"('Q6I9Y2', 'P00505')"
"('Q9Y4K3', 'P15121')"
"('Q14103', 'Q14683')"
"('P05771', 'Q96HC4')"
"('P02768', 'Q9H6Q3')"
"('P62136', 'Q92917')"
"('P01579', 'P14784')"
"('P26368', 'Q96I25')"
"('Q9UKV0', 'Q7Z2G1')"
"('P16152', 'P23508')"
"('P02745', 'P02746')"
"('Q01081', 'P31943')"
"('P35968', 'Q96CV9')"
"('Q9NRA8', 'P06730')"
"('Q9NRR5', 'Q13232')"
"('P16333', 'O43900')"
"('Q9UL42', 'P01857')"
"('Q86XI6', 'P46019')"
"('Q9UGN5', 'Q8WV48')"
"('Q14457', 'Q15149')"
"('P32121', 'Q8NH01')"
"('Q7L0Q8', 'Q13177')"
"('P07196', 'Q8N2W9')"
"('P05771', 'Q13224')"
"('Q13315', 'O00203')"
"('P42704', 'Q14197')"
"('O75832', 'P62333')"
"('P30153', 'Q06190')"
"('P12236', 'Q13233')"
"('P13569', 'Q9H3R2')"
"('P62195', 'Q9UJM8')"
"('Q13573', 'Q8WUA4')"
"('P12314', 'O15264')"
"('Q96PY6', 'Q8N8J6')"
"('Q8IZ52', 'Q01780')"
"('P61764', 'P32856')"
"('P0CJ69', 'P25090')"
"('Q9NQZ2', 'P54257')"
"('Q9Y4L1', 'Q9UBN6')"
"('P05388', 'Q9H4L4')"
"('P42680', 'P16471')"
"('P62333', 'Q15834')"
"('P43405', 'P19438')"
"('P30530', 'P06239')"
"('Q8IZI9', 'P14784')"
"('O60739', 'P51668')"
"('Q16548', 'Q14457')"
"('Q8NGE5', 'P38405')"
"('P10275', 'P43364')"
"('P20749', 'P19793')"
"('Q16629', 'Q92620')"
"('Q07890', 'Q9BPX5')"
"('P62879', 'O14640')"
"('28881', 'Q96PG8')"
"('Q08043', 'P13612')"
"('Q13588', 'O15357')"
"('O95166', 'Q86V97')"
"('Q86U42', 'P63104')"
"('P61077', 'Q14139')"
"('P07711', 'Q99969')"
"('Q9GZL7', 'P46531')"
"('P01111', 'P04049')"
"('O75369', 'Q13683')"
"('Q9BVJ6', 'P16870')"
"('P17948', 'Q15147')"
"('Q15654', 'Q9HBW0')"
"('O95163', 'O14920')"
"('P05060', 'P20073')"
"('P51843', 'P36956')"
"('Q9BQ66', 'Q9NX63')"
"('P33240', 'P26641')"
"('Q15714', 'Q13619')"
"('O00294', 'P62993')"
"('P63104', 'Q8TE04')"
"('Q14011', 'Q15428')"
"('O95402', 'Q6P2C8')"
"('Q8NGC1', 'P38405')"
"('O43439', 'Q9P2R6')"
"('O00303', 'P05198')"
"('P01106', 'Q658P3')"
"('Q9BY44', 'P41091')"
"('Q00610', 'P11274')"
"('Q13137', 'Q9BVV2')"
"('Q9UJU2', 'Q99697')"
"('P52747', 'P14866')"
"('Q7L7L0', 'Q969S8')"
"('P27361', 'Q9HBH9')"
"('Q99459', 'Q9NRL2')"
"('Q9UET6', 'O75844')"
"('Q14152', 'Q13347')"
"('Q96IG2', 'P62979')"
"('P61073', 'P35579')"
"('Q9H492', 'Q8N2W9')"
"('Q9Y5B9', 'Q9GZS1')"
"('O14920', 'Q9BVC4')"
"('P32942', 'P15311')"
"('Q16539', 'O43464')"
"('Q99963', 'Q8WUM4')"
"('P62993', 'P46776')"
"('P61201', 'Q9P2S5')"
"('P60880', 'Q8NFX7')"
"('P62891', 'P61313')"
"('Q6IAN0', 'A0JLT2')"
"('Q96EQ8', 'O14933')"
"('P07202', 'Q9UHF4')"
"('O75417', 'P53680')"
"('P41235', 'O43513')"
"('P37108', 'P01889')"
"('Q86WN2', 'P17181')"
"('P17612', 'P20941')"
"('Q14103', 'P06730')"
"('Q13237', 'P28907')"
"('O43242', 'O00231')"
"('P08107', 'Q9NYJ8')"
"('Q93034', 'Q15370')"
"('O75293', 'Q8TAE8')"
"('P23443', 'P17480')"
"('P04406', 'Q96EB6')"
"('P38936', 'Q8TF32')"
"('Q86VX9', 'Q5VTD9')"
"('Q9UKV8', 'P10809')"
"('P11802', 'Q9UGY1')"
"('Q9Y5N6', 'O00311')"
"('Q13156', 'P54132')"
"('Q13362', 'P04049')"
"('P12882', 'P11171')"
"('O96019', 'O95619')"
"('Q9NX58', 'Q9UHA3')"
"('P34931', 'P19838')"
"('Q00005', 'Q8N1N4')"
"('O14929', 'Q6NXT2')"
"('Q06187', 'Q96MX0')"
"('Q13315', 'O94906')"
"('P35442', 'P16144')"
"('Q9UHD8', 'Q15019')"
"('P04150', 'P10275')"
"('Q13761', 'P20823')"
"('P98082', 'Q13526')"
"('P19474', 'P25054')"
"('Q9NRR5', 'Q96IX5')"
"('P67870', 'Q9UM47')"
"('P80075', 'P49682')"
"('P29375', 'P06400')"
"('P63211', 'P63096')"
"('Q96F85', 'P30793')"
"('P16070', 'P10451')"
"('P04150', 'P12544')"
"('Q9NYL2', 'P62877')"
"('Q86XK2', 'Q13564')"
"('Q13233', 'Q16539')"
"('Q9UKR5', 'P31994')"
"('P62280', 'P62841')"
"('P35626', 'Q96R30')"
"('Q9NWZ3', 'O43187')"
"('Q9UGN5', 'Q8TED0')"
"('Q12834', 'Q96DE5')"
"('P45985', 'O15264')"
"('Q9H3N1', 'Q96JJ7')"
"('Q9UKV8', 'Q9BWF3')"
"('Q09028', 'P01137')"
"('O15205', 'Q13257')"
"('Q96S55', 'Q15054')"
"('P43246', 'Q92830')"
"('P23396', 'P08708')"
"('P17275', 'P24385')"
"('Q9NUQ9', 'Q16659')"
"('Q9BYB0', 'Q9NSB8')"
"('Q9Y265', 'P78527')"
"('P03905', 'O95139')"
"('Q92831', 'O95359')"
"('O43353', 'O00463')"
"('P09429', 'P43246')"
"('Q96RT1', 'Q03001')"
"('P35222', 'P51636')"
"('Q14152', 'P60842')"
"('Q16537', 'Q8IZS8')"
"('Q9ULV8', 'P42701')"
"('Q99598', 'O95257')"
"('P49768', 'Q92542')"
"('P10275', 'Q15652')"
"('Q96F07', 'A6NMX2')"
"('Q9BRT9', 'P21675')"
"('P56645', 'Q9UH62')"
"('Q8NFH5', 'Q9NRG9')"
"('P45973', 'Q9C0K0')"
"('26765', 'Q92831')"
"('Q92945', '406889')"
"('P43354', 'P19793')"
"('P10275', 'O43524')"
"('P05386', 'Q9H840')"
"('Q08117', 'P09429')"
"('O75431', 'Q16891')"
"('Q9UHD2', 'Q9Y230')"
"('P04406', 'P38936')"
"('Q99459', 'O95347')"
"('P35609', 'Q8IYT8')"
"('P42858', 'Q9BVJ6')"
"('Q96DF8', 'P63244')"
"('Q13526', 'P01106')"
"('Q04206', 'P98170')"
"('P56545', 'Q9HCS4')"
"('Q3B7T1', 'O60925')"
"('Q01196', 'Q92793')"
"('P35326', 'P07947')"
"('Q9UHX1', 'Q8TCT6')"
"('P15407', 'P35638')"
"('P22612', 'O14775')"
"('P22694', 'O60840')"
"('A1L0T0', 'P01106')"
"('P01258', 'Q16602')"
"('P16333', 'O43708')"
